Date,ADI,ADX,AIG,APA,ARW,ASB,AVT,AXP,BAC,BK,BPOP,BRK-A,C,CAT,CMC,CMI,CNA,CVBF,DIS,DLX,DOV,DVN,EMR,FHN,FITB,FLS,FRT,GAM,GATX,GE,GL,GRC,HBAN,HD,HST,IAF,ITW,J,JEF,JPM,L,LEG,LEN,LNC,LOW,MRSH,ONB,ORI,OXY,PCAR,PEO,PFE,PHM,PNC,PPG,R,RHI,RJF,ROK,SEIC,SF,SLM,SRCE,STT,TFC,TGT,THO,TKR,TRMK,TRST,TXT,TY,UDR,USB,VNO,WABC,WFC,WHR,WY,ZION
2019-01-02,0.0010485249650804551,0.0023772414377467577,0.0053282680181954145,0.03276170561591307,0.00870204684658682,0.008084404476058626,0.013019258958306246,0.003776925612785753,0.01298707648165398,0.009135447037146749,0.01609477613649557,-0.00634967320261437,0.02823691239442061,-0.005430321377077885,0.02496878867523389,-0.0019455505028256326,-0.011551806537545062,0.014335042133513554,-0.006201552958192691,0.01742992916310815,0.004228238527760997,0.029724951672294164,0.0,0.015957286451337094,0.028474290288929893,0.004471185951064216,-0.0188923062886307,0.012306420206084079,-0.0011298948673155174,0.06340798358657551,0.02468833575246432,-0.01604436449028468,0.018456723813268017,0.0034337775194599462,-0.016796710976909268,-0.008420868773052703,-0.0007102573561268422,0.00034227446491752467,0.019584935480510213,0.017311984708351824,-0.009665918713814947,0.00474331331595268,0.020689559014690495,0.004287494229593181,-0.0009747161995289355,-0.00890266998114786,0.009090965074427082,-0.019445621552412473,0.010101075062616482,0.012601004536543448,0.01715828563297661,-0.009163763738307296,0.009619398712466642,0.016251672912376947,-0.005282246640846644,0.013706963747833312,-0.011538699782165818,-0.0004053231869558527,0.0025916578280513747,-0.0028139155953670336,0.0,0.026474394469266915,0.022805853865900616,0.013635733874639344,0.024699962028468248,0.00529588209483256,0.004615392902646009,0.009110639422619693,0.011958848306063086,0.014577140275581657,0.0021740326354418027,0.0034015058586944757,-0.031044948771374314,0.014222956212221582,-0.026922474589286094,0.020474206535008976,0.018663135618468996,0.009825155882932757,-0.015096463939818339,0.02061880950788475
2019-01-03,-0.06040538704366061,-0.022134159033763368,-0.021958552673128295,0.002582111817752253,-0.0425594045145391,-0.009022255557538439,-0.024063214439988934,-0.019519470325966237,-0.016025672839761973,-0.019789671194541336,-0.00833683428859866,-0.056098034250157025,-0.018120797620764573,-0.03853422735025336,-0.028014589497767806,-0.01979274284643795,-0.0011455458756134407,0.0053972104117394615,-0.024226848731025874,-0.027614416219109983,-0.020490811351091764,0.013356349133161194,-0.0215898831453597,0.0014961711147229995,-0.0008264541377500656,-0.04131553878176897,0.006735281911151025,-0.017714567426550643,-0.03873884923743087,0.001242204532778901,-0.015746494051148252,-0.0235184971178235,-0.008237603858688991,-0.022040541814599135,-0.002440349356714888,-0.010615739190728779,-0.02488176854843649,-0.02017773759796826,-0.019208733670903144,-0.014211823750356678,-0.012422451304502258,-0.015551371672848702,-0.010259820036023992,-0.013390043243826533,-0.011921392030373457,-0.013031510204081664,-0.0038610826017680955,0.0019830072273829824,-0.01225813789403074,-0.023159362230590452,-0.003373410339983729,-0.027976814677196926,-0.011432810185733056,-0.004545188558832347,-0.03658183467234688,0.0010246562209477172,-0.06437925130603539,-0.03376543297327239,-0.03532792002113938,-0.03603205270268495,-0.03404145160142302,0.009378283783487706,-0.000484700526956483,-0.03253593099708796,-0.006758214736754198,-0.013696714946226485,-0.02067380756545356,-0.03372313137996019,-0.004866010285248357,-0.00718396146705369,-0.025385029861521802,-0.014830884564201341,0.00494929646631137,-0.014023500577564851,-0.002650745752079353,0.005631897516889639,-0.007882481280780063,-0.0033359929356138185,0.03390620389832799,-0.0055316728961123385
2019-01-04,0.024278805562981898,0.022635169474672034,0.03690331022912341,0.041942571731744094,0.03844429086612822,0.02427903490384442,0.04314894314992834,0.04506078234213984,0.04153101916073765,0.028994950399905628,0.026061704490285553,0.019163763066202044,0.04889635975838735,0.05464559349681397,0.06766929264043542,0.041532578359923855,0.027987865504907727,0.02635465622844535,0.030847466598234785,0.06600071904611937,0.045421791908556663,0.0446424661210143,0.0215530845347085,0.03136665367727831,0.023986889589921123,0.04968455833296814,0.011236278907010622,0.020509262458889177,0.04603628067147714,0.021092094140132023,0.03546208148758945,0.0398205212319207,0.02823896286123495,0.02971334667208536,0.031804281066263984,0.032188700119246905,0.030214863968129224,0.03874355456334433,0.04665865872330688,0.03686544041962225,0.025381853056587245,0.030183240828645985,0.04197208280102194,0.05684496470955702,0.02961499592251382,0.024483960946088956,0.02906974219338654,0.021276842797257167,0.03216841733929887,0.04440852273976237,0.03046695203135763,0.02283516070572733,0.04857347964278769,0.02502758094240165,0.01980165743995954,0.06058133229235452,0.06030259507387714,0.04053681823655708,0.0315371965596698,0.03602787154371345,0.05123676642525332,0.03716605519887928,0.030310545842094694,0.03783371783955247,0.026309720567321282,0.013734216572056201,0.05746663430235932,0.05825786194766214,0.027942603153783052,0.03183804987935979,0.043633389684627044,0.017634279420460475,-0.0015549070655811459,0.024726600600066817,0.01677726697372739,0.025726198693126978,0.029632791187899965,0.048902900318582576,0.034141864812683664,0.030713354564795736
2019-01-07,0.006288390448522696,0.01422922851447983,0.005723899711040481,0.021539683290780376,0.016052069209805397,-0.0009877046846834547,0.023905669084425263,0.005427905934519028,-0.0007821200357880365,-0.0022958182812076178,-0.004301734140505498,0.009914529914530013,0.008706432804728381,0.000624008727067471,-0.05516446375623507,0.004920197187399333,-0.012720352111551758,0.0009510186012668953,0.008666966808249521,0.005672902852538186,0.013294800641870719,0.031746201131504614,0.0075351627833317725,0.010861895997552606,0.005654027895001246,0.021181902121588436,0.012892177974255903,0.018364512727230053,-0.010967477794375902,0.0619682218963995,0.0037338235019133137,0.011118003576324087,0.004039171683540621,0.019698194636005084,0.0065204930043578635,0.008316046215631312,0.0002360306582835925,0.00016817164104510063,0.006604482971545034,0.0006952988196724519,0.006790736079288262,0.017524881351256516,0.028391098213770505,0.005210936620944295,0.01896221633312578,0.0043794325554038505,0.006277567457116939,-0.005329358929679229,0.020091685252666025,-0.0011855459146791203,0.019053741490728582,0.0053488231521605645,0.03713229576729815,-0.002227146386823642,0.003303521027563816,0.010806579107663694,-0.0033872790457374347,0.004701543896971527,0.008326276298928237,0.005868260070917897,0.005705984840679967,0.0011200437391218898,0.020710646542445144,0.012462800070446312,0.007956028245557745,0.048923656406083094,0.05027719602558989,0.016359566900147948,-0.004077467853233485,0.021037805675730548,-0.009599060284707472,0.018596999238548628,0.0020768978267149407,-0.00469787200406635,0.019114626924711553,-0.0008531289839524003,-0.006465006650772098,0.029161340867956742,0.019982585117459317,0.003988774990156152
2019-01-08,0.024396065390864585,0.012471076712296414,0.003959829623404687,0.014863535097333402,-0.0027042760550710643,0.01235801407978232,0.002360950587620314,0.00488943293811106,-0.001956119152795921,-0.0037659391767077555,-0.004114344319912866,-0.003723764387271511,-0.002697430944647694,0.012009914987543668,-0.014285667072408859,0.002630988114418198,-0.006781353797934209,0.03420420097862986,0.007778595681753098,0.028942823772420523,0.02204784843433827,0.007889549265408746,0.008309870815667697,0.007163065572983296,0.005220984658496741,0.024327815430388533,0.02135311245950189,0.008506357464497905,0.022320241593188683,-0.020595101193678467,0.011544773255024898,0.024129406533855757,0.009653815560513701,0.004801157256963728,0.02473486269231495,0.03298976722194302,0.022010553776702135,0.0016795416168400301,0.009294691378006315,-0.0018860601882036976,-0.0023932169959918204,0.01426223755715017,0.012033795214900112,-0.00851650930114689,0.02070059011710268,0.006851529054478611,0.0,0.012664226176395177,0.007909495018529222,0.009667723581204157,0.009671418539906274,0.004626365095911744,0.004608275072865542,0.001570926593527755,0.008279749899823718,0.0003819278772678736,0.025760106389549398,0.00722011040368753,0.013080198036084179,0.009075279551706616,0.0420805250088685,-0.004474490008046339,0.005303137709339767,0.0043085344659461455,0.0024117592214798478,-0.0010046598962043518,0.009855704091152884,0.013796776624222185,-0.0023881393966651565,0.010989049973389564,0.024122334483034802,0.014523088948655394,0.022797936018784437,0.006436677291329795,0.026290337137955255,0.017930678473446315,-0.002099113152045806,0.022478752435364235,0.005963215938612931,0.009114250335243046
2019-01-09,0.025340419784134482,0.012317209609934432,0.014542868765438977,0.051089915119898244,0.012130704692779881,-0.0009769215507433593,0.03402232119916393,0.001824807427519115,0.009800210777148877,0.0029400593680457554,0.02024374206111501,0.0008834522595990713,0.016588837490167707,0.0038528294136477292,0.017643406131913286,0.0019678627825430173,0.006600032776305165,0.0027560175859726588,0.0112188967882636,0.025030100494694008,0.010455384028755121,0.010959159439654309,0.012032453255552022,0.011379911488485828,0.0007991497822033011,0.02074996590459266,-8.198007926196738e-05,0.0050607467101615455,-0.0012515568445754521,-0.0070089763155049,0.010778098967100025,-0.0014912987063911975,0.007968278621881986,0.01034364043019953,0.0034482595858054133,0.021955781274128894,-0.0001536492249654131,0.008720582160534285,0.0027085828298996084,-0.0016900302728140026,0.004361984015067266,0.005571998293905311,0.07927278016438111,0.024633140976080714,-0.006145700352254813,0.0008661543046921683,0.003118940614615928,0.006252883739484183,0.012155524171864718,-0.015118607904635262,0.010216950709357908,-0.002072089146582856,0.021524389104607966,-0.002806683643388097,0.004254454007684538,0.040839586802516425,0.017265586671901367,0.018319513922626873,0.00599841508891652,0.0055673970965517405,0.021551947052989462,0.029213893470812158,-0.008256785761701413,0.023134770198739885,0.009405113667954046,0.009768794266313607,0.05437437536099088,0.01612875181686846,-0.0020520624942316212,-0.004076004761596641,-0.0056784618840828305,0.0024540144712754675,-0.001200342878212246,0.010658382038076564,0.001405868524167575,0.004025822105319321,0.005469096297131548,0.023332352323794714,0.003386695821418373,0.008568974502825455
2019-01-10,0.013844328986007737,0.004562540631239953,0.006316784637493855,0.0032404455454031478,0.022701644838120538,-0.005864660257303478,0.029359644579968203,-0.0057676916368428754,-0.0011646294988766348,-0.0060720239761545836,-0.016197566535299135,0.002036936447582738,0.001064305857527481,0.020649646264964572,-0.004953680901671698,0.01353022991092967,0.014244009843185745,-0.0009159930508793046,0.0011537886797376995,-0.0055813876926748,0.014800313034240009,0.017808834408240326,0.011563394071889332,-0.002109531785124963,-0.005189619267787382,0.01959330650285951,0.014266967223143245,0.0013426549151842604,0.008911242387379614,0.05176434597532409,0.0013801648156401836,0.017921131914515387,-0.007114653259075454,-0.0037278546341731333,0.012600241096059062,0.01757846634262128,0.01115469210669251,0.009974926112713778,0.01944885969036947,-9.96417619367751e-05,0.00738319319389702,0.010818037398478308,-0.024195450362864412,0.00862569881950348,-0.010821187702742652,0.0070467151578346154,-0.008084420189773733,0.011472383352546522,0.0062331506863702035,0.00903961049201052,0.005057007833425553,-0.023765870195668226,-0.011744429084341812,-0.010181345725679303,0.011330283548397935,0.010451038757073094,-0.002400261065845233,-0.002216174018186079,-0.006287287006149445,0.009795488629537719,0.008438925369665506,-0.0021836011624311036,-0.005319294987215173,-0.004043193615532736,-0.006284259598104303,-0.028453414191550785,-0.014380055235544753,0.025793222966446372,0.0023989415251592927,0.0040926865715500416,0.013536335469416239,-0.0012243140952654663,0.02301170175370726,-0.0021093909865501637,0.014350390904019239,-0.002339093452814467,-0.0010460434361163617,0.00839574845113189,0.02531624397998944,0.004821864507114304
2019-01-11,0.016363952846918384,0.0037849427198541896,0.005794071914631216,0.004521955508823616,0.013649495111422993,0.0024580862072467458,0.008852016682538766,0.0029516080789231403,0.01165952106617496,0.01285019126536513,0.0012347043382221479,-0.003997831684510067,0.0044292846559284005,-0.006468356456232449,-0.016179121655399253,0.0015071616813973066,-0.0035669559070241608,-0.0013754813459552206,-0.0013298196625227687,0.0021045862681985383,0.004904833370628747,0.002662517848578183,-0.001449070679719222,0.002818625596857638,0.005617929082573081,-0.00192151880528324,-0.002344339130059825,-0.0006704747152520563,-0.0038641229340706795,0.0,0.003256944577153309,-0.0005867380456148208,0.005573247564675254,0.001954548793572375,0.0033937899232916457,0.0019191745913558211,-0.008597164098475996,-0.004609195384694398,0.011659016813375445,-0.0047811510863191575,0.004095907425131662,0.000782946121249184,0.027451993275567466,0.005094308732695785,0.013752788686639317,-0.003805447663134287,0.0031346596310120045,-0.00756148027281478,0.0004533201243164253,0.004732953509305915,-0.005660496284859873,0.013472129875333305,-0.0010487682644149121,0.003930348466206546,-0.007696285494985244,0.009254355510048828,0.0032653640456565824,0.009275876629044166,0.016567856514259516,-0.01855730947016143,0.011671124615875828,-0.012035131532134313,-0.003952159907214758,0.007517735263010916,-0.005451016877047854,0.019329105088751408,0.0015093008183717505,0.005560932925891882,0.0017093592270354119,0.009510981891924786,0.0018782598633153569,0.004902119314306619,0.003499422532568408,0.0027479396972474035,0.0016916320872482071,0.004521737090623867,0.0025129771528038525,0.0047342727316044275,-0.0037037929824204063,0.005255768358250368
2019-01-14,-0.028425644359908686,-0.001508293364746005,0.008161535266475228,0.015112368004239762,-0.0016321425825148728,0.002452680223155257,0.0,-0.0011163481950398069,0.013062079522319525,0.007071439763798315,0.01233317632586206,-0.005473161439553675,0.039513176048004084,-0.0022708563813746974,0.0101973505268671,0.004945109929854752,0.002013689464852364,-0.0036733122294482223,-0.002041697157868061,0.001633553735942428,0.002568221058781406,-0.007208064165148298,-0.005320945368329277,0.005621935925811616,0.012370277235891347,-0.0021662440174508024,-0.003322296484046583,-0.005367206657666657,-0.009420928602743572,-0.004474159675255218,-0.000748749542670013,-0.02378167490579941,0.015835295324146292,-0.003344031672207981,-0.013528893549092813,-0.015325269089951354,-0.0010741832364563608,-0.006283729503151814,0.011000437779096206,0.010309153633580648,0.0015026540300611124,-0.0005216887128797199,-0.026072086703209596,0.009956534710357623,-0.004008185675500098,0.004189653485336953,0.0025000264475651957,0.005238565977282006,-0.009665047357905632,0.008916364556613265,0.0006325134458553539,-0.011893714224996188,-0.025192178066144044,0.0041652236973559464,0.000981954687614861,-0.0017979661344894593,-0.0013702864182493224,0.0033658528830935452,0.002245778037821111,0.006660559897259777,0.005877430726728861,-0.0011069136582527728,-0.006536397383284265,0.02163837765210408,0.011839555759051601,-0.011061368449392428,0.041526978986357044,-0.00649191387567849,-0.003753897404929929,0.0040376727099207255,0.00020862512911734576,0.0004069211459023503,-0.000747314841155311,0.007377441274700525,-0.01719395026695847,-0.0006668182429251379,0.011489459003216407,0.0068242311250437115,-0.005369383127897698,0.007501665716801886
2019-01-15,0.0012574805827718638,0.012840047555546352,0.010714297839168996,0.005701743085964717,0.002179782416740661,0.002445873473374549,0.008530060824232688,-0.004571409377079894,0.006825614967325144,0.020446190348402782,0.007512725306001888,0.008991999890550106,0.041574945783136474,-0.008422064195035994,-0.0044161787489007676,-0.009484528295426675,0.010046631243716853,0.0018434275998708838,-0.005870858136549417,0.0020968670365488773,0.0005126106897674898,0.008788681721255465,-0.0027556388230407514,0.005590418721212798,0.0035473813274489174,-0.000482456398404163,0.010569000744843127,0.01247884355650708,-0.007132925835239945,-0.01910119268035715,0.005998236331748563,0.00541345015110517,0.0038969823521570746,-0.013086461243965286,-0.0022857035585269747,0.0019452423160255528,-0.0006147481091769436,-0.002163700088512077,0.009326382064147154,0.007330912354563068,0.0,0.002870719051523807,0.015044404110230447,0.0003584658005675312,-0.020637684262454714,0.0023318564979226686,0.004364304221506687,0.008999952876032058,-0.0009148684627774406,-0.006669562120439343,0.0025284545019514937,0.0084967757260348,0.0075374563584456045,0.004728477055724101,-0.009415366128793679,-0.06484154980614232,0.005316962089300548,0.0005163086104549297,0.003969034575694419,-0.0036284985766862343,0.003245952056950996,-0.003326299436276159,0.004934715050652905,0.0029215252563583594,0.004116939276143539,-0.009151862667490351,-0.007556222403468871,0.0,0.008564361254173702,0.002680887740188709,0.002706989986077657,0.0077199021971814386,0.01769686409624427,0.0037669722723687737,0.006404358070054794,0.008508605958521098,-0.015489356041623492,-0.0006455623667799282,0.0012459468456826883,0.011056171877545262
