Date,ABEO,AGYS,AJG,ALK,ALNT,AMD,ARL,ATO,AWR,AXR,BBY,BDL,BKH,BMI,BRO,BXMT,CASY,CHD,CHE,CIA,COKE,CPK,CRD-B,CSWC,CTO,CTS,CWT,DIOD,DRS,DSGR,DXR,EBF,ED,ETR,FLXS,GHM,GROW,HNI,HSY,HTO,HVT,HWKN,IBCP,IDCC,LCII,LUV,LZB,MGRC,MLKN,MSEX,MYE,NEE,NI,NPK,NSSC,NWN,NYT,PAI,PEBK,PNRG,PPL,ROST,SIEB,SKY,SO,SR,SXI,TAYD,TCI,TILE,TRC,UGI,UMH,UNF,UTL,VALU,VLGEA,WEYS,WMT,WTRG
2015-01-02,-0.01449275362318836,-0.015091384571473743,-0.0021239006179245568,0.009538232557464,-0.027015754941544845,0.0,0.06043954604404189,0.0028700520988260703,0.013010838242890621,-0.002604164241347462,-0.0048745940127317144,0.007999924321944185,0.001508400111909447,-0.013816315517222066,-0.010635154772320021,0.008235976566152603,-0.014614768553121937,0.0035529489397454483,-0.0067190526808170725,0.038157890196321986,0.020902487447523432,0.004631070713629892,-0.00875485821145705,0.018992370467277864,0.0017922474004254951,-0.026360151250594765,0.0008126401476695744,-0.007979663249535474,0.003999980699731287,-0.002994009197675007,0.025787978344156137,0.0007423482039981,0.0049986815364309045,0.002628966670196853,-0.016744392759103777,-0.027806881636995406,-0.012903436322836637,-0.010967836186427382,-0.002116665174614285,0.00031154130435950833,0.0009089301686751039,-0.02815600514673411,-0.032183916794068956,-0.009641348048548659,-0.021539321300948155,0.008742982077747818,-0.011922535673363432,-0.010596630802190088,-0.0047575902223353506,-0.008672961360492004,-0.016477417809135364,0.003763492229816867,0.0007072529379810177,0.005341075534112116,0.0,-0.0032065935077456587,-0.028744352464476486,0.0022305488197404966,-0.0022232554730625687,0.0028869822744008733,0.0008258209849081322,-0.0056229736080929404,-0.04090918337721727,-0.05679011694210623,0.005294359875939847,0.002068087243701777,-0.02951112087036112,0.024390243902439046,0.0,-0.013964650796030376,-0.013238301361294336,0.0010527834473781361,0.005235954987054203,-0.010703909297170688,-0.0046355020109187794,0.016564231715808786,-0.024114018749704536,-0.03134478209440672,0.00023316694390929094,0.005243614801362595
2015-01-05,-0.055882352941176494,-0.005645136853037691,-0.0059598590899043735,-0.014254953714157526,-0.06550958576792432,-0.003745314673225475,0.0017271552586739514,-0.0180679221594251,-0.01703769604534444,0.02088777120580798,-0.025779680807795025,-0.04927243066884179,-0.019766436795372155,-0.02682394272058597,-0.012898825327429808,-0.008849097517171334,-0.021910016807834776,-0.011126765631282454,-0.003811018087240714,-0.055766801605339755,-0.007455677279673778,-0.021446688998822516,-0.008832182718858439,0.005954316874856813,0.0017891453988363448,-0.02419347579185238,-0.011774349394800598,-0.011334532417499155,-0.007968089196462858,0.012387384807309054,0.008379869745860136,-0.0003757761393362591,-0.009496345875129375,-0.007524515792345587,-0.04099638606317857,-0.024311720418470628,0.02287577928555984,-0.013267042733377865,-0.007038719067292476,0.00933688303590885,0.017249142543955598,-0.0026121421817080215,-0.0031668710014771673,-0.015079049357440533,-0.01120660793766981,-0.02459596809532061,-0.007164010247680541,-0.018320568877204457,-0.009900496220429988,-0.013560743655585905,-0.03350670671691547,-0.0105916934803727,-0.0117788079398492,-0.02793497712634707,0.010638553650220262,-0.017289819428320308,-0.011682373654845146,-0.001483662696275645,0.010584798814112117,-0.061960203319450846,-0.023102424655144338,-0.0007469867084874959,-0.014217977521764014,-0.06020948181461394,-0.004253329944370998,-0.01744534962381472,-0.022272247394745093,0.016190483456566263,0.0019416993901946178,0.006157668169481267,-0.012383881261362806,-0.02393434995124044,0.003124957530332262,-0.020141301067925665,-0.0052060625591059395,0.0,0.004492724036913698,-0.04975648031584279,-0.0029105325075177158,-0.019374103830658296
2015-01-06,0.012461059190031154,-0.022708818710765355,-0.0019273556222447752,-0.011770666035055055,-0.006035238864045334,-0.011278184369081234,-0.017241444513996895,-0.006194024519502017,-0.01413381004655323,-0.002557542261826362,-0.0089971515477959,0.009043424989382931,-0.019397214102377047,-0.0256318697497393,-0.0049785394695898155,-0.0020606146034236605,-0.00735215508920517,-0.008310513069952119,-0.008607135212310824,-0.03355704783899316,-0.006838351003927934,-0.012085627642633656,-0.029702717352386276,0.004889213513305846,-0.006607191968946102,-0.021841793013156474,-0.010682203794500689,-0.03883140195480661,-0.06827314917983551,-0.004078557871837307,0.0180055566161208,-0.04060162805296341,0.005630889681618179,-0.0018381400630710365,-0.020717154070908128,-0.0359107032166851,0.03194910614718749,-0.014449055864569349,0.0033014213386635127,-0.012642427333884987,-0.01963410494420692,-0.024523732989529257,0.0015880824786096426,-0.01414748186782766,-0.02185805003703456,-0.02833809807590526,-0.022028366790939002,-0.024117149695359275,-0.020689776959685657,-0.021285568699011326,-0.030483973217122373,0.0038843706979398984,-0.011680643579630279,-0.0049363986083451605,0.0,-0.00797890267273571,-0.0330967982933531,0.0037149399595683974,-0.013230469886924334,0.04047927269783891,-0.0002814561398147841,0.00192218094446317,-0.019230747520026514,-0.01949863616493941,0.012001737076283492,-0.0020999105336130253,-0.03246484674314076,0.027179002790949758,0.0,-0.015300182553464214,-0.02473009927813896,-0.019132403724011593,-0.006230534905638074,-0.011637125180612773,-0.0016521339023185533,-0.060349835344894354,0.025717403793545257,-0.020139009269459218,0.007705759556229097,0.0011398403347555597
2015-01-07,0.027692307692307683,0.004979208713084882,0.009654783133510758,0.015313958947475115,0.005137651796233822,-0.01901147853960916,0.008771963580347819,0.014298849343765685,0.0029760343659024358,-0.0025641000560834293,0.028838480278372103,0.028955528149038345,0.005091956517169427,0.002882697144224622,0.00906817156612627,-0.00378519456480908,0.011456866800916954,0.011216863553211942,0.00414782793291768,-0.004166629689710155,0.006095523866040509,0.010574360119310011,-0.006122618488340725,0.025607898321120315,0.0008988618822343142,0.0265537332797523,0.010382032244938166,0.030396341765468016,0.00862064841834509,-0.030900964439523504,-0.02448974184200936,0.001567304723949725,0.014830472766333092,0.010127871484638895,-0.02149057911606822,-0.014063207069613615,-0.012383906416862711,0.0126244204783994,0.01761534465105119,0.008744469022290202,0.0,-0.0024408112220979383,0.000793438602970431,0.011794851450371624,-0.007034792408353807,0.008403026157366211,0.0209709847228019,-0.008237497482953882,0.0010565653608498593,0.005890104589399092,0.0,0.009153347671731371,0.016884015868112723,0.015769013078092753,0.010526148841900396,0.008249104847159794,0.014670004022860894,0.005920868983270822,-0.005586517438940453,0.001264100718298966,0.004505610204679877,0.019501324226720795,0.0,-0.01420452660167415,0.01105517562708247,0.008800224744949903,0.009586670244054574,-0.023722648538037294,-0.011627896231359958,0.016159286401832507,0.0,0.00549442487180829,0.01567385920864739,-0.023633517692461026,0.017103559181771644,0.02761750142028152,0.003997150474897904,0.0033628513650607594,0.0265322445142262,0.009108146184161559
2015-01-08,-0.0119760479041916,0.008257670049939936,0.01742429910644372,0.01726150391090564,0.00882880445032086,0.011627896231359847,0.013913030209748545,0.006687052799106752,0.03613796547111181,-0.0051414444230678535,0.015052939065586024,0.004355083472185717,0.008574029042279774,0.01994268003347366,0.01921291314737328,0.009326570262645939,0.04725414585431653,0.019762497802841894,0.008262157804338921,0.011157590356317693,0.011780605036445735,0.020927619896268013,0.010266675924435198,0.006242738430699335,0.016702894213815433,0.014697465583519254,0.0028770237279043265,0.014563083631395024,0.01709403912387497,-0.011525206934131726,0.005578675315461412,0.01095510167332625,0.006262837481349148,0.005924523367219381,0.03260091315128566,0.002313132252296235,-0.058085519373772376,0.01729321502493386,0.0193072966243113,0.018266365995167844,0.0796540442735112,0.008808240805793677,0.010301168161651386,0.014765988664052543,0.020004084330620397,0.026471048583190493,0.013312840634331913,0.006526430941039774,0.0017584950143598732,0.0,0.016646198900856612,0.006078155584142264,0.018263617516091957,0.031048301795100652,0.018750036139373316,0.018613093232046962,0.021686560653696896,0.0014718936535740301,0.0,-0.004488703755290868,-0.00392495007113125,0.013274563112602555,-0.03431366906396882,0.008645607439449199,0.0007954953194750924,0.006448248785265953,0.0013964867173037465,0.06542054408814169,0.07941180732973518,0.008562455776307987,-0.0007142612072881249,0.015027855929629297,0.00720140127496105,0.016635801340873835,0.0002712105327984382,-0.0050001473733105595,-0.00036168131498848233,0.046555390481345604,0.02110628093654454,0.0063933798108470885
2015-01-09,-0.018181818181818188,0.0,-0.013575717023751488,-0.015980167556542635,-0.00046011265110845745,0.007662919597304585,-0.017152642528509676,-0.008079094163040312,-0.009109520668148963,-0.007751930820906638,-0.0268469470745758,0.02568381067833192,-0.03496941676421472,-0.017262651569435628,-0.012769855229786686,-0.001368888804123558,-0.008194096314138255,-0.003250572771428928,-0.007908607981300886,0.034482758620689724,0.00044343627256004936,-0.009445407279029427,-0.027438815054064647,-0.0007448887085214073,-0.01960818880207771,-0.039976779521391004,-0.011885144654007362,0.0011041842679890834,-0.02521006529350245,-0.022153117177035053,-0.0013869483863160337,-0.012384282720792394,-0.005186619618855581,-0.0056632335499388065,-0.009970029573201145,-0.008461484320359869,0.023333895120539294,-0.017394686998653208,-0.00709157889677281,-0.020979218591080984,0.010539670532802914,-0.009943820811291526,0.0007840768033902101,-0.01512532946049161,-0.025536521447259264,-0.026026655539905685,-0.0037534455457157723,-0.019746661788303088,-0.0010536856078569024,-0.004053870221738531,-0.007883546149830556,-0.008829972132687769,-0.009783508673344543,0.016071666944867058,0.01840494279679028,-0.008232837342235011,0.0031449962444871638,-0.004408533770214884,0.002809109250576647,0.0,-0.005066018759666391,-0.01794886884147273,0.05583747838541653,-0.005714263399561048,-0.012714213143810826,-0.0013197541542571134,-0.009343648220533796,-0.004385898134529276,-0.018165286567432548,0.017586712013782257,-0.011794155006747853,-0.005653392476687835,0.0,-0.011082130689008318,-0.025217155274098513,0.008793882869788883,-0.015930709328075054,-0.0032029403329658646,-0.012379952731388033,-0.006352764176617232
2015-01-12,0.08024691358024683,-0.01146603954835046,-0.0031758821422681605,0.014732883578485456,-0.0032259773710072714,0.0,-0.022687628971760132,0.0016292148817378393,0.010769386055697883,0.0,0.02706205525455685,-0.009756168255922737,-0.00320285688785904,-0.005198034627876047,-0.010471127575622075,0.008567167909421025,0.007490645943609042,-0.002885624169137513,-0.011813262970161276,-0.05333334604899087,0.0001111820645811612,0.009332340535905592,-0.02612340336864183,0.0004967131123372326,-0.012612595939400895,-0.03258931846683544,0.0008298924154022114,-0.018014767085390404,0.0,-0.0015897857083184697,-0.04861108494387445,-0.0007835005502038195,-0.003426144450519142,-0.008542994196323206,-0.007049302455189421,-0.0019395733524416592,0.029316015164604803,-0.007040529980980814,-0.009209187459623847,0.01770186722971756,-0.008760919686684021,-0.0017150478366747546,-0.006269754130935001,-0.011124094440110088,0.00796680029107133,-0.013238815139020588,0.013940565328400156,-0.0033073279086589524,-0.006326576243895432,0.00045199739750501067,0.010391493172353217,-0.0025316098783135788,-0.004704465174973915,0.0011654844221304916,-0.006024339797764844,0.0034420979204992097,-0.011792547604799308,0.0029518165865454193,-0.0022412447431368054,-0.02677189648017997,-0.005091909335370515,0.006617637720400804,0.14423090524218662,0.025861931687007456,0.00020150624218806534,0.0018874026806288136,-0.02407017239007503,-0.02290750838267097,-0.0490287387670888,-0.010131181396052069,0.0014466760165472436,0.0008122957928693442,-0.008171290051010693,0.007091482205206834,-0.008066536939156266,-0.026774357357641554,-0.01876368507040238,0.012852474151251903,0.007498956005349333,-0.006769596989029347
2015-01-13,-0.06571428571428573,0.007456516558694171,0.0048854002100267024,0.0131991327424954,-0.020342274113303915,0.011406832731696515,-0.01964288131923131,0.004878881156195947,0.0012989328580299553,-0.002604164241347462,0.00025569547986070695,0.08210192161535868,0.017674082688464265,0.013333317993310168,-0.003112457309009775,-0.012232456827934945,0.016072623722419133,0.002264835525897624,0.008067260744655913,0.0014084829600224946,0.011858750589909262,0.009045083017685807,0.024678066326031534,0.006205270195912549,-0.0029197528050542987,-0.014971705383516554,0.015333148644662398,-0.001871929568489361,0.00862064841834509,0.02189487335531992,-0.03941607852761431,0.00784304818174153,-0.0019434053452528355,-0.0114893345667344,0.021298299460705605,-0.013602880376408555,-0.025316188533301864,0.008508606603895519,0.01176112889566272,0.0030514362724827215,0.007576124392563832,0.0007361066610684919,-0.019715797561980497,0.027432705783263955,-0.0016639236705735527,0.005714454472122821,0.0,-0.001206364819155703,0.004244452698878964,0.0036167388233947495,-0.0006048318101359307,0.0039483431909708155,-0.0002364461931422257,0.021952369358493984,-0.026262458980709003,0.011703113491113637,0.014319537449910325,0.0007363956660795257,0.0,-0.029100943175204508,-0.010520579600805657,-0.010122108040528932,0.05042004711325121,0.03081245166944835,-0.0006033479579498069,0.0018829761104277587,0.03202049780825833,-0.021641097188096925,0.03404673059933705,0.012643237491519743,-0.011917676254624587,-0.004057341683298077,0.0030894676736861193,0.010432086989632161,0.0039260919655013105,0.019833618245718387,0.04536920751406592,-0.009164567693836334,-0.007887241857089444,0.00719451815565586
2015-01-14,-0.051987767584097844,-0.016447352942006832,-0.006975224066830266,0.0021170704636601645,-0.00896658010091711,-0.011278184369081234,-0.01639338424460479,0.02751321142854679,0.028549530277081514,-0.005221927238881263,0.020716622840484256,-0.009451166974429492,0.012433355711543026,0.0014222320990442405,-0.00655613030964608,-0.0044720075333156695,-0.005918906297862625,0.0062760661216949565,0.0,-0.03375530850189912,0.0032852555670852546,0.006972033590549875,-0.006282763998413321,-0.004933490278447472,-0.005307602094330344,0.0006332705461074006,0.008571772053506788,-0.012002989371932893,0.051282014271890164,0.009349426194189991,0.00151981491272557,0.012451598431371558,0.010783528188420766,0.012901590648870087,0.03177744163486329,0.012214269219868346,-0.048701544770248795,0.005424208150347942,0.0032808042163050555,0.016428723039618287,0.005012041720210858,-0.007601813735349516,-0.0040227541749614515,0.012293294163655322,0.005207940575008729,-0.02569185760764192,-0.0014859844470959116,-0.0034994516552632193,0.005283981860601417,0.0018019609766619649,-0.0018164206711500652,0.0061804526687883055,0.020803460158449028,-0.004393656294964021,0.020747076553912613,0.0037891631320288166,-0.03686249472780412,0.0014699135370306315,-0.0011229814136214378,0.010438482003001681,0.012069223692670272,-0.023508416610223182,-0.14799990142942798,-0.029891423623711777,0.01026533021816678,0.012218026013931738,0.018448491602151673,0.05069117214040553,-0.0018815105878033922,-0.001783892669487419,-0.008406431436322581,0.0016297325101932714,0.0030798635524376117,-0.0005163846589747445,0.015083475528858914,-0.04266027895151381,-0.006097733707346675,-0.022411816909345572,-0.030231721321631322,0.006390590191329482
2015-01-15,0.0,-0.05769227242328723,-0.0059598590899043735,-0.0011375214480218165,-0.05047614042605375,-0.04182514400300241,-0.014814800424667651,0.0029748850411670524,-0.011607724239949713,0.005249338904693701,-0.14056622906057425,-0.04124347568780906,-0.0035086825918089204,-0.011008420974183974,-0.0037713219678388032,-0.007947198774679198,-0.007035977996362464,0.008107889032758386,-0.023621503548633793,-0.018922869957273436,0.024672922365695404,-0.00395626128683646,-0.03161216223335672,-0.004214547325239404,-0.012143487923194973,-0.02088624374644521,-0.004856595981094003,-0.019362195365504875,0.05691059541728394,0.00810501709988487,-0.05159330681822438,0.007686157776510605,0.013039012836648656,0.015375082294696973,0.01636186673002693,-0.02724751992510177,0.05460790696192208,-0.024376121709660747,0.013455947492225118,-0.02424447872548141,-0.03990010954867762,-0.01680260042265358,-0.004038667806786633,-0.017647102034364592,-0.012849397499576698,-0.01369153307727522,-0.013397766983707982,-0.01679357280523086,-0.011562919073024314,-0.005845298199148696,-0.016979856317791198,-0.0038155696027588615,0.009032384801349602,-0.004576706665982755,-0.05894328189572362,-0.0005958949820799031,-0.021172851095124234,-0.0014677560625252495,-0.005058939267390095,-0.055489994357896255,0.002839492585450243,-0.016085610495043645,-0.018779448980262847,-0.03361338746795972,0.01215396876839736,0.0016714519570020236,0.0017842734691841944,-0.0421052244121225,0.03581528055957772,-0.04109574779914227,-0.03722818633123348,0.0073213272332746104,-0.02968245929006641,0.008694458502557012,-0.006879302586258795,-0.009174404217006882,0.0018044479847911798,-0.0312954604105925,0.00889032138081558,-0.001867481091933354
