Date,AAPL,ACNT,ACU,AEP,AMD,ARL,ATO,AVA,AWR,AXR,BBY,BDL,BDX,BF-A,BF-B,BIO,BKTI,BMI,CAH,CECO,CHD,CIA,CL,CLX,CPK,CRD-B,CTS,CWT,DIOD,DXR,ED,EIX,GHM,GIS,GROW,HSY,HTO,HWKN,KR,LLY,MATX,MKC,MRK,MSA,MSEX,MU,MZTI,NEE,NEM,NEU,NFG,NI,NPK,NSSC,NYT,ODC,PEBK,PFE,PKE,PKOH,ROL,RVTY,SEB,SGC,SMP,SWX,TGT,TNC,TR,TYL,USLM,UTL,UVV,VIRC,VLGEA,VZ,WDC,WMK,WMT,WTRG
2021-01-04,-0.02471917419476899,0.02564100056083385,0.015930916224009994,-0.020775496239630042,0.006433365752644971,-0.05779809016649751,-0.014670269292447635,-0.016691665630440222,-0.01660176015802095,-0.03161586713060949,0.007014779158220685,0.0,0.0019182466819440691,-0.011297270657854797,-0.01762566508694885,-0.013174585109302361,-0.0066006525209576505,-0.0338081551840671,-0.011762691915898404,-0.007183935411037012,-0.00722255399227989,-0.024432786390851224,-0.013799856808030309,-0.007329452535731251,-0.02365775845217244,-0.02222207051037428,-0.018933888174873514,-0.010734802591787052,0.010496423599567928,-0.007200012207031259,-0.0222772092907213,-0.03709001913368448,-0.031620576147415425,0.00391156309770091,0.05688067444477496,-0.009387605843660274,-0.015426503890328958,-0.007837988667209306,0.011649874753069778,-0.019782032859145593,-0.004914965463298282,-0.016840793616751948,-0.010268943181045764,-0.02202294157092799,-0.01987006731315144,-0.015030479252215678,-0.03363607597067275,-0.037977961879475663,0.05443312073634199,0.010896536944887458,0.0029175262652905154,-0.01569291682538465,-0.01221294522733396,-0.0019069679980057153,-0.04964250646616919,-0.0023475253719907885,-0.059947757868257234,0.0,-0.010439971512312463,-0.03495153040837251,-0.021243944040067797,0.014006711538059768,0.029214712059891346,0.025386955257026722,-0.008650439764268159,-0.021563757182593624,0.006231063383855151,-0.009120681074466952,0.005387133049256754,-0.011248061453505653,0.010526398525478875,-0.019651992209271163,0.004320067060496369,-0.043478340762106216,0.0013600981047467986,0.0017019667342044187,-0.057050120310157215,0.01443226417074106,0.01651058103567249,-0.023260879558882785
2021-01-05,0.012363749667349433,0.0012500286102294922,0.033975811999161554,-0.0013491917250932906,0.0050920214059477775,0.0,-0.015101614661848783,-0.01646824867564911,0.0038370576418671476,-0.06045954645235485,0.00507505472148706,-0.058704504823518855,0.0013164319673100167,0.007296219006565741,-0.0016660338556949705,0.015419106085266199,-0.013288953567077266,0.014854718181703142,0.0035897871911678703,0.03328509756185083,-0.009006456960783726,0.0071556280431421815,0.0022532526576357625,-0.0021453306588423704,-0.019971615212253657,0.009942879322651255,0.02345619017410372,0.004864392889025737,0.03902300480992427,0.0,-0.011180671109763507,0.005290264024670366,0.06394555056364082,0.0010165559047925488,-0.01736136329123117,-0.0011264759919373812,0.006882142033609373,0.02928700968342768,-0.007158546706900637,0.004954615133686557,0.028400278478708962,0.0025533426666501935,0.001729403556920639,0.01841192628418331,0.00028167834255432567,0.04334925484010066,0.002590843434206125,0.007409874634419555,0.004433809652101717,0.023073099242032713,0.022788073081733362,-0.002657151317977835,0.01087568757512214,0.024455538985458602,-0.021367596571002512,0.006764316937159176,-0.02033264445557781,0.010323561604212106,0.0030140977684394166,0.009389816514592919,0.01647492250595417,0.04391459249362484,0.012004923038460458,0.0,0.01221606923987184,-0.008748266829155416,0.015425462656205147,0.005033948112428854,0.028801190618640726,0.0014596624364455746,0.013888715104051652,-0.0016129200106563824,0.028472087174313376,0.028925794893660095,-0.00905374356759836,-0.004587827553103496,0.01589121555008499,-0.006804297161229544,-0.005323196782795581,0.013423142420365908
2021-01-06,-0.03366159995487494,0.0299625173858038,-0.03665074600915652,0.007982360261915122,-0.02630155115128041,-0.008763402977246648,0.011877527432101243,0.061308547079967024,0.041788628963804086,0.025740001255609712,0.04861373314321482,0.02204307142850004,0.01039727439815552,-0.0038270211074246108,-0.004492961190788791,0.04805438359539527,-0.016834996047721984,0.053887046986554665,0.036521050758252294,0.040616241915389484,0.0015145133927891852,0.06927173331404535,-0.026857347404659504,-0.012999266064981474,0.027332276822206847,0.04500696726723885,0.05628080155828186,0.06032380527674985,0.04512299538989528,-0.024979812228364207,0.021325392600137327,0.029764606611385025,0.06905355728655693,-0.00253865066558967,-0.03356886723377939,0.003516029928777309,0.02341480075877289,0.06795197494082461,0.009717944240762222,-0.012024983285857216,0.06672374100143474,-0.0031835496401850794,0.015782795653864312,0.04025845457270538,0.039830841308512666,-0.0019418071442667273,0.02241451425684149,0.048950473383226,0.028535322546534125,0.04056627313939298,0.04479763249167812,0.022202158778218184,0.07315968130356354,0.0007459711604651531,0.005406345750702313,0.0347651093366903,0.022169834488547036,-0.008604715483643055,0.045830283563597085,0.09501642687529621,0.0164652134476182,0.02942734079801923,-0.0006304561911715245,0.04616050318034981,0.04655196940653372,0.03462324248008519,0.04740246765940537,0.058672269710766,0.018229156060548535,0.0034472070738877925,0.035873344227972837,0.01800114053051649,0.06871136863941474,-0.056225132041972437,0.011420790608266174,0.012120193690091652,0.006596287290989489,0.02698778028443849,0.006243576188665667,0.026276435279165344
2021-01-07,0.03412349504331025,0.0581817626953125,0.017786538056219436,-0.02668131529369544,0.05347062695834204,-0.08546167578371788,-0.04204457635967873,-0.009951288812161785,-0.02054566578555439,-0.0363864453559859,0.0169956428741187,0.035770738070467045,-0.0005520229905768836,-0.00013706704268412473,0.000129059057752956,0.02763799832208158,0.04452049203146968,0.04804534304668273,0.022702522168980943,-0.012113011821005215,-0.012216260942855883,0.01827244748553558,-0.005471500427523646,-0.00496463213931142,-0.03233981084212212,-0.002691838000759561,0.01620449872735219,-0.011237765916429776,0.022362922878617075,0.009917345601315297,-0.02031946602511847,-0.009102473279937184,-0.014951993979515965,-0.008214754350262643,0.16453358831574194,-0.0005947215942381234,-0.01435272077555716,0.013146432891423698,-0.012107929617060531,0.009189498125295348,0.011738276815301818,0.009155503802608767,0.019907739951988246,0.011758369390693968,-0.022739566823458013,0.025937110468309044,0.0010440688482125093,0.01096521761874003,-0.0015328634619469206,-0.0005367444301423996,0.0,-0.03866213892920145,0.007281476719173119,0.017890479693977834,-0.015097978179451466,-0.005646482057623303,0.04337788197162773,0.0051536827871492275,0.03017250861261278,-0.0015169122256089018,0.016704382603552448,0.026603549149578853,-0.004757363184341057,0.02888090916676611,0.0030595905295665027,-0.02854327800287959,0.011539362528938835,-0.007975270616277008,-0.008951478454654271,0.00908399774423363,0.0285975996588812,-0.02403066406729959,0.016772074928165015,0.03404299979884051,0.0004515179340720543,-0.0022502644403622485,0.02490176623852358,-0.006468580042500172,-6.837446038987505e-05,-0.01165708360895501
2021-01-08,0.008631009929607192,0.02520049009904657,0.01165040302495779,-0.00888735432992227,-0.0060950169055702386,-0.013963491791794125,-0.005681267461362993,-0.016425321090392853,0.011112837767407902,0.016927098612844693,-0.0012995818334163856,0.0,0.00615376476259355,0.009742069975090306,0.011217174975265864,-0.012318794602222738,0.049180268735505184,0.02895835675842129,-0.007103468351464359,-0.012261600915111526,0.005889174820171705,-0.001631358677837147,0.006723991932314322,0.007178343392017172,-0.001651681056839882,0.016194545920265035,-0.008378734057661541,-0.009057012939528208,-0.025919781480393977,0.0008182712756970023,0.0002859417645975082,0.004029063922571519,-0.06010937574910957,-0.026747175292628933,-0.034081718229302616,0.00568857845275117,0.0036045599420244656,-0.04134935648687099,-0.005971243136421278,0.0034974197181434352,-0.021932732679114553,0.004430999255301771,-0.011782910930802415,-0.006130191181184186,0.002354883541005215,-0.021362709011183423,-0.01180109348267766,0.023205553523762967,-0.03607601294963769,-0.004995263935556049,-0.014292624201355686,-0.01445999211096305,-0.04515443690298937,0.02270223159666296,0.008819685647828646,-0.020159497795407932,0.0809376065782148,0.0018886209187205516,-0.025802149388855944,-0.024916240750851637,0.015683272460702558,-0.004796568721839312,0.0030318408297353994,-0.035087838808146476,-0.012904695787491427,-0.011989363083758309,0.01308201414421073,-0.023027719980456385,-0.017741785261902954,-0.0029245749994892822,0.005624707454091382,-0.00046486570983295117,-0.028629776645524352,-0.01234593633612735,0.0,-0.012472249646617639,-0.05334301749556747,-0.03479163645336247,-0.0001361724038044798,0.026116509772412977
2021-01-11,-0.023248810745770565,-0.026815617456182883,0.059501088353203446,-0.005051916972497961,0.028230049875814567,-0.019607875728968716,-0.01781292495454967,-0.003739320587633932,-0.0034577353088240947,0.05633803590834141,0.029840761202776234,-0.002031659547489517,0.008037451783967642,-0.018072785708843297,-0.015172619790471464,-0.008980184324464124,0.08437509430762069,-0.007154887668770926,-0.0030406016007764602,-0.04689657277074355,-0.0056205913516300665,-0.02287579560515074,-0.0025502102314391983,-0.020774383238680305,-0.006909107712364637,-0.003984282443053266,-0.010357091847962963,-0.007885294446596358,0.006100742667675574,-0.001635282488792189,-0.017160086547312714,-0.01011224943412703,0.04134376757210956,-0.014716322169480045,-0.13821148926759574,-0.012628901641493218,-0.004022514765589236,-0.013715970244467135,0.004110119349403307,0.11736080274312122,0.021611926166786644,-0.016595189493774476,0.02372617070317684,0.003983396958268104,-0.02708315962218466,0.01614589659019705,-0.03238164401113941,-0.017748974061269185,-0.013377906156125108,-0.004785771136275541,0.003912810121240451,0.0032096840272388683,0.012946957604134113,-0.02792702544453174,0.006244938389107224,0.0031878807024978695,-0.03518806039669298,0.017236507601000817,-0.005726398830643409,0.0037393843053310505,0.002696371925379193,-0.003192228599864677,0.03228430678968963,-0.0270709043898264,0.008557117918006618,-0.006836224225209131,0.008677908513089916,0.008647161039526896,-0.017405613906664952,-0.01544494723918688,0.002556852914458174,-0.01347866364575101,-0.013014394602920643,0.012500263797151856,0.004063399941921508,-0.005882477644665207,-0.0050173753618073524,0.0018972793468126081,0.004501081575448929,-0.011083935670887612
2021-01-12,-0.0013953127684711575,0.05281286293138021,0.006340602804230988,-0.011931863804976128,-0.01943444102466263,0.053333282470703125,-0.0005700834987723002,0.0,0.00012388516519390436,-0.007272778135357427,0.035475785654764946,0.0,0.023219716641518673,-0.013977453183441346,-0.015277237111069986,-0.009337599189937928,0.023054726617034893,0.017968718179417698,0.004485019307876481,0.05209842857655489,-0.012364432028566519,0.018394671097584192,0.0014608377020948193,0.0026325896237742175,0.0005878709649265179,0.00800021747209545,0.015422773122687028,0.00722527050800581,0.012385486492251463,0.03194105995940211,-0.011784955464854363,0.013620761921839808,-0.009305244559593029,-0.021594220632616512,0.04717002127297598,-0.0048627930583355905,-0.0018752399198469494,0.022872674941599946,-0.00755664648029164,-0.03839965892763164,0.053284552842351784,-0.012602572933763656,-0.022470578579164235,0.028734114385787546,-0.0022728503693374424,0.010041852071239532,-0.006888276623571388,0.0007530772928958651,0.008716709121143529,0.007637491329165469,0.014213560794901436,-0.000456835005220424,0.02523847550444258,0.040147398905132636,-0.02813424421668198,-0.004910432894560279,0.025444962115323433,-0.01562065675129809,0.05111567415298324,0.016765115491762295,0.014666131425052908,-0.045651481694308216,0.005782465005926607,0.035299298510918176,0.019325921427963744,0.028910374911471415,0.019561564065407877,0.017560866688269394,0.003007970700170004,-0.011590784451284808,0.009803195557182454,0.007538511265847259,0.014737487925333692,0.012345332184640068,0.0022479605996093,-0.003480648764374261,-0.03219562469967685,0.012833979354508251,0.011405860919045496,-0.031963670877222405
2021-01-13,0.016226661893199434,-0.029443888278874786,-0.012901262351315834,0.0039826476622677465,-0.03754196526993381,0.024261656858306946,0.00958661954704354,-0.0010005940150453752,0.0014868591606471693,-0.02197794392231711,-0.012989369848796173,0.0585241075445444,-0.0002662724382784809,-0.007298277887339388,-0.005521870698322551,-0.009376386645382428,-0.011267706835082492,0.006135304890928062,-0.010537585552716777,-0.013755145102465893,0.0072731409649724466,0.0,0.00279583703467412,-0.0025740641515558105,0.023895597704644223,0.03174629679611907,-0.014645880577484949,-0.0069941196970668695,0.0007645922984631515,0.045238069648195545,0.024882060529744177,0.011038065428244037,-0.05134626049970259,0.018760118433089,-0.007207503748893007,0.003614742330470655,-0.007803370993807568,-0.02683355787650754,0.014911065579177318,0.037472045315886326,-0.021896784446319595,0.008761588351686278,-0.009026053780019305,-0.013499054444112701,-0.0027042172280268284,0.005663051441886058,-0.005259679408524565,0.026206523495186707,-0.006721100852900008,-0.009872277218952008,-0.006781325780997549,0.006401335552133514,-0.02398327226550534,-0.009206843762287531,0.023840191457114912,-0.022641673807779372,-0.01406082399757802,-0.008606830439748858,-0.008219158174164076,-0.04335888955966005,-0.03974946318727879,-0.0030265653770967793,0.0030397167612321585,-0.02767738404195963,-0.01780340836607963,-0.0031777031519913956,-0.011451373003105503,-0.014811677897129338,-0.003332237874096089,-0.0063108369054069025,-0.014680457504296807,0.01169043628413391,-0.007643962528057657,0.23983744001947893,0.009870196164223799,-0.0034927141518065197,-0.008617178286762561,-0.010593950324027102,-0.010203090406964321,0.0051462382293943065
2021-01-14,-0.015127283554666526,0.01573037632847374,0.0,0.008701307724921614,-0.010786640629078414,0.03810503440839241,-0.009269847764867167,0.005509816741464002,-0.003835104797520028,0.001248467989523716,0.00618269673204308,0.0,-0.019923027759611744,-0.02276254772088049,-0.02882097440937703,-0.01850012003620982,0.05697999413982413,0.0015011823728809937,-0.00018061083847276116,0.0627614790065294,0.0003550764298652087,0.0016419953684940758,-0.006667116786933436,0.00934238617292471,-0.010138428480662043,-0.0038464356127001498,0.004679044027464885,-0.011919912011470801,0.007895107044691319,0.031131347383217545,-0.01652063913618873,-0.024841709686863278,0.036963692256725356,0.006499477860996583,0.018148862307549862,-0.01667560952812852,-0.016020959785299937,0.0045956616710947085,0.03594891166612779,0.006415139193655994,0.03288583209699336,-0.01758542343878655,-0.0020647862959368712,-0.003405178393512509,0.0032828867895158265,0.017394605506875438,0.012260218309078308,0.008431648884343224,0.020299811265839907,0.002622628305911645,0.0013654227491890492,-0.006815276014725091,0.018402386736090515,0.009292397413450226,0.0209975873386663,-0.009800820786229902,0.006711151236008739,-0.0029842055462552253,0.02624314084117252,0.02138508117253557,-0.05995978471031982,-0.022373507814856364,-0.008518410362437723,-0.009901198420522839,0.0070621418430378835,0.0048659598144762395,0.006046065630427089,0.01406861268233861,0.0030092179017897625,-0.006564110708250248,0.0014418842326580084,0.006470853602808635,0.013287030792620946,-0.11475406548220535,0.011994724487548458,-0.00035050481264398137,0.01819276262841263,0.007768159350241,-0.0032554830403809243,-0.029010560786757456
2021-01-15,-0.013730671446447129,-0.055309734746670225,-0.04012171557745192,0.020804397985443757,-0.028417246448264377,-0.0009920862061038038,0.02727091852599628,0.004482788762009804,0.010556417205740631,-0.003740733782186534,0.0007024132292399177,0.023557974597676168,0.015401112269813222,0.006510150920235658,0.0059900296643808915,0.013504416440985878,-0.07547161936652613,-0.0780328875748797,0.0009025941460922837,0.001312366014701416,0.008637959052522737,-0.008196674537606752,-0.0007323076290103314,0.010073946647122689,0.017489426525517437,0.003861287807634284,-0.03342453070684892,-0.0032901875994382213,-0.0279216556142462,0.01620031430521318,0.016652156344898472,0.0038943654269558703,-0.03500957112760539,0.008789154167793578,0.02139066207740159,0.007054999068838663,-0.019094131441168005,-0.014821671444522178,0.016897706902945453,0.02185426709913929,-0.02780267505026479,0.019755469341808274,0.01472571274749801,-0.0024678013449753733,0.019205842607687318,-0.007133971191041755,0.0003444235579099786,-0.005937558172987467,-0.023211939196348674,-0.0036762081346867204,0.006363625385484406,0.048947967120103186,-0.013180316121789715,0.014518532995718259,-0.0018324988740880954,0.008698336602019241,-0.027916770503392918,-0.0013603273352049694,-0.034993075292834686,-0.02656229013011835,-0.006138496003785465,0.002633006419439976,0.021531226075591103,0.008750149051325318,-0.019167599078989683,0.003673297050625024,-0.01621129137072652,-0.008840916297234824,0.010333282672517097,0.007394699905750812,0.013997737065876148,0.00597013718030559,-0.006651557569748112,-0.01111116447784033,0.0171200760031478,0.005960855454164804,0.016676768035572387,-0.002916656073254087,-0.015853635519546216,0.013840265071777269
