Date,AIT,AMAT,AMD,APA,ARW,ASB,AVT,AZZ,BAC,BBWI,BBY,BPOP,C,CAT,CBT,CFR,CMC,CMI,CXT,DCI,DVN,DXC,EMR,FDX,FFBC,FITB,FLS,FUL,GE,GLW,GNTX,GRC,HBAN,HNI,HUBB,IDCC,ITW,J,JEF,KEX,KWR,LCII,LNC,MATX,MLKN,MSB,MTZ,MU,MUR,OSK,PCAR,PKOH,PVH,R,RJF,ROK,RRC,RRX,SF,SLB,SMP,SNA,SPXC,STT,SWK,SWKS,TEX,THC,THO,TILE,TKR,TPC,TXT,UMBF,UNP,VLO,WDC,WOR,WWW,ZION
2019-01-02,-0.010938168299021944,0.022602088492671202,0.02004338340106515,0.03276170561591307,0.00870204684658682,0.008084404476058626,0.013019258958306246,0.006194191400755056,0.01298707648165398,0.024931803830656518,0.012084424322168719,0.01609477613649557,0.02823691239442061,-0.005430321377077885,0.012110362538044095,0.012167360490720203,0.02496878867523389,-0.0019455505028256326,-0.006234375000000014,-0.008527262489331444,0.029724951672294164,0.02482606288932021,0.0,0.01152912510151305,0.01854957365815979,0.028474290288929893,0.004471185951064216,0.012186524808521781,0.06340798358657551,-0.010923479505729583,0.005937959961983319,-0.01604436449028468,0.018456723813268017,-0.005362674096242803,-0.0032212894796631586,0.00015080426294544758,-0.0007102573561268422,0.00034227446491752467,0.019584935480510213,0.008907340687121179,0.0032637084198980926,0.00284396013910837,0.004287494229593181,0.00718279189872062,0.008595043720535323,0.03630225171350898,0.007889538559900933,0.03214611147160751,0.02907195220393799,0.004240854808226446,0.012601004536543448,0.0006517341501268703,0.005809701947459001,0.013706963747833312,-0.0004053231869558527,0.0025916578280513747,0.04075235834118396,0.010135543475278563,0.0,0.031042527395938047,-0.013215020043313652,0.014935660802435802,-0.026062104115358253,0.013635733874639344,0.008267663433268124,0.014025578687623108,-0.004715145302202961,0.036756189646991455,0.004615392902646009,0.021754157815493613,0.009110639422619693,0.0068878850246136825,0.0021740326354418027,0.015417415045486216,-0.00325565966467678,0.007869928692709305,0.03489306090327071,-0.0031573165737797115,0.01285671289290291,0.02061880950788475
2019-01-03,-0.026616180308213444,-0.057944915013292686,-0.09453004215919159,0.002582111817752253,-0.0425594045145391,-0.009022255557538439,-0.024063214439988934,-0.014774834213934218,-0.016025672839761973,0.005701445487722667,-0.020522203881722212,-0.00833683428859866,-0.018120797620764573,-0.03853422735025336,-0.02692130428682349,0.00022479009011777684,-0.028014589497767806,-0.01979274284643795,-0.02885805410136788,-0.026964355468798495,0.013356349133161194,0.0040373705218441636,-0.0215898831453597,-0.036767005135544206,-0.015314882512768468,-0.0008264541377500656,-0.04131553878176897,-0.03681384000417831,0.001242204532778901,-0.06191427780152614,-0.0157400919508619,-0.0235184971178235,-0.008237603858688991,-0.011067095718045206,-0.027771896459156897,-0.014750533290444401,-0.02488176854843649,-0.02017773759796826,-0.019208733670903144,-0.020011780881001973,-0.027203324818948715,-0.026571027054304364,-0.013390043243826533,-0.02263561653493007,-0.009832856059719286,0.016700415776195854,-0.020303371070654275,-0.05343494903290913,0.022434988114269805,-0.029884479479914017,-0.023159362230590452,-0.026050058590223024,-0.029735826039542612,0.0010246562209477172,-0.03376543297327239,-0.03532792002113938,-0.0010042051468995838,-0.03674378355152186,-0.03404145160142302,0.010752476910644404,-0.005440483152080122,-0.013562979429216582,-0.037756622460414,-0.03253593099708796,-0.029156127143536437,-0.10653298072037698,-0.02040824367238825,-0.009003930404639093,-0.02067380756545356,-0.024038347672520777,-0.03372313137996019,-0.0006218986754294997,-0.025385029861521802,-0.009207015526204732,-0.03701539415551203,-0.017999188689286627,-0.06821742313246937,-0.029657218492800452,-0.02043353239268586,-0.0055316728961123385
2019-01-04,0.035239327496844775,0.06848437706979427,0.11436955133117288,0.041942571731744094,0.03844429086612822,0.02427903490384442,0.04314894314992834,0.022244535136400678,0.04153101916073765,0.047241091824031134,0.004761620011727974,0.026061704490285553,0.04889635975838735,0.05464559349681397,0.04540056101369849,0.03246073510639014,0.06766929264043542,0.041532578359923855,0.03904694983400114,0.029861586893454195,0.0446424661210143,0.047706020210458,0.0215530845347085,0.04605911817871111,0.022698791065266066,0.023986889589921123,0.04968455833296814,0.04495153647484984,0.021092094140132023,0.04209777674341186,0.020489485837262844,0.0398205212319207,0.02823896286123495,0.06398858219007675,0.04258836439389557,0.027956185222748786,0.030214863968129224,0.03874355456334433,0.04665865872330688,0.010210215026356328,0.02352443683379324,0.09722450410926187,0.05684496470955702,0.03204341674774103,0.047335447910958006,0.04767613399685833,0.06591758901222389,0.054838560915580814,0.040633775625967816,0.050895624703129805,0.04440852273976237,0.05884294747435592,0.03483641272068083,0.06058133229235452,0.04053681823655708,0.0315371965596698,0.07437183685741022,0.04284029165588099,0.05123676642525332,0.03962761433493278,0.022301882744058643,0.036504848018890534,0.02361907958984366,0.03783371783955247,0.050678529750349144,0.04792479442369557,0.046131055049518865,0.025553596819656077,0.05746663430235932,0.03307521894353527,0.05825786194766214,0.04231483137175829,0.043633389684627044,0.029344690301744247,0.038513731062204126,0.03787073163488186,0.04235631544232521,0.05044488728608454,0.021491662529282918,0.030713354564795736
2019-01-07,0.014508886256940912,0.01780404828727833,0.08263156288548523,0.021539683290780376,0.016052069209805397,-0.0009877046846834547,0.023905669084425263,0.01344755117374219,-0.0007821200357880365,0.04186178635815385,0.05706178625011882,-0.004301734140505498,0.008706432804728381,0.000624008727067471,0.007916883015907317,0.004677970479228355,-0.05516446375623507,0.004920197187399333,0.011190828575242007,0.002551536179238534,0.031746201131504614,0.0006979132090525475,0.0075351627833317725,0.01398763017975524,-0.003699023978169569,0.005654027895001246,0.021181902121588436,-0.0119622518912611,0.0619682218963995,-0.00034215391056391375,0.0,0.011118003576324087,0.004039171683540621,0.011596458439578239,0.0037857801432752414,0.0041611746544130135,0.0002360306582835925,0.00016817164104510063,0.006604482971545034,0.012931075540532744,0.022420007348811666,0.019427003758266448,0.005210936620944295,0.017522150524929225,0.0129581789424007,-0.007647745206341927,0.028812358440011288,0.03975542886369543,0.01718074667823788,0.007328290348092237,-0.0011855459146791203,0.003157622709485386,0.0499625911511965,0.010806579107663694,0.004701543896971527,0.008326276298928237,0.04116038815012768,-0.0008439295988058593,0.005705984840679967,0.027628855928953255,0.0026754069792418456,0.012801003564829383,0.029772951696095618,0.012462800070446312,0.0211121533796359,0.013515491059837847,0.0007110423013607647,0.042081962976524334,0.05027719602558989,0.018392389727878378,0.016359566900147948,0.028656750127041386,-0.009599060284707472,0.004592920532530798,0.006241319359249875,0.0010388288421430136,0.03552190182901116,0.0033898404505521285,0.005259941489565767,0.003988774990156152
2019-01-08,0.024569110128531246,-0.04052494928178452,0.008750622646876982,0.014863535097333402,-0.0027042760550710643,0.01235801407978232,0.002360950587620314,0.05138738951702604,-0.001956119152795921,-0.023207246134614,0.02941189824831536,-0.004114344319912866,-0.002697430944647694,0.012009914987543668,0.004488003353974923,0.013319203291013881,-0.014285667072408859,0.002630988114418198,0.0189912937872867,0.029384919443531388,0.007889549265408746,0.031380732881513884,0.008309870815667697,0.0017396556364341897,0.00825085597206443,0.005220984658496741,0.024327815430388533,0.016530726495208148,-0.020595101193678467,0.009588760017016584,0.034958168193775174,0.024129406533855757,0.009653815560513701,0.02772632583965784,0.003474029028599057,0.02052951826631033,0.022010553776702135,0.0016795416168400301,0.009294691378006315,0.00029342102155061056,0.015812861211929263,0.009048518737804656,-0.00851650930114689,0.020846000483282223,0.021528841994251646,0.03699396700291113,0.008652119397944968,-0.007647165133970346,0.019961874056010798,0.038431162426004084,0.009667723581204157,0.022033432946330755,0.028307554021731463,0.0003819278772678736,0.00722011040368753,0.013080198036084179,-0.011680444483501029,0.003520034170899411,0.0420805250088685,0.012446665783091726,0.02935123415783547,0.012770096426236055,0.025298184351621122,0.0043085344659461455,0.018449444915182633,0.01085478072587831,0.022388087269941792,0.07917108370240489,0.009855704091152884,0.014715610300686466,0.013796776624222185,0.029599590333357684,0.024122334483034802,0.00740987878637589,0.08726998030882549,0.003502500132479547,-0.00961528052611993,0.016892042060218104,0.014773597918799286,0.009114250335243046
2019-01-09,0.008232030934135492,0.04223658473604863,-0.02698792606951239,0.051089915119898244,0.012130704692779881,-0.0009769215507433593,0.03402232119916393,0.01996283226080675,0.009800210777148877,0.001063604810476404,0.00749115872135131,0.02024374206111501,0.016588837490167707,0.0038528294136477292,0.016085890542906434,0.012182028922208987,0.017643406131913286,0.0019678627825430173,0.01488338841991177,0.010114450518448947,0.010959159439654309,0.0005071549552519983,0.012032453255552022,0.021374547709130498,0.006137502331284628,0.0007991497822033011,0.02074996590459266,0.01557513766142593,-0.0070089763155049,0.006784423793262828,0.02568969688391798,-0.0014912987063911975,0.007968278621881986,0.025680792925294016,0.012166486239329366,0.0026239790433399968,-0.0001536492249654131,0.008720582160534285,0.0027085828298996084,0.028458302677350167,0.024895370653474247,0.037771531720584894,0.024633140976080714,-0.0023677654327194375,0.016493595999609312,0.024897870631237717,0.013092592348612708,0.05038511346707142,0.03801260861942013,0.008224193019148007,-0.015118607904635262,-0.0024639558633506864,0.012432386269183526,0.040839586802516425,0.018319513922626873,0.00599841508891652,0.05454558912789231,0.007015252513620673,0.021551947052989462,0.014015535893237008,0.026321220550036717,0.020109654776718777,0.0070496598404832245,0.023134770198739885,0.02326862934043139,0.038349228839933636,0.011122753092225102,0.03397343930090546,0.05437437536099088,0.013843178292213931,0.01612875181686846,0.0016911156118015747,-0.0056784618840828305,0.0012518332328395054,-0.002586880362724031,-0.0009047222217265505,0.044082932173124645,0.006921375889716419,0.0069763969953404725,0.008568974502825455
2019-01-10,0.015796723695978843,0.013410970255514298,-0.0222882987140276,0.0032404455454031478,0.022701644838120538,-0.005864660257303478,0.029359644579968203,0.03127135766961553,-0.0011646294988766348,-0.04392480097621121,-0.016600282813601375,-0.016197566535299135,0.001064305857527481,0.020649646264964572,0.009674663557695196,-0.012140882317586255,-0.004953680901671698,0.01353022991092967,0.009248574410760213,0.020471706831655778,0.017808834408240326,0.024328417279567693,0.011563394071889332,-0.0027554163721037472,-0.009759765584454683,-0.005189619267787382,0.01959330650285951,0.01037411972414759,0.05176434597532409,0.022574127444043857,0.019017107002553102,0.017921131914515387,-0.007114653259075454,0.0025288377260808126,0.013290216527164667,0.01337535354459729,0.01115469210669251,0.009974926112713778,0.01944885969036947,-0.020253860456187933,0.010795920257240521,0.010212170315673674,0.00862569881950348,-0.004450073111661679,0.0,0.02066701272579774,0.020053424459943736,0.013261979723840911,0.0,0.03293034831595931,0.00903961049201052,-0.0064833513434090495,-0.03576647488696316,0.010451038757073094,-0.002216174018186079,-0.006287287006149445,-0.013792927744930683,0.007803162808651232,0.008438925369665506,0.00994152901076295,0.004079916005775619,0.01489663654911233,0.015050763380080934,-0.004043193615532736,0.0074779914850411355,0.013295896442141686,0.020969332963401532,0.02476192656017484,-0.014380055235544753,0.011703566831029466,0.025793222966446372,0.01012945588916625,0.013536335469416239,-0.0026568451213706545,0.028598459737474657,0.001681691550700526,0.0005025734997805564,0.004949049186221188,-0.03132532134974242,0.004821864507114304
2019-01-11,0.012755585102796951,0.0005757555518608459,0.026849072583119193,0.004521955508823616,0.013649495111422993,0.0024580862072467458,0.008852016682538766,-0.008071692193672653,0.01165952106617496,-0.019636661650233145,-0.006330222371130678,0.0012347043382221479,0.0044292846559284005,-0.006468356456232449,-0.014590442327064856,0.0011752310019037537,-0.016179121655399253,0.0015071616813973066,0.006807037564888985,0.004143123442629015,0.002662517848578183,0.007422161493027435,-0.001449070679719222,0.005114150564158537,0.0028742660282656818,0.005617929082573081,-0.00192151880528324,-0.001338771432016661,0.0,-0.009884800187875076,0.0040961137109980505,-0.0005867380456148208,0.005573247564675254,-0.0015135738261335963,0.018323585261067032,0.01047395073922508,-0.008597164098475996,-0.004609195384694398,0.011659016813375445,-0.008443759068860746,-0.03356001817807697,-0.011274917725183853,0.005094308732695785,-0.007746878010270963,-0.0027044211128371964,0.004618159516749598,-0.008955872834088496,0.002784787156627333,-0.02864410339758139,0.00029260636601291523,0.004732953509305915,0.00497190458703467,0.06903143138235479,0.009254355510048828,0.009275876629044166,0.016567856514259516,0.005244599631708535,-0.009678281522130572,0.011671124615875828,0.0021612810122801918,-0.013157915808627463,0.0013735887262544821,0.008620689655172376,0.007517735263010916,0.0051505039703501065,0.020848454672409922,0.0,0.007899631630008397,0.0015093008183717505,0.003855995058323902,0.005560932925891882,0.005013886245613053,0.0018782598633153569,0.0032909597815569125,-0.009376099499062707,0.01356243128540724,0.005526336406061594,-0.008481246195144565,0.004353250105654016,0.005255768358250368
2019-01-14,-0.004830750435274811,-0.0264519402401443,-0.0019734047668471533,0.015112368004239762,-0.0016321425825148728,0.002452680223155257,0.0,-0.02639120144051821,0.013062079522319525,-0.0007559471958545894,0.013625665777380558,0.01233317632586206,0.039513176048004084,-0.0022708563813746974,0.00287270370836179,0.010461368224226275,0.0101973505268671,0.004945109929854752,-0.004810615356873882,0.0015198475573527936,-0.007208064165148298,-0.014080007232773695,-0.005320945368329277,0.0032749433824468266,0.0,0.012370277235891347,-0.0021662440174508024,-0.018104684714391195,-0.004474159675255218,-0.006655502006902014,0.00045329978228858536,-0.02378167490579941,0.015835295324146292,-0.012632522835154592,-0.007386835135635428,-0.0004259355858537983,-0.0010741832364563608,-0.006283729503151814,0.011000437779096206,-0.009396555335681067,-0.01917769542968062,0.0007860364217071591,0.009956534710357623,-0.011711652929127347,0.0012054022399226039,0.01591220121268533,-0.009036805313300866,-0.0372119975843207,-0.004852459885644311,-0.011842179443066758,0.008916364556613265,-0.021335710723202395,-0.012195986498840128,-0.0017979661344894593,0.0033658528830935452,0.002245778037821111,0.03217411431437478,-0.002233521704138375,0.005877430726728861,-0.010062771906139911,-0.020391940700414946,0.011227093695195922,-0.007521344046307443,0.02163837765210408,-0.013714074852001157,-0.02385015460485762,-0.001683564850918029,-0.03181191872144862,0.041526978986357044,0.000640165250174185,-0.00649191387567849,-0.0055433094616582634,0.00020862512911734576,0.00718537770932226,0.00443880423047216,0.006117068532239145,-0.049213127476330554,-0.012693222266238924,0.0018574237560915474,0.007501665716801886
2019-01-15,0.01907055389473533,-0.003249122027708884,0.007414711909266458,0.005701743085964717,0.002179782416740661,0.002445873473374549,0.008530060824232688,-0.007906223958320857,0.006825614967325144,0.006051190590215194,-0.01064917848916691,0.007512725306001888,0.041574945783136474,-0.008422064195035994,-0.013662511912228892,0.0022185632397864197,-0.0044161787489007676,-0.009484528295426675,-0.0009146996064314239,-0.008455916480726189,0.008788681721255465,0.008136866634400164,-0.0027556388230407514,-0.005362592958775725,0.03316947130345227,0.0035473813274489174,-0.000482456398404163,-0.015706983507963734,-0.01910119268035715,0.008375195952547765,0.007249804214238376,0.00541345015110517,0.0038969823521570746,0.005373730847632263,-0.005247823460033052,0.010085060743570962,-0.0006147481091769436,-0.002163700088512077,0.009326382064147154,-0.006224961632525283,0.017177487925046364,-0.00563194848925519,0.0003584658005675312,0.0009112715927601656,0.0042129595289917,0.003480801562829594,-0.0028913980441530596,-0.0196130902251338,0.011627687546391208,0.001035807349710982,-0.006669562120439343,-0.0022117395009968455,-0.0005745146879283514,-0.06484154980614232,0.0005163086104549297,0.003969034575694419,-0.010952261304192135,0.008395364080136636,0.003245952056950996,0.009680751746789618,-0.01020845694482364,-0.00308391155253418,-0.019634915214971627,0.0029215252563583594,-0.014516010368197163,0.0014629380158004412,-0.016188707277706382,0.046666644868396556,-0.007556222403468871,-0.019193758174007813,0.0,-0.001114841805460065,0.002706989986077657,0.009460097856129668,-0.009162413201789676,-0.0022800754896159514,-0.00998420028316016,0.0025150281310923894,-0.00030898515978927676,0.011056171877545262
