Date,AAME,AAPL,ABT,ACU,ADM,AGYS,APOG,AROW,ATO,AVA,AWR,BDL,BDX,BELFA,BF-A,BKTI,BMI,CASY,CCK,CHD,CHE,CIA,CLX,CMS,CNP,COKE,CPK,CRD-B,CWT,DIOD,DSGR,DUK,DXR,ED,EDUC,EIX,ES,ETR,FSTR,HCSG,HTO,HVT,HWKN,IDA,JHS,MGEE,MO,MSB,MSEX,MTR,MYE,MZTI,NEE,NI,NPK,NRT,NWN,OKE,PAI,PBT,PKE,PNW,PPL,RGLD,SBR,SGC,SIF,SKY,SO,SR,SXI,UGI,UMH,UNF,UTL,VLGEA,WEYS,WMB,WMK,WTRG
2016-01-04,-0.03006003403741575,0.0008548635275174021,-0.04408821999948975,-0.009195218007108319,-0.022900791921945718,-0.025025025598375716,-0.02206397569670815,0.008465294047522276,-0.010628259981798283,-0.009047073772315062,-0.03456505439048374,0.005484609141533037,-0.0398469646981493,0.049795519685495115,-0.027063743352923608,0.0,-0.029697851014425236,-0.04034863789728915,-0.018540473912384448,-0.016140400077470973,-0.020160427830181904,-0.057873464101381056,-0.01222126554211933,-0.01302668993288747,-0.004902044543537043,-0.04087428149755279,-0.049867794391533216,-0.047080634914955066,-0.00515665181967484,-0.02959096252051563,-0.03468948405607686,-0.002801248193077477,0.0,0.0020226622550196804,-0.012646561794104838,-0.004391204306210761,-0.003720245929089927,0.0032179882586780284,-0.055636901307866804,-0.020934732021437696,-0.008432034517580012,-0.022388086020746933,-0.04249351387558087,-0.010440932745552134,-0.002233748213100073,-0.02284497122931184,-0.014087105216373685,0.0022125692428782706,-0.015071683992391116,0.05066719157165345,-0.03828815157076848,-0.022432030263022318,-0.003079717671058413,0.0005123777030393573,-0.04260197527465537,0.038461779619546776,-0.01402849393454031,0.02798067240481017,-0.0007679267306578419,0.059288793569371556,-0.01660045207970129,-0.006203854161230926,-0.013184937004189878,0.01946788662985166,-0.009520256534756855,-0.03592466215791135,0.06105262354800578,-0.011235981723162314,0.0051295391335617335,-0.013297528214887833,-0.021527827668556543,0.002666135709778139,-0.03359663059800544,-0.035316990618465716,-0.01867348226728205,-0.036432786465214195,-0.020179309295431103,0.021011757953250276,-0.023927764356967307,-0.011073796991113993
2016-01-05,-0.05578495903470748,-0.025059293830154372,-0.00023294196479328733,0.008168012939795855,0.011160817989851912,0.0010267175684632868,0.009635203893163524,-0.008394234385148303,0.0036876265265539665,0.010556039811623563,0.007160560466315857,-0.00454559362527418,0.0031767474982031807,-0.048732916637990176,-0.007654591404845812,-0.005076395169264281,0.0,0.011679518601738215,0.013062684893222043,-0.00850195026179379,0.006131649744695045,0.005714280264718097,0.01444750260787031,0.007862826381215493,0.009304738875019813,0.009653928439249393,-0.007047363921042438,0.01580997250785976,0.0038873083456720803,-0.008071677308760017,0.0,0.0071637828901862655,-0.01315787971862592,0.007919509447906314,0.00823396395732412,0.00033923669862012673,0.009236976685896847,0.005395233311369374,-0.014728664993524432,0.024897529270566876,0.004081970959790349,0.008110379649357125,0.012262480267203557,0.001783026260804066,0.001492540541676357,0.008822491914205033,0.02021240500574817,0.0,0.0034431678817810063,-0.03680267890284217,-0.021858151749317378,0.027908290452285378,0.009751767444382331,0.015881294940756963,-0.005294407930355627,0.003968059071018937,0.010420584483533446,0.0007888872420631632,0.0007685168953246446,-0.0037316631821945334,-0.014854690347706145,0.0049939588057683615,0.010688828503542691,-0.01855823100160736,0.026143662513924637,0.017104577402734744,-0.05654758920024383,0.03409099092039303,0.007017051736132318,0.005629573011014077,-0.00012274986471250138,0.007385463403377868,0.021472383331560874,0.011241743769424328,0.01164437332949797,0.006695650536079789,0.02402685329239862,0.003429635204477144,0.007862708436609411,0.006107967471849163
2016-01-06,0.028446300424271653,-0.01957013098113969,-0.00838775609645459,-0.023726492366118124,-0.024282555185465515,-0.03692304171048677,-0.024673987757289018,0.0029438796642249354,0.0031949415380618795,0.004799486809534015,0.013729167092627392,0.010502273349347613,-0.009971655831927051,-0.0095629032288711,-0.008371566913511597,0.005102296442276,-0.011961436543241555,0.008465425364369894,-0.016266625971471327,-0.00470969872724003,0.00697453340150922,-0.03409087676400968,-0.00047208986121494156,0.0013933924379569973,-0.012473173237270374,0.018162798550457326,0.035300600877441246,-0.0038908248873437135,0.011617974049580537,-0.028481059864962854,-0.002661995157670183,0.0022313739202506344,0.0,0.00477594265031156,-0.054445968031187175,-0.006613119683721358,0.002142595058418628,-0.006381154018723301,-0.02911092572549956,-0.013718479140615636,-0.005758835220625924,-0.043066738318588205,-0.0028839401870818238,0.0016319924760943572,-0.0007452815035853266,0.005028223863036807,0.010589237759959458,-0.041942696218296494,0.002287302671692304,0.0,-0.0031922218391204904,-0.0025856884812365255,-0.0032516115272489543,0.005547214436942394,-0.007350066961776425,-0.022397813554893342,0.008528313234139606,-0.045329348044018336,-0.0015368022510986457,-0.03183474224270677,-0.017820519284589387,0.0013975659554885667,-0.0032315120755369575,0.020959977332227098,-0.023229534292829257,0.021621329707447234,-0.048370139545312996,0.09615384746674183,0.0002105535699792327,0.0011874239052240831,-0.015365905932605117,-0.0020530207489468655,0.0060064162949649,0.00600098049779807,0.023862834960566293,0.012519833773252387,0.00968378491575117,-0.13026954074413066,-0.005277457890146331,0.0010117863764740331
2016-01-07,-0.025531945895174712,-0.042204196194634,-0.02396576725454036,-0.036159233723537465,-0.023755903566758052,-0.021299334997540664,-0.0326973583739687,-0.021283412473208085,-0.009713425227912187,-0.003371346560306021,-0.020798624076807992,0.0,-0.01640123074564359,-0.02620693023873899,-0.021153529140484517,0.0,-0.009079552543036273,-0.008225016322935153,-0.02258496030772683,-0.01613942409145852,-0.048752381508146314,-0.020588285205272117,-0.010942199971257671,0.006121244676107196,-0.019768898921483813,-0.014004238459202178,-0.0019845909893854152,-0.029297457963243012,-0.011909591146193721,-0.036295983943834265,-0.04003557103456867,-0.009184489974712218,0.0,0.007666145016494541,-0.11132440758900297,-0.004950746058573929,-0.006218679681002426,-0.014158617016160613,-0.07212323828457534,-0.032164380450177665,0.007836489561855231,-0.0079125742271281,-0.02024908412928983,0.0,0.0022367710664010776,-0.00978872650685536,-0.017407398390332895,-0.04377890137963314,-0.0019016324675779073,0.03030326928021765,-0.019215514747377038,0.004061676788214008,0.004413366445717548,-0.022066050419372596,-0.02234148153355653,0.004043204024565039,0.00019651072659088165,-0.05945462669893875,0.0,-0.017408183837296698,0.02302864742748567,-0.0003103040980160232,-0.011494267072167497,0.046461310637225584,0.004602861842839756,-0.0005875606362576447,-0.0066298804809005185,0.015037597731243801,-0.008443649996915492,-0.0011860156019464219,-0.024719008043164625,-0.02292097010376415,-0.01890582548001063,-0.002542559070475514,-0.0065804656618922985,-0.03361710453374489,-0.01696804850006517,-0.0999998677905255,-0.05766989940990341,-0.02088959320589112
2016-01-08,-0.026200906009822056,0.005287707342416681,-0.020943853111926036,0.01845039536866877,-0.003765709523198657,-0.043525531751285484,-0.039970062868893264,-0.007499746793670381,0.0011256681504332455,-0.010149638797421257,-0.0007408235914685424,0.035698157856734136,-0.015014297893595874,0.0035409535463901687,0.004457803578127972,-0.012690380756960162,-0.012037108200946278,-0.006497840719600356,-0.025995606336600918,0.012086926603603887,-0.0014848910982486752,-0.004504464513291007,0.004298173798610749,-0.0016590850225832732,-0.002241084312065822,0.002649124964630545,-0.00668803378134486,-0.030180510472844535,0.00817901644517316,-0.026557183069742862,0.0018536105499891153,-0.0022470439284535404,0.0,0.010803387817639454,0.03995629281946811,-0.0001714888091789435,-0.006257381241662863,-0.0002964035829833289,0.004366842692544504,-0.0026946077982612504,-0.0023663748107943805,-0.029910371945073733,0.02598185742474035,-0.003554737397508778,0.0014883456362964065,0.004393749039631967,0.0017201116297169694,-0.004818883322353473,-0.012957387019311595,-0.011508589246819079,0.008163237132817525,-0.01893460374520406,0.004488928875556963,-0.0015386028082193803,-0.007442933260885187,0.0013423684174427297,0.0027528359609205744,0.011852478384768439,0.0007700589487666942,0.015747550975884872,-0.021827887252284572,-0.0069802434521063494,-0.004472469755532504,-0.029685328455042237,0.042764670492880574,-0.0029411494847360053,-0.12458286029742338,-0.08641975384394118,-0.0074519879586426585,-0.007294215973747242,-0.022785274962966895,0.005414059946081018,-0.011156189087189738,-0.013627274015340696,-0.007728889282663687,-0.0031984249478045346,-0.03939957234861069,-0.014556016166768049,-0.005630499566934288,0.005850005417705972
2016-01-11,-0.044843030314975274,0.016192224427756807,0.0014749743949529215,-0.019927885789269184,-0.0066882819787694725,-0.0022752564477985793,0.013621823696836621,0.013600461130966579,0.0033728168132376446,0.0051270610159379615,0.008650270788782555,-0.01178001421671071,-0.008499103881859815,0.0,-0.0005790403899462726,-0.04113118887001954,0.020185178930237857,0.011962082535461382,-0.013344664258631789,0.006824512312672892,0.008495459711266973,0.03770738999769718,0.011887606646952653,-0.0005541861468075782,-0.011790957961928528,-0.029960614240318262,-0.009281253721413973,-0.0062241902804804905,0.003842693208840009,0.02331345818015107,0.001850092813415971,0.011120501233764069,-0.006666658955980842,-0.0018066512341800012,-0.01661421222389603,0.015785784253305568,0.0041322702681096946,0.0004445680624232118,-0.06434780440036336,0.036024990270573376,0.007793755711720918,0.009763521152842625,-0.024172665641486346,0.010107167517418247,0.0,0.01968480799494432,0.020948028283960696,-0.05569039493195882,0.005019070906402634,0.18628640306831756,0.013765349019394746,8.755443297969734e-05,0.0038986676603984805,0.016435505810467932,0.007762150806985835,-0.029490962826908107,0.008627479451206232,-0.019089026720693347,-0.0069174235420641494,-0.02519355320849037,0.009762846668757597,0.011871614063366565,0.014974850041692411,-0.11040165952611392,-0.01428011766221704,0.007669576873356787,0.03684878857306684,-0.010810835860975088,0.004719197609035275,0.008543961378537634,-0.0040608496384844095,0.005384083017653474,0.00615360826183764,0.018785180582415517,0.006954303842167331,0.000801833406866681,0.001953219989049515,-0.07976389087302815,0.009354982418661173,0.007184272339774145
2016-01-12,0.004694881583940269,0.014513328727673303,0.017922808202040175,0.0012325285895806726,0.003220462986470274,0.04903071026875572,-0.00963517950028836,-0.0003727054959972165,-0.006082936050394672,-0.008784656454580708,0.002695510724502137,-0.003973641446775811,0.009209967995616797,-0.02752291984775046,0.010812161964037337,0.005362198183145539,-0.007664972794170555,0.013521357832902092,0.0038644529216300683,0.013435052909563927,0.01354930488920636,-0.0334302347743749,0.005639224866692771,-0.004711438374758736,-0.017045595040145023,0.010951846221841866,0.013776698354622363,-0.014613745198572947,-0.004678569099172636,-0.006301462242123135,-0.03462603902509298,-0.00779648191206983,-0.006711401581440901,-0.012215243064836345,0.009503400247715676,0.0033783364189456933,0.0017637153588412335,0.012583369131490274,-0.04460968803826626,0.00028982358956430865,0.0023538057084455666,-0.006106385622635102,0.008256910046992028,-0.009270237324567221,-0.0014861337556063559,-0.007292778659974686,-0.0013455399325538187,-0.0666665663415128,-0.0038417903161177547,-0.051254113109665544,0.0015972273079438715,0.023772308430907607,-0.001894447002659505,-0.01263270784971382,0.00430805703370174,-0.041436135515617534,-0.01146973594612577,-0.033613526496052204,0.0061907813846895365,-0.02584509217740849,-0.008978088632516257,-0.01667170942695162,-0.010032494366665534,-0.07236832794287673,-0.005944383764772687,0.011709341096892478,-0.007352875865728303,0.03825135387640488,-0.008326547129560713,-0.013724151372188298,-0.0007890121028505392,-0.01011590848498034,-0.014270549075663719,0.0,-0.007458713425851804,0.0,0.00974651978403629,-0.11503456421301284,0.004390286140877553,-0.004076015276066602
2016-01-13,0.02570091602667879,-0.025709999500224012,-0.02232981470199291,0.0,-0.023344095964311862,-0.014130447514792088,-0.014593140967777307,-0.02050713262675452,-0.00563693602053339,-0.006289328971541552,-0.011730101434446971,0.0,-0.007511834425141695,7.76410475911149e-08,-0.031038197957801827,0.010666750192861896,-0.022992580175111965,-0.027269438443285443,-0.026090846110056076,-0.06067128851650083,-0.03934098903384031,-0.021052611199678495,-0.00225877028488064,0.006126140735116747,-0.013294718827681296,-0.030666115886291312,-0.0027179295070399734,-0.07415283330859246,0.0,-0.027317047119140625,-0.06312767596636715,0.0060336515500882815,-0.006756748836266091,0.018014913199297045,-0.060669605714753994,-0.00033656845764118426,0.0035209015479897854,-0.0029241806676003623,-0.03988322722690785,-0.028389260019805684,-0.006373621890994108,-0.01740948692907418,-0.0032169171618406933,-0.007723123039632962,0.002232333612711246,-0.0008646262892469947,-0.026945146756716,-0.06868151801257327,-0.014654512849717527,-0.07126383790505408,-0.04545449756509945,-0.02210641236418731,-0.007212072828575167,-0.003582294050576751,-0.02105822592973816,-0.007204682243385108,-0.01042286213586785,-0.04027446549455527,0.002308157564774982,-0.03673457848046291,-0.012543456688105081,0.002668636778329292,-0.001490200326648372,-0.008381734347641778,-0.016008724135602614,-0.0208332843448662,-0.02098772162036089,-0.013157876666887502,0.007535541943637147,-0.011166523124008343,-0.03303928247311072,-0.011421943795498546,-0.02792156052304484,-0.01151186181391417,-0.007236102168430181,0.0,-0.023552314105605432,-0.1771463245749777,-0.03788226700498387,-0.009549740288829156
2016-01-14,0.006833692299794025,0.021870709358276397,0.020357439035755043,-0.019692473890738693,-0.0032863892991029653,0.038588797491300175,0.03767247208774194,-0.0022836690872014564,0.020084339465561207,0.019850533091431144,0.008655010134687169,0.0044327605373080115,0.028505159815171766,-0.02259486298918323,0.0043366846773946754,0.0,0.02794628387273823,-0.0005175861563221362,0.010540136211453666,-0.005340299149945493,0.009372770482001025,0.007680447333301199,-0.006166562066509229,0.016053260760889865,0.032806031352201614,0.002247251647798487,0.03288493620058919,0.04347842877196406,0.007264912014320668,0.015045096741504338,0.030117414394708497,0.009344282994677267,0.0,0.014097684548088019,0.035635198619903496,0.0028626795329027566,0.01091631880982713,0.013196525501017131,0.020263271879955358,0.023255627266644208,0.011815976606255107,0.013548639758969472,0.017898934874787553,0.01302224447136413,0.0,0.017517582403504983,0.007615121852615925,0.0029499001727619767,0.017220639488982892,0.0358910437296347,-0.0058477124595646135,0.009462967551483459,0.01022728587521149,0.02722129796417372,0.016730886344311413,0.018867558855627964,0.013116101638564803,0.08631384586906621,-0.0007672190549056213,0.044491812831378263,0.013408407981749804,0.014717638752265838,0.01970152049442686,-0.05071507023769939,0.021872187233516582,-0.012411298345413324,-0.01008826298080956,0.09333326971608025,0.007264796653384531,0.02293259093289257,0.005036556090537658,0.03496528875915739,-0.003191706545225048,0.007500565021755223,0.017101337587205334,-0.0024048131892316915,-0.001976796040202178,0.3438647915786892,0.008076656614588673,0.016528976785243454
2016-01-15,0.006787309912309913,-0.024015580948647086,-0.013625040542001532,-0.06528582302604968,-0.05545565571242572,-0.008492560834195695,-0.0252879616325159,-0.026325647479036873,-0.00015874845681596028,-0.00902690134054418,-0.016425884143168923,0.019858757408817596,-0.020494177811310355,-0.06413113148712157,-0.0035329994517393493,-0.015831478141985045,-0.020389834846125887,0.007422032716066562,-0.016079841349346258,0.00894817356271127,-0.0007142001633657635,-0.01676831318199612,-0.0036128171251493812,-0.014165115684607321,-0.018718114430081423,-0.02059083557442687,-0.0038694714018566723,-0.03947352008909444,-0.025880435529635815,-0.04446638481758014,-0.05946485355759268,-0.004007003595621783,0.03401356529908206,0.000887469314703182,-0.008602167297593444,-0.007220837104801814,-0.009062847050435252,-0.014616821988166384,-0.010923478497062877,-0.01631690405118491,-0.020687063777335202,-0.014395660735330718,-0.014125115239660646,-0.017583114005885525,-0.0066814694302317346,-0.012752611029500316,-0.017520116643182093,0.00882357566895342,-0.013081674054666315,-0.08721665804401169,-0.047059095209213364,-0.004253151718930703,-0.004068274462452837,-0.013000088665669374,-0.0019589131572387286,-0.025641135133089188,-0.017065497198117452,-0.03687430681328063,-0.006144718431214002,-0.0202844274761681,-0.003481463184860978,-0.012343825790927299,-0.025468471304533113,-0.028082317274644275,0.0,-0.05984425785354652,-0.0025477683018455544,0.12195117811934875,0.0006358498433800541,-0.006963234489498427,-0.014628141264649286,-0.02232706785810723,-0.008537756530882623,0.008424858001952362,-0.017640774028146344,-0.03575691455449592,-0.02931861847392314,-0.11973738758937391,-0.019529458327840477,-0.017954089947323615
