Date,ALNT,AME,AMGN,APA,AROW,ARW,ASB,AZZ,BAC,BK,BPOP,C,CAT,CBT,CBU,CFR,COP,CRD-B,CTS,CVBF,DCI,DDS,DOV,DVN,FELE,FFBC,FHN,FITB,FLS,FSTR,GATX,GBCI,GLW,GRC,HBAN,HNI,JEF,JPM,LCII,LNC,LXU,MLKN,MOG-A,MSA,MTZ,MU,MUR,MYE,OII,OKE,OPY,PCAR,PNC,PVH,R,RES,RJF,RRC,RRX,SEIC,SF,SLM,SPGI,SPXC,STT,SWKS,TDW,TFC,TKR,TRC,TRMK,TRST,TXT,UMBF,VMI,WAFD,WDC,WGO,WWW,ZION
2016-01-04,-0.046218298427726845,-0.017540892349222514,-0.024579518123638344,-0.0008996497441090545,0.008465294047522276,-0.019195291798992375,-0.025066588574270243,-0.05506584324342978,-0.023767001946120248,-0.03032529976848508,-0.015526043355978403,-0.011980330010859075,0.0004413438661448055,-0.014187912711451367,-0.0325487708763903,-0.03533350117974621,0.004069722222377559,-0.047080634914955066,-0.028344387871195198,-0.027777730741204154,-0.008024927407746518,0.0036523008926547806,0.005382378503840046,0.009999926744882925,-0.019238018410597024,-0.03154357932407936,-0.024793357137527172,-0.027363182222317595,-0.0016637575305153973,-0.055636901307866804,-0.007755712915551438,-0.031284765485237065,-0.020240678764015252,-0.04564144200024234,-0.032549688150179557,-0.03272301024713031,-0.02127622969015297,-0.030034965339683972,-0.0377731263939296,-0.023080283661794154,-0.00965512406102953,-0.041812043863994064,-0.04108903752615445,-0.017943320869182044,0.010932137124984642,0.012005673126484373,0.022271601583472966,-0.03828815157076848,0.033582004088928974,0.02798067240481017,-0.05350959010912837,-0.005063150528780369,-0.022558014782450675,-0.002172527227847443,0.0012318272036313527,-0.0058575748741913625,-0.02811777387854497,0.04632234297420168,-0.01196177664535758,-0.027099352821659872,-0.021718256069835795,0.0030675080648994157,-0.03834478528318974,0.045016085715798404,-0.018384468270924326,0.01431720467875719,0.05316096677688864,-0.03067966044221171,-0.009094089911722558,0.03968665380549341,-0.01779550095920035,-0.029316057483694147,-0.012140124905440253,-0.024919755997754534,-0.0013203822738958593,-0.033151463256881675,0.005828259321253748,-0.03266340337516904,-0.007181585364313681,-0.02161188174001738
2016-01-05,-0.016419355953659287,-0.005128117957657108,-0.0010735343255366958,-0.020256769656202267,-0.008394234385148303,-0.013549138670923222,0.0032821704947771924,-0.0079983077529453,0.0,-0.003752747507304699,0.00035888914062476296,-0.005281035420286129,-0.010442450010593185,-0.01042178866497323,0.011128061065736272,-0.012439401597448607,0.011091815515880343,0.01580997250785976,0.0017498370422437404,0.004863398701158372,-0.01618024854853295,-0.006671712756574855,-0.018981230673433935,0.01577975917879848,-0.015088519356262431,-0.0022859653411961833,0.0021189648777026893,0.003068718527037495,-0.02118539349117976,-0.014728664993524432,-0.04358115876321711,0.007003459216597063,-0.0005583259910912908,0.007056468199592381,0.001868817164752068,0.014621371359749835,0.0023502383279525585,0.001728789599803493,-0.018262480837213046,0.0008145753388757448,-0.052924819464008954,0.0036363815328228632,-0.0013768355764534057,0.009369438635263627,-0.020489505782838036,0.034194016318387366,-0.01568638317504789,-0.021858151749317378,-0.025528515765279702,0.0007888872420631632,-0.024316222126090192,0.00021188458346554917,0.0013955237129934517,0.013743304770181597,-0.0050969924229790076,-0.031986719290905685,0.0021295626331419015,-0.00310674842555958,-0.008820427276614362,0.010984772126910958,-0.009652868299163564,-0.0229359124718167,0.0033756847464139206,-0.02564102564102566,0.0015351284597315829,-0.05954048821540603,-0.09413375559469372,0.00027281222456276844,-0.018001751162903812,-0.005022626586431489,0.0013260267305368334,0.02516801471591079,0.0024098769613412063,-0.003965654933299367,0.013316710956062794,0.008246550656632712,-0.0043046848319977515,-0.0005197484232557503,0.018083521238535516,-0.010857361971759905
2016-01-06,-0.023208558468017615,-0.02271859680494137,-0.00916724524509227,-0.11486311040610986,0.0029438796642249354,-0.032239578133182234,-0.009269578157311664,-0.008063301979745474,-0.021302539491898087,-0.025113265246949457,-0.014690317421732768,-0.014549281922667578,-0.015755055475665247,-0.017051390464345673,-0.002815382001547184,-0.003323804097754568,-0.04324835630385193,-0.0038908248873437135,-0.022713946331761048,-0.012099362446449269,-0.022881472878715337,-0.013738236837522733,-0.021167475853757445,-0.0798049771321071,-0.019149791376256498,-0.011454891816559343,-0.011275769451276396,-0.014788154560255506,-0.020427915113268802,-0.02911092572549956,-0.021545847607954527,-0.013137499976746847,-0.022346003315049212,-0.00895341874041522,-0.015857719778064938,-0.031082376513863696,-0.015240445614359,-0.014435795176444888,-0.026947113442372772,-0.045177263931420186,-0.06176476004214515,-0.026449191082087542,-0.008788414308743997,-0.025991651500704815,-0.031958121227140035,-0.04048578695160987,-0.10934035574035572,-0.0031922218391204904,-0.0526595040398431,-0.045329348044018336,-0.009968697484314282,0.00021166418862184067,-0.018115494116165642,-0.02295303897562273,-0.04469146274929414,-0.006086880108915005,-0.03896526570571257,-0.06388765481938818,-0.032105993999854365,-0.025610995602100672,-0.0372804660104229,-0.04538337797939196,-0.01093340253737951,-0.02526313380191203,-0.033261486035640275,-0.05648802887230664,-0.09789152790470801,-0.013911276935704708,-0.01294085655138777,-0.04189808120800875,-0.015004687780495907,-0.011456930244986063,-0.030048298420028874,-0.00265406162324322,-0.0010252193873261373,-0.007748884610106144,-0.022281147887675434,-0.026506947371519707,-0.026050891631698825,-0.02914426143246185
2016-01-07,-0.08503542522008634,-0.023637504353802297,-0.023864260167352658,-0.0513887927577763,-0.021283412473208085,-0.03843880899931684,-0.03192048225096633,-0.02206306776737532,-0.036069598541696224,-0.025244558763991454,-0.04327259137278994,-0.05107728644266041,-0.034430726222339,-0.028316176006883298,-0.029773931731240322,-0.024223145345652508,-0.028445628360368014,-0.029297457963243012,-0.022050154880391526,-0.03674198159934983,-0.032199088826253996,-0.0001547601756400896,-0.01436050252457255,-0.07116860002992453,-0.008590263621910399,-0.028968539663346893,-0.04490397810325719,-0.03157323196319961,-0.024826053246247315,-0.07212323828457534,-0.044798306995254,-0.03132339120816652,-0.02285733054393846,-0.04870372546535007,-0.03033184736605521,-0.05132655341750847,-0.01488087214139433,-0.04043931101716647,-0.01858129092613381,-0.028069347017477986,-0.08777424715628646,-0.032006310249539816,-0.02868565867118189,-0.025971272075353324,-0.04021609138237903,-0.039381279326157204,-0.03429426037361749,-0.019215514747377038,-0.040223507427570304,-0.05945462669893875,-0.03209573055274895,-0.03030921436650036,-0.02532782248876342,-0.01854653042451271,-0.03772183180317101,-0.036745616153297744,-0.041282980224013,0.0029128425382656253,-0.015504217174458823,-0.030067597606743157,-0.05517609421270697,-0.04590172425272365,-0.031462745683310867,-0.05831532921227944,-0.0451878605790772,-0.02877800745286052,-0.061769511321076775,-0.0284926815881148,-0.027676555430158678,-0.014752279516177746,-0.02464150695227796,-0.016556190967213613,-0.02057004288734443,-0.03127115744964282,-0.015674367308885162,-0.029501168334365557,-0.016496841829369724,-0.01708492127670158,-0.002432118232194802,-0.03001964039033056
2016-01-08,-0.036446618676496345,-0.018207463847616623,-0.014838356279952447,0.0027363511594946655,-0.007499746793670381,-0.014965140641745034,-0.01534967904641682,0.0,-0.01935502160910796,-0.01823437309916287,-0.01786389957721979,-0.03006746769010349,-0.010165848575688807,-0.008926544973747563,-0.010581741401755385,-0.01672972893093594,-0.01747662322276422,-0.030180510472844535,-0.026812831984918573,-0.01780046050657802,0.025330876370019295,-0.05201238399912711,-0.008570430109442473,0.01568086505356958,-0.04017356145008866,-0.010740077767819267,-0.021641634892239137,-0.017103324405998266,-0.03182295239707411,0.004366842692544504,-0.005564337633965688,-0.020049209228519604,0.0029237915507753787,-0.025185754803357274,-0.017595071253533434,-0.027359738576048565,-0.03564962956038109,-0.022399408983058144,-0.009830912493022481,-0.024691444652099492,-0.02749140783666648,-0.01268745584745501,-0.00894923408484849,-0.005626675302268791,-0.01438396157151689,-0.024158005699816743,-0.006176370027588862,0.008163237132817525,-0.01338756972875177,0.011852478384768439,-0.029259181565229775,-0.011365896267241382,-0.01478484049964468,-0.015397310062759462,-0.028440068744728153,-0.02815621454106043,-0.022875925529528773,0.0684647005296406,-0.01721275833336644,-0.02484089758456265,-0.023305583171793876,0.0017185551739049565,-0.028643845423699243,-0.056192741948096314,-0.026071487418696693,-0.004020090184209568,0.05160121634394965,-0.021639777590401033,-0.03595502973282494,0.0010694819746588369,-0.016995804338260756,-0.03367001874400699,-0.011386346626755972,-0.011446656735440208,-0.029194711947241436,-0.02235092472444955,-0.0421924545724327,-0.011406958015517166,-0.041437819345130134,-0.011254057704216502
2016-01-11,-0.055792033050976686,-0.017729475531018557,-0.020038893017440773,-0.04338341504131471,0.013600461130966579,0.004370428466327292,-0.0028863522021641552,-0.00712429399973924,0.007236820192018323,0.0072674469174420775,-0.01586655104037349,0.01560754956174848,-0.02875643398935912,-0.006622405344400062,0.007753818235430421,-0.021588126412689923,-0.05012675260231181,-0.0062241902804804905,0.007514344472955958,-0.0012944790059771227,-0.012168239314860885,0.019431831127901145,-0.015041557302999942,-0.05368458465536252,-0.015182523104303458,0.012666055516874275,0.0030510905782159536,-0.011962978160248161,-0.005521652447974534,-0.06434780440036336,0.011723875113506477,0.009185787359348607,0.009329453482686878,0.007199931698945283,0.004974682971793376,0.0012645110978115603,-0.0037594546143794316,-0.0015273106669208003,0.03015287387122112,-0.023507744487864524,-0.0547701994058053,0.024143562189481882,-0.003792687970268327,0.0022147579595326317,-0.039974625970269795,-0.06001498669133398,-0.05126826683147101,0.013765349019394746,-0.020354198460261097,-0.019089026720693347,0.006028526883529395,0.0,0.003638320742296086,-0.008103722717140105,-0.001977835469223921,-0.016822279690722475,0.008656864133240294,-0.030291330222030788,0.01117950500463638,-0.009473872847101994,-0.0054855351356722926,0.0,-0.00045178123491118605,-0.04617249802428336,-0.0035805794769081523,-0.012558100649925352,-0.10998304114118462,0.009312822993223557,-0.016316906342387694,0.029914552787143167,0.004673065698077794,0.0017421495067251325,-0.004607233219464879,0.004400077018699156,-0.0066390526276564055,0.005486698280421143,-0.04675909269673617,-0.011602071672583425,-0.007628568393769464,-0.019918305232012656
2016-01-12,0.009514410066328916,0.005601648599011355,0.020989789638559575,0.010268035530320851,-0.0003727054959972165,0.0012432941437596767,0.012738754448781586,0.01494915042520284,0.0,0.008017093532248554,-0.012190427636957213,0.0006405581336639266,0.0021147554415399394,0.0074668955122194625,0.0034489454370210115,-0.01196701767774122,-0.021157637455390788,-0.014613745198572947,-0.0012432480253238287,-0.0019445447526470483,0.008212197924178488,-0.006246897945918151,-0.008776431407670593,-0.04634767134272466,0.04166684724709202,0.0029779363956761173,0.015209150677366168,0.005503651831682443,0.0052879117063899805,-0.04460968803826626,-0.0010534447154165738,0.004137432548633635,0.0017332521798008038,-0.009250886040823914,0.00792107053649338,0.017045526935350663,-0.014465335168320714,0.0022097077988298963,0.0,0.00694424657897752,-0.031775876684184245,0.0,0.011421082180328224,-0.006382193689436821,-0.00793125476876555,0.015163534471960949,-0.00436718803526448,0.0015972273079438715,0.0009035072514256282,-0.033613526496052204,0.01065254584254438,-0.0008847101908326938,0.008155651786219575,0.004299799310131247,0.012287190988134133,0.03897340171663455,-0.011117826876232306,-0.06888246176990342,0.020269104457828258,0.008926822630303644,0.02426914997844909,-0.037735849056603765,0.0028257642721101206,-0.007643304905536774,0.015571599750424436,0.008781063693165558,0.05703426744925122,0.00634380113342492,0.007108876050165414,-0.02126554320080265,0.002325392499259449,-0.010434618646560923,0.004885987650942614,-0.0009221857603336492,-0.013563979994061115,0.0036375660988714476,-0.008333339822087282,-0.005031072704326345,0.009608884240135618,-0.004148133848606461
2016-01-13,-0.04613090213913751,-0.022281864007287155,-0.03534700341635488,0.0050819774873698265,-0.02050713262675452,-0.021109281130085145,-0.02801626642376387,-0.017282130290035558,-0.026779738110550677,-0.03340400310320535,-0.030255112311654342,-0.036049776057673344,-0.011526080338117195,-0.023028165396088318,-0.043363471667854814,-0.053558106244813275,-0.031056388034629623,-0.07415283330859246,-0.03733654428210942,-0.04090915372945669,-0.015179739265713699,-0.003868600994686444,-0.02036514681173296,-0.035769357501534094,-0.04279980701737407,-0.026128398580868906,-0.02396991586724262,-0.05145051576192061,-0.01630722661782391,-0.03988322722690785,-0.04429203444090757,-0.046147481642362154,-0.016147735710958067,-0.05305631350585083,-0.04223962540146464,-0.038795905915943396,-0.01723027982995562,-0.027476083876285973,-0.0405141315054286,-0.03954038016662598,-0.07335893982816766,-0.03193920960472374,-0.03871652798138803,-0.02816194774365066,-0.031312475673681006,-0.05188683814219719,-0.05153471688874811,-0.04545449756509945,-0.034596878163143274,-0.04027446549455527,-0.044137099800559465,-0.01969419464462785,-0.029100977172854536,-0.001712423416312392,-0.02173047461489641,-0.011893907176979246,-0.04299799236248125,0.02838694125481922,-0.04226121762457469,-0.03855100870242201,-0.053042501418960386,0.005347487288975383,-0.04903073739051689,0.046213049863945255,-0.042796796440865204,-0.0670868251081923,-0.052158240126011,-0.033810907764614595,-0.027842683114506217,-0.04716485722257624,-0.03526692230520079,-0.022847357786639044,-0.02891562280195248,-0.053311568048878155,-0.01195688670499706,-0.032623053761455134,-0.04526384024582397,-0.04101084313059988,-0.03045685167769241,-0.04664718424833947
2016-01-14,0.060322334900315244,0.01266094144878327,0.05293565697178981,0.04016853434933254,-0.0022836690872014564,0.018816055052937486,0.009411702187587467,0.005395826993254804,0.006039885135758372,0.016730770620468682,0.015188737011856857,0.0042047945676984,0.0226642284808114,0.027906000240982776,0.0132671784181988,-0.007398230052039767,0.05769275986299838,0.04347842877196406,0.005817827547618615,0.016249654760882137,0.030827177658642402,0.022977162503447168,0.007050182599150467,0.046774057055457785,0.04011651388345938,0.007927084045843413,0.006139542848521806,0.018465039879803635,-0.005882406516042327,0.020263271879955358,0.01351705179456375,0.014686372217136867,0.014068042263472025,0.024204384461169903,0.010256171561515925,0.0332580951756265,0.0467531297102155,0.014998230090971898,-0.007812631762566968,-0.006462280811099341,0.06874999919285374,0.005106228911108346,0.0026103910504398087,0.018048007289921397,0.013755145102465782,-0.003316789520933172,0.06473966363540429,-0.0058477124595646135,0.02181366451543787,0.08631384586906621,0.016540193331816777,0.03182822915039263,0.011292563936595501,-0.01672604170242642,0.008004852878869206,0.05555552727290136,0.017930680084649042,-0.03220404054424597,0.022817447460699913,0.013365719379541563,0.019619094733689613,-0.0301417326192428,0.006282228421749636,0.040490790080008,0.01108973642755351,0.03828839476842072,0.056925948612987165,0.00889688779584663,0.0,0.038375967834387126,0.00529120300414454,0.001798756139178126,0.00026370404452258356,0.0024372095041540476,0.015530541050493785,0.014051557529299652,-0.014802730903122452,-0.012302468037705627,0.01701582879201835,0.004368893039530697
2016-01-15,-0.03482114194942776,-0.002083646631107272,-0.012144049755925201,-0.04590879784401636,-0.026325647479036873,-0.021166227159806206,-0.019230864998829755,-0.021665748563637677,-0.03535652411777168,-0.03479923761757164,-0.023857528969049246,-0.06412517967918996,-0.026504224966631518,-0.012651725908926492,-0.011729228458478014,-0.05136991347008435,-0.045817819591939535,-0.03947352008909444,-0.042416624125976354,-0.011992005632560532,-0.011669970559757714,-0.013444896488808755,-0.050439968044861394,-0.056625788111482556,-0.004017431213238498,-0.009679249368899301,-0.02288317933661943,-0.03002821807487277,-0.03146865718957781,-0.010923478497062877,-0.009253827426255024,0.0017034224911833817,-0.024855549111572395,-0.017505318323516206,-0.027411133161430734,-0.029374850062481084,-0.023573352269119385,-0.019931369770132656,-0.009186232647050874,-0.02625881801798524,0.01364515444945047,-0.022665174502611407,-0.021387186013397397,-0.010736916816588282,-0.027815458193932274,-0.07820292286171826,-0.06840389747528952,-0.047059095209213364,-0.014028633232856635,-0.03687430681328063,-0.012203114339309318,-0.008750848977152281,-0.006216549052860065,-0.0062517379234522386,-0.022235616071212494,-0.009649057062771638,-0.023284043547627142,-0.05574743467802612,-0.03632000496150334,-0.03286495427574254,-0.02147238326588885,-0.009140985770284993,-0.019787962910146506,-0.055424450321437724,-0.04300146425400164,-0.05996295703042054,-0.014362662741476018,-0.02586748840987696,-0.010891907133063095,-0.013926027815857944,-0.01148338043852315,-0.03949767602088894,-0.01606957423126476,0.007053119750203951,-0.00059573746440722,-0.012932788033415354,-0.04081234734768224,0.019572979624013165,-0.007722136355575504,-0.02827345226587008
