Date,ABT,ADI,ADX,AEP,APD,ARL,ATO,BA,BCV,BDX,BF-A,BF-B,BKH,BKTI,BXMT,CCK,CET,CHD,CL,CLX,CMS,CVS,DTE,DUK,DXC,DXR,ED,EFX,ELSE,ES,ETR,GHC,GROW,GTY,HD,HSY,IAF,JHI,JHS,JKHY,JNJ,KEQU,KF,LGL,LLY,MKC,MMM,MNST,MO,NEE,NFG,NI,NJR,NKE,NNN,OGE,PAYX,PEBK,PEG,PNW,PPL,RELL,ROL,RVTY,SBR,SHW,SO,SPGI,SR,SWX,SYY,TAYD,THC,TSN,UG,UNH,USLM,VZ,WMT,XOM
2017-01-03,0.016662221057755167,-0.0015142610928650102,0.0055075560026454085,-0.0031767157463066242,-0.002920736041715055,0.0019341879878358448,0.005394612483331507,0.00828611972137927,0.009881848080676603,-0.0024163761285905805,0.00475704268839805,0.003561997446146048,-0.013368130497697694,0.02105277444030773,0.015630164300382443,0.011223100778365414,0.0,0.003394863512679702,0.0015283179327576502,0.008331831798393363,-0.002162026114236437,0.018248363582795024,-0.0030455349068504445,0.0014170702863709472,-0.035678188055047744,0.031553418710521086,-0.000679097017331709,0.004482720323984113,0.011560682489023755,-0.0027157896619954824,-0.007213628678768069,0.022756012000690662,0.06617657671688959,0.009807792700105233,0.0017154611927348018,0.0047378179392942865,0.01475970554347672,0.016867068597347767,0.004992589481290333,0.0012389021612790874,0.005468014599819382,0.00613514641543933,0.008783043547934577,0.0,0.01427608447099793,0.002785586037386656,-0.002911767433447121,0.027063616572166715,0.00014755861679760507,-0.0061947447165685565,0.0,0.0022588950121791296,-0.011267593057746383,0.022624348035993114,0.004072204805160018,0.0017935784823630563,0.002956828514136811,0.07100159384680382,-0.011166723066364126,-0.009099074515983352,-0.000587629848293747,-0.007936706612333033,-0.008585202895880495,0.016107091590839673,0.02987190946787832,0.021582044565347402,-0.0030491501713852953,0.00790392895860692,-0.003098322965631617,-0.0027410408738193226,-0.0066825973930882965,-0.0006579098031133102,0.03773581268088644,0.014591831432612556,-0.0032260869734447306,0.008810130735799726,-0.018481754785968474,0.02248005318120483,-0.006655061471810608,0.006979815237337927
2017-01-04,0.007938314102156951,-0.0020688462333617874,0.005477633702701823,0.0014341872102701103,0.00871714997122286,0.00772200061362871,0.005633835473353388,0.010511555518556204,0.0029354528732186136,-0.0012714467844594513,0.00968310717005405,0.011091261873269476,0.004791999817042258,0.0,0.007530874049527014,0.014860763072881644,0.005507091098999606,0.008118846037189487,0.01098523158025233,0.007519509665359525,0.005538331047273859,-0.0074675452535493125,0.0026475432424422074,-0.0010289170193952257,0.038045532721272535,0.0,-0.0009504148186478822,0.004883617753558278,0.005714280264718097,0.0034491135526271144,0.004387465290507153,0.031608088523131794,-0.04137968741522591,0.010877692775244752,0.008860104392665491,0.0019244958184241323,0.009091046573709516,0.018365194954864217,-0.0007093676710526742,0.009562412809517307,-0.0016401641285317403,0.03861767986890663,0.0049750080911281636,0.0,0.0016080196307264316,-0.002884568570822088,0.0015165745661827046,0.010540174189427098,0.003253144325116031,0.002948142249243002,0.014300793269483414,0.007660533136941039,0.011395998531688045,0.020969763433472233,0.02185677014101972,0.011638236163179494,0.0037667330044748315,-0.05772828619873238,0.006913921573979076,0.0055611290551964565,0.0020569443388382957,-0.004799879844666677,0.008958043058937326,0.0058503090493524645,-0.0013817712262559345,0.0067754585526436095,-0.0010199103291278488,0.030906838284743943,0.019424870716411524,0.026567483250809376,0.009145909551091957,-0.0013166230837282633,0.08766236460456267,0.014221669681989901,0.0,0.00284945397644476,-0.006590480554275913,-0.001099098541370025,0.0058256666031497595,-0.011002544949571869
2017-01-05,0.008638220356229409,-0.014372726308539252,0.0023346292137274016,0.005409851448967107,-0.009885812698588903,0.03639847985769418,-0.0049356073658181066,0.0005675480781701658,0.006829239866510184,-0.0008490572584506362,-0.0023439898356814037,-0.0065820057981480495,0.0,0.030927759781060216,0.003900077071971042,0.001482822750421997,-0.0009130258882315001,0.004250552682389941,0.008904463369472815,0.006315353848552974,0.005507646587769255,0.0209410715942,0.0013199980696216862,0.001287721699672284,-0.0025219327326624352,0.0,0.0021749799861099373,0.005362846806067356,0.005681812794001706,0.0001809533608163605,-0.0035494201378235557,-0.04452496760632896,0.05755410253569582,0.0,-0.01180843726015468,-0.006435056508816039,0.014414300887222176,-0.01337971503203439,0.0014204070312362482,0.009137441787842926,0.010462397933894696,-0.029354166972915485,0.009591699487278671,-0.05378487460834791,0.011643683099110458,-0.019609878560918115,-0.0034211183450204574,0.003694006241945491,0.0011790475256772126,-0.0005880247005972672,-0.004699721346428376,0.014311379959604853,-0.009858860319991947,-0.0001885532651600963,0.016317154981000614,-0.0032443552186876,-0.007179222989445955,-0.011857559831012665,0.0016020553986615393,0.008231618764445114,0.005865160366961275,-0.008038484030159831,-0.005031088720373611,-0.010694157576413454,0.0027664623946870304,-0.0007960524438810346,0.0030615984796855678,0.0076071402902375684,-0.004573261769537651,-0.007776986951982479,-0.003262704755289225,0.0019775697310688845,-0.008955201106285005,0.005199302390070271,0.01941773113159795,0.0016673841922949517,-0.0006769886828509319,0.0022007322726653733,0.0021724921181576207,-0.014907181800771885
2017-01-06,0.02720428713289058,0.003926457668552041,0.005434456200662741,-0.0007910790304593851,0.007959702781289657,0.018484359388210025,-0.00576411912232766,0.002457219534148569,0.004844809735022215,0.018750002170460744,-0.0064088425637809365,-0.0048583384089648796,0.006742495263375448,0.0,0.0006472922438038875,0.005552538524300266,0.0027410353328394255,-0.00044574945779274344,0.007628964613976885,-0.0014670054556199519,0.003810136628562555,0.00958013919652223,0.0026371330474783683,-0.0033438707340948115,0.010113078500138428,-0.02352937454358006,0.0029842873138992143,0.00850143215356991,0.0,-0.00036184124524341055,0.003287633332750728,0.02402671938798573,0.0,0.004996144295754457,-0.002762838661895861,0.010246878513195057,0.010657555627044513,0.0011791757356121035,0.0021276991096998987,0.0032022037107739543,-0.004791916662260309,0.018145185448503298,-0.0027582249288610194,-0.027368603627431987,0.0010588305568353107,-0.0009838250084392985,0.0029264868787293175,-0.0123403271654271,0.004416221286508648,-0.0029408819423873966,-0.0034978508725337365,-0.01410945419953269,-0.01138008043528993,0.01601964963917868,-0.0062918006414312,0.009943662370092143,0.0069024752658264354,-0.01800037244479502,0.010054510245649961,0.0012758587212990946,0.00758058363636005,0.004862317502703384,-0.0053536560837235125,0.007206456354756252,0.01793081876094682,0.010174350526993114,-0.0026451878611712942,0.01785235571924293,-0.004594189714404617,-0.002955111111665576,0.007092172344421055,-0.003947333335215575,-0.0120482384544226,-0.007523518499983783,0.0,0.001418696824849519,-0.00582583223185551,-0.014834615311294486,-0.013726810705109838,-0.0005645935455494966
2017-01-09,-0.0009807623296352874,0.0047485740309463065,-0.0007720396385598738,-0.01314545557875213,0.013508023172442263,0.009074357862205007,-0.012942787098342179,-0.0049024962563809504,-0.0019287634675326792,0.005837402614225384,-0.004515666553997932,-0.00687981679143157,-0.000980153457666999,-0.009999885595221691,-0.009058352443287343,-0.026872794047328674,0.0,-0.012702965340332106,-0.013954774023286376,-0.009957718349353883,-0.013522875922065691,-0.006082896493585732,-0.009912938354091572,-0.010969382536147432,-0.0020024746484046396,0.04337349313940675,-0.015959012231577474,-0.009586628161901478,0.0,-0.012486234641502447,-0.029355572166268606,-0.0008516042939098467,0.02040809566364077,-0.004588889426891729,0.005841283126998942,-0.0059327929804473545,0.005272317074981325,-0.002355573835713498,-0.0007074696767569444,-0.007044494461181494,-0.00017208175693950167,-0.007920802436883312,0.0036876828081879864,0.06709959568580981,0.00792885944394417,-0.0137857183451634,-0.005386299646341519,-0.026742600494739976,-0.004103683758507337,-0.0025283302489707005,-0.018427744403951563,-0.013416550154175755,-0.012949915369950493,-0.009831134832624322,-0.011790571487464208,-0.020106324569501677,-0.004080066845855268,0.017922868670970704,-0.015384189534521031,-0.016052974816895715,-0.009838055238500454,0.0,-0.00927059136336772,0.008284568570829265,-0.013550171199441019,-0.0008243284331339584,-0.009794121152643886,-0.01151847152258223,-0.011538276149908655,-0.020360690748983168,0.005417279844892153,-0.0019815512526549783,0.05182929275859949,-0.010581207985957741,-0.015872985472225487,-0.002832718532623013,0.004224426422348548,-0.010889908382448965,0.006592685286688438,-0.016497159363060843
2017-01-10,0.013500142970767515,0.0056989862892435905,0.0007726361442894625,-0.003049555704262019,-0.007176493437956344,0.050359750483805366,0.0010921785602326928,0.004737246592235511,0.003864981570320891,0.01225781337744336,-0.004103404073025563,-0.004022438426159347,-0.00212586543891502,-0.010101168517099968,0.008162050087120676,0.005674287920060861,-0.000455579099853165,-0.01625303338616102,-0.015507514674013123,-0.015828525985054243,-0.0016836017706608475,0.011872249472725471,-0.004597425911451958,-0.0018269028592978742,0.012372629702348759,-0.028868368985617843,-0.0016491708682266903,0.001668853755604438,0.0056497121870149325,-0.005314479524923144,0.0021101498044520106,0.013540353093530522,0.006667050804142427,-0.005762706956628616,0.013327529004120375,0.009048503876465608,0.010489635603549985,0.0,0.0021242429768162374,-0.007870761291102535,-0.0010319913074448017,-0.0019959282339074846,-0.0009184421093164641,-0.020283754143526678,0.0,-0.0038829283995160946,-0.0038925018237020437,-0.020270303940290058,-0.003385095147837025,0.001943299827948719,0.009655170753594122,-0.0054397648155800615,-0.001457184993107985,-0.00505814234761226,-0.009058495595578031,-0.0024140463687727376,-0.003441703557708231,-0.035214045808117156,-0.001379146540221754,-0.0012950219345411185,-0.008182510841875046,0.01612892764668028,-0.0006032617770234117,-0.003921370922747802,0.004121417535123406,0.00043057502066989883,-0.0030906187970868304,-0.017037292454514685,-0.006225748179173762,0.01104962570031609,-0.00628591774355558,0.0,0.015652200450067877,-0.02298493772447452,0.003225472402647034,-0.0022847064558622066,0.00189979849123878,0.0015183818321442555,-0.006985887240955502,-0.012752370441205918
2017-01-11,0.0013406805208056038,0.003731444105857351,0.0030890441054411966,0.01706393761632663,0.005163157475611468,-0.015410984629513846,0.010915766252502346,0.0020744325004495856,0.0057745420831700756,0.016204718643508587,-0.005638399017542928,-0.004936048981453944,0.002457925932335403,-0.010203965346876398,0.0012950035156062967,0.01222499851337755,0.00683693725728074,-0.000458951360719273,-0.0012233410879050055,-0.005528556888824143,0.010599959843186513,0.0012097877608499008,0.010058181649676534,0.007843425538610616,0.0033028986192034093,0.0,0.005368787177881806,0.003998506699519844,0.0,0.014370145124745992,0.006456958888705122,0.00401713910968815,0.006622190212270951,-0.004636521014136807,-0.002938971742722063,0.0011444377296518926,0.0017299484277819577,-0.0011808002964379671,0.0,-0.0024578721213441845,-0.012310544377041266,0.0,0.024210618245714688,-0.016563211096816688,-0.013242033995699565,0.004900617984318956,0.0074185728585052235,0.011264406401535476,-0.0010334319267242265,0.006999663583949545,0.009385670458416762,0.008203864120281956,0.007298833188036813,-0.007907996852939192,-0.0024524278831218327,0.012401628113800856,0.005591170847146776,0.0,0.013345951012773805,0.007649650442648648,0.008838959478065567,-0.011111429150738816,0.0033217207134557114,-0.005624379593797357,0.008207437787941085,0.01749835203112715,0.007441128460893731,0.005568159643177584,0.01252933238562326,0.009367665770866784,-0.0007229974376004034,-0.009265346977461397,0.028538812039724304,0.004084189110629799,-0.004501551447607666,0.0019187126804893762,-0.015711523020789042,-0.005686028958274414,0.004396663035441506,0.010240832130821609
2017-01-12,-0.008763853959503298,-0.0055075906990490475,-0.0015397255203505322,0.0017410842517486813,-0.0011644536150354767,0.0,0.005669071583613627,-0.006963511053401872,-0.011961755586500034,-0.001266646187364051,-0.005016665501904716,-0.004058590031613685,-0.0037595093869399188,0.0,-0.0006465179548515998,0.010962437421646154,-0.0013584129952523005,-0.0020662787412784045,0.008268452751343247,0.0031167987676075093,-0.0011918292275389097,-0.002053719676573307,-0.0004060965680079409,0.005706654249750365,-0.0018106523795581309,0.0,0.008079010159538491,0.0028211826818422825,0.0,0.00454060996704464,0.0018133998269418417,-0.01674871034980141,0.03493727160540416,0.007375752136042246,-0.004642756807825998,-0.0025727662265763174,0.013816965613690169,-0.003546239594252709,0.003533781932491431,-0.00011204011303267425,-0.0009588008917019719,-0.002000085022186293,0.01675664045085834,0.0,0.025113007182139047,0.005208701557520179,-0.0025298048654570637,-0.020004570005415445,-0.0020695411095823513,0.0007535906890041577,0.006491045286506125,-0.004068495754079526,0.028985667689300332,-0.005503961541492131,0.012293311997503276,0.006872165330735092,0.003107090912825239,0.005806684149691099,0.0006814609382790326,-0.002830574920618001,0.007593699938513554,0.009631183832004231,-0.009331483143760755,-0.0015082932860300824,0.008543875538744583,-0.0007754928140237816,0.005334479486453603,0.005537104632516332,-0.0007731316132487676,0.011085607445556755,-0.007053952959163112,-0.015364094309150866,0.0038845556629305555,0.003742391143223278,0.0012922664723207244,0.002903187062034407,0.03880545004552416,0.004193795154917579,-0.008171464571427367,-0.00541433432979832
2017-01-13,0.005157336397219048,0.006231021079280863,0.0015420999309692096,-0.0009479785795084572,-0.0033598585438736617,-0.03130431797193445,0.004697064213775137,0.0034112436186692907,0.011138139752612908,-0.0008067519623674579,0.0004385291713242534,-0.004754424447645289,0.002953399951578728,0.010309159654748878,0.004854365021563778,0.00588107143621186,0.005440028297213351,0.007131204999385243,0.0004552489089368894,0.003694225517615779,0.0009546849581565375,-0.0075061053686821255,-0.0007119473864077852,-0.0042555972452608115,0.027209821488701103,0.0,-0.0002716870546243255,-0.004550788526976324,0.02528094214451615,-0.00289334915474293,-0.003480481059279672,-0.004731563296982211,-0.019108230349256905,-0.005395289362048139,-0.0002221956262574709,0.0016236408945660141,-0.008517939634325677,-0.0011859363712145576,-0.0014081838744166575,0.014226584619425608,-0.00017451815220559386,0.0,-0.0023542710988700977,0.0,0.0032399617192264696,0.00738724462195961,-0.00028180233441188474,0.032475010238006696,0.001036970516242297,-0.003765922236990904,0.006449454137395616,-0.003177468946182316,0.01267603304139886,0.009923801103379537,-0.004416173864069339,0.0014834142595088196,0.002119440569652964,0.002062148206412928,-0.0009080749144008138,-0.003097124544895302,-0.004057843519170268,0.001589784940006611,0.015496705444087544,0.017749383604337865,0.0,0.005501972522774512,-0.004081830271408737,-0.0015101038348369622,0.009287689445276692,-0.0015300133591934495,0.00127495732717553,0.0006784415900351615,0.0071862443156478495,0.004863128572631048,0.003225472402647034,-0.0034492193526928228,0.0194729400784297,-0.0024675717789856,-0.012358082940642445,0.00011583563695349852
2017-01-17,-0.0007328875715172378,-0.005367044072452254,-0.003849193415769281,0.009172934014985534,-6.865729824778732e-05,0.03949726811696497,-0.0016027300075511786,-0.007303401231971707,-0.0038311569768582077,0.0004035696101782893,0.006573053058948952,0.0113742952864051,0.009814922168489337,-0.020408115994665188,-0.0016105475963857918,-0.004202266936897514,0.0,0.01690274761657684,0.018518517175832194,0.014975348412046063,0.0061987856385594675,0.023664532481806555,0.009155382266565093,0.0032377222705597397,-0.008669166991663979,0.016646867864522852,0.01358681702658493,0.0029094656648422923,0.010958893372029044,0.010335739033929592,0.007823449246724179,-0.0057054418361,-0.01298678117818064,0.01472342069078092,0.006590253485801556,0.0030523726562916575,-0.017182086871936897,0.0011873444862258165,0.0028207792270638077,-0.0038653258513734468,0.002356191646307737,0.014028074676671443,0.014454144285914294,0.0,-0.0071059464710862,0.014337209271012341,-0.0007324167323842223,-0.012806104612869906,0.013317818992497399,0.00982784441010387,0.007447222495514216,0.017759774180354793,0.002781620059522094,0.013794195684010191,0.023064989492762367,0.0008890308027837968,-0.010086565171108952,0.025925538542184823,0.008630515061690991,0.009578272631800777,0.009604031063177532,-0.006349345343130253,-0.005685031399473073,-0.017996322616706917,-0.01353241275969097,-0.002595541709719207,0.01823747936158493,0.013520641217549922,0.001533634516279303,-0.004085809170512378,-0.001636979920958348,0.015593189304157873,0.04226127808903346,0.005323434987078102,0.0,-0.007045340660762456,-0.009225599976508625,0.003615891986991082,0.019215775513039324,0.011696180476048035
