Date,AIR,AMAT,AOS,APA,AROW,ASB,BAC,BBWI,BOH,CBSH,CBU,CECO,CFR,CIA,CMC,CTS,CVBF,DCI,DDS,DIOD,DLX,DVN,EBF,EDUC,EML,FELE,FFBC,FHN,FITB,FSTR,GBCI,GCO,GFF,GL,GRC,HBAN,HOV,HVT,HWKN,IBCP,LCII,LNC,LRCX,LXU,MCS,MGRC,MOG-A,MSEX,MTZ,MUR,NSC,ODC,ONB,PKOH,PNC,RHI,RJF,RLI,SF,SIGI,SLM,SMP,SNA,SRCE,SXT,TEX,TFC,TGT,TKR,TPC,TRMK,TRST,UMBF,UNF,USB,VSEC,WABC,WAFD,WGO,ZION
2017-01-03,0.00605154538890651,-0.010226455461618489,0.0031683575490781823,0.004883762900943278,0.0012348474251935304,0.010121570000015012,0.01945674989831314,0.011239274173117764,0.0,-0.0027674693789617733,0.001133137018160868,0.00573475557177594,-0.010540452924558852,0.02342163982264367,0.01836527620016959,0.004464459027487155,0.004797296037730492,0.0042772120779350775,-0.015472819465603083,0.006622519508713953,0.004050050666730254,0.030873736742863533,0.02881837103204532,-0.00502537454482177,-0.03588499296214365,0.019280159777100625,0.007029984370916731,-0.0004997891504242569,0.002966259755412093,0.0514705727669611,0.003588033821104064,-0.003220562852759734,0.009541724815383734,0.0021693646456228954,0.027140627118628302,0.00756375525315689,-0.03296703296703296,0.006329039324471708,-0.003706867259302027,0.016128964343933738,0.08120651649219734,0.009657658126813962,0.01447062432432844,0.06532069428669107,0.003174488288882449,-0.028068456293732225,0.025274138184595563,-0.03772706328329001,-0.0509804121029922,0.016061517472326425,-0.00999345497936488,-0.024862662923183954,-0.002755001124840728,0.009389901692002711,0.008635186265069983,0.02008987198174217,0.0059190941936846375,-0.02407732717272182,-0.0004006736386479304,0.008130199834844642,0.029945452444124276,0.009582619189065777,-0.0007004011042038849,-0.0033586579582896015,-0.010944148233957951,0.013003528884922622,-0.0008506468423334912,0.007199055139652133,0.031486245961322545,0.014285695764499451,0.0014022725727951268,0.011428753070147346,-0.006742957085596579,0.009398149251218735,0.0017522180747338023,0.024716502655376615,0.0034957249230556098,0.0014555658303578856,0.03633482000614574,0.003252697374407365
2017-01-04,0.005714210156043009,0.00939273096594806,0.00884177339289871,-0.0029787610969207456,0.004931903746249633,0.014027913063521913,0.018641757277478188,0.01141479399450862,0.018829592326156552,0.01751959629135147,0.00743610269426731,0.019244542422155675,0.010767351909526823,0.03383086031195681,0.02975637836772882,0.0,0.020942390164346847,0.0059160878985453635,0.019442715053545667,0.01702788434440272,0.021140315909546903,0.008921027030582618,-0.011204585445889648,-0.010100971838796546,0.029776165015839018,0.011349618480838153,0.00872566179873413,0.016500433461532182,0.013678451385066515,0.020979034037302835,0.011001361277055643,0.024232632682131383,0.02268399337545257,0.011791448140574534,0.010695177473337258,0.012012473700778958,0.05303030303030298,0.010482129819899155,0.004651028286927428,0.0045352229725375,-0.06351959372377214,0.012703202891686471,0.0005595313263839774,0.04905244510688722,0.02215185116761087,0.001575438574169974,0.009503784729123499,0.01452058591876515,0.023416041506429286,-0.0006321544292822168,0.034115364607534726,0.0034889315561104084,0.013812357631239669,0.002325318148417521,0.00847678316202738,0.023111154746854545,0.037743756880732615,-0.004869287767163999,0.023433198925452148,0.01036862703192587,0.013215596802597096,0.007817091635042628,0.009465683856580087,0.008088351853991815,0.015311419346393018,0.017845730715974506,0.007662576709670743,0.014570206880941017,0.012210027375463506,0.04225353439225055,0.01064440404489897,0.01129936365270856,0.018407148559412168,-0.04137954768288321,0.0073844273532721605,-0.0032665008730053957,0.01456824788933564,0.015988098779951,0.01981719653969405,0.014358414910974782
2017-01-05,-0.034987958239578676,-0.004342678657882515,-0.004590992844062058,-0.005346690455922953,-0.03435586745962427,-0.0138338529766322,-0.011764731194605527,-0.07870510080291393,-0.020805380054170097,-0.013808481094599978,-0.034017985549679386,-0.011888121688121256,-0.006346075177990351,-0.025986568704705615,0.004378288162867783,-0.0044446162204779815,-0.02564106058721749,-0.008468515775838181,-0.10219321927256164,-0.009893463549792036,-0.010215118907380139,0.03178924434332098,-0.0028328166364215424,0.005102075958678176,-0.017831057882436108,-0.02244408201231629,-0.02249113433763683,-0.010821768975829982,-0.028446444814294147,-0.017123287223834494,-0.027203562074384458,-0.05047319693885599,-0.029574650277752856,-0.00616206849325196,-0.03579244931406789,-0.016320649343397053,0.0,-0.026970854454007154,-0.005555476953995497,-0.020316035320216086,-0.004582841726225473,-0.013872311979898466,-0.002236369176994324,-0.03613184450356399,-0.012383922657683621,0.008387724766450111,-0.01853472700782144,-0.016220986476601973,-0.032301499694516234,0.0006325543012855039,-0.003163074760063389,-0.02166374118406944,-0.024523100112936125,-0.026681886114040765,-0.013364857035973787,-0.04537429111017088,0.017701579096874198,-0.022508759233700104,-0.015068959175291496,-0.009121997094121537,-0.012173769703864967,-0.034164450240721456,-0.006193710006541342,-0.018052588038700912,-0.020149959313865984,-0.027068577955334905,-0.012885590899451072,-0.016935244210676825,0.0012062851524559104,-0.037162194872104704,-0.024667546993616618,-0.02793294026642479,-0.01281847906150535,-0.028417004730107442,-0.016782314459921732,-0.02243484158811937,-0.017480823698299064,-0.025750907796268985,-0.020926827385058466,-0.016210086359806475
2017-01-06,0.0012396850292553108,-0.0018687490446361865,0.00041953637272929,-0.0020553594559498123,-0.012706408921789203,0.0020039875805031304,0.0,-0.013056170203071926,0.004972582493089295,0.006050155997863849,-0.004152862579462346,-0.004954023065641411,0.0010263760457698279,0.0098814607312816,-0.014821069616772542,-0.011160835922961132,0.000877260262348134,-0.004270840016861843,-0.001947486658768427,-0.014219862902538849,-0.028209729990248178,-0.0069375674359468675,-0.02272738933313423,0.013197885945159804,0.04268881160114879,-0.003826671062629905,0.0,0.007458968505289931,0.008633860528902249,-0.0069686675129888576,0.0033841869619162246,-0.04983388641162401,-0.032380776234100406,0.005391427616763922,-0.006132552722827089,0.0022623566895398906,-0.021582733812949617,0.0021320240094993004,-0.0009312353541388596,0.0,0.010129064077782912,0.012325343444805847,0.004856242813961131,-0.03197352482300719,-0.012539004189143332,-0.025994132422569538,-0.007194338115198984,-0.03661501534043399,0.0,-0.007271239063648904,0.012421487422725974,-0.011481357561337058,0.002793123143584042,0.0035753898677219897,0.01422758246757172,-0.006172955696164495,0.014540186810944045,0.0030035756239972233,0.007947748002613775,0.008054750716931292,-0.0070422108251820825,-0.017973185101378908,0.008678078310790927,-0.007716471480074594,-0.002327726982645495,-0.006639044631560509,0.006634053088997227,-0.015435200857090603,0.015662813162963918,-0.026315798294596515,-0.007956749887104597,-0.0057471853776379644,-0.004025795816342104,-0.013698797233949511,0.006474122789361436,0.004641409715828937,-0.006830817175675352,0.0,-0.007633756055658303,0.0064981962045913555
2017-01-09,-0.010213553861990188,0.023096084239558445,-0.006706093329738816,-0.012040553222191663,-0.011582953332214707,-0.013999963532651427,-0.005731620015934746,0.0011432000806010922,-0.013495174831858026,-0.013745646569839676,-0.019349688394596165,-0.014935993268582415,-0.014925329071559745,-0.0009784959511300872,-0.07920338208133348,-0.006771957603160184,-0.01489895543100872,-0.01620193613467391,-0.0040792477531705895,-0.006237810908056307,0.00863800350054178,-0.04294187462938226,-0.0014682433317282362,-0.023045972883693144,-0.01647045354561394,-0.007682526607883822,-0.019469035738778007,-0.010365085952398267,-0.004094007586664561,-0.03508771929824561,-0.01714479159719806,0.07430069830966901,-0.009842868498965096,-0.009116453918114664,-0.01916209751411957,0.0022571437163998453,0.0,-0.014893444351516738,-0.01584354740419569,-0.025345707188240474,-0.021877579508800205,-0.01232359344266798,0.011709907573542733,-0.0569475429053784,-0.020635201974384176,-0.01921550294383856,-0.01132251069539425,-0.030959275220887594,-0.0403338173064588,-0.026751776781590575,-0.022210521399339656,-0.04839614778189516,-0.019498608427072517,-0.03325399515087413,-0.007140044105273802,0.0010352333564636051,-0.01352831245264785,-0.01580416383273553,-0.013206975222655126,-0.02967970073305115,-0.0017731115078281068,-0.011098229836230766,0.0046191253537648524,-0.021729244673912573,-0.006870468999283119,-0.0047743119379923815,-0.006590332473493832,-0.0001402716251795999,-0.013048660455224126,-0.034234200118974156,-0.017759848689839042,-0.017341219335107128,-0.023989544069180857,-0.003753775839215767,-0.004483146650460124,-0.0048765320588056715,-0.020473647459750888,-0.011747197041482749,-0.015431866263689531,-0.010837078237148301
2017-01-10,0.008442557205093015,0.0106771076440908,0.007594993367930014,0.008178028894026967,0.010416854719495161,0.026369006539381123,0.01729471248643155,0.0008160989804060215,0.010488071369185059,0.00818764959988827,0.02041183023682036,0.036823065911174124,0.010871960761350774,0.00685599359086031,0.023065695250785945,0.02727279073514044,0.014679417746103374,0.01428897091225978,-0.0028493568668465086,0.009023128454356932,0.01586401436954743,0.0025762415636749747,0.0,0.015384500420228653,-0.0071773454183375884,0.02580653821493084,0.02527075245834154,0.017954868946796543,0.01158487966124011,-0.007272755015980126,0.0074354519699870725,0.02603740364940821,0.017892891000954148,0.0013532976221486415,0.010596063342660944,0.0007510049183772072,0.011029411764705843,0.008639132694629126,0.007575956655691662,0.030733028963510822,0.024230838720782355,0.009621408538382337,-0.003582503677952875,-0.024154604923799394,0.019449088071179732,0.04544239141964357,0.014811708167522974,0.029091082102684185,0.03623188405797095,0.007853446408654596,0.0007330202320661172,-0.0029059220094717064,0.01704563117816016,0.030712661861624246,0.003976285307299099,0.013857290039494874,0.010590895891823715,0.013353468329567741,0.008589620065143855,0.0023524766488129956,0.007993028940093128,0.015554337257754902,0.013104430258360722,0.017067964494234644,0.013705737006138197,0.017588885870493565,-0.0014978408403122367,0.0,0.018028700393041275,0.04477613323564511,0.012539841250758688,0.011765088562470272,0.010419850118535523,0.006405493732477563,0.0029370592402280238,0.004642817707141811,0.0024493526976820945,0.013372753647615587,0.0282130427063243,0.0153844052550145
2017-01-11,0.0018606808729941804,0.01026262131064315,0.011516073976791885,0.014315814632328783,-0.0012890278881682038,0.0019761599582330813,0.005666965143777514,-0.0013042992792472452,0.004174020907006248,0.005184220265458617,0.008334800727827663,-0.011838450777833076,0.006864999256543491,0.012645925857757145,-0.016909488408280438,0.00884954815005301,0.010521808582219405,0.013371767357204467,0.014109498621852845,0.018273764900883505,0.0029021291008202166,0.01498936236923143,-0.0029414860331746784,-0.045454427388286645,0.0014462394227094943,0.006289750867740196,0.014084435643139992,0.008328997967398166,0.0007384817885798256,0.018315018826859042,0.005108950006565305,-0.012688330638239043,0.0,-0.0035131952143693246,0.014744318382944543,0.008251994025287646,-0.010909090909090868,0.0021413766444242643,0.0056390178470544505,-0.009174584997576951,0.0018200147834466218,0.006998042925757453,0.004793912097035502,0.021039606334122718,0.0047695094092383705,-0.0015616614083669988,0.007824034746257702,-0.001009560075019511,0.008391587050644578,0.008441525881553336,0.01180661060081234,-0.007869354469452916,0.0,0.002383301896852208,0.022415021902104204,0.004283774353520009,0.006314711340698498,0.0033360495633809606,0.0017823009988118255,0.017605440336550426,0.0,-0.0005816114149654883,0.006467299517577185,0.007126450120343852,0.005794854027138863,0.00722830320108292,0.002357835104620065,0.0025201828650760483,0.023612887952524808,0.007142813764222211,0.011808911564310742,0.0058137561466835574,-0.002379633877764853,-0.0029953300324006005,0.011128330858953595,-0.0038512573460706134,0.0006519061483074573,0.002932474568104082,-0.004573060415231978,0.008264957845702803
2017-01-12,-0.011761089635276667,-0.004780401903333176,-0.00993549987480713,-0.011761165270350538,-0.011612846259124954,-0.0236681948869214,-0.006502077158593855,-0.009139940750349407,-0.018536987947416206,-0.01530007644179432,-0.03306313227171398,-0.04157852927270622,-0.012045341064204296,-0.020172914622969773,-0.02498799777952121,-0.030701547197646284,-0.023427511264490386,-0.012723623677063589,-0.007044938803106859,-0.015272990086812377,-0.0077167965557631835,-0.019831460951055035,-0.03244789681076454,0.015873123854992954,0.0033687042005625667,-0.015000440976616902,-0.031250103161879816,-0.015062877233175342,-0.006644568757438685,-0.05395683601315826,-0.021745102752133594,-0.012048192771084376,-0.02343737679472102,-0.004745755668650098,-0.012915732003754732,-0.00892875532295423,-0.09926470588235292,-0.006410255465507553,-0.0009346346651959436,-0.01620376132076473,-0.000907983870325646,-0.01611709598174249,-0.0075236932449114224,-0.019394012255003257,-0.014240334224628115,-0.015352492830627784,-0.015377815307886178,-0.019454245287135685,-0.015256567231633378,-0.00450756461499624,0.004160739601250185,-0.016157529183013053,-0.019553283695029067,-0.048751223750804096,-0.02359650550958392,0.002844136670027808,-0.014419231011705058,-0.012468782321226168,-0.014630263945688782,-0.03806193303960148,-0.014978061656603314,-0.007953622644946035,0.0003380262810839252,-0.0009130774890500071,-0.01011467076795669,-0.020905099615103895,-0.009194195309121689,-0.00502734447163522,-0.011534249335164226,-0.035460982336549596,-0.025334404421580525,-0.017341219335107128,-0.02173367341417143,-0.0018776830961735325,-0.006950988907714728,-0.022422955010813372,-0.012697450911731578,-0.01900557250880952,-0.012250920114534769,-0.02163033085646615
2017-01-13,0.010961118383717494,0.014410028382765283,0.013171012269938664,-0.0038085242871795932,0.013055145279818658,0.016161341213460023,0.003926983688947727,-0.00032927645170022224,0.024038163793373535,0.01117324558771049,0.011112857789200792,0.00882351165326889,0.023924618154790522,0.016666674458123643,0.004435549528128302,-0.004525151911623948,0.01066180173162179,0.008591488488074006,0.0014189120486214346,0.012407897769075138,0.017497488520759052,-0.0010757486562789076,0.015243687354078661,0.020833138016735253,-0.016786970664221523,0.016497537320281586,0.005376524676838468,-0.018746756460630398,0.014121000346910995,0.015209183934699277,0.012701810842239869,0.020325203252032464,0.003999683275927035,0.006539749919047155,0.02486116144931616,0.01126157481161516,-0.06938775510204087,-0.015053736485964864,0.009354515202925295,0.007058786725968824,0.023181395062668697,0.010068875581125125,0.021910048804905546,0.008652690752047887,0.006420451627350943,0.015724531789321095,0.005913766165846157,0.012625223064151037,0.014084507042253502,0.006791876603579272,0.005225028533788034,0.04090758382707804,0.014244860358679778,0.031249906902250046,0.007292686243959956,0.010937641003513798,0.007585703749150907,0.0030305479720218464,0.017455952941695996,0.00839361674550676,0.016100154226039942,0.005475233976567351,-0.0019156274547117436,0.007310749616409318,0.010476392234482823,0.01912058299552255,0.0038843829781836092,-0.01487751139963056,0.031505153298630795,0.007352967001102995,0.0005838457736848657,0.005882673874103572,0.013817415319794968,-0.00037631529083836934,0.005055239648281251,0.0023735218815799097,0.0036271401564671457,0.01490288643107629,0.02170531117084118,0.02047919837027945
2017-01-17,-0.024473129744665756,-0.014501064052174772,-0.012174805774865405,0.0050971102552670455,-0.033505523227615464,-0.03976123993039182,-0.04172118352366716,0.007414517272776866,-0.033422758094806215,-0.03487524411184373,-0.029421849898854324,-0.02623901470776213,-0.03751946704598974,0.01542910792457386,-0.014719985396712154,-0.020454479725617536,-0.03164827274981896,-0.013724298338759322,0.009210086171284493,-0.025277664955336898,-0.007779408555934064,0.0015079509555955273,0.036035853333921786,-0.007142753277684211,-0.004877930197365821,-0.023720278952684137,-0.035650685166977225,-0.024132624399242464,-0.04617063163607937,-0.022471923757490964,-0.03420759235559323,0.0063745263088272885,-0.017928221944347844,-0.011911307825202222,-0.010533047047175947,-0.03860415252304705,-0.052631578947368474,-0.013100359080121748,-0.031510487774605966,-0.03738331405262196,-0.027099008061981178,-0.025442466093944738,-0.013026661300732267,-0.04411766269902706,-0.02392340642333357,-0.016530341549346073,-0.036327946834156855,0.0017812319611374416,-0.011111153496636272,0.0006423927388043982,-0.024105912206688895,-0.018646081761885536,-0.03651675092351803,0.0315151493602972,-0.040912817728876005,-0.0158285960159672,-0.03024989712493853,-0.01946976123604227,-0.04279217273008107,-0.015458156626483532,-0.0352109578906068,-0.0011667499663055025,-0.015299756608807114,-0.026082646965006173,-0.010367775353282815,-0.016260217560186696,-0.02063608986005694,0.0106858449284295,-0.009049454774807564,0.010948908417859782,-0.031523655581292664,-0.03508781874980471,-0.033805491024678,-0.015054185061882164,-0.026697598361043573,-0.017359619454850317,-0.03893512666767496,-0.03377393905323378,-0.012139988165936533,-0.04743425384329425
