Date,AAPL,ABEO,ABT,ALNT,AMD,ARL,AROW,ASRV,ATO,AVA,BDL,BDX,BF-A,BKH,BKTI,BMI,CCK,CIA,CMS,CNP,COKE,CPK,CRD-B,CSWC,CWT,DRS,DUK,DXR,EBF,ED,EDUC,EIX,ES,ETR,HCSG,HVT,HWKN,IBM,IDA,JHI,LNT,MGEE,MGRC,MKC,MSEX,MTR,MYE,MZTI,NEE,NI,NJR,NKE,NRT,NWN,PAI,PEBK,PNW,PPL,RCMT,RGLD,RLI,SBR,SGC,SIEB,SIF,SKY,SO,SR,SWX,TCI,TRC,UGI,UNF,UTL,VALU,VLGEA,WDC,WMK,WTRG,WWW
2015-01-02,-0.009512615754782239,-0.01449275362318836,-0.002665025502320395,-0.027015754941544845,0.0,0.06043954604404189,-0.017460804352161907,-0.028753812877247986,0.0028700520988260703,0.0025462769789379447,0.007999924321944185,0.005030253734330303,-0.0031905476277627187,0.001508400111909447,0.002083037834278656,-0.013816315517222066,-0.004518547186940669,0.038157890196321986,0.011223233643291586,0.008536059937309881,0.020902487447523432,0.004631070713629892,-0.00875485821145705,0.018992370467277864,0.0008126401476695744,0.003999980699731287,0.006104655738427889,0.025787978344156137,0.0007423482039981,0.0049986815364309045,0.0,0.00045820391404305383,0.004110555928201087,0.002628966670196853,-0.0032330913681918316,0.0009089301686751039,-0.02815600514673411,0.010096728091081753,0.001812830659755793,-0.0011299223060755592,0.0012044112276297092,0.003069231110419901,-0.010596630802190088,-0.004710840481568113,-0.008672961360492004,-0.0031183185961396465,-0.016477417809135364,-0.01217433803283996,0.003763492229816867,0.0007072529379810177,0.0008173801477329157,-0.011648395590729166,0.04934199443998244,-0.0032065935077456587,0.0022305488197404966,-0.0022232554730625687,0.004830899841039127,0.0008258209849081322,-0.015714264876303785,0.025677805465932346,-0.020242564115821038,0.05505873265823813,0.017024183363422374,-0.04090918337721727,0.002401361774966304,-0.05679011694210623,0.005294359875939847,0.002068087243701777,-0.0046919689808814224,0.0,-0.013238301361294336,0.0010527834473781361,-0.010703909297170688,-0.0046355020109187794,0.016564231715808786,-0.024114018749704536,-0.002438959774007876,-0.009828144850665743,0.005243614801362595,-0.014930336768136043
2015-01-05,-0.028171622290188103,-0.055882352941176494,0.0002224670301211873,-0.06550958576792432,-0.003745314673225475,0.0017271552586739514,-0.0018512455122255966,0.003289038310071657,-0.0180679221594251,-0.010440128962751594,-0.04927243066884179,0.006149183976374095,0.004801541464351855,-0.019766436795372155,0.01455274509688853,-0.02682394272058597,-0.017170247670059813,-0.055766801605339755,-0.008253027331926233,-0.03173931108612105,-0.007455677279673778,-0.021446688998822516,-0.008832182718858439,0.005954316874856813,-0.011774349394800598,-0.007968089196462858,-0.014396211707647044,0.008379869745860136,-0.0003757761393362591,-0.009496345875129375,0.008247380859060849,-0.00244254329281679,-0.008931799632418636,-0.007524515792345587,-0.017191165876236147,0.017249142543955598,-0.0026121421817080215,-0.015734422811159665,-0.01055649006445425,-0.010181003357434326,-0.012180335544271115,-0.01661201994814776,-0.018320568877204457,-0.016902928854064303,-0.013560743655585905,-0.009772564510796777,-0.03350670671691547,-0.007783930340520939,-0.0105916934803727,-0.0117788079398492,-0.02889808269102201,-0.016099650504255436,-0.020376074247848264,-0.017289819428320308,-0.001483662696275645,0.010584798814112117,-0.006701698435751968,-0.023102424655144338,-0.008708287717169694,0.023946420772530175,-0.011777157941634142,-0.036821168422779604,0.0847000585867057,-0.014217977521764014,-0.014031480391744067,-0.06020948181461394,-0.004253329944370998,-0.01744534962381472,-0.01869315656718895,0.0019416993901946178,-0.012383881261362806,-0.02393434995124044,-0.020141301067925665,-0.0052060625591059395,0.0,0.004492724036913698,-0.013221009615100865,-0.010559621077757986,-0.019374103830658296,-0.009645026279266
2015-01-06,9.410012480226548e-05,0.012461059190031154,-0.011356004601289493,-0.006035238864045334,-0.011278184369081234,-0.017241444513996895,-0.022255484321081154,-0.019672189258179595,-0.006194024519502017,-0.003707166625166014,0.009043424989382931,-0.0019190230318091306,-0.010239139534476638,-0.019397214102377047,-0.016392891335156645,-0.0256318697497393,-0.038955601253215066,-0.03355704783899316,0.0017219624559272617,-0.02229026137225576,-0.006838351003927934,-0.012085627642633656,-0.029702717352386276,0.004889213513305846,-0.010682203794500689,-0.06827314917983551,0.016417351353877896,0.0180055566161208,-0.04060162805296341,0.005630889681618179,0.063394588050659,0.0038255026647999735,0.0005633673840035325,-0.0018381400630710365,0.0033003144051013678,-0.01963410494420692,-0.024523732989529257,-0.021565893393138746,-0.0019816288331405696,-0.003428372977695049,-0.003196765645071986,-0.008446428768782988,-0.024117149695359275,-0.004539191526252262,-0.021285568699011326,-0.04855924202423445,-0.030483973217122373,-0.012529706678392372,0.0038843706979398984,-0.011680643579630279,0.0008408306470886195,-0.005882643095224904,0.011200196204615098,-0.00797890267273571,0.0037149399595683974,-0.013230469886924334,0.003373413621476251,-0.0002814561398147841,-0.027818446727413404,0.016401070682459995,-0.013589702031021833,-0.005225382085259134,0.05401280121455909,-0.019230747520026514,0.0,-0.01949863616493941,0.012001737076283492,-0.0020999105336130253,-0.01441112527289834,0.0,-0.02473009927813896,-0.019132403724011593,-0.011637125180612773,-0.0016521339023185533,-0.060349835344894354,0.025717403793545257,-0.022299897773953026,-0.0172892772320824,0.0011398403347555597,-0.024000346807085737
2015-01-07,0.014022273778367511,0.027692307692307683,0.008107895875517857,0.005137651796233822,-0.01901147853960916,0.008771963580347819,-0.0011377547426392187,0.0200669500983488,0.014298849343765685,0.01946220183528924,0.028955528149038345,0.023424734454532414,0.02298838295544381,0.005091956517169427,-0.010416883670540278,0.002882697144224622,0.0073129862690262115,-0.004166629689710155,0.01632742237906104,0.012963592541993751,0.006095523866040509,0.010574360119310011,-0.006122618488340725,0.025607898321120315,0.010382032244938166,0.00862064841834509,0.003206772371625366,-0.02448974184200936,0.001567304723949725,0.014830472766333092,0.05384594398054787,0.016768523269710567,0.014636879554815074,0.010127871484638895,0.0,0.0,-0.0024408112220979383,-0.006535694566241146,0.008399471909218637,0.002866985361125396,0.016492921669344573,0.014570761310558789,-0.008237497482953882,0.02666831128425229,0.005890104589399092,-0.012448030375110997,0.0,0.019419415074983126,0.009153347671731371,0.016884015868112723,0.016461926582269637,0.020656108421278185,0.009493370623095299,0.008249104847159794,0.005920868983270822,-0.005586517438940453,0.023242549155295222,0.004505610204679877,-0.013554189594965682,-0.012849449654350087,0.0036034162580131923,-0.01465293638165277,-0.010249046443094767,0.0,0.026726847345968308,-0.01420452660167415,0.01105517562708247,0.008800224744949903,0.021176683497966753,-0.011627896231359958,0.0,0.00549442487180829,-0.023633517692461026,0.017103559181771644,0.02761750142028152,0.003997150474897904,0.015018129371484834,0.008905477330650724,0.009108146184161559,0.010335357609649876
2015-01-08,0.0384221519880148,-0.0119760479041916,0.02055415824846407,0.00882880445032086,0.011627896231359847,0.013913030209748545,0.010634021743177957,-0.009835829303569299,0.006687052799106752,0.004772537147644584,0.004355083472185717,0.018227675447459513,0.008426911322176878,0.008574029042279774,-0.014737071759786224,0.01994268003347366,0.012445450326431295,0.011157590356317693,0.005355190771138885,0.023830388039172368,0.011780605036445735,0.020927619896268013,0.010266675924435198,0.006242738430699335,0.0028770237279043265,0.01709403912387497,0.004025010618845748,0.005578675315461412,0.01095510167332625,0.006262837481349148,0.0,0.0055470959223347105,0.001664575468825591,0.005924523367219381,0.012828949748960428,0.0796540442735112,0.008808240805793677,0.02173482884378064,0.010904380781171286,0.005145632826435431,0.01577524515773754,0.013256987663352149,0.006526430941039774,0.016419875897946135,0.0,0.032352938236390294,0.016646198900856612,0.021214061561372954,0.006078155584142264,0.018263617516091957,0.02545057150317609,0.023084352087330284,0.0015675280422333682,0.018613093232046962,0.0014718936535740301,0.0,0.0017139708618176819,-0.00392495007113125,-0.0030533377241557247,-0.009837608281093813,0.01626146856026578,0.05836195142869127,0.09289926085217393,-0.03431366906396882,0.0030426015152138497,0.008645607439449199,0.0007954953194750924,0.006448248785265953,0.01695179962098292,0.07941180732973518,-0.0007142612072881249,0.015027855929629297,0.016635801340873835,0.0002712105327984382,-0.0050001473733105595,-0.00036168131498848233,0.020713844798113,0.014424187357766405,0.0063933798108470885,0.02574955716987093
2015-01-09,0.0010725132066897736,-0.018181818181818188,-0.010507954219581839,-0.00046011265110845745,0.007662919597304585,-0.017152642528509676,-0.008643177551031278,-0.006622820363889059,-0.008079094163040312,-0.008661944946307232,0.02568381067833192,-0.011820599201171844,-0.009693662883410892,-0.03496941676421472,0.0042739223772847446,-0.017262651569435628,-0.02376552597577175,0.034482758620689724,-0.01093353977883127,-0.021120380162727104,0.00044343627256004936,-0.009445407279029427,-0.027438815054064647,-0.0007448887085214073,-0.011885144654007362,-0.02521006529350245,0.0014149810655899042,-0.0013869483863160337,-0.012384282720792394,-0.005186619618855581,0.0036498574425918306,0.004621812389541624,-0.012555696235625469,-0.0056632335499388065,-0.004871610925375358,0.010539670532802914,-0.009943820811291526,0.004355478669489488,-0.013333303905037619,-0.0011379019730486384,-0.014198556621798475,-0.019189176864608415,-0.019746661788303088,-0.011785112982056423,-0.004053870221738531,-0.020350232339176766,-0.007883546149830556,-0.021197671294297726,-0.008829972132687769,-0.009783508673344543,0.004351233714358083,-0.01102403497105875,0.009389733462414673,-0.008232837342235011,-0.004408533770214884,0.002809109250576647,-0.014689117418219988,-0.005066018759666391,0.003062689148470188,0.035157207947528635,-0.014338450804307068,0.01166435665303589,0.001353792863694192,0.05583747838541653,0.02359288038892693,-0.005714263399561048,-0.012714213143810826,-0.0013197541542571134,-0.00032399894497348036,-0.018165286567432548,-0.011794155006747853,-0.005653392476687835,-0.011082130689008318,-0.025217155274098513,0.008793882869788883,-0.015930709328075054,0.01666954593563852,-0.003396040519777488,-0.006352764176617232,0.01513064766667127
2015-01-12,-0.024640760489412328,0.08024691358024683,0.008407112613005197,-0.0032259773710072714,0.0,-0.022687628971760132,-0.008718471746188783,0.010000084161260636,0.0016292148817378393,0.0025367777628266808,-0.009756168255922737,-0.007398358500971924,0.005963076901987385,-0.00320285688785904,-0.048936356696570926,-0.005198034627876047,0.00020988021021484116,-0.05333334604899087,-0.0031178853828670583,0.002201965878432688,0.0001111820645811612,0.009332340535905592,-0.02612340336864183,0.0004967131123372326,0.0008298924154022114,0.0,0.0009417262050388508,-0.04861108494387445,-0.0007835005502038195,-0.003426144450519142,0.03636403973270208,-0.007420321668510699,-0.002804619395370911,-0.008542994196323206,-0.004242924251646629,-0.008760919686684021,-0.0017150478366747546,-0.016781032353588854,0.0003034260297989366,-0.0022777952016834746,-0.002700676891899012,-0.005780101879524713,-0.0033073279086589524,-0.012997338177308193,0.00045199739750501067,0.005401145752041758,0.010391493172353217,-0.0028147324848815103,-0.0025316098783135788,-0.004704465174973915,-0.0043323825055365806,-0.0013544015984934266,-0.022480678909525875,0.0034420979204992097,0.0029518165865454193,-0.0022412447431368054,-0.00014462637899326225,-0.005091909335370515,0.007633549425109631,0.041790036145251674,0.003794481011523132,-0.0264671872784219,-0.054609546566108835,0.14423090524218662,-0.012183102700327075,0.025861931687007456,0.00020150624218806534,0.0018874026806288136,-0.0017808686964139175,-0.0490287387670888,0.0014466760165472436,0.0008122957928693442,0.007091482205206834,-0.008066536939156266,-0.026774357357641554,-0.01876368507040238,-0.01693073473561879,0.005323922710937845,-0.006769596989029347,0.003725945480170134
2015-01-13,0.008879037480239438,-0.06571428571428573,-0.016100293888124617,-0.020342274113303915,0.011406832731696515,-0.01964288131923131,0.009560201982141026,-0.003300108262267787,0.004878881156195947,0.01574331701773768,0.08210192161535868,-0.012816689539232873,0.0005590549385907639,0.017674082688464265,0.02460844149498498,0.013333317993310168,-0.006714081359136648,0.0014084829600224946,0.014785227614238394,-0.005272440586946314,0.011858750589909262,0.009045083017685807,0.024678066326031534,0.006205270195912549,0.015333148644662398,0.00862064841834509,0.005411167621240276,-0.03941607852761431,0.00784304818174153,-0.0019434053452528355,0.017543484090197126,-0.005681704385578468,0.006562728007859953,-0.0114893345667344,0.012127380683284228,0.007576124392563832,0.0007361066610684919,0.0023653701387087445,0.009411100778125903,0.0028544306658428997,0.006920382831803851,0.009168353619460667,-0.001206364819155703,0.002579094236600188,0.0036167388233947495,-0.01776845278291872,-0.0006048318101359307,0.009229816077473307,0.0039483431909708155,-0.0002364461931422257,0.0067687143367762825,-0.008867387694060591,-0.0031719858480445673,0.011703113491113637,0.0007363956660795257,0.0,0.0021714263640089104,-0.010520579600805657,-0.01818174786080473,-0.020978095155948617,0.026674953798452528,-0.0031738944377580625,0.04375212247305971,0.05042004711325121,-0.007999992370605447,0.03081245166944835,-0.0006033479579498069,0.0018829761104277587,0.008271564832450062,0.03404673059933705,-0.011917676254624587,-0.004057341683298077,0.010432086989632161,0.0039260919655013105,0.019833618245718387,0.04536920751406592,-0.008520961352693979,0.011438326922369901,0.00719451815565586,-0.03037456785757442
2015-01-14,-0.003810631938130471,-0.051987767584097844,-0.0073975348197273805,-0.00896658010091711,-0.011278184369081234,-0.01639338424460479,0.00037822509881069166,-0.009934069769149345,0.02751321142854679,0.01356238268626031,-0.009451166974429492,-0.0064210967295351695,-0.004135480755639964,0.012433355711543026,0.004366716430025175,0.0014222320990442405,0.0021120350177175062,-0.03375530850189912,0.007845570126405299,-0.0008837078764930562,0.0032852555670852546,0.006972033590549875,-0.006282763998413321,-0.004933490278447472,0.008571772053506788,0.051282014271890164,0.0025742894489653168,0.00151981491272557,0.012451598431371558,0.010783528188420766,-0.027585868126118407,0.015338260347483867,0.008755673204575043,0.012901590648870087,0.001295082604494402,0.005012041720210858,-0.007601813735349516,-0.006440929203843759,0.012932514271458695,-0.005122736599360023,0.018377572422427102,0.014845730392955225,-0.0034994516552632193,0.00013587160287342748,0.0018019609766619649,-0.005889866565146229,-0.0018164206711500652,-0.006132805180407375,0.0061804526687883055,0.020803460158449028,0.01872890185086873,-0.013682610003940887,0.035799180309248335,0.0037891631320288166,0.0014699135370306315,-0.0011229814136214378,0.010688930918460349,0.012069223692670272,-0.015432124361784982,-0.010279539539549742,-0.010024666611729183,0.004625960268134888,-0.005753519948422103,-0.14799990142942798,-0.028561840555525575,-0.029891423623711777,0.01026533021816678,0.012218026013931738,0.007559670189115408,-0.0018815105878033922,-0.008406431436322581,0.0016297325101932714,-0.0005163846589747445,0.015083475528858914,-0.04266027895151381,-0.006097733707346675,-0.0055767522849270446,-0.0069111469542598725,0.006390590191329482,-0.02749719725805644
2015-01-15,-0.027140219079689665,0.0,-0.007452559322885133,-0.05047614042605375,-0.04182514400300241,-0.014814800424667651,-0.014009354715258215,0.013378002818871693,0.0029748850411670524,0.0027308776094669973,-0.04124347568780906,-0.0009940770625753714,0.0034799045702249565,-0.0035086825918089204,-0.006521856707202955,-0.011008420974183974,-0.018549606453906353,-0.018922869957273436,0.005838130769879379,0.0017682340758522486,0.024672922365695404,-0.00395626128683646,-0.03161216223335672,-0.004214547325239404,-0.004856595981094003,0.05691059541728394,0.012486941500538862,-0.05159330681822438,0.007686157776510605,0.013039012836648656,-0.1436172519824377,0.004887427003072098,0.017358938519950406,0.015375082294696973,-0.01067270029990286,-0.03990010954867762,-0.01680260042265358,-0.007894639877972676,0.001039123390102814,-0.0017164161322442695,0.0023471676887791837,-0.007860132241464424,-0.01679357280523086,0.0008124274355167938,-0.005845298199148696,-0.013965583820824357,-0.016979856317791198,-0.003356420612902311,-0.0038155696027588615,0.009032384801349602,0.0039282961852711296,-0.009603925810995229,-0.023041690806355097,-0.0005958949820799031,-0.0014677560625252495,-0.005058939267390095,0.009003732994686153,0.002839492585450243,0.034482711421688794,0.04812718044973763,-0.014052439514800064,0.014084762012848806,-0.0027557870719413513,-0.018779448980262847,-0.014527847752013767,-0.03361338746795972,0.01215396876839736,0.0016714519570020236,-0.006864520498524707,0.03581528055957772,-0.03722818633123348,0.0073213272332746104,0.008694458502557012,-0.006879302586258795,-0.009174404217006882,0.0018044479847911798,-0.037418394731992044,0.001476316551214829,-0.001867481091933354,-0.022548298217652918
