Date,RICK,TACT,KINS,DXLG,MCHX,OVLY,CYRX,HROW,MNSB,CRWS,GREE,SAVA,HNNA,TCRT,LTRX,FSFG,OVBC,CRIS,CRNT,GNSS,CPRX,ANIX,LOAN,AWRE,SMID,PEBK,CPSH,LFMD,QMCO,LWLG,ALOT,PSTV,AMTX,NAII,CODA,SHIP,FTEK,SSKN,ORKA,OMEX,WVVI,SLNH,NOTV,AVBH,OCC,FRAF,ORMP,ELTK,NECB,STRR,MGYR,AIRT,BVFL,SBET,INOD,KOSS,CLWT,AACG,SGLY,CREX,HGBL,BMRA,WFCF,UONE,ZYXI,PRPH,VIRC,IBIO,RCAT,SFBC,AEHL,DYAI,CZFS,INTZ,FIEE,CRVO,ICCC,BYRN,LINK,ARTW,FKWL,LIXT,BHRB,ISBA,DXR,IPM,LDWY,TOMZ,HFBL,SCWO
2022-01-03,0.028633619488146245,-0.011009164198049981,0.07318553449725629,0.06690143062065301,0.032258033504347416,-0.008620677516302355,-0.04140606767042354,0.0023147573257693566,-0.013419946559712681,0.002747154896864723,0.07725852895005847,0.09702512104680183,0.029990234039795505,0.07339449541284404,0.04853130499917779,0.0018937998737467154,-0.008094338215201002,0.07773111095688479,0.0581395735671042,0.0,0.022156587265883987,0.01683500061772092,0.018181600236144124,0.019047600305720724,-0.22042554490109711,0.0,0.03166230215975774,0.06459948511442493,0.02173914395568488,0.09341400084894969,-0.020740720960829018,0.03809526231553817,0.06585361409608148,-0.0015809885132375134,0.023749947547912598,0.010869546351383264,0.028571486959652947,-0.006802682251218939,0.06976753296666738,0.02884617324411587,0.051963027389615,0.0018587360594795044,-0.03945804277284881,0.015537824052638483,-0.04283054450187207,0.0,-0.027310882138741555,0.10752686980371506,0.005390705778195004,-0.055517262425915925,0.008143492892638049,-0.005566576213595131,0.0,0.037735849056603765,-0.011824353168792268,0.108614214818884,0.03134791359614897,0.11214953166906039,0.10272531724965295,0.035714310042713304,-0.04812835997278453,0.0694086722947751,0.02549964712079089,0.023655942206107117,0.03209619560493593,0.03347274864614502,0.01661118235099579,0.10909090909090913,0.05288468151403136,0.006818381954016406,0.02515723270440251,0.06415928386654168,0.00016479901803334585,0.1075580460500476,0.04800000000000004,0.06451612903225801,0.023749947547912598,0.017977510431482324,-0.016003858615079358,0.0028248560935075773,0.05949667822584326,0.09243700980938208,0.0,0.009804088985651882,-0.025686444892195515,0.09859154220139099,-0.14731367546661245,0.048484875194735544,-0.03042170960854995,-0.06315783661818375
2022-01-04,0.09823985933678903,-0.03525047531111414,0.004285357321339278,0.054455433468980186,0.0,0.028985387168196652,-0.06593796893469872,-0.05889148243279019,0.010717303872088246,-0.006849461634325427,0.0023135290306193212,0.005214852047590979,-0.01364862891783536,-0.06837606837606836,0.012180314373335444,0.009451828069308998,-0.0003402434518071651,-0.0019492880235533194,-0.02564100100869393,-0.01256280202931348,-0.017341023733535632,0.013245020564786714,0.005357168084916042,-0.006230523579077274,0.05431227378865655,0.002174425878149533,0.015345253570958395,-0.01699021766228026,-0.00709222544427357,-0.03073140663382168,-0.00453860956163088,0.1743119458700304,-0.011441618799270858,0.01425180550631766,-0.017093943445829263,-0.010752669709574003,-0.04166670805877948,-0.0410959154652657,-0.039130469699398374,0.026168199809568193,-0.007683830676427306,0.01298701298701288,-0.08042563752219689,0.020007855373137318,-0.11478593211601318,0.016012051301853347,-0.07127434847533298,-0.02912618566127323,0.004468536189403016,0.009492524084542264,0.0008073818908889141,0.005597736440112744,0.0,-0.07999998150449805,0.0205128012846727,-0.06165544649516641,-0.006079065338104539,1.142856999748759,-0.013307927158716204,-0.020689581085941322,0.005617972260667514,-0.00240378663737173,-0.018817186210869363,0.06512603526751559,-0.025267036889100813,0.037786866306787736,-0.0032678408682469406,-0.08196721311475408,-0.0273972334300725,0.0,0.05521472392638027,-0.031185051382921936,0.0,-0.01574799207744415,0.0,0.0,0.001221029230061177,-0.0448859899560341,0.023084781998073733,0.039436649798495926,0.019438319390005177,0.03846153846153855,0.0,0.0,0.017272689125754637,-0.016025626330215204,-0.09095532966310871,-0.08092484633026953,0.0,0.11985015883856054
2022-01-05,0.005001074954547047,-0.024038462420187034,-0.0111316337738957,-0.06103284423072919,0.01953123181010552,-0.019155027303195182,-0.08437148469847722,-0.011042847009335666,-0.014682166139469155,0.0013797413288139104,-0.05885745394474029,0.026976615248071267,0.009224881472753799,-0.07339449541284404,-0.043321370899301104,0.013482970692726415,-0.0108841003518938,-0.05664065395831086,-0.026315853158898173,-0.025445328588419525,-0.04264705201746288,-0.09150326033517286,0.010657360627218448,-0.006269586384879289,-0.03468806926060153,-0.0036164428759347667,-0.0780856273414341,-0.05679018436054262,-0.06607144219534733,-0.08877619096804534,-0.017477169065587606,0.007812479821345031,-0.11728398559333664,0.022638559902693922,-0.020161503853140306,-0.021739023275857305,-0.04347821955569664,-0.028571401323590928,-0.05429867067097505,0.008196735550096479,-0.007743329106150831,-0.026556776556776573,-0.047631874731747015,0.018846145043006413,-0.024175852506203577,-0.0026759341453368446,-0.08294571522988359,0.02250005829764934,0.014234881226118157,-0.05027122635896519,0.0,0.00556665205250817,0.0,-0.07509887303089502,-0.020100484049636713,-0.07290724491207012,-0.16513754576173834,-0.09803921751955846,-0.20616571191436495,0.028168985706974903,0.0,-0.002409693651091449,-0.012328787703611122,-0.05522686397002563,0.031249914077990715,-0.0728218821095784,0.01639317124696027,-0.0357142857142857,0.01408449285348734,0.0,-0.046511627906976716,-0.09227464429584042,0.0,-0.06400004069010412,-0.022900763358778664,-0.06060606060606055,0.1036585855171992,-0.037750368905925424,0.03076942376132563,0.0,-0.027542322838653988,0.6370370652940538,-0.006818182365526226,0.0,0.009830260453664419,-0.0358305855009039,0.12465072809758126,-0.06918239748170008,0.0,0.036789262456513594
2022-01-06,0.03291110328499203,0.0354680417617288,-0.018761754888535043,-0.009999990463256836,-0.007662828249186293,0.020677934139278653,0.007421163117042662,0.0012406047998685388,0.0037252572885515534,0.0013771433748330786,-0.01839362285551338,-0.008082471455096885,0.0018282913218583552,0.00990099009900991,-0.007547162794848794,0.006282300994127077,0.0,-0.2753623073943129,-0.042471003374957794,0.005221927238881152,0.013824834498691096,0.050359750483805366,0.005272315690547202,-0.04100949883663774,0.043175129279258595,-0.0018149427915501448,-0.01639349174618998,-0.028795784559725424,0.040153008020127556,-0.0006959101573748017,0.01778805389078464,0.02325575435242655,-0.011363563420886624,-0.0030534321136057585,-0.007315206787014583,0.033333200856519474,-0.007575840359983155,0.0,-0.019138695765482105,-0.024390199777114208,-0.012263166898209943,-0.031044214487300104,-0.002825613897872614,0.00037750958732507556,-0.018018000602490147,0.0017884549684976658,0.01775148262901971,0.002444895970961536,-0.011403531004524736,0.06321400734743232,0.0,0.018188970653228775,0.0,0.029914618159655237,0.0034188002141120055,0.019417456850636006,0.03296700070173797,-0.13913040864219683,0.01699030946545821,-0.041095959012037,0.01117317394007622,0.048309249408762245,0.036754488915883954,0.01670144558312403,-0.045161297600011974,0.03786812815816498,0.0,0.0,-0.06481486080605126,0.0,0.04878048780487809,0.0070922481496633605,-0.009061128448936251,-0.014245014864278316,0.015625,-0.032258064516129004,-0.009944768032163154,-0.015212136418341293,0.014925143691658649,0.013550122368818363,0.0021785887929095527,0.004524904060796864,0.009153399645939864,0.0,0.017699097866309854,-0.020270250677801416,0.06262416843821628,-0.033783831676485354,0.02884603494130955,0.1129032754253041
2022-01-07,-0.0031750720682125477,-0.03901045085474075,0.007648025835125027,-0.08080808324067523,-0.01544400122725742,-0.005064639968085594,-0.07509716081763318,0.014869874857126097,0.01855673346019615,-0.0027511948507263906,-0.0074953913884010515,-0.02322263976583716,0.012773789317582773,-0.019607843137254943,0.021546331559930243,0.0,0.009628355783837472,-0.0028570992606026246,0.0,-0.0077922005539980965,-0.006060600368335001,0.08561643611917269,0.01048944359049786,0.009868411765204144,0.0010282030658397279,0.001818242798210079,0.01388894223872672,0.005390830382983713,-0.0018382773164222765,-0.08565456627043799,0.006838917449196513,-0.09090905587972986,-0.0389036708870899,0.006891209496317607,-0.011494272473158929,0.010752669709574114,0.015267252678933252,0.0073528988963604824,-0.004878069174385713,-0.02407409484167289,-0.001128586410269583,-0.030097087378640808,-0.023802780696962178,0.0,0.050458665929975055,0.008631141547845278,0.028239215420691854,-0.007316987638666839,0.006211236361127304,-0.007163351088572134,0.004035639165737903,0.010097096267255745,0.0323382661771594,-0.05394192754164884,0.023850144131547957,0.011428560529436416,-0.007092151110094758,0.3333333734711408,0.18615749291185568,0.007142907421607392,0.049723776919236684,-0.0368664328626489,-0.003344494406205656,0.03285427679859154,-0.04617115339281985,0.02162163372708359,0.00322598882089431,-0.03703703703703709,0.01485147112526719,0.0,0.04069767441860472,-0.01877943573824914,0.005818783714086395,-0.017340997126628732,0.007692307692307665,0.0,0.015625038250748347,-0.015447197651325073,0.0098040535650874,-0.05080215420747913,-0.01304343056943369,-0.03603608634755984,0.0022676537912917905,0.0,0.0,0.006896544920278691,0.09260998724538605,-0.013986001160915085,0.0,0.3536231918110613
2022-01-10,-0.03580841862171791,-0.014851541241502675,0.01707784697130177,-0.003663000144099149,-0.03137251968706389,-0.009049907006474567,0.07256634344984847,-0.0036629712464267827,0.00040472062819940646,-0.008275656563480172,0.0044053633349241395,0.008967680882877582,0.0,-0.010000000000000009,0.03473941915557699,-0.0011016923146111024,0.005449651412021472,0.0,-0.008064508376086854,-0.002617798596338705,-0.030487776068545913,-0.0031545710481332145,-0.001729997833938235,-0.009771977863882841,-0.07010784896031863,0.0,-0.030137022093236654,-0.07238605349754945,0.0,-0.06321400734743232,-0.010566063647000301,-0.11666668785942924,-0.01379941307355026,-0.009885868025685252,0.003875996213888122,-0.02127655960120023,0.0,-0.02189782444609789,0.0,0.1043643629460067,-0.023728816846909306,0.020020020020020013,0.0020319214303043953,-0.028301886792452824,-0.03930127321770138,0.0029508074362107894,-0.028271436044775222,-0.019656104742574954,-0.00176375195629086,0.017676759857713886,0.0,-0.017685543551456684,0.0,-0.1359649538639146,0.013311134885087839,-0.0489641722874633,-0.03571432199322677,-0.17045455674330345,-0.1026157386424299,-0.06382978243712933,0.015789458824326585,0.031100507124323995,0.02013424150439369,0.003976139183357041,0.040141693254888144,0.013227554728337143,-0.019292520929519608,0.0,-0.058536589053470034,0.0,-0.0949720670391061,-0.004784684628674429,-0.004132103013787969,0.06764703638413372,0.022900763358778553,-0.033333333333333326,-0.06593410508987485,-0.01651526134890191,0.026601992271904962,-0.05915494111766195,-0.015418498006043446,0.168224319889823,0.0,-0.007766925828239235,0.0,-0.04794524015282309,0.045376688281106636,-0.02127657595741339,-0.028529100074852876,-0.004282651092028522
2022-01-11,0.012645366585564366,-0.0261306767704389,-0.01679109128387457,0.0735294285220669,0.03238863270421399,0.0022831098120930093,-0.025990064633467647,-0.008578394133967882,-0.02185337513726926,0.0,-0.00501255025791747,0.026043784491844635,0.015315197208889852,0.010101010101010166,0.00239802202919015,0.011029545220616832,0.02472892921412928,0.07449852035660087,-0.004065036710645509,0.03674543490991211,0.003144651023059275,0.06329107716228477,-0.017331330262608247,0.009868411765204144,-0.0988676638186543,-0.006170504741985217,0.031073484378464356,0.06358382259673379,0.01289135861463686,0.03252029368516429,-0.0053394124071213245,-0.00943393849868146,0.060634291262982254,0.008448514040693134,0.0057915156247632105,0.010869546351383264,0.037593947896937596,0.05223886439305958,0.024509762022762338,-0.039518902455260685,0.04166662527455389,0.001962708537782243,0.01506374423140322,0.009708737864077666,0.00681812098203749,0.0002940750076663168,0.0016625484794363654,0.02506275116286938,0.015017763568525577,-0.017369719497363212,-0.015273278234189447,-0.02113499116647477,0.0,0.040609163922903146,0.022988483247591285,0.023762352678568854,-0.007407453517269125,0.0456620557167875,-0.013452881045931897,0.08333331326442961,0.0,0.044083540543605526,0.026973674510324397,0.051485097470232555,-0.023836552570347003,-0.001305466788381282,0.0,0.0,0.0621761699635448,-0.010383778132016963,-0.01851851851851849,0.0192307515962582,0.012448114944896727,0.0578513039381654,0.014925373134328401,0.034482758620689724,-0.01176475076114425,0.04114187887455212,0.06676736660462801,0.008982027593025244,0.03132000936154733,-0.07999999999999996,-0.00452504634408557,0.0,0.0,0.039568393757721365,0.03890257002339981,-0.036231849629747126,0.0,-0.010752728969764092
2022-01-12,-0.04364952236655906,0.010319957254917744,0.005692740399418028,0.030821887608831533,0.01960782480441492,0.02107068820155633,-0.00042355902682400526,0.035846718959611,0.015721968225187233,-0.01112660859172232,0.006926894355084201,-0.023166755143463003,-0.01863347556528039,-0.06000000000000005,0.013157968285764543,0.01818172492466763,0.018843215012246617,-0.06133331298828126,0.0326530294485865,0.04050635035422667,-0.023510986312980098,-0.017857126384770328,0.015873209666643184,0.009771977863882952,0.015936268487339866,0.008034868438237197,0.010958893372029044,0.005434777327093299,0.010909063165838173,-0.03464563677097887,0.000766888720175718,-0.028571416461278476,-0.016710605303049908,0.0015231914634454835,-0.0033269382850690254,-0.021505270738763294,0.007246369925949514,0.09219852495670922,-0.019138695765482105,0.05187834596368868,0.008888880411783928,0.0558276199804113,-0.010559438838886326,0.03846153846153855,0.0383747365420779,-0.014705780264218982,0.002489604356542552,-0.01711502779424867,-0.011314301291041162,0.03463207126988621,-0.0024489388629201914,0.05157932812367605,0.0,0.004878036374968309,0.09470307396172917,-0.02224376136523365,0.0,-0.12227073190132265,-0.09545456279407849,-0.02797200154455226,-0.031088054098535878,0.0,0.004484346575151399,-0.02448213104365282,-0.020930267115292778,0.028758082502948756,0.022950678504428446,-0.038461538461538436,-0.019512176967531936,-0.009580365605805885,0.03144654088050314,-0.028301861329449007,-0.0024590568318447747,-0.04687507761021148,0.044117647058823595,-0.033333333333333326,0.078571527507034,-0.023387094417298027,0.027482372796462817,0.017804208675266997,0.0,-0.06521739130434778,0.0,-0.0007827274670514361,0.001739170240319332,0.010380612560830782,-0.11430829444018797,0.02255636873816247,0.0,-0.010869503246587309
2022-01-13,-0.005881649381751175,-0.012257393874020917,0.005660423521024027,-0.0033222559783855354,-0.0076923006385033466,-0.002231016319488077,-0.030084787302747995,0.022672980643029028,0.00610999018058167,0.002812928512620383,-0.07504690717979967,-0.057743925651403405,0.00813710273867474,-0.06382978723404253,-0.031877266735717,-0.011785657967628649,0.0,-0.02556822461283803,-0.023715392671163626,-0.029197109508376284,-0.014446252377584345,0.03636367445806554,-0.020833202182007016,-0.032258034744817476,-0.006938260824936537,0.003985451458950351,-0.05149052961359002,-0.03243246552193535,0.010791408368430622,-0.12969005896445285,0.027586180185103393,-0.029411751872894798,-0.0214669694312416,0.0,-0.03068427815431396,0.0,-0.050359664721725594,-0.025974001846660322,-0.004878069174385713,-0.03571429150676808,0.00770921755643017,-0.05380333951762528,-0.0723968403258084,0.0,-0.039130398276171485,0.005970120483849595,-0.0935430564219939,-0.017412860384324436,0.002640923142149143,-0.008019509755542775,0.019639942774317687,-0.030418222823871077,0.0,-0.09223302319268067,-0.05718479963435963,-0.014836758024141417,-0.0410447923196241,-0.07462685416409909,0.25879395564082075,-0.043165482845068825,-0.02139035387755628,-0.07555558946397567,-0.02551024007777314,0.003861000306814244,-0.0023753512568226443,-0.06353240520384773,0.0,-0.020000000000000018,-0.029850717942397798,0.0,-0.07926829268292679,-0.060679613335978266,0.009860328040194988,-0.005464397720770453,0.014084507042253502,-0.06896551724137934,0.0033112286514067613,-0.03303052269780371,-0.020707579233009477,-0.011661796231637989,-0.004338482527652898,-0.03255817502043967,0.0,-0.007050514337709535,-0.013020882486467267,-0.027397315080268658,-0.0008900111716138026,-0.09558823078252043,0.032911041705583566,0.017582400077467586
2022-01-14,0.0052061434807486595,0.008273001352107068,0.020637819373129362,-0.05499998728434241,0.0,0.006148899299433852,-0.006116181449605018,-0.008167992685751746,-0.014169871085479846,-0.0014024303707645958,-0.013522650997536911,0.004158512740579878,0.016143728310078487,0.07954545454545459,-0.057317048917562174,-0.016986001056136457,-0.026606378515643847,0.0641399653607686,-0.004048579088026694,-0.01754384287606181,0.016286629773138106,-0.0029239737544372035,0.017730226601406773,0.013333320617675781,-0.1682867350036733,0.006135112700670131,0.008571420397077256,0.01396653402246506,-0.01601426180891452,-0.022492949334778634,-0.020879920667950413,0.04040400083383888,-0.051188252963604075,0.015969585113223328,-0.07668873927921671,0.01098892074493607,0.015151500099837678,0.013333320617675781,-0.009803962757284457,0.029982376367984287,0.04918041330057843,0.05784313725490198,0.02176619298074356,0.0,-0.027149294906731902,-0.003857591234480706,0.009132455087817792,-0.010126593838706288,-0.007023849231956869,-0.05588752583300849,0.0,0.04117644066904114,0.0,-0.04278070902780429,-0.05287708939777391,-0.028112422881404364,-0.07392987261456663,0.026881694586956106,-0.07385223674514485,-0.04511279857818873,0.0,0.0552884681514032,0.0013089305047901956,0.0076923006385032355,-0.03095229607320038,-0.009497847256278558,0.006410384581840622,0.061224489795918435,0.0051282001121668586,0.0,-0.026490066225165587,0.05167966201978369,-0.0032545626620115176,-0.010989052448102776,-0.06944444444444442,0.07407407407407418,-0.03080305041485354,0.02305717363021298,-0.026343500867665126,0.020648947220246905,0.004357386974909838,-0.05769225478877493,-0.004090764920378298,0.0,-0.001758971353619465,-0.014084494035883521,-0.1358575073834355,-0.040650464024575284,0.0,0.01511872421037097
