Date,ABT,AEP,AGYS,AMGN,APD,ARTW,ASRV,ATO,AVA,BALL,BF-A,BF-B,BRO,CACI,CECO,CHD,CL,CLX,CMS,CNP,COKE,COO,DTE,DUK,DXR,ED,EIX,ELSE,ES,ETR,FLXS,GHM,GIS,GROW,GTY,HSY,HXL,IAF,IDA,JHS,JKHY,LLY,LNT,MCD,MDU,MGEE,MKC,MRK,NC,NEE,NEU,NNN,NRT,NVR,NWN,OGE,PAYX,PEG,PNRG,PNW,PPL,RELL,RLI,SHW,SIGI,SO,SR,SWX,SYY,TR,TRNS,TRV,TSN,UG,UGI,UTL,VIRC,VLGEA,VZ,WRB
2019-01-02,-0.039126243618008316,-0.024083511739228625,0.011157590356317693,-0.014229194338647777,-0.0028740223057330816,0.02499997615814209,-0.0024811719255619646,-0.030953583587315592,0.007533140577308917,-0.02849067725527865,-0.013918097146928488,-0.03173585590808714,-0.01777947470407837,-0.014580338271984239,0.014814800686306473,-0.020225268999798596,-0.004536464426560638,-0.019528069373577872,-0.02698899914755648,-0.008147321103460059,0.01539069571990015,-0.015206341125200695,-0.021849391849420807,-0.018539886415974816,0.11097559372914922,-0.01726420452467159,-0.0003520467349276135,0.04705877733065722,-0.023831402417161307,-0.02405018561062089,0.08242741313655788,0.006129575364336892,-0.013096819473129018,0.11818202606419592,-0.018021203765164806,-0.016234136030631396,0.007324685302707801,-0.008420868773052703,-0.03266720520774691,0.015723139915071016,-0.01841616639460053,-0.007258917254760133,-0.02603554474586789,-0.008503702754735665,-0.011744710759378552,-0.029519676965062414,-0.025998129165318407,-0.010731387552271321,-0.02654850740131276,-0.022954900818462742,-0.01671948081295893,-0.025149573152143834,0.02758641078872448,-0.006635202417653252,-0.03374126178004577,-0.02373083239709728,-0.0012279110272506166,-0.023438822570765128,0.006852187103895124,-0.027347293348347623,-0.007765578572482279,0.001150610177999667,-0.017393675808105025,-0.0031263115519353235,-0.025927384637866813,-0.004553723657449438,-0.022542875632398984,-0.03254944949902616,-0.00973496625042558,-0.03293427006913685,0.023659245255545525,-0.01987467210335858,-0.0009366496890685916,0.026717681026283913,-0.02043108628350554,-0.04403646933430083,0.012500040525362799,0.02906769777150653,-0.0035575731730923543,-0.020159490384456302
2019-01-03,-0.04719457249774073,-0.0023303453270149266,-0.015172432208883313,-0.015215872776131123,-0.02681919490561746,0.0,0.0024873434523051685,0.0075682567801769185,-0.019392935649493515,-0.009178172464630263,-0.02502138208240523,-0.015628592944909814,-0.012559876174906393,-0.007891179982979168,-0.010218933693251442,-0.00217275708413045,-0.004725863580830825,0.0059551481766007,0.0018631183282651342,0.005714250231429796,-0.01232625323398795,-0.017755216884880465,0.004171059333578198,-0.000354456173058848,0.12952802959886944,0.002528887406802127,0.0015859355847915868,-0.016853916782002765,-0.0006300156443919125,0.0020238032671984207,-0.03598304403507546,-0.00043508222630528337,0.015612489257792017,0.07317074620690156,-0.00692556598823002,0.007587119601727199,-0.02735460736837214,-0.010615739190728779,0.0027770438024823374,-0.007739820769214534,-0.02383441223058569,-0.031076104231730572,0.0017013640831142762,-0.006588451198156098,0.01655335598470198,0.0036090511614579324,0.004718824405672839,-0.02050555424806455,0.0006060766564210951,-0.002473306407816067,-0.015671303075565524,0.013110603784622032,0.010066697575596084,-0.01606072564470873,-0.0015406901995808076,0.008887123352409043,-0.016904969853036245,-0.00019680407790301224,0.12306820438686406,0.010136147710995802,-0.003557433975087343,-0.005747046175192505,-0.006933330578867358,-0.030186408694506506,-0.00336903377751796,0.014181097056215508,0.004142947292535171,-0.0012159009108660968,-0.004703369353419085,-0.022600603932468877,-0.011813022616727675,-0.01797732072949254,0.02136864486179091,0.009028060505928304,0.012437507186988661,0.0049577207240452115,0.0,-0.04658828769067436,0.003570274686537811,-0.016570184257174936
2019-01-04,0.02854168026156456,0.00920720693057242,0.01890759543505216,0.03418319897916566,0.040564364830164346,-0.009756088483765968,0.01736979140476924,0.012813319485797336,0.004288781638031924,0.03004948061160051,0.028295884804383498,0.037706884488776904,0.024691252027817745,0.026915763160529682,0.016224137650927117,0.011977059121579092,0.009327079807320837,0.006775234996135859,0.009297389014743862,0.018466003666818498,0.022486181960745144,4.069601097200781e-05,0.015229830882639517,0.00826795793057844,0.09329446469444846,0.016195425657171025,0.027797293707505943,0.028571401323590928,0.010086449621173443,0.007484989175062351,0.07204851636187404,0.03918156677042073,0.020240842543879145,-0.06060612103697227,0.011157881213975207,-0.0015060997977379698,0.03631200407302404,0.032188700119246905,0.014069028270954576,0.01014022893305655,0.0231790698926444,0.030096390615555135,0.012130018733465864,0.019325077283689485,0.012943566741619783,0.020718937249429414,0.0030090688532331544,0.03011915049284486,0.07389429058784702,0.018416918655512315,0.03151524839518127,-0.0020875383927518865,-0.003321864887822712,0.0129684784161741,-0.0024000918492612655,0.01580287617320275,0.03485998886616071,0.010822525328672894,0.0,0.01230448496849923,0.030703156638318685,-0.0034685393721222146,0.01708253004765181,0.026499129839457458,0.02383367019776439,0.008344739731241502,0.014716125187416162,0.020021791076168638,0.007821600167873921,0.0034842733674143034,0.007796238062094174,0.02967204653294142,0.012295670375860324,0.013157934284442785,0.021735421458338955,0.003288907687277298,0.08888889560168511,0.03270487339061168,0.0024900337963280617,0.015445003093741638
2019-01-07,0.014975636213897303,-0.005582963453487633,0.0013745363455108794,0.013456860844662355,-0.010395597771576282,-0.024630518729541362,-0.009756281740748496,-0.007307188881919946,-0.00972691739744258,0.018644317970556434,-0.0014934009701403905,-0.004462430814499596,-0.0007299899909346541,-0.010511785672905227,0.02031935356105663,0.012603608265852717,0.006048031782529328,0.01189079715836927,-0.0051178289731601545,0.003835452548255791,0.019682242762805835,0.00235586816319322,-0.0033639752547698354,-0.004217165105676934,0.07822223239474835,-0.014500553552744266,-0.018487016985154425,0.0,-0.0024963938029490818,-0.004716986675297075,0.006882894992024546,0.027230672490683228,0.016574612178602344,0.02419375097372356,0.004482668296342807,-0.006315858693831,-0.0044659327243612434,0.008316046215631312,-0.017478600735983396,0.009266614485605063,-0.0017736251133557701,0.005407284016695657,-0.006951330043058701,0.01088189156591124,-0.011129201804749966,-0.018285391435316267,0.008560739801562134,-0.011013653196388362,0.009588525090677757,-0.0014487869622077376,-0.01815656138490307,-0.004392275883497221,0.06666649974067473,0.02411273473755604,-0.012545278195536635,-0.00535580041430983,-0.0052868330474489245,0.0021411410313507684,0.0,-0.001888156084159931,0.0013855141394820691,-0.005800112120974643,-0.013144418320526374,0.014111276875800716,-0.021627809309842316,-0.0022368575127545975,-0.00935213140893365,-0.01419103288231649,-0.0008084346054820779,0.014836173111102857,0.03867973303807304,-0.0032018625091744246,0.01613516753817179,0.03480526043275067,0.002034483661714992,-0.01884888205424795,-0.024943190632463197,0.005216056982094264,0.006387377217024204,0.0029036111290083877
2019-01-08,-0.012006379281917057,0.012323576076585185,0.019903909946960674,0.012823317044796223,-0.011504945344984918,0.010101000370632551,0.002463363842667432,0.013074125907071465,-0.00047956985197827873,0.010120527193854034,0.0034183146936925812,0.002988227228506668,0.013152875747642678,0.02851552822785286,0.009957282039132043,-0.0024285063324848144,0.011189125536963163,-0.0241477008640677,0.015020911839241258,0.01910382707383662,0.03235055664958253,0.02860958888298404,0.00884907666628676,0.012586534070631705,-0.05111293319947818,0.00609780383132863,0.0055808208317122965,-0.055555504045367354,0.01830126400703347,0.01777273946110669,0.02573369093365807,-0.013458330247147932,0.0150692719006984,-0.023622240372704884,0.015791358962209845,0.01005600537508955,0.0324361192686593,0.03298976722194302,0.03235487160401007,-0.0022957037894500987,0.016960089931364886,0.009195043164064831,0.015447685603198424,0.0021087907622743263,0.01167172538332406,0.018968088601121202,0.01784663317083779,0.007424490465383071,0.02234626181405175,0.00731344657477595,-0.0008663347366419938,0.013235311742639366,-0.007812380480049175,0.009692373190405057,0.03237022432099801,0.023333189748357297,0.007593006467108809,0.0038851558258719,-0.07170812234347335,0.015015419129285501,0.013144352459027342,-0.04317403573229117,0.006215882789292859,0.007096283364372846,0.0015185477922408097,0.02846915332370381,0.017375858633984054,0.0336339519011597,0.015857540594577335,0.014307588112854042,-0.011916572909208667,-0.0038884285061754342,0.026761521352417272,0.004015902509655778,0.00756901459154613,0.023804778074584476,0.0,0.0014825155714932592,0.029266715208003502,-0.007307117314132361
2019-01-09,0.016690932248431434,-0.007574743328252143,-0.013458937677381932,-0.0011958972314380922,-0.008222958070065456,-0.04000002145767212,0.007370883564882247,-0.016375674064113444,-0.002636410937599032,0.003837488392166577,-0.007025903293076952,-0.011491864049901546,0.0021636993480080857,0.00903779422368367,0.02394367303906919,0.0015216143510818902,0.01238636716274999,-0.001323271213824584,-0.009527765083033213,-0.01226990180378873,0.00966191406749628,0.017452560033505815,-0.004702130961342865,-0.014753543102866362,-0.08774980093809737,-0.007905519333102795,0.012834046764869544,0.055882298080155435,-0.005376322505736275,-0.00523872711355966,0.017247760252998345,0.010748265973075766,-0.0044334580341678365,0.04032268241403014,0.006083305536026984,-0.007326077894073579,-0.0048462261841074605,0.021955781274128894,0.008723737617790661,-0.002300129273820506,0.00333568648368332,0.007477992229374619,-0.009032312853932023,-0.001716772264205968,-0.009064761350614514,-0.01022986627630662,-7.112738915393546e-05,-0.00763317970942512,0.0262298953612361,-0.004321485728791541,0.01124888600805063,-0.004354258117239107,0.006299441799100247,0.01465757724850758,0.0037087039128016475,-0.001896247958606101,-0.0006028515734533002,-0.0075463899860991335,0.09887126877673613,-0.01386126986706493,0.0,0.018292786805216954,-0.0032360299967812978,-0.0016298332916000469,0.005054866889698362,-0.008500758455799007,-0.009548225936334198,-0.010803278144596695,-0.004778532208426944,-0.01931914515243016,-0.004522620819755407,0.007128293730107149,-0.017376033015805814,0.012500038303300265,-0.010260208801724735,-0.0073424445786681725,0.020930046499707533,-0.00259051516863662,-0.012583036232353462,0.002778016310645892
2019-01-10,-0.005184392530119264,0.018399805192975682,-0.012278329266664723,0.011528403254515096,0.0026145556522794156,0.04166668994973155,-0.007316951169760055,0.018963639818454947,0.0036048215483195367,0.011892411980613193,0.010506017018085068,0.009472633458356583,0.007197001005696757,0.0004040511574801009,0.0,0.018383364967820226,0.00848301239939353,0.014376869625135846,0.01964790874782163,0.018288308856388547,0.03253677196994276,0.005343545215941603,0.014808519496373851,0.005423838299720929,0.06857145400274378,0.016600644749055427,0.016095805813957975,0.0,0.020077258707785317,0.013809020389670357,-0.0026973882553443795,-0.010224960653356763,0.024740156607213404,-0.06976694225688018,0.004030531676294968,0.01050223512657844,0.014105843287718134,0.01757846634262128,0.018150536690971553,0.0007685847144291991,-0.0016625289588481085,-0.010835278638701706,0.019668998646208857,0.006988753443480045,0.011642476170462102,0.011690877489719975,0.004205580791433627,-0.01233247788242331,-0.03248154883672372,0.01504715808408763,-0.00514542422637887,0.01749285297065417,0.0015645964550730085,0.012577408729956385,-0.003862592989311131,0.016214869548141886,0.016588775134413147,0.01384274314422651,0.0,0.016654582450988498,0.009559703481875959,-0.09341310411616766,0.00826336267093053,0.003541435475912902,0.006538134380525085,0.018685777631703537,0.014120815911152329,0.022763174245393758,0.012483971237126523,0.00844279504409462,0.05552753211128869,0.013397357586104608,0.01786016057576645,0.022222344502363267,0.018696675419623388,0.004109100286910028,0.0022778225648232286,-0.008163378038079538,0.009640824419489658,0.010803074881996055
2019-01-11,0.0036189702135136503,-0.0037470324602948413,-0.011049713568388575,-0.010459688673858603,-0.0026077375772571854,-0.019999980926513672,0.007370883564882247,-0.0056265060465992,-0.011254960763021682,0.009863091651312716,0.0,-0.000639973051430931,-0.0075026732071746816,0.007202908404228658,0.004126576325592435,0.001790301875514766,0.004529398745850344,0.0015671553231531021,-0.001806364139331662,-0.004405289149549074,0.045338322533061026,0.007125169800253683,0.0014322125231764904,-0.007740409356756572,0.15864524871732089,-0.008099503829734012,-0.0003372461688933015,-0.038997178226392815,-0.0009082092125273222,-0.009349721669836053,-0.023183799773645708,-0.01900841665614117,0.009174463975254454,0.052631232583024934,0.0010040453609705402,-0.0019663278309545174,0.0052987859320834385,0.0019191745913558211,-0.011640019950818647,-0.0007679944456375765,0.004757097298760726,0.0020700617214854944,-0.012938093678349194,0.004516746240188496,-0.0016441610354709368,-0.0033495296062011626,-0.005394774156264548,0.00563904092778178,-0.017061290103181692,0.0018245027124585977,-0.0038421465341517136,0.012075196624879103,-0.012499808768078657,0.00886722534383333,-0.00033752746970694414,-0.009723530012291759,-0.0017804664211817922,-0.002307763635375215,0.0,-0.015103586659731327,-0.0023673830116546224,-0.015852088219629357,-0.010537009664558172,-0.009060074703198362,-0.004663467155498036,0.005826628199436801,-0.00589096358962915,-0.005918045766811986,-0.0034777550798523738,0.00992260919529464,0.02486850605252533,0.0016629355318356076,0.0046908317300335955,-0.012077127930513187,-0.012720104369701946,-0.006138525121530458,-0.011363451841461591,-0.02731022788721804,0.007291530571641225,-0.005343859291258024
2019-01-14,-0.010723105520643927,-0.008731682488937409,-0.02793293485019055,-0.018847429405696725,-0.010651400411749945,0.020408143405366452,-0.007316951169760055,-0.006093812805805232,-0.017437210076946097,0.007273597630974349,-0.03140248367512799,-0.028595690203797708,0.0028797637229920348,-0.0122977970721726,-0.0013698943315820777,-0.006850208121394585,-0.007890560762186971,-0.014150802862544998,-0.007440394304403242,-0.0061263992082255525,-0.03833973339969099,-0.0034798521106655933,-0.017074855121915866,-0.011227914261425886,0.11538461538461542,-0.019491707463038743,-0.019723495288441417,0.02028983544211682,-0.0062130702275149385,-0.012934555607615805,-0.017405236115805134,-0.024431281014076878,-0.00023919923237281093,0.01587305630256508,0.003676395958254197,-0.005253702171359009,-0.004117896008079325,-0.015325269089951354,-0.021432244596318872,0.0,-0.002288098478623435,-0.012910941960409539,-0.01692108120945346,-0.006305941258529124,-0.015644645687905467,-0.026886368045538123,-0.005209564328029104,-0.020427222492734542,-0.0027996903462578215,-0.025496519505424198,-0.006526391955804178,-0.00808909255670931,-0.034810161082027946,-0.015575587864282703,-0.024287331990587413,-0.01007045257595851,-0.000891434618115472,-0.021781176487579823,0.0,-0.02713262302554409,-0.018305340065737252,0.012080509311177767,-0.0025144199993644145,0.004723002179576774,-0.005522204172178746,-0.009654719624836994,-0.003636224986209191,-0.01734172188834615,-0.0014277130945140604,-0.011667148896648993,-0.030331293013247662,0.0009131921547027577,-0.0010375221236931242,-0.005379249374751427,-0.01362060122116715,-0.0280009705099995,-0.022988578159118256,0.03461543892621455,0.00017231594004307738,0.008816529685576002
2019-01-15,0.03222530643820143,0.02154745070835884,0.0186781772598279,0.01321290376524975,-0.00025796461357252554,0.0700000524520874,0.004913947334038937,0.013904206382739925,0.0034505617213842488,0.01712393535194634,0.014895546456318742,0.010544698988152357,0.0021536028082680403,0.00960886575094655,0.0013717735163463196,0.010346248105289613,0.009901135950190154,0.00952513553801615,0.017422981337615218,0.003082242594201201,0.0033886203270609982,0.031084237220885047,0.011823550876097544,0.017690646669794585,0.0282758515456627,0.017998652163864648,-0.053310271060091674,0.025568157573007122,0.01265606760568283,0.02278368434519451,0.005636314946466436,-0.005613004387110099,0.002632178184881484,-0.023438356529700943,0.01931382039414209,0.016033281635795538,-0.0011577281864714184,0.0019452423160255528,0.01615510271895082,0.0015369547104022718,0.018664775209373374,0.021014925705477694,0.018909103762532187,-0.0011036709462558525,0.021330631346828444,0.007770657359844835,0.010043574526632737,0.015401313617390056,-0.01263292353866774,0.0203815820787705,-0.004106473346004003,0.007951180248151335,-0.02459029341116592,0.00616695239659748,0.017286002271472034,0.016785139251891845,0.013535776544598033,0.014187537845769871,0.0,0.021098416190794778,0.015193562797394478,0.011936234730276718,-0.003410412525080675,-0.04112618585120076,0.008581562484227145,0.013648115235965097,0.007839766339792442,0.014618850518026472,-0.003653669978056606,0.01894997417508759,0.014918164374345233,0.010283781139822867,0.014194222845965943,0.014749320713069336,0.012129025166435214,0.013344659866346253,0.0,-0.0011152402108691728,0.001206496858364714,0.008875856052621645
