Date,AAME,AAPL,ABEO,ABT,ACU,AGYS,AIR,AMD,ARL,ATO,AVA,AWR,BBY,BDL,BDX,BELFA,BF-A,BKTI,CASY,CCK,CHD,CLX,COKE,CPK,CWT,DRS,DUK,ED,EDUC,EIX,ELSE,ESCA,ESP,ETR,FLXS,GIS,GROW,HCSG,HSY,HTO,JHS,JNJ,KR,MCY,MGEE,MKC,MO,MSEX,MTR,MZTI,NC,NEE,NEU,NI,NRT,NSSC,PAI,PEBK,PNRG,PPL,SBR,SEB,SGC,SIEB,SKY,SO,SR,TCI,TNC,TRNS,TYL,UG,UGI,UMH,UTL,UVV,VLGEA,WMK,WRB,WTRG
2017-01-03,0.0,0.0028490937224392443,0.030927835051546282,0.016662221057755167,-0.0711771244701358,0.04247109542846639,0.00605154538890651,0.007936521285438536,0.0019341879878358448,0.005394612483331507,-0.0070019181471808745,-0.013389071519944507,0.002109162334231085,0.013552337698607309,-0.0024163761285905805,0.007506918670399987,0.00475704268839805,0.02105277444030773,0.0005885472251159207,0.011223100778365414,0.003394863512679702,0.008331831798393363,0.004752814563783181,-0.015683404841193238,-0.004424541931420056,0.06034474690545766,0.0014170702863709472,-0.000679097017331709,-0.00502537454482177,-0.0033340688554405196,0.011560682489023755,-0.003787626847086334,-0.019569842816149152,-0.007213628678768069,-0.006161599111534577,0.005180699551771362,0.06617657671688959,-0.01404141572407891,0.0047378179392942865,-0.015005213668813355,0.004992589481290333,0.005468014599819382,-0.02289195574357783,-0.012124459341209981,-0.019907999518402386,0.002785586037386656,0.00014755861679760507,-0.03772706328329001,-0.013761525607337788,0.002121594000659366,-0.022639403427968108,-0.0061947447165685565,0.01165542250161744,0.0022588950121791296,0.0,-0.00588243457362958,-0.008385907774516643,0.07100159384680382,0.0,-0.000587629848293747,0.02987190946787832,0.01518722375267334,-0.047910395809678374,-0.0033557014762590764,-0.03823722125980478,-0.0030491501713852953,-0.003098322965631617,0.01913473656215814,0.019662865651061567,-0.018518500530834592,0.014008544793367328,-0.0032260869734447306,-0.004774390459674538,-0.005315777427092772,0.008381103469063289,-0.0007843557401783219,-0.01109311679191316,0.0010474267939903914,0.0027061943824355783,-0.0019977456958875095
2017-01-04,0.0,-0.0011191988892161886,0.07000000000000006,0.007938314102156951,0.017758885754617815,-0.009259294417005237,0.005714210156043009,0.0,0.00772200061362871,0.005633835473353388,0.0022663833124869637,0.015127787248758517,0.02361995439693887,-0.011345116052073556,-0.0012714467844594513,0.009803879446390162,0.00968310717005405,0.0,-0.0009246196634867809,0.014860763072881644,0.008118846037189487,0.007519509665359525,0.0014467903965955653,0.018967954103802587,0.01629618659455212,0.0,-0.0010289170193952257,-0.0009504148186478822,-0.010100971838796546,0.008501812753843208,0.005714280264718097,0.019010982672515775,0.034050579827592076,0.004387465290507153,0.0035891489178148106,-0.0003223981455330316,-0.04137968741522591,0.019678952757318013,0.0019244958184241323,0.0029014527400235135,-0.0007093676710526742,-0.0016401641285317403,-0.014234868118335409,0.016980816339811522,0.023437465481531028,-0.002884568570822088,0.003253144325116031,0.01452058591876515,0.0,0.013197668572738186,0.003954874937499353,0.002948142249243002,0.017258020362271864,0.007660533136941039,0.015151502166234732,-0.011834367421546532,-0.0028187004539462768,-0.05772828619873238,0.0,0.0020569443388382957,-0.0013817712262559345,0.0478535682006862,0.0005348967109770619,-0.013468000494176735,-0.007412412237078003,-0.0010199103291278488,0.019424870716411524,0.0,0.02135000896174688,0.023584904811610574,0.012709789898380563,0.0,0.00937632236280228,0.004008615292143469,0.007436778411709977,0.010988990905053564,0.006598466563892735,0.013749630104470834,0.014545112301448171,0.017011656994062152
2017-01-05,-0.06097574979288678,0.00508558820850058,0.04672897196261672,0.008638220356229409,0.031574620515896434,-0.006542027670281447,-0.034987958239578676,-0.016622968415108463,0.03639847985769418,-0.0049356073658181066,0.0017589592821907196,-0.018847122061025234,-0.0258163058703742,0.004098252745975417,-0.0008490572584506362,0.030679729855780158,-0.0023439898356814037,0.030927759781060216,-0.008498707451199183,0.001482822750421997,0.004250552682389941,0.006315353848552974,-0.0036671765786229216,-0.018614868139288143,-0.008746352193235385,0.016260282199775933,0.001287721699672284,0.0021749799861099373,0.005102075958678176,-0.003593138941220153,0.005681812794001706,0.0037316140643337548,-0.035957754446981016,-0.0035494201378235557,-0.0240609321553108,0.002900244854945333,0.05755410253569582,-0.006856368345684705,-0.006435056508816039,-0.02658185352453757,0.0014204070312362482,0.010462397933894696,-0.0009027093463171987,-0.004794498320490392,-0.014503673248054683,-0.019609878560918115,0.0011790475256772126,-0.016220986476601973,-0.013953547711482606,-0.006338657461521291,-0.012380278614827156,-0.0005880247005972672,-0.007519880923820499,0.014311379959604853,0.05074615077154365,0.005987870407479168,0.004239950074759191,-0.011857559831012665,0.0,0.005865160366961275,0.0027664623946870304,-0.03639364289250813,-0.04119804535524241,0.07849829823657317,-0.004073253509891406,0.0030615984796855678,-0.004573261769537651,0.060408144581074685,-0.033715230878853863,-0.013824937044312868,0.009617377097328905,0.01941773113159795,0.004104478479535212,-0.019295139372187853,-0.011506981462602983,-0.0001565733593893448,-0.016715764446015746,-0.02226155779197614,-0.004877301203358941,-0.0032801955046755094
2017-01-06,0.06493522374894778,0.01114783568684019,0.08928571428571419,0.02720428713289058,0.08658856738248533,0.0018814208724406978,0.0012396850292553108,0.007117431079635805,0.018484359388210025,-0.00576411912232766,-0.004514716012804509,-0.012508446148902341,0.0030485927549459557,0.012244844443845881,0.018750002170460744,-0.0015071555952982374,-0.0064088425637809365,0.0,-0.007638146447104921,0.005552538524300266,-0.00044574945779274344,-0.0014670054556199519,-0.011656851194363882,-0.002276390914917159,-0.016176766145048593,0.015999922798924926,-0.0033438707340948115,0.0029842873138992143,0.013197885945159804,-0.005686493815088234,0.0,-0.011152499675943561,0.033372633691175935,0.003287633332750728,-0.003998252314338369,-0.004856684842712622,0.0,-0.00715890407549824,0.010246878513195057,-0.04012654575825503,0.0021276991096998987,-0.004791916662260309,-0.0030109601961263444,-0.0058138525549895625,0.0007743096385390835,-0.0009838250084392985,0.004416221286508648,-0.03661501534043399,-0.03018837225253912,-0.01163680217379015,-0.03133932386228144,-0.0029408819423873966,-0.00789991969536663,-0.01410945419953269,0.008522881726569898,-0.005952229230212991,0.0007042260800356193,-0.01800037244479502,0.0,0.00758058363636005,0.01793081876094682,-0.009627285303335453,-0.0027902776976653776,0.0348100924392567,-0.009543333052586589,-0.0026451878611712942,-0.004594189714404617,0.0,-0.0055829515769605376,0.00467291510524781,-0.0015539182521893125,0.0,0.008821235896969704,-0.01424658180928784,-0.0043923637535701054,0.003915348751712067,-0.0003333053617535775,-0.015078277455282008,-0.003861939413600246,-0.002961064917592404
2017-01-09,-0.03658544987573209,0.009159600812335356,-0.008196721311475419,-0.0009807623296352874,0.002965283821225073,0.0,-0.010213553861990188,0.015017674989132201,0.009074357862205007,-0.012942787098342179,-0.01688090313704338,-0.020809742180970092,0.013326878955511434,0.0,0.005837402614225384,-0.01547180219169153,-0.004515666553997932,-0.009999885595221691,0.0009407320657905949,-0.026872794047328674,-0.012702965340332106,-0.009957718349353883,-0.022797906131937107,-0.03041832795427568,-0.02840035619252268,-0.007873978353683198,-0.010969382536147432,-0.015959012231577474,-0.023045972883693144,-0.009345813642390843,0.0,-0.022556248046135874,0.0,-0.029355572166268606,-0.021073664428001404,-0.01480417758001673,0.02040809566364077,-0.0030905283977101794,-0.0059327929804473545,-0.004451559639326197,-0.0007074696767569444,-0.00017208175693950167,-0.005738325213602402,-0.01654147106152626,-0.017027659829137898,-0.0137857183451634,-0.004103683758507337,-0.030959275220887594,0.011672778059223399,-0.0022700725569235747,-0.02999991333533447,-0.0025283302489707005,-0.012037897308221357,-0.013416550154175755,-0.018309878354906384,-0.023952075193596767,0.0007028008638956251,0.017922868670970704,0.0,-0.009838055238500454,-0.013550171199441019,-0.029389435718058965,-0.022384105512406882,0.14067279536088484,-0.025464551947546377,-0.009794121152643886,-0.011538276149908655,0.0377213071402529,-0.006315673898201868,0.004651180533475685,0.01035262269160353,-0.015872985472225487,-0.030923418178637974,-0.012388356272401979,-0.02934026885916452,0.014820878942977567,-0.0026676035893434813,-0.010410445640154253,-0.01639998593890546,-0.010890985026263955
2017-01-10,0.0253164516185147,0.0010084650642419035,-0.04132231404958675,0.013500142970767515,-0.0025866901114035556,-0.0009388991141484615,0.008442557205093015,-0.004351626782495344,0.050359750483805366,0.0010921785602326928,0.0020504334920026235,0.003926969652965795,0.011998218917896208,0.014113106632507977,0.01225781337744336,0.0,-0.004103404073025563,-0.010101168517099968,0.004015770875351654,0.005674287920060861,-0.01625303338616102,-0.015828525985054243,-0.008314891555048165,0.01411784732312138,0.01538475043329024,0.007936469946244529,-0.0018269028592978742,-0.0016491708682266903,0.015384500420228653,0.0012673324586969237,0.0056497121870149325,0.019230876090935434,0.006838755670037555,0.0021101498044520106,-0.0005125276313644456,-0.0018162910193363357,0.006667050804142427,0.014208152674486163,0.009048503876465608,-0.0069980904653692555,0.0021242429768162374,-0.0010319913074448017,0.008201528863895913,0.015460484627307869,0.006299169026838358,-0.0038829283995160946,-0.003385095147837025,0.029091082102684185,-0.02884573783399269,0.004834363315952217,0.0066706357509613845,0.001943299827948719,0.0033937522972287137,-0.0054397648155800615,-0.0014346107831514354,-0.012269988643786922,-0.0035139104632534446,-0.035214045808117156,0.0,-0.008182510841875046,0.004121417535123406,0.016997373473873312,0.001145140379963383,-0.16085788245695654,0.05084754210403064,-0.0030906187970868304,-0.006225748179173762,0.0,-0.021186294430915797,-0.0138889416255078,0.005290605728524467,0.003225472402647034,-0.0028609716076073433,0.010452796356335003,0.022044879798207795,0.013066549404784134,0.019725551231883465,0.015934762830225546,0.014248566710633126,-0.0016683509407656727
2017-01-11,0.0,0.005373339963892665,-0.07758620689655171,0.0013406805208056038,-0.05705813011187,0.019736845053652585,0.0018606808729941804,-0.020979001741372683,-0.015410984629513846,0.010915766252502346,0.010230260505138755,0.009893773365207803,-0.010032132062265942,-0.005964448425802127,0.016204718643508587,-0.003073247315895311,-0.005638399017542928,-0.010203965346876398,-0.00655269104528966,0.01222499851337755,-0.000458951360719273,-0.005528556888824143,-0.004717299041352208,0.0030934061395804235,0.010605813406872944,0.0,0.007843425538610616,0.005368787177881806,-0.045454427388286645,0.014343750034941705,0.0,0.0075469803009795555,-0.02490551200675173,0.006456958888705122,-0.007521148344614814,0.008767516741271963,0.006622190212270951,0.003820644860114797,0.0011444377296518926,0.00822203841931124,0.0,-0.012310544377041266,-0.0036153708374866422,0.011042284689742221,-0.0031298326671596044,0.004900617984318956,-0.0010334319267242265,-0.001009560075019511,0.014850985581218001,-0.0031838060531371726,-0.002409363823060784,0.006999663583949545,0.002066691907130158,0.008203864120281956,0.008620301988241819,0.018633555669169688,-0.0028206890722459743,0.0,0.0,0.008838959478065567,0.008207437787941085,0.008007589970274065,0.008004314522009448,0.03514373516739422,-0.028897910922357273,0.007441128460893731,0.01252933238562326,0.0,-0.021645242793786323,-0.004694764211404467,0.011991226729991089,-0.004501551447607666,0.014124866173413686,-0.0027585499327323904,0.014453883510271881,0.0022763839616437576,-0.004262027760744136,-0.0033504396837896744,0.004334241711578812,0.007352652877100407
2017-01-12,-0.04938277112843659,-0.0041754423122508655,0.0,-0.008763853959503298,-0.038507253384050255,-0.02304147384427424,-0.011761089635276667,-0.03928567748896872,0.0,0.005669071583613627,-0.008860811672946944,-0.016176573382812642,0.01865482643658689,0.01360022145790385,-0.001266646187364051,0.0,-0.005016665501904716,0.0,0.008737196842918626,0.010962437421646154,-0.0020662787412784045,0.0031167987676075093,-0.009477765002835037,-0.013878027758569722,-0.020989294913479117,-0.023622030042694253,0.005706654249750365,0.008079010159538491,0.015873123854992954,0.0034660976579570235,0.0,-0.007490450022216488,0.010061799787947967,0.0018133998269418417,-0.033758317238335445,0.004755720470006164,0.03493727160540416,-0.0002538411678884023,-0.0025727662265763174,-0.00776663764317953,0.003533781932491431,-0.0009588008917019719,0.013607656584474492,-0.012410838561096704,-0.01962310698405534,0.005208701557520179,-0.0020695411095823513,-0.019454245287135685,-0.024389832613225138,-0.005748600871760212,-0.015097132720022888,0.0007535906890041577,0.0012426909866340985,-0.004068495754079526,-0.001424303620814582,0.04878068829593252,0.0,0.005806684149691099,0.0,0.007593699938513554,0.008543875538744583,-0.04133060597967331,-0.02892764268188397,0.009259250401687513,-0.01384081116950564,0.005334479486453603,-0.0007731316132487676,-0.0066764986624504585,-0.019174008050369395,0.022641487026521023,0.0014482339240309283,0.0012922664723207244,0.004787664014882509,-0.01659749832402979,-0.0056990217738530635,0.0022709225012131906,-0.008560809044160234,-0.01390358864817609,-0.006696956078397376,-0.0016589413670514697
2017-01-13,0.025974089499579023,-0.0017609485894977128,-0.009345794392523366,0.005157336397219048,0.0049040310342767235,-0.0028302533552690967,0.010961118383717494,-0.016728652541533107,-0.03130431797193445,0.004697064213775137,0.005108454699765508,0.011116156258138998,-0.009043261185200269,-0.017363963172927432,-0.0008067519623674579,-0.00038534016009961203,0.0004385291713242534,0.010309159654748878,-0.0030571861749341123,0.00588107143621186,0.007131204999385243,0.003694225517615779,0.004725009445204487,0.013291592060385549,0.010719785057659914,-0.008064574967491578,-0.0042555972452608115,-0.0002716870546243255,0.020833138016735253,-0.0038685010935329833,0.02528094214451615,0.030188340579621276,-0.0038314341247417394,-0.003480481059279672,0.019251334023586475,-0.0031007233907479614,-0.019108230349256905,0.014212888500941823,0.0016236408945660141,-0.00019583307361892288,-0.0014081838744166575,-0.00017451815220559386,0.017302841316236828,0.0025136385903055114,0.0032025023209847348,0.00738724462195961,0.001036970516242297,0.012625223064151037,0.0249995678894519,0.006638843909744674,0.022686172954550887,-0.003765922236990904,0.002645098928156564,-0.003177468946182316,0.024251014904391077,0.005813688118263993,0.0021216826829038027,0.002062148206412928,0.0,-0.004057843519170268,0.0,0.0007840219098533829,0.030957855188727956,-0.030581010769374584,-0.07508767950074968,-0.004081830271408737,0.009287689445276692,-0.014936576386212597,0.028571423006654717,-0.026752763631999965,-0.00512718565872472,0.003225472402647034,0.005414905981049101,0.00984545682725635,0.0059524257527900915,0.007552816381179994,0.012951958681155729,0.03331290046075397,0.005543311246324123,0.00631454976664414
2017-01-17,0.012658193595523004,0.008064400532333815,-0.018867924528301883,-0.0007328875715172378,0.0634407314544101,-0.035950816027647714,-0.024473129744665756,-0.07183367054464174,0.03949726811696497,-0.0016027300075511786,0.002033308702437786,-0.011910047085139985,0.023956484731319394,-0.00602406995198157,0.0004035696101782893,-0.046260589391726836,0.006573053058948952,-0.020408115994665188,0.00042584951000890214,-0.004202266936897514,0.01690274761657684,0.014975348412046063,-0.01992918653764364,-0.008487594943326737,0.0015151853622636935,-0.008129944958922164,0.0032377222705597397,0.01358681702658493,-0.007142753277684211,0.005686493815088234,0.010958893372029044,-0.03296697928530479,-0.004230526122862899,0.007823449246724179,-0.043721424906116524,0.014734379495563665,-0.01298678117818064,-0.013262785672128907,0.0030523726562916575,-0.00802501923720833,0.0028207792270638077,0.002356191646307737,0.021700669936125294,-0.014875899388623659,-0.0047886775353471744,0.014337209271012341,0.013317818992497399,0.0017812319611374416,-0.0204879139591011,-0.011629456060285759,-0.032973923755541534,0.00982784441010387,-0.005043023930841106,0.017759774180354793,-0.01810587128257868,0.0,0.007056853074119296,0.025925538542184823,0.09259259259259256,0.009604031063177532,-0.01353241275969097,-0.023059919616690405,-0.013597969398650656,0.0,-0.09028842177681062,0.01823747936158493,0.001533634516279303,0.0,-0.018274707492517694,0.023696682036039585,-0.0009250041889835581,0.0,0.005385394894372508,-0.016713181228418916,0.0067937069125803,0.04197906037459931,-0.004262027760744136,-0.013195661385686064,-0.0001488472502967353,0.006935322064696825
