Date,AFG,AIG,AIR,ALK,AME,APOG,ASB,AXP,BA,BAC,BK,BKH,BPOP,C,CFR,CI,CNA,CNP,CW,CXT,DLX,DOV,DVN,DXC,EMR,FFBC,FHN,FITB,FRT,GCO,GL,GLW,HBAN,HNI,HON,HST,HXL,JEF,JPM,KEX,L,LEG,LNC,LPX,MOG-A,MU,MUR,NJR,NSC,OKE,PAYX,PNC,PRG,PVH,RHI,RTX,SEIC,SF,SIGI,SLB,SNA,SRCE,STT,SWK,SYY,TFC,TILE,TKR,TRV,TXT,UGI,USB,VFC,VLO,VNO,WDC,WFC,WOR,WRB,WY
2020-01-02,0.01377071305624189,0.008376972774161384,0.016102173538296682,0.006199283990626636,0.010627756848357706,0.005538614563946442,-0.004537466166209869,0.014428398806576093,0.023207182484448197,0.011925259840462665,0.011722491463521223,-0.02406419946914584,0.0030635904547371418,0.01677264649940602,0.000715917952297529,0.002200790624331761,0.0031244364232345667,-0.011734616224514771,0.015756837214478514,0.013429034938538642,-0.003605545689223666,0.0139683496070373,-0.006930897809725778,-0.022080399706305265,0.015997899113829206,0.003144620618927396,-0.002415736572624061,0.009108617906285366,-0.026800018849276408,-0.008555923686946465,0.00459655153253502,0.03023033222348981,-0.0059684321164836796,-0.00026707209685949973,0.021412672211202244,-0.017250690689983417,0.02782707222584646,0.018717481055775087,0.012123519875020916,-0.0065899290286492995,0.008954068253016478,-0.009639758514375485,0.012540334699872036,0.007077898967052354,0.031524766168854246,0.029936728069465346,-0.009328379612674298,-0.00673103107648465,0.013753545381779642,0.0005289854193866184,0.0005875796917094167,0.0046353786329227376,0.009805601735790592,0.0019020347017504324,0.009501001211022597,0.02256937221783084,0.004887129441023541,0.013025660362614211,0.0038348252840820773,-0.0007464297207666615,-0.0023611739390350106,-0.0013491318476641645,0.02098597741487218,0.01375649342917118,-0.00505330401146975,0.0062145299026452605,-0.005425151372653425,0.01296385253110044,0.004089144506204123,0.019731032620819988,-0.008857163269725854,-0.0015180554813033487,0.005719875825397347,0.01580345392592819,-0.015037581866460092,0.042083552729167195,-0.0009294362764400432,-0.011142756107074714,-0.002026102331616708,-0.026821202561775226
2020-01-03,-0.004587927349739118,-0.007727718679743423,-0.0008742885106889364,-0.018336501293446106,0.0013889318570252662,0.004895990656302862,-0.007748282633155412,-0.009932335014150917,-0.001680016725565392,-0.02076357014504171,-0.012764857382700834,-0.003783453897390099,-0.008993708981222759,-0.018835194994112348,-0.0099131438251856,-0.008588127405985246,0.007341306838227979,-0.005937143649179744,0.0021662397257820043,-0.009367097676313274,-0.007840760335136476,-0.009326347199033802,0.012020099054538935,-0.04162129499996292,-0.01368112913760322,-0.0007835690724411482,-0.01694905315961004,-0.01869762698383015,0.006864552988295358,-0.0008418670225873726,-0.01193617540700953,-0.013004325524061167,-0.012008025227791319,-0.00640841623533539,-0.010675552320271842,-0.010422049166081693,0.005441360468595224,-0.00964606820184355,-0.013196436259377498,-0.0033730947101722197,-0.0037763959732237673,-0.011124616559176292,-0.02979045614195186,-0.004350709012971521,0.011247462365271188,-0.01552616563992626,0.028625283887315334,-0.0022588454058461993,-0.001829455788430745,0.011490985250809382,-0.003407276447556007,-0.009602270271879654,-0.012138123921091926,-0.01955383128570598,-0.0069020314265041405,0.001371446101810836,-0.013070150868992547,-0.015299693741247733,0.005807069840119361,0.009708634244476544,-0.011301952299540341,-0.006562662514655426,-0.014734993783813377,-0.005356525421906233,-0.0036616721312140443,-0.008293610167479315,-0.005454446522003775,-0.004032168944152814,-0.003563406341424824,-0.016270562215060624,-0.0020107634920676354,-0.01165538922519227,-0.006285875841265831,-0.03794805223987596,0.007786358791497694,-0.015391613695913131,-0.006139436760055572,-0.012227079502146632,0.001305113435714489,0.0017014095879634983
2020-01-06,-0.007953058477272679,0.0007788163353910083,-0.002406522943768641,-0.004781884080901855,0.0010896492229530708,-0.0018272019796664596,-0.022048565957872968,-0.004333825305246175,0.002944999944185067,-0.0014325273626353274,0.009349541237830605,0.0003926121576622865,-0.003253426106676227,-0.0031369191423217258,-0.011457630684082787,0.018407477946584594,-0.010158913183951568,-0.0014931088643329593,0.0008367671140685484,0.0009226445321679488,-0.010537142684061362,8.627226163193669e-05,0.011877332343269265,0.0028385388486842356,0.008244207386384428,-0.005882155820872592,-0.009852157983461396,-0.008212877871471624,0.01181200417765682,0.0027385137997695264,-0.005273429944678276,0.0027026341399005727,-0.016205006463878013,0.00026867608115943575,-0.0075478139717745085,-0.02605334738048759,-0.005280254208005375,-0.011131900174460307,-0.0007950747797239588,-0.0009025477392323733,-0.01288849226131128,0.00441946273573679,-0.008453035381643548,0.018823454117023575,-0.010672864495754553,-0.017604984962466985,0.0040276472505687,-0.011093694829128586,-0.0025961114979590194,0.004309388018979066,-0.00011771863450282805,-0.002014705659511784,0.012462761996393956,0.02275133758584924,-0.007897530375640893,0.0021516681742252963,0.0007700313365626155,0.0049586730057769035,0.011242525976666862,0.006410333947385549,-0.0073614099809719,-0.005439866358967649,0.015332316949959512,-0.0035900264328669884,-0.001304178386908772,-0.008362969375320772,0.007921947421226427,-0.0015841310403992281,0.0010946256691910516,0.000893855171057778,-0.0006717177918541539,-0.013673069892892853,-0.0039155282189261564,0.00010928407892762948,0.013028104538067575,-0.019192083685715566,-0.005990169488629515,-0.0007282278195744896,-0.0014484557259111241,-0.002038158540606183
2020-01-07,-0.004099425226835485,-0.005642046144142321,-0.001315746714600885,-0.006306213623260115,0.005739742045405505,-0.00427094024636121,-0.009394046509635046,-0.005239558009192069,0.010607092373679627,-0.006599742443476053,0.01005118355931578,-0.0024870126144961313,-0.009620260918908108,-0.0086850381709358,-0.002088162879398281,0.004881202877811575,-0.009147634544157457,0.004486109041626385,0.011912924452549989,-0.005875579368140538,-0.013925575766303377,0.0027637727915166277,0.003029156039056957,0.014718248269375733,0.002465983620949963,-0.018146272573703826,-0.008084547237794726,-0.011261981502831753,-0.017864083277010945,-0.0014705818711795438,-0.0009637473128440988,0.007412478104571019,-0.010981464801229968,-0.010477899905646071,0.0005631570446822387,-0.0028459140988115195,-0.009023123405556555,-0.009849892872742516,-0.017000920626763172,0.013211447951607447,-0.004608397094399641,-0.013399980360928376,0.011134391924984,-0.006928241505749333,0.010106709950567172,0.08773577122096143,0.010941204599465015,-0.0064103531305552686,0.003981009143395164,-0.0007803472241291187,-0.005541975800129162,-0.007886056472345304,-0.0015601635061087693,9.47809248286191e-05,0.0006367397735784763,-0.003188340451354965,-0.0003077882432133139,0.011513225346658329,-0.012019037113109476,-0.005144565506561505,-0.0064509840149614694,-0.011525813154989017,0.013863202831110533,-0.00798725386832011,-0.008071931661444376,-0.004306445945229553,-0.002418428087071045,0.010225634663429073,-0.014653581624461176,-0.00044678601679959407,-0.00582422501770774,-0.00953035277494041,-0.004938978020932794,0.013110621005339995,-0.012113048219634992,0.06769756108628822,-0.008286286819679245,-0.007529995637969966,-0.01827388835750232,-0.006466969603081685
2020-01-08,0.0018292031325648495,0.011739124712076388,0.027009226649473694,0.004835237199768638,0.002263131103563687,0.014092905469496486,0.003793089816571893,0.01725969223018775,-0.01752258018477737,0.010109627040557845,0.001170603845663365,-0.0014433249114352842,0.013703400158818546,0.0076182334277732355,0.003975965858539432,0.016736535003762487,0.004278065674077736,-0.00855958292243919,-0.0016523415872691238,0.0032448544611571872,-0.011215346992458075,0.0023252334887398085,-0.035484969047284376,0.017015343214913603,0.0034955588727823006,0.006428415809479615,0.006269592476489061,0.00234511096536405,0.003350618173756148,0.016621101111230274,-0.0004822608125834016,0.004682420171509882,0.00832750295875817,0.005701500414416749,0.0008447791496297707,0.0068493893238803505,-0.00950724290274585,-0.0018949047114860118,0.007801052037387679,0.0035662507840472646,0.00019297473805157672,0.005068011016141849,0.015485243504377744,0.021594477111854582,0.035862830096245135,-0.012871166171286141,-0.022727270788175824,-0.017050451370360875,0.004676984572489662,-0.015614852997920647,0.009840834796324804,0.010364697127742684,0.01753761149528721,0.005489919910418584,0.0011136040872608,0.0015014389209500045,0.007234265669163964,0.011219462222840537,0.005930398985750207,-0.029549334581910558,0.011044371415048326,0.003755123887686951,-0.005127758124393478,0.004782610695399647,0.0116080583548126,0.002162306709758255,-0.005454446522003775,0.013787024312912122,0.010728266125767716,-0.013181612429707501,-0.014646260924406018,-0.002099208059394009,-0.01701794504366938,0.003881938154193465,-0.0021193489099369245,0.014484169840449868,0.00303805534550583,0.00024501904326301727,0.0070908635171287315,0.0037683533509917932
2020-01-09,0.008218128203098862,0.011022952928491536,0.0002137643792567978,-0.001954855675508016,-0.0049085713183392166,0.019637581494853285,-0.0004725907226502679,0.018081715708424095,0.014998364848977763,0.001715960465989319,0.003313414323134811,0.010119541584478364,0.026351752315137533,0.009073014100656751,-0.0030223768810637708,-0.0026490981585011175,0.01210764241263651,-0.0071320509866709125,0.00724094546627807,0.007277484227987463,-0.004200685256266934,0.006358440145634248,0.011741863876677305,-0.006582478093081878,0.0037410802790140973,-0.0031936776170560233,0.008099582855979781,0.011029342423916066,-0.007791763454536915,-0.010968517852735893,0.01013508418800324,0.005991744777467334,0.0020648139237395835,-0.00755937094701864,0.0073694500553600495,-0.011904856441159906,0.004461656050955387,0.03939280439623749,0.0036513798194095504,-0.0012215503234168645,0.016586133877342535,0.0018151016936720499,0.016035500063688923,0.008455571738439138,0.006511869435029682,-0.0036509181015226266,0.010704661333353904,-0.0032818681941380046,0.0033898828381830892,-0.0005288201247292124,0.006810076857828529,0.012084099781620727,-0.011945488405156746,-0.027581692181357864,0.010171954935048522,0.001499370909954223,0.005348402958447851,0.016240422837102697,0.010581951806907686,0.011418532960648431,0.0002999677256747546,-0.0015753862211385083,0.01754793719261838,-0.004337932221790797,0.0011833256327327124,0.010250053198041398,-0.020718948618470345,0.006369565917107245,0.0073933734387416905,0.02218729208308079,0.005259612678820691,0.00035066234226865944,-0.01298435505257689,0.022451476444356855,0.002882426047712938,-0.00029123909704953377,-0.0017036189280940084,-0.014436086549681204,0.005867900883298027,0.008191426487945686
2020-01-10,-0.0067021467794602385,-0.004781709935904432,-0.019238938809333916,-0.007232208576155474,-0.005919733515062808,-0.013925827379832723,-0.011814444078889097,-0.004146562245089358,-0.01908779879963529,-0.008278470052299758,-0.018259572986937367,0.007806418706668428,-0.004334962425730726,-0.010364612428815922,-0.01494860175111945,-0.0027033907541665902,-0.013734972944039137,-0.005671407508052506,-0.015952472249428973,-0.014793601071138918,0.0014766306355173953,-0.011526618733495475,-0.029013726252448024,-0.013252295826994498,-0.011053998348597216,-0.008409989839926912,-0.0006178374984107116,-0.016198305113626743,0.009055056390359306,0.00334797749208926,-0.003822296973467254,-0.0036398254518348327,-0.012362741573471281,-0.0010879889374302287,-0.0021778172550627195,0.0051635332259680755,-0.01870813649560965,-0.011872295074330186,-0.00996806431897801,-0.0008895022112859197,-0.012141784139839018,-0.004429250188815015,-0.009737973289351998,0.0009674546765661152,-0.024908151974470938,-0.011167401482371275,-0.008765216447886859,0.007055552890511629,-0.0037820272540235456,-0.0010577419498855045,-0.0055974536032945554,-0.013929476917772687,-0.00310871350425046,-0.0272990801464984,-0.007551962706255577,-0.011649784079757808,-0.006991980540081544,-0.0031644037555723648,-0.00957355697071971,-0.0007525749384229563,-0.00065986058866907,-0.007099266715909547,-0.01483316719520622,0.004477935955670587,0.0034262423693920407,-0.003915857889325358,0.0068448524759472384,-0.01864526409534295,-0.015332213120271665,-0.01904763445585622,0.003184393809789743,-0.006835125047305768,-0.0075168489145268635,0.017966091567397147,0.004840372429081752,-0.009909728491025005,-0.0043616881813811625,0.00024811345748831926,-0.010354304463790931,0.0010152237324851932
2020-01-13,0.0021884366034239378,0.011339593389962266,-0.0006539001324659122,-0.0003034596378304055,0.0006947811983997187,-0.008713823520799746,0.002391279516898548,0.009899291742869742,0.0009092873297715798,0.009211331442946946,0.006727427047493295,0.014717136363756378,0.0030142180505339233,0.017665458181610694,0.007959415837581307,-0.032195181332423495,0.0006738632554432744,-0.0007601634226994669,0.011897288051909483,0.016761564758857928,0.010320065358825126,0.011747597597393078,0.01035890770702852,-0.005316231010661809,0.005849067383778328,0.00767379763643139,0.004328809183973492,0.0033600671537326043,0.007226849409127212,-0.06673619837380129,-0.0015350941906047133,0.009631238449957946,0.00556310287668671,0.006535751019131286,0.014495128375118904,0.008561635017789282,0.09573421309050545,0.008318395463836392,0.00830453749569493,0.004340077754278582,0.0005760663522604847,0.021435769170716545,0.0032211675019366837,0.0009663850935637264,0.008072334585917496,0.013763950390421442,0.005895353231882394,0.009341344651218497,0.013819228531338101,0.009400341112454358,0.01161007605733122,0.005486832406842668,0.009702055200347948,-0.0022892265465042083,-0.009511767556161899,0.0012508681322378479,0.012857805967569469,0.01904752481275107,0.0,-0.01506461017286198,0.005583849854561951,0.011519437594111226,0.004774052049843824,-0.004216956642206227,-0.014130224058046315,0.004646058270241893,0.0037082347021581974,0.00540355224205924,0.005534630419329556,0.01693367638352883,0.005896228706776974,0.0007059037832179982,0.009151781339542309,-0.006605525162021064,0.008730868314658968,0.01751546742857113,-0.0074286209552272275,0.006453511378135213,0.0036841367461153407,0.02299642171642713
2020-01-14,0.005480859491087786,-0.005321087014756198,-0.0047981826133818295,0.004706216998502155,9.917427357808428e-05,-0.00879075509145677,0.0019078983928284554,0.002022842141821357,0.006450242408184703,0.007415639000554863,0.002554977619251275,0.001145260784249924,-0.004340443717391396,0.015622843424917043,0.005369267616648354,0.00825538853350305,0.0015714058077547222,0.01445941417652441,-0.002818905685030293,-0.0022895576232931925,0.010839946645114562,-8.556146396732078e-05,0.03430581388403442,-0.015189938241634615,-0.006719017849565745,0.0012022050082616254,0.009236454028357599,-0.004018692429844095,0.00662303771008288,-0.006033529782428437,-0.001536835384845614,-0.009539362574343735,0.00968212241378441,0.009469762549676242,-0.00452338238707406,0.0005660826596236568,-0.02177985597233667,0.0,0.011661864193406757,0.013074795625216407,-0.0013436313519090692,0.0031678347187562572,0.0008451929324473362,0.003218420030389524,-0.0010971120738221263,0.001218478249547017,0.0256412566620694,0.002082428506330336,0.007090013931279726,-0.0035416271367624264,0.00417340210735162,0.002759272662637091,0.012697193018847752,-0.0034910040898812333,0.0020807634127744112,-0.0033543070581741885,-0.007556301484112571,-0.002647861542724006,0.004531202435312132,0.007648075199294002,0.00591106387337903,0.0015708788625858894,-0.006700814231599184,0.008227143463637843,-0.01576714698427084,0.00249025169261774,0.005542134423691003,0.0043342543137636635,0.0028625523546348397,0.006882903741180613,-0.005185368868285356,-0.0021161294820205567,0.006254763634859328,-0.008830919618592503,-0.0011936589937712183,0.001157144673836541,-0.053924717694359026,0.008631230558108882,0.0026428017566344497,0.012892498693822807
2020-01-15,-0.0019077824913228403,-0.010699447641915216,-0.0019724481593547116,0.006195169400250222,-0.0017851965716084717,0.027828898324159468,-0.014285375656255095,0.007919275362272327,-0.007672616553080935,-0.018403039231657314,-0.006273493997476787,0.016901659102826372,0.007545070215932093,-0.008179713815986367,-0.008482503509853356,0.014815219933564716,0.0011206817065521069,0.012753183853937422,0.016410314956271543,-0.0011474407295086753,-0.00907394368069947,0.004183866973220818,0.0003808026373877116,-0.010568380747933426,-0.0027319425738425718,-0.0056044483960462355,-0.012812706576127986,-0.023873647538785292,0.004072977800538835,-0.028327300685710655,-0.0020206273374908656,-0.014613390109100122,-0.009589277851763889,0.015277287920976157,0.0015510871249959646,-0.0022625124066871782,-0.01650662948796322,-0.0059580202805479265,-0.014985825353520332,-0.010609222546925978,-0.0067267442923208964,0.006315177493063873,-0.016548580938155477,0.010587041806440656,0.007467596716026703,-0.023470119795537703,-0.004286111522184055,0.016855177497195006,0.005899994783328921,-0.0007899267927748976,0.008658461348731494,-0.03627695485660798,0.01084377690690963,-0.011611733532183255,0.00654838020181292,0.0027719453389232207,-0.006243285965394141,-0.009839239507850706,0.00360858534969144,-0.03035719736471809,-0.007716470778374451,-0.0003921037681251516,-0.003924849944312858,0.002520155125471879,0.0030336869818732293,-0.02182388586524997,0.015309459989207408,-0.0058694209879018855,0.006732195268418062,-0.00022041568023589697,0.0022660013210344943,-0.02862678561268861,-0.008494682210817617,-0.03291432187065513,0.0013444530103481345,-0.03669981049153637,-0.019878071192447444,-0.003911942977514515,0.00966432633672687,0.00946479230986208
