Date,ABM,AGYS,ALNT,AMD,ARL,ATO,ATRO,AVA,AWR,BDL,BF-A,BKH,CASY,CHD,CHE,CMS,CNP,COKE,CPK,CRD-B,CTS,CWT,DIOD,DRS,DSGR,DUK,EBF,ED,EDUC,EIX,ELSE,ES,ESCA,ETR,FELE,FRD,GIS,GROW,HCSG,HSY,HTO,HVT,HWKN,IDA,MCY,MGEE,MKC,MO,MSEX,MTR,MZTI,NEE,NI,NPK,NRT,NSSC,NWN,ODC,PKE,PNW,PPL,RGLD,ROL,RRC,SIEB,SKY,SO,SR,SWX,TCI,TDW,TRC,UG,UGI,UTL,VLGEA,WDC,WMB,WMK,WTRG
2018-01-02,0.0007950743925049242,0.015472356530063625,0.05379288784209235,0.06809336842879654,-0.07003895295617502,-0.009896299193630442,0.019291050837329182,0.0001940450455706344,-0.02607488960355675,0.009325976233553357,0.0034205795321311516,-0.016137013656839838,0.00402005251574189,-0.014749755963733735,0.016294891785434196,-0.007399781847147735,-0.011988661110235554,-0.01848920033777557,-0.014640849214150431,0.0010393478942158918,0.029126113513724405,-0.014332822470488504,0.020579007709028208,0.0032468163168752895,0.004040419453322341,-0.010462813347508315,0.021686490433583616,-0.016127291789827525,-0.023746749884402063,0.00015791200588766152,-0.004938266662867674,-0.00047485954659665097,0.040650271960990025,0.014866536810786757,-0.018518382830841174,-0.04049279987358778,-0.004216426661787787,0.33333272228952615,-0.021434193539817792,-0.012333567554538294,-0.005639983601873455,0.0044150460185503615,0.014204393501983548,-0.016637575640021995,-0.025449246293838712,-0.011093543941465223,-0.006672546133732915,-0.00938250409375807,-0.020546147054664843,0.010840408818067804,-0.0038699591538067235,-0.007042989616095063,-0.012076452381437175,0.0005026473898592787,0.015804504330036773,-0.011428506693779705,-0.014249812980385301,-0.0195184488382959,0.010687190299886407,-0.01514420210618328,-0.011308798929645647,0.021918724977295634,0.0025789188820661835,0.05041010137965807,0.16740742436161749,-0.019455244791434234,-0.01913071833794311,-0.013971965440154666,-0.009195139474619474,0.029054912397157295,0.03934435184397511,0.01348750884192973,-0.018918884225463617,0.011288197986403459,-0.016878452963824953,0.01351933685514184,0.023261821402832172,0.021318565669092848,0.015221196083998523,-0.01478468013825629
2018-01-03,0.003858859459623609,0.004811504784087539,-0.024949897898389195,0.05191262953208109,0.017573225230025136,-0.008231912494755966,-0.04376625795417044,-0.0038836161591978557,-0.0008865318418295187,0.0,-0.007855325533241087,-0.008792753062032532,0.06957925542943921,-0.0064737314645666455,0.005020612909918842,-0.006176656358397259,-0.002141487193097591,-0.010791661399878305,-0.017441560778585163,-0.020768041159781148,-0.009434130096527715,-0.010067320126517343,0.03178401564938471,-0.025889922409323307,-0.028169044353875905,-0.003123850347032553,-0.033018636960503556,-0.009452201907005686,-0.04594597036470227,-0.007904809778751631,0.0,-0.008867556639599372,-0.015624803835984746,-0.011016775383737909,-0.00221952239623624,0.011009070750617855,-0.005250848606291991,-0.07884588284222571,0.006008918714264011,-0.004192305926541073,-0.009453240581722033,-0.0065931993623230545,-0.008402971347854837,-0.009572323112497783,-0.004800173100014016,-0.013621955772414762,0.0023706747942908724,-0.0036752295339579355,-0.015860797100197277,0.03485227890777587,-0.0025638187362340137,-0.02121357241766053,-0.006309088557834186,-0.00251244416921248,0.053748362834696195,0.03468234058642894,-0.00850342562807993,-0.027524978959208024,-0.01007047122675353,-0.009178912105111459,0.002287648111328533,-0.004527879583917316,-0.003643952065192524,-0.0061382852887675865,-0.040609158250511146,0.030952269942260857,-0.00572386836121852,-0.02091769345595229,-0.007900430570775385,-0.0043437602121270125,0.03233430350449806,0.00855505655868627,0.025344337751565416,-0.0023167955237494153,0.004459073328980212,-0.00043494032736746124,0.01585146176038621,0.027617135397234094,-0.020466472201328356,-0.01009083445080683
2018-01-04,0.016172227416302754,0.015163650287849162,0.022058700158150257,0.04935062211353536,0.03700656372630684,-0.004267932858269097,0.005690206840452072,0.0015594818734629978,-0.00834080954160965,-0.02855934246699121,-0.0017928238590937395,-0.005970803305040406,0.0207135865928898,0.016900791225479717,0.017403895895711674,-0.011144271850745291,0.0010728226292560095,-0.016698484392173474,0.0,-0.008483893871083281,0.01904788567571014,-0.009039442614584559,-0.003974853829433522,0.013288972637380159,0.014492769647961978,-0.007834387837957313,0.002438917303227317,-0.011715946997178373,-0.033994628174553676,-0.00733077418902095,0.014888322495247408,-0.01405983480465589,0.05555511271624414,-0.014077413301381791,0.015572695363014866,0.0,0.011578440345135554,0.018789073941750223,0.0030829623004990925,0.006986550262442881,-0.016701086771776952,0.011062069136235753,0.0,-0.0075300445178049236,0.006559715057018245,0.0,0.006307405813464229,-0.003972877467296132,-0.0070184468123148935,0.0077722796079888745,0.0019472814985741493,-0.005138181743646664,-0.004365031560740862,0.0060452187306982985,0.08724834201148512,0.02234623506740996,-0.0034305051719907276,0.01718468089401526,0.0325534946123911,-0.0073388041616210264,0.0026083980067237444,0.00816438000654851,0.018717629372330125,-0.023020492747471755,-0.007275109623665066,-0.012317043756454593,-0.004264601879763852,-0.007581135937532513,0.00025298980207000277,0.02524155093298419,0.02559210470652462,-0.011310074405474824,-0.0032239402849789656,0.00485550852160066,-0.007324787181232861,-0.0030464748372011075,-0.006048092114246839,0.017187200764923416,-0.007288520529997955,-0.009932141794109395
2018-01-05,0.018000971782104136,-0.03459123622804716,-0.01640257469574291,-0.01980196150035629,0.006344165415079317,-0.009407151328985619,0.010332146543709175,0.00797983425347426,-0.006442236316500982,0.0,0.002544283088152577,-0.014758858072354775,-0.010268897417783474,0.002602957946796991,0.012829574138509159,-0.007152170714024408,-0.004286866567102088,-0.01707944896052782,-0.0006576371924746915,-0.00641693365580176,0.0037381321468701323,-0.007981738639640135,-0.003325586381264234,0.006557345928078107,0.008163296446508372,-0.004615674923831081,0.017031508787018534,-0.0009781430471440533,0.02639321379662607,0.011077145766772878,-0.00488997070424535,0.0017825725598286102,-0.037593772988264496,-0.007697904686107315,-0.00547660258363436,0.007259715499909447,0.00858401649295204,0.0,0.025931682974651427,0.004803697310625354,-0.016176116473175628,0.013128833360496195,0.016948845536852275,-0.00702034788039585,-0.0007663498877551467,-0.001624554056476657,0.009793456691604474,0.0028489311570627507,-0.013874387692811574,0.005141181525361249,-0.001010518547905015,0.004568658617131183,-0.011956878074519506,0.006509761599031716,0.07037000818545658,-0.005464448907061437,0.0094665921328565,-0.011676794309407268,0.007389097266532474,-0.0010912942459661013,0.006504253524210579,-0.009527444195671309,-0.005068514880675834,-0.036781731500724835,0.02598263715532867,0.4809040944695093,0.0017131695145722325,-0.004166441920786412,-0.00366512269045971,0.018237034841750432,0.01973925544185029,-0.0061963376359894795,0.005930018671006954,-0.001050242604823226,0.00022333639812788242,0.003928702696650799,0.006328392092939339,-0.0027649329651031618,-0.009789527186904623,-0.004487719113209443
2018-01-08,0.013583038415575288,-0.004885950101553127,0.007606741332338629,0.033670001235441616,-0.019700552266877946,0.003125365054029716,-0.0031652830881375715,0.004054895340329656,0.0174710937806013,0.0,0.004926361796520506,0.007664166268402051,0.012763459290243695,0.0073896919060933985,0.002971359405362417,0.011569383369475661,0.0060997198088330595,0.034406415867927365,-0.0019732724696734927,0.013993727727436678,-0.005586500269756489,0.014942687141501931,0.009676373779498926,-0.009771940895277997,0.014169978271670436,0.003172898790578582,0.004784940594715348,0.014069044445670364,-0.037142685535719866,0.019371313301307813,0.0,0.0069555316360288,0.015624803835984746,0.011511007347795532,0.0,-0.003603601038629778,0.00333809758376602,-0.06352435750466057,-0.004680848724202713,0.009737882607846693,0.010851900938267267,-0.0388767573186124,-0.011111172209272713,0.004675118273333334,-0.003453198333907448,-0.001627345500950117,0.00106659995757874,-0.0012785119716166582,0.04008521636846907,-0.06598468776756661,-0.0019456711680344574,0.0082393739615223,0.008471386439111273,0.013930341778558564,0.01960795821580641,0.021978110557414388,-0.00767279984216529,0.01734508521582967,0.006356925212182896,0.007644293717512518,0.0145394654057871,0.0013231549292029854,0.009976692398033782,0.005369739658890094,0.0,0.15789477539134023,0.00897821548219535,-0.0006974711028838732,0.005581166209565058,0.0,0.037253444774600464,-0.008633108003957446,0.039656826941622425,0.007991277847077871,0.011401761885475592,-0.009130456683937194,-0.01511673875105346,0.00369673743949428,0.025210021133103666,0.0
2018-01-09,-0.0012644297616126732,-0.003273319229047167,-0.003484358637318552,-0.03745928730860604,0.06350482222674536,-0.010305340409450303,-0.017342470958486955,-0.008654089453832947,-0.012214284754396565,-0.0034587505065714064,-0.013369161392110307,-0.05306829095145604,-0.0045532587025017834,-0.0009914653309153199,0.013682168729153732,-0.013595206520330638,-0.009985779870935407,-0.016511577261386745,-0.013184486416732644,-0.018046770554051572,-0.0037452811186508006,-0.011325045194615968,-0.025446148444795424,-0.05921048245913374,-0.0379241071666514,-0.01167891883189387,-0.011904773728544593,-0.010616224524301443,0.03857548255359666,-0.010592127091446524,0.02211294151223453,-0.00755022794770599,0.0038463380778610556,-0.008906359771860828,-0.011013064576061327,0.0,-0.005198315564278522,-0.06345766887961124,-0.0050791726640807555,-0.0024549977490423425,-0.03578409581226394,0.0022473218858811705,-0.011235836210500616,-0.030419510858323395,-0.002309803972687652,-0.023634786760013626,-0.0009684851385803883,-0.010524565661346075,-0.010464590767611637,-0.02792944279133358,0.001403614212689419,-0.007321916807751627,-0.01200022074640228,0.02060831549401243,-0.006787640262740924,-0.0430111354814422,-0.01288636112925079,0.006424817473734468,0.02283787483208699,-0.012402052701197097,-0.0022291886191381227,0.007084187527653052,0.001260504955414854,0.01246303209595867,0.02532469824567274,0.025454490578095568,-0.012500315433067843,-0.009071839202702603,-0.020055806520277053,-0.011641772825326524,-0.0193661748103372,-0.0062892675513676055,0.0,-0.002920785010201321,-0.013925957013361967,0.004826673695332628,-0.010068766144628705,0.004604222748051168,-0.028447297232418567,-0.00875090753437735
2018-01-10,-0.018227635043451373,0.005747101237302266,0.017482537854141667,0.011844360993009007,-0.048374861057648655,-0.02167347707848799,-0.00024859308976221683,-0.0009697262917093274,-0.011828175902282356,0.010845932897482369,0.012646548772383248,0.006206744883825888,-0.019194622237861725,-0.011906873452262157,-0.0012308953588711091,-0.01597025803489982,-0.018011899472183956,-0.0015567356941851296,-0.01870412206576344,-0.0010811152002434543,0.00939836522196047,-0.024054824206461767,-0.012546589852711176,0.0,0.014522837175506398,-0.013909388993572525,0.002409378087254943,-0.013291439422298823,0.022857362220394917,-0.01070517427891493,-0.0096153757981291,-0.007445656630182262,-0.022988371284022757,-0.007987965236142203,-0.003340960514357505,0.0,-0.011632348330201547,0.10514044010684565,-0.016449062454434782,-0.026014837929437706,-0.015688316720235407,0.01121058257111418,-0.008522758357879967,-0.016155635833601134,0.01890797239538311,-0.011686338838626908,-0.014934330082072123,0.010349209310211549,-0.022182343177113206,-0.008451267275850882,-0.013236942153691755,-0.00823256469069722,-0.023076935599135928,-0.0033650463355519022,-0.013667024054451749,0.005618391748866358,-0.02523936783819114,0.01816836841659142,0.00807601824559856,-0.017678689158482475,-0.01372525954108672,0.0010727645859622825,-0.009445468880297514,-0.016412704114709853,-0.043065250590157755,-0.05230499305375946,-0.013945308081930285,-0.025352073895215654,-0.020723374273674544,0.02536998299919313,0.021543991422856568,-0.00486856752738174,-0.015464040195099837,-0.009206736667802362,-0.024209522965064734,-0.004803488822188617,0.0035971287122740225,0.0006112832556677272,-0.02729540232947547,-0.017388929328588598
2018-01-11,0.0046415125578163074,0.011428599454918587,-0.002290891615353563,0.015050192692446673,0.011119887843659804,-0.009900761270644876,0.018647436158302,0.0023298754264404753,0.0021761499921364447,0.02575103900442488,-0.021409414118655157,-0.0023584593451874136,0.01773800937460912,-0.008435401774090079,0.016863467428727352,-0.013117147326040746,0.006236665718111878,-0.005946087515133591,0.004084287442125634,0.03463196582637895,0.03165759719845762,0.011737104991067726,0.016483500288558606,-0.0034965710389508464,0.018404860595052197,-0.010360556174228597,0.02439037935807775,-0.006549481715141692,-0.027933028442656105,-0.008275007421836067,-0.007281488787498014,0.0032615334443062416,0.01176442538760658,-0.0039000558640169825,0.012290603662500788,0.014492538281543066,-0.009210152100482816,-0.0718817130150069,0.013264099130317009,-0.006587550888616844,0.0035991050848187545,0.048780491450056696,0.0028655455662005558,-0.00892452658194276,0.0026510708671325656,0.008446132624795322,-0.005709750674631087,0.0,-0.0034289661904285396,0.02272751937377726,0.006549638112079537,-0.0005975136189354524,0.0,0.011094911087807136,0.027713648331832763,0.05027902890167257,0.013392892703237624,-0.0012058221550313997,0.023091377466902818,-0.008067690590494947,-0.0006467340376141717,0.009052397572655746,0.010595442484625517,0.02920129711269448,-0.017207100007618048,-0.04396625912482566,-0.0154481820582143,0.001445337578822592,0.009595038443575454,-0.014727540169772513,-0.0031634286917049392,0.030332627968952863,0.0015706160578927708,0.005279605506754104,0.006891889251805949,-0.005265316488045624,0.016561596330629813,0.010686869700466506,0.020663235026608273,-0.009801029958298124
2018-01-12,-0.0023099761980999167,0.01210650640628197,0.011481096859205175,-0.009884669041635097,-0.0007854890469040088,-0.0020003946206630374,0.15572374230822406,-0.00019355643700980085,-0.006152652663775071,0.0,-0.00865968171785525,-0.010001859532986157,0.016692715435625782,-0.007089473947102132,-0.007382997048749784,-0.00856028069287762,-0.002187548970648101,-0.016915444946483893,-0.014915065904081426,-0.0020919915503524456,0.0,-0.005800627565970884,0.010810800361494177,0.007017510593562815,0.0,-0.004793334482520284,-0.002380995408333031,-0.011195384728996949,-0.040229972823319304,-0.014441520605400937,0.0024449270590736205,-0.002763589082195317,0.007751893724499803,-0.011999798049465937,0.005518641891652187,-0.010714058374563629,-0.004131691070023091,0.030316848070512936,-0.014987567785780254,-0.007448387420452507,-0.003073692557439167,0.012684944991743441,0.0299999194642937,0.000360362871359321,0.013975367056713095,-0.011725336886867277,9.884451907593572e-05,-0.009674283793008942,-0.010852727401246098,0.0,-0.0018816784109836338,-0.0011959907967368233,-0.0024864943002781414,0.021946441123834592,0.014606708097008925,0.0,0.00440492358804101,0.017141595267043064,0.015660913103624052,-0.008758509535165215,0.0064763352888039805,0.009914715527232776,-0.0014677939440822518,0.01795032376755956,-0.046464681234528515,0.03620351451074,-0.0090607068064249,-0.005772323876213403,-0.013800157053832307,0.016442428236650874,0.015514790977472659,0.00474835631555659,-0.0015681530914659625,-0.005462014804200277,0.005475795542022599,0.018526268875380225,0.010577526540052729,0.0033233495601181495,-0.0024993758154968626,-0.034369337931649424
2018-01-16,-0.01029053810008218,-0.010366835313906031,-0.00198663013274325,-0.009151464738964554,0.006289302046118772,0.003256735030911395,-0.03294615849393667,-0.0021313158177339586,0.0003640225985099832,-0.03723847458762197,-0.005364158555951959,-0.015062583881564673,-0.009577222186465617,0.004692268504169039,-0.002098022759432272,0.0056805583827967965,0.0054804596187933985,0.005885042489600201,-0.015829062817101613,-0.02096439732066724,-0.03429607638252241,0.01166841990221168,-0.02941173658163987,-0.11846676158768599,-0.024096401231396558,-0.006083729601106258,-0.01909312271250896,-0.0059127738423604415,-0.02395200360418226,-0.0014652057380719619,-0.004878044241882984,-0.006519879118743077,-0.01538442520994987,-0.00703139469963765,-0.01317195756657652,0.001804778177985522,0.010026016091700951,-0.13053086155018234,0.004429794770564044,-0.008968561443866707,-0.007023174173960478,-0.02922750321061318,-0.018030378073180864,-0.0008399246424486417,-0.044328633483765145,0.0008473452379329505,0.0027722395219902385,-0.009912155607466944,-0.0058866047830514745,-0.005555802317334102,-0.0001569561713905543,0.0014635792283599347,-0.0016617253064498128,-0.027077267588296094,-0.013289203993905208,-0.03723393597907487,0.0,-0.02159988194403295,0.022675508147289802,-0.004544573495716131,0.0057916738935750445,-0.0023374758550915864,-0.002729597028949371,-0.04550624716948393,-0.16525424984489323,-0.023135124520894834,-0.004014434908311881,-0.007256781466170037,-0.00937295632914159,-0.01970582849839153,-0.04062499419850374,-0.005198516594744462,0.005235824471878647,-0.008449198218337228,-0.004538667361367543,-0.007795587250772007,0.009143446247336096,-0.018669422356630383,-0.005512220405114787,0.007403372373976591
