Date,ADP,ADX,AFG,AIG,ALK,AME,APOG,ARW,ASB,AXP,BA,BAC,BK,BRK-A,C,CBT,CCK,CNA,CSL,CTAS,CW,CXT,DIS,DLX,DOV,EMR,FFBC,FHN,FITB,FLS,FRT,FUL,GE,GL,GPC,HBAN,HD,HON,HST,HXL,JEF,JPM,KWR,L,LCII,LEG,LNC,LPX,MOG-A,NNN,OMC,ORI,PAYX,PEO,PNC,PPG,PVH,R,RHI,RJF,ROST,RTX,SEIC,SF,SLB,SNA,STEW,STT,SWK,TFC,TKR,TRMK,TRV,TXT,TY,VFC,VMI,VNO,WOR,WY
2020-01-02,-0.0010554125962923822,0.0044389654489243036,0.01377071305624189,0.008376972774161384,0.006199283990626636,0.010627756848357706,0.005538614563946442,0.012390878902850844,-0.004537466166209869,0.014428398806576093,0.023207182484448197,0.011925259840462665,0.011722491463521223,0.007865367060278627,0.01677264649940602,-0.008838458779715563,-0.004549407848505882,0.0031244364232345667,0.013717630223268884,0.006355331046810742,0.015756837214478514,0.013429034938538642,0.02468372296038379,-0.003605545689223666,0.0139683496070373,0.015997899113829206,0.003144620618927396,-0.002415736572624061,0.009108617906285366,0.01828438729514792,-0.026800018849276408,-0.0017451198642116639,0.06899680744914405,0.00459655153253502,-0.0039540639482739115,-0.0059684321164836796,0.005861562031950651,0.021412672211202244,-0.017250690689983417,0.02782707222584646,0.018717481055775087,0.012123519875020916,0.02868958770076957,0.008954068253016478,0.00466709746571059,-0.009639758514375485,0.012540334699872036,0.007077898967052354,0.031524766168854246,-0.02312599232438406,-0.014193426832665779,-0.0017880117839721432,0.0005875796917094167,0.009720416271925325,0.0046353786329227376,-0.01415838764380517,0.0019020347017504324,0.0003683803078418091,0.009501001211022597,0.014755203183165255,0.0035217796577939886,0.02256937221783084,0.004887129441023541,0.013025660362614211,-0.0007464297207666615,-0.0023611739390350106,0.0,0.02098597741487218,0.01375649342917118,0.0062145299026452605,0.01296385253110044,-0.00782348363440466,0.004089144506204123,0.019731032620819988,0.0014180424314489404,0.005719875825397347,-0.005541750798982004,-0.015037581866460092,-0.011142756107074714,-0.026821202561775226
2020-01-03,-0.002113671209369561,-0.0050503559130533615,-0.004587927349739118,-0.007727718679743423,-0.018336501293446106,0.0013889318570252662,0.004895990656302862,-0.013288254778909825,-0.007748282633155412,-0.009932335014150917,-0.001680016725565392,-0.02076357014504171,-0.012764857382700834,-0.009074945728552164,-0.018835194994112348,-0.016560557216564464,0.000554206975332816,0.007341306838227979,-0.016944992977729,-0.004505348790952657,0.0021662397257820043,-0.009367097676313274,-0.011470891218493096,-0.007840760335136476,-0.009326347199033802,-0.01368112913760322,-0.0007835690724411482,-0.01694905315961004,-0.01869762698383015,-0.015785531831323474,0.006864552988295358,-0.021950408083698192,0.003352719220830025,-0.01193617540700953,-0.014176051237915432,-0.012008025227791319,-0.0033236158722143028,-0.010675552320271842,-0.010422049166081693,0.005441360468595224,-0.00964606820184355,-0.013196436259377498,-0.020326159161704327,-0.0037763959732237673,-0.006038936538130035,-0.011124616559176292,-0.02979045614195186,-0.004350709012971521,0.011247462365271188,0.01565500822164534,0.0007507422786454665,0.0022389477887840847,-0.003407276447556007,-0.0012030693776451384,-0.009602270271879654,-0.014513872774017278,-0.01955383128570598,-0.008466993683775903,-0.0069020314265041405,-0.01718426307348009,0.0002566124737957143,0.001371446101810836,-0.013070150868992547,-0.015299693741247733,0.009708634244476544,-0.011301952299540341,-0.006785839525239479,-0.014734993783813377,-0.005356525421906233,-0.008293610167479315,-0.004032168944152814,-0.0017522832075324013,-0.003563406341424824,-0.016270562215060624,-0.006727801694482172,-0.006285875841265831,0.002417429690919626,0.007786358791497694,-0.012227079502146632,0.0017014095879634983
2020-01-06,0.0013531585374120247,-0.0019038809992734107,-0.007953058477272679,0.0007788163353910083,-0.004781884080901855,0.0010896492229530708,-0.0018272019796664596,-0.017247478536976835,-0.022048565957872968,-0.004333825305246175,0.002944999944185067,-0.0014325273626353274,0.009349541237830605,0.0031106721115714553,-0.0031369191423217258,-0.005828826715502,-0.007612557207344994,-0.010158913183951568,0.0003097912664304925,0.002596485474662069,0.0008367671140685484,0.0009226445321679488,-0.005802159629378245,-0.010537142684061362,8.627226163193669e-05,0.008244207386384428,-0.005882155820872592,-0.009852157983461396,-0.008212877871471624,-0.0020047623498506972,0.01181200417765682,-0.013902504812988381,0.014202266205470604,-0.005273429944678276,-0.021187077201159865,-0.016205006463878013,0.004704823397147173,-0.0075478139717745085,-0.02605334738048759,-0.005280254208005375,-0.011131900174460307,-0.0007950747797239588,0.00392043581181678,-0.01288849226131128,-0.011123837254757296,0.00441946273573679,-0.008453035381643548,0.018823454117023575,-0.010672864495754553,0.006390992249510896,-0.005004252934212694,-0.001787353369655853,-0.00011771863450282805,0.004819041613901787,-0.002014705659511784,-0.004626288359779518,0.02275133758584924,-0.003155480312474146,-0.007897530375640893,-0.004034855226433098,0.004877508867582758,0.0021516681742252963,0.0007700313365626155,0.0049586730057769035,0.006410333947385549,-0.0073614099809719,0.0,0.015332316949959512,-0.0035900264328669884,-0.008362969375320772,-0.0015841310403992281,0.0005851196979318463,0.0010946256691910516,0.000893855171057778,-0.0007127260796029322,-0.0039155282189261564,0.005893598726895766,0.013028104538067575,-0.0007282278195744896,-0.002038158540606183
2020-01-07,-0.012104136333220827,0.0012716109628763128,-0.004099425226835485,-0.005642046144142321,-0.006306213623260115,0.005739742045405505,-0.00427094024636121,0.021877625212309848,-0.009394046509635046,-0.005239558009192069,0.010607092373679627,-0.006599742443476053,0.01005118355931578,-0.0038476235266453607,-0.0086850381709358,-0.0017373528949391481,-0.0163179921018779,-0.009147634544157457,-0.013946260128812504,-0.0007399745304130789,0.011912924452549989,-0.005875579368140538,0.0003432449006792737,-0.013925575766303377,0.0027637727915166277,0.002465983620949963,-0.018146272573703826,-0.008084547237794726,-0.011261981502831753,-0.0014064244958843508,-0.017864083277010945,-0.0030211747836308422,-0.007413614775972244,-0.0009637473128440988,-0.0038195953303270525,-0.010981464801229968,-0.006546687791629924,0.0005631570446822387,-0.0028459140988115195,-0.009023123405556555,-0.009849892872742516,-0.017000920626763172,0.010574147275669077,-0.004608397094399641,-0.013706414578080528,-0.013399980360928376,0.011134391924984,-0.006928241505749333,0.010106709950567172,-0.005790162638823704,-0.005281160759432968,-0.009847623667366134,-0.005541975800129162,-0.0029976859461300354,-0.007886056472345304,-0.007823925261124964,9.47809248286191e-05,0.008193504068003898,0.0006367397735784763,0.010578431539123745,0.011666590589563874,-0.003188340451354965,-0.0003077882432133139,0.011513225346658329,-0.005144565506561505,-0.0064509840149614694,0.0034163091737930973,0.013863202831110533,-0.00798725386832011,-0.004306445945229553,0.010225634663429073,-0.01374284659779934,-0.014653581624461176,-0.00044678601679959407,0.0032107275460149243,-0.004938978020932794,-0.013915771423416823,-0.012113048219634992,-0.007529995637969966,-0.006466969603081685
2020-01-08,0.009397295753300838,0.005714309329857503,0.0018292031325648495,0.011739124712076388,0.004835237199768638,0.002263131103563687,0.014092905469496486,-0.009645920176665213,0.003793089816571893,0.01725969223018775,-0.01752258018477737,0.010109627040557845,0.001170603845663365,0.0008468549812481463,0.0076182334277732355,0.004568187430915582,-0.003119258678382697,0.004278065674077736,0.0066004349801283,0.019291326978454926,-0.0016523415872691238,0.0032448544611571872,-0.0020589771317187644,-0.011215346992458075,0.0023252334887398085,0.0034955588727823006,0.006428415809479615,0.006269592476489061,0.00234511096536405,0.010058532509811036,0.003350618173756148,-0.01434355054607428,-0.00912865284926312,-0.0004822608125834016,-0.0028514037068247955,0.00832750295875817,0.01496432456260699,0.0008447791496297707,0.0068493893238803505,-0.00950724290274585,-0.0018949047114860118,0.007801052037387679,-0.01658664007638677,0.00019297473805157672,0.005462799009919195,0.005068011016141849,0.015485243504377744,0.021594477111854582,0.035862830096245135,0.0033817503464621534,0.002654751253879928,0.005424730366299313,0.009840834796324804,-0.012627662000379458,0.010364697127742684,0.0025764762792162,0.005489919910418584,-0.0020317290368723206,0.0011136040872608,0.019487820024918,0.0029458972525755467,0.0015014389209500045,0.007234265669163964,0.011219462222840537,-0.029549334581910558,0.011044371415048326,0.0025531450246158993,-0.005127758124393478,0.004782610695399647,0.002162306709758255,0.013787024312912122,0.007115523524345191,0.010728266125767716,-0.013181612429707501,0.006400816949449828,-0.01701794504366938,-0.007359784232341515,-0.0021193489099369245,0.00024501904326301727,0.0037683533509917932
2020-01-09,0.008838827632044577,0.006313231582728784,0.008218128203098862,0.011022952928491536,-0.001954855675508016,-0.0049085713183392166,0.019637581494853285,0.00665159214104416,-0.0004725907226502679,0.018081715708424095,0.014998364848977763,0.001715960465989319,0.003313414323134811,0.01201398634385642,0.009073014100656751,-0.013858643960150574,0.010382669238379272,0.01210764241263651,0.0032474680983052284,0.014784871346922301,0.00724094546627807,0.007277484227987463,-0.003920213936094208,-0.004200685256266934,0.006358440145634248,0.0037410802790140973,-0.0031936776170560233,0.008099582855979781,0.011029342423916066,0.008763257715886041,-0.007791763454536915,-0.007173467375635734,-0.0025125989664207538,0.01013508418800324,-0.006014511835200409,0.0020648139237395835,0.015329999730149257,0.0073694500553600495,-0.011904856441159906,0.004461656050955387,0.03939280439623749,0.0036513798194095504,-0.0007256086762150726,0.016586133877342535,-0.002382929533137901,0.0018151016936720499,0.016035500063688923,0.008455571738439138,0.006511869435029682,-0.006365560584713492,0.005420982452055689,0.007643894036682308,0.006810076857828529,0.001826984626970285,0.012084099781620727,0.0019466889258008546,-0.027581692181357864,-0.005552546450385831,0.010171954935048522,0.01419977158054353,0.025010646209428833,0.001499370909954223,0.005348402958447851,0.016240422837102697,0.011418532960648431,0.0002999677256747546,0.008488982802549838,0.01754793719261838,-0.004337932221790797,0.010250053198041398,0.006369565917107245,-0.0023549474141820737,0.0073933734387416905,0.02218729208308079,0.00318026862063836,-0.01298435505257689,0.01972637260154375,0.002882426047712938,-0.014436086549681204,0.008191426487945686
2020-01-10,-0.0007012009764327809,0.0006273339844082848,-0.0067021467794602385,-0.004781709935904432,-0.007232208576155474,-0.005919733515062808,-0.013925827379832723,-0.003303820404682911,-0.011814444078889097,-0.004146562245089358,-0.01908779879963529,-0.008278470052299758,-0.018259572986937367,-0.008966885449349316,-0.010364612428815922,-0.0155907712528085,0.000703827839197535,-0.013734972944039137,-0.0022412054448541774,-0.0018254544030820163,-0.015952472249428973,-0.014793601071138918,-0.0014500927403701125,0.0014766306355173953,-0.011526618733495475,-0.011053998348597216,-0.008409989839926912,-0.0006178374984107116,-0.016198305113626743,-0.01658444285419891,0.009055056390359306,-0.006193198020621571,-0.020151027163900603,-0.003822296973467254,-0.01894647564212304,-0.012362741573471281,-0.004307705557075048,-0.0021778172550627195,0.0051635332259680755,-0.01870813649560965,-0.011872295074330186,-0.00996806431897801,-0.001209929077593097,-0.012141784139839018,0.005924055708012466,-0.004429250188815015,-0.009737973289351998,0.0009674546765661152,-0.024908151974470938,0.008478998028123463,-0.006269629413033551,-0.008031973153965422,-0.0055974536032945554,-0.0006078842804214668,-0.013929476917772687,-0.004430124956987469,-0.0272990801464984,-0.010981049139340282,-0.007551962706255577,0.00032283851820569254,-0.011545031192513155,-0.011649784079757808,-0.006991980540081544,-0.0031644037555723648,-0.0007525749384229563,-0.00065986058866907,-0.003366907966699473,-0.01483316719520622,0.004477935955670587,-0.003915857889325358,-0.01864526409534295,-0.004426188031338207,-0.015332213120271665,-0.01904763445585622,-0.00563592536215296,-0.0075168489145268635,-0.005002698800171679,0.004840372429081752,0.00024811345748831926,0.0010152237324851932
2020-01-13,0.007423006640588703,0.0025077627328464747,0.0021884366034239378,0.011339593389962266,-0.0003034596378304055,0.0006947811983997187,-0.008713823520799746,0.004853747209540238,0.002391279516898548,0.009899291742869742,0.0009092873297715798,0.009211331442946946,0.006727427047493295,0.007848670576304118,0.017665458181610694,0.022306679559140674,0.020115182504497175,0.0006738632554432744,0.002869751477986071,0.014380724043652426,0.011897288051909483,0.016761564758857928,-0.005116659159266956,0.010320065358825126,0.011747597597393078,0.005849067383778328,0.00767379763643139,0.004328809183973492,0.0033600671537326043,0.0016061864338374754,0.007226849409127212,0.013709892358299003,0.038560423115778786,-0.0015350941906047133,0.00808895812271948,0.00556310287668671,-0.003924685639016823,0.014495128375118904,0.008561635017789282,0.09573421309050545,0.008318395463836392,0.00830453749569493,0.012658862432237461,0.0005760663522604847,0.023936122941093707,0.021435769170716545,0.0032211675019366837,0.0009663850935637264,0.008072334585917496,0.008781780881680357,0.005425831920564228,0.004048362756136514,0.01161007605733122,-0.004257778199386886,0.005486832406842668,0.008821956630374883,-0.0022892265465042083,0.014866753834282154,-0.009511767556161899,0.010336235662028015,-0.006212688418218981,0.0012508681322378479,0.012857805967569469,0.01904752481275107,-0.01506461017286198,0.005583849854561951,0.0008445448316409809,0.004774052049843824,-0.004216956642206227,0.004646058270241893,0.00540355224205924,0.01185541499673759,0.005534630419329556,0.01693367638352883,0.004251074282669576,0.009151781339542309,0.003552970242706177,0.008730868314658968,0.006453511378135213,0.02299642171642713
2020-01-14,-0.00655605679089355,0.0018758331908590442,0.005480859491087786,-0.005321087014756198,0.004706216998502155,9.917427357808428e-05,-0.00879075509145677,-0.008600326945812475,0.0019078983928284554,0.002022842141821357,0.006450242408184703,0.007415639000554863,0.002554977619251275,-0.006267955841390727,0.015622843424917043,0.00021786134550394465,-0.010204224447839971,0.0015714058077547222,0.006345113006052117,-0.004702278814256444,-0.002818905685030293,-0.0022895576232931925,0.00917429101336964,0.010839946645114562,-8.556146396732078e-05,-0.006719017849565745,0.0012022050082616254,0.009236454028357599,-0.004018692429844095,-0.007215942062463676,0.00662303771008288,0.010860520679559782,-0.007425848799408441,-0.001536835384845614,0.003008962187552422,0.00968212241378441,-0.0023729957819328407,-0.00452338238707406,0.0005660826596236568,-0.02177985597233667,0.0,0.011661864193406757,0.0059813558118142485,-0.0013436313519090692,0.0003711945653048776,0.0031678347187562572,0.0008451929324473362,0.003218420030389524,-0.0010971120738221263,0.001111348766382969,-0.0006276822555935091,0.006272483776639692,0.00417340210735162,0.004275984392514198,0.002759272662637091,0.00549422965357893,-0.0034910040898812333,0.02614494641772458,0.0020807634127744112,0.0011722137215237627,-0.008418735925597609,-0.0033543070581741885,-0.007556301484112571,-0.002647861542724006,0.007648075199294002,0.00591106387337903,0.0016876643550736148,-0.006700814231599184,0.008227143463637843,0.00249025169261774,0.0043342543137636635,0.0055652512607407,0.0028625523546348397,0.006882903741180613,0.007054673872809225,0.006254763634859328,-0.00033366418269809017,-0.0011936589937712183,0.008631230558108882,0.012892498693822807
2020-01-15,0.009227575235041474,0.001248875449879172,-0.0019077824913228403,-0.010699447641915216,0.006195169400250222,-0.0017851965716084717,0.027828898324159468,-0.0021390410209372046,-0.014285375656255095,0.007919275362272327,-0.007672616553080935,-0.018403039231657314,-0.006273493997476787,0.005412290948794585,-0.008179713815986367,-0.014834043683517817,0.007662629720701197,0.0011206817065521069,-0.00809785404990615,0.011082901588946648,0.016410314956271543,-0.0011474407295086753,-0.0060606282250700305,-0.00907394368069947,0.004183866973220818,-0.0027319425738425718,-0.0056044483960462355,-0.012812706576127986,-0.023873647538785292,-0.0006055816809911185,0.004072977800538835,-0.006284142187354624,-0.01329999093353651,-0.0020206273374908656,-0.006999971310844066,-0.009589277851763889,0.007988794358090301,0.0015510871249959646,-0.0022625124066871782,-0.01650662948796322,-0.0059580202805479265,-0.014985825353520332,-0.004637709913121957,-0.0067267442923208964,0.0023180973635947844,0.006315177493063873,-0.016548580938155477,0.010587041806440656,0.007467596716026703,0.01924146257756365,-0.002134448586532889,0.003561834376169859,0.008658461348731494,-0.0012165080569677134,-0.03627695485660798,0.006234119659908277,-0.011611733532183255,0.01192620275295253,0.00654838020181292,-0.004044779086576411,-0.010003410454970219,0.0027719453389232207,-0.006243285965394141,-0.009839239507850706,-0.03035719736471809,-0.007716470778374451,-0.0008425132169260774,-0.003924849944312858,0.002520155125471879,-0.02182388586524997,-0.0058694209879018855,-0.0034956480831208614,0.006732195268418062,-0.00022041568023589697,0.002802084579682562,-0.008494682210817617,0.00020024367131443732,0.0013444530103481345,-0.003911942977514515,0.00946479230986208
