Date,AACG,AIRT,ALNY,AMGN,AMZN,BHRB,BIIB,BND,BYRN,CASY,CCOI,CCRN,CENT,CENTA,CHRW,CLWT,COST,CPB,CPSH,CRVO,CRWS,CVBF,CVGW,CYRX,ERIC,ERIE,ESCA,FKWL,FRAF,HAIN,HFBL,HTLD,IBIO,ICUI,IMMR,INCY,JBHT,JKHY,KMB,KRNY,LDWY,LFMD,LINK,LIXT,MASI,MELI,MKTX,MNRO,MNST,NAII,NECB,NOTV,NWBI,OCC,PEP,PETS,POWI,PUI,QQQ,QTEC,RGEN,ROP,SAFT,SBET,SFBC,SGA,SGLY,SHEN,SHIP,SLNH,STAA,TCBK,TLT,TTWO,VCSH,VRSK,VRSN,WDFC,ZBRA,ZYXI
2020-01-02,-0.007352934086817808,0.0,0.003907307326484366,-0.0040237329360230945,0.02715061035487687,-0.0006035550396760181,-0.00839153661497305,0.0013120265386055152,0.10526312157057616,0.0003774753055356683,-0.004710523277433265,-0.040447527681382156,-0.018345633395104755,-0.02384201943777231,-0.004731324691024774,0.004424767196220314,-0.008267549762134285,-0.018818301044152386,0.03960392300071258,0.0,0.013007970006701397,0.005607586297085243,-0.03731094336475571,0.004252831474266916,0.026196042264102104,-0.005180627288553286,-0.03051882694096275,0.0,0.00025865972103278345,-0.029275745313403267,-0.005874213965040176,-0.009976294955220455,0.19999999999999996,-0.008016246468265487,0.04441450722680318,-0.015460358209336,0.006336647801520989,0.0015104006846520246,-0.012504838428553877,-0.016630376699404037,0.0,0.08333325054910778,-0.0021049978197873465,0.2500000233743709,0.0032899169966655872,0.0668776442226886,0.003007043067765114,0.009207227534089313,0.002360370223127184,-0.007518789804026538,-0.005823371625617857,0.05050505245112613,-0.008418528674429604,0.012307680570162294,-0.006219173256087007,-0.00850359488145569,0.01010988383507283,-0.014568600515454277,0.016696946192571893,0.02207775587756311,0.013837824641047325,0.030883546199563794,0.0027020940986259845,0.05825246493950598,0.0,-0.002960421790589307,0.04444444444444451,-0.004085724113283562,-0.018181670377093173,0.0,-0.01080458553317476,-0.004656195265770657,0.011292951319103128,-0.0028587639732799985,0.0,0.011919184841690411,0.021019295013843697,-0.004584359969470264,0.014484858172830517,0.0063533315147776825
2020-01-03,0.08888889085118179,0.0,0.0005189202315212249,-0.00678899133063926,-0.012139034655920922,0.0,-0.011521153627551128,0.0035721024962591663,0.142857240170853,0.011254488740875646,0.01816810642547706,-0.010762321943011854,0.002950771469018676,0.003838156540185267,-0.0011566576381573102,0.03524227339037922,0.0008233524277043713,-0.001237059059813972,0.0,-0.04347826086956519,0.0,-0.000929905686720689,0.008829448153365504,0.02117353052525006,-0.017758149152722003,0.01096040463610648,0.017838286704975115,0.0,-0.007752094086016292,0.026587303809898488,0.0,-0.009116982967175224,0.03333333333333344,-0.0006464557717057451,-0.015463957421228969,-0.09386994975266816,-0.004169333510452011,-0.0011654136268278714,-0.00029445078017997783,0.0014705882352941124,-0.013698663372291198,0.07692309808448994,0.0,-0.11764705882352944,-0.0061798191210964415,-0.0039168367866974085,-0.0005262822026218528,0.002407342729237927,-0.006593437654822343,-0.011363655520317262,0.0,-0.07115382675588411,0.003032173820465278,-0.012158043257392115,-0.0013988187438069843,0.0025731950985234953,-0.0036030139880859346,0.002660937930583529,-0.009159705013223385,-0.012022185421363796,-0.011089794509113737,-0.005860276175028156,0.005065739033926153,-0.0366972701817021,0.02527766470757098,-0.004619128903437519,0.0,-0.014719940244872443,-0.018518483471744007,0.014925373134328401,-0.01178499099231467,-0.011324179191780304,0.015400262996348113,0.0010648529772949722,0.0013573016690739959,0.009727550734683454,0.021094975231557456,-0.0035704197288041195,-0.01192415945357117,0.05429292836290478
2020-01-06,-0.027210938968575293,0.013399526693557595,0.002506923537018535,0.007674023999085122,0.01488557393050649,0.04921699300838722,-0.00010314175233749889,-0.001186068027351439,0.04166662527455389,0.02051741039671029,0.01469472010343087,-0.01994554113150737,0.016999069758109275,0.01286059773035797,-0.01582226222436167,0.04680853325266976,0.00027403432648931414,0.0016518399817069263,0.00952380087370197,0.0,0.016051631722602044,-0.005580949680849767,-0.025233246497101236,0.019549759485359308,0.006779709076101481,0.009488890482183043,-0.005154557956142947,0.0,0.004427271919392073,-0.010823373697803285,-0.0011255216204119067,-0.01501231363643063,-0.09677419354838712,0.0014015876379296355,-0.007853354762000997,-0.007188769923223259,-0.01734619659748582,0.006930847878977131,0.002209343974852729,-0.005873621036985299,0.09722227215556689,-0.14285709420028914,-0.139240801439384,0.0,0.004568535487430081,-0.0020565976062930647,-0.01570846566222872,-0.0065729402815718485,0.001580314329131749,0.011494272473158818,0.0,0.028985480061493263,-0.0018138045216931076,0.00923076042762161,0.0038338189013127355,-0.0038495410484934434,-0.003817300711103644,0.0,0.00644341527554837,-0.001187240988811178,0.012508126901332961,-0.009420665890375934,0.00493282457228017,-0.019047631157769085,-0.024654457594939116,0.0016573596585953698,0.0,0.0029389372759771604,-0.037736077579594185,0.4558823529411764,0.0008725648157321686,-0.002988239591271702,-0.005678781348343431,0.02029296600533792,0.0007393733093716826,0.002293518405189099,0.009259284800070544,0.004673952666770953,0.007654841109545618,0.008383137388056072
2020-01-07,0.0,0.0,-0.0058635879798057955,-0.009404868546316503,0.0020916204156393725,0.0,-0.0025101814453717397,-0.0008316645445822779,-0.039999961853027344,6.0568304577124366e-05,0.005172078195813112,-0.022201731311402684,-0.01157180938684954,-0.012697302826446544,0.023657514894266818,-0.028455210370604944,-0.001576266595410547,0.000622982261435201,-0.00943395377648304,0.15909090909090917,-0.004739578587217852,-0.008887133151222248,-0.005013896264675632,-0.00406738515677052,-0.010101016027768583,-0.00781818270876855,-0.007253808683073126,-0.02092052480662976,-0.011667113748633273,-0.011723299541684717,0.0,0.002458141821248816,-0.0714285714285714,-5.3803332964563744e-05,0.0013192646064192903,-0.0025859446303619915,0.02304390037582249,-0.001703625125111241,-0.0008815952909111413,-0.005169819249399521,-0.07594937800345958,-0.08333334989017849,0.05147094207347935,0.06666666666666665,-0.0025897147747709903,0.03041795825297866,0.003127847700248987,-0.016032629413110122,0.004891094246915362,0.060606002223795086,0.0,0.026156965780456343,-0.012114002577271021,-0.0030487776068546246,-0.015717762149811465,0.00729916892708804,0.004335978697653342,-0.0017694647054756762,-0.00013942274441403057,0.010697259461969866,0.01171457354894656,0.005088812709314938,-0.002667962292344561,0.019417488313168585,0.010555405901858439,0.004301599442097848,-0.06382978723404253,0.0021978205552812824,0.0,-0.19191919191919193,-0.0011624793869434713,-0.007492367931778765,-0.004915669758537522,0.0065763066706936435,-0.0011085195316589136,0.00836948774012125,0.0023182770591620994,-0.025121614778586987,-0.005968793793391214,0.014251835331944518
2020-01-08,0.05594408800680317,0.03917723967049769,0.0015612828844338011,0.0007563282833313867,-0.007808640261289357,-0.02771861961769051,0.008859344881459785,-0.001545759240314304,0.0,-0.0068227463386890674,0.017936027731063398,-0.003784291675298146,0.0026016274330107336,0.00312819750836435,0.006128411849408932,-0.008368319610097985,0.011463961992558502,-0.01743139483133349,-0.028571402621105912,-0.07843137254901966,0.0015874223854401848,0.007550919149906132,-0.028360347814660458,0.048424734729414665,0.009070183077153793,-0.007157983513064625,0.02505212124086076,0.0,-0.013378863469271973,-0.0031633779422114428,0.0,-0.0024521141768402144,0.07692307692307687,0.009959656008159401,0.014492652018784247,-0.007907708260021296,0.009434647011043573,0.0015702472305103576,0.009707909216872368,-0.0014848759184863392,0.041095896802363585,0.09090911061310525,-0.04428932789855777,0.0,0.006839350300856362,0.01350400390624995,-0.029180380349545065,0.0019398722698704685,0.0020411535707069994,-0.027380899128727654,0.0,0.011764694882648863,0.012875678711226524,0.006116202153874983,0.005148510059538536,0.012361365635087163,0.007530232016627725,-0.0011813055123410798,0.007516395448073698,0.00558616959888103,0.0013683921412417366,0.010924645833934044,0.005885261355218274,-0.03809526231553817,0.0,0.012850162653491148,0.0,0.027290361447901867,-0.039215619970607296,0.125,0.012801933519935638,0.007297265983197576,-0.006611044854104353,0.018404888210315162,-0.0006165400296350709,0.009207772948883752,0.004625602930742767,0.0061503664075404085,-0.03442898502369529,-0.008196689752271724
2020-01-09,-0.03973506169436036,0.0,0.02243003646410502,0.00298018844992054,0.0047991747864684076,0.01973693189429082,0.005603718001564673,0.0011910608758807228,0.0,0.00723773706973474,0.018197775920464787,-0.01994302407144677,0.002270487338274396,0.0020790166778179575,0.007995042180547252,-0.00843879693202243,0.01605070783595508,0.00570226794903439,-0.02941173720662238,-0.021276595744680882,0.0047544838045388005,0.0,-0.006513190018963555,-0.007234232928990281,-0.003370941179073661,0.008239605007803519,-0.0224031250961213,0.04273509012636145,-0.0039884780019167065,0.0019833854115438587,0.0,0.008849929383817567,-0.0714285714285714,-0.0023987856737218705,-0.006493455399675829,0.018554791475175803,0.0022733858905856774,0.01301903681936567,0.015805882714346575,-0.0044609663302370706,0.013157836948407109,0.16666660043928627,0.04878055641582524,-0.0625,0.02289451703808476,0.02050705699720412,0.020312900465516037,-0.022070307395407496,0.006737704594671934,0.034271692822089195,-0.007531625121157126,0.04651167733574435,-0.006658668261275147,0.0,0.0006682617624713671,-0.002526121421356331,0.016143479554344697,0.005323835662012444,0.008473498290267445,0.008673756114757847,0.01345533948962041,0.014361273681520181,-0.0008510488118907977,0.029703021403977292,0.01704217276970521,0.01041018774128366,-0.045454545454545414,0.02277039170271955,0.0,0.0,0.017236381799785372,-0.006245275242701576,0.003510596629927587,0.0015647361767661128,0.0006169203857480099,0.009637469781678343,0.023169376066087155,0.010803563283611206,-0.004603454177266042,0.15348288423003398
2020-01-10,0.02068963476083585,-0.0061262565962850735,0.010079641419742158,-0.0028040997947029744,-0.009410596802031268,-0.021505417207869693,0.007509419178810539,0.0016649836662654405,0.04166662527455389,0.023141236579142133,-0.007376010967645619,-0.011627896231359958,0.02071190712176696,0.020401112059454274,0.008686905612513396,0.04255322510531978,-0.00728047133156251,0.0023100100988242556,0.010101000370632551,0.04347826086956519,-0.0063093923701303956,-0.006557468669628808,0.005705717888398798,-0.047645760885625554,-0.02705717114250139,-0.011056230210588103,-0.008333288235355618,-0.016393381279151686,-0.013881415931947916,-0.002771167624305182,0.0,0.005847768074314752,0.03846153846153855,0.0016030086109632968,0.013071860765527132,-0.018986475759861343,0.00042008512261859643,-0.020926206802316827,0.00552126610933068,-0.005227638120691713,0.02597409031366782,0.0,-0.05813950369524212,0.0,0.011252547353566955,0.03565736128294028,-0.023217795931871787,-0.009766345999074777,0.016964923546935795,-0.05207095743373347,-0.004215773796481415,-0.020370394735505948,-0.0030469560611062763,-0.012158043257392115,-0.0019287538879726451,0.005909859415329288,0.017161791601404852,0.003530342975138101,-0.0025573475875358964,-0.0038648628010546915,0.015247313924605876,0.0006486208286360373,-0.01011404149923234,0.028846079781212453,0.0,-0.0019317803261308386,0.0,-0.021103944540788455,-0.04081638505625207,0.0,0.03304156985835416,-0.004776074218361015,0.008891119056045005,-0.009842228512575657,0.0007398703780163718,0.0011454368873657916,0.0011488669538233243,-0.03274105835936325,-0.000933045547825806,0.09314229037461441
2020-01-13,0.02702700090373522,0.0,-0.038574410684453664,-0.0056238927275105155,0.004322578245699482,0.0,-0.008802454497923051,-0.0005938870987667322,-0.039999961853027344,0.005416278942470765,0.01600423038159038,-0.030392105072472253,0.01934052264348507,0.021687607671115883,0.004243557348646565,0.08163264603217901,0.008847983358289735,-0.00020940235984823197,0.029999971389770508,0.08333333333333326,0.009523944368243331,0.0018858648476329787,-0.02196988087229157,0.07769274353188216,0.032444894162099835,0.006075935163843527,-0.034664160230990726,0.02083325407629788,-0.002436386924738798,0.022628014400141172,0.0,0.00436030327960113,-0.14814814814814814,-0.010562794130563602,-0.010322540032668415,0.008238488863099525,-0.004870426568622466,0.01154569063505817,0.0047778187455256305,0.000750606295933931,-0.025316516819373858,-0.14285709420028914,0.009876688583074333,-0.07999996609157989,0.0032834322272181637,0.03229371414818094,0.015231434461242088,0.01266132203626702,0.0029079040718595905,0.0024968169185866085,0.006774071482265498,0.020793976239627865,0.004889944031871929,-0.012307680570162294,0.014866533571812779,0.06546347608246861,0.01812566550172079,0.00996787530680221,0.011536955152243289,0.010960342725141237,0.011646908680400747,0.010098454588759687,0.007636165640565018,-0.028037313207575854,0.0,0.0,0.023809523809523725,0.010187212736339157,0.02127655960120034,0.06666666666666665,0.06806992179141003,0.004293536309514234,-0.0030340987879632353,0.013332240324479105,-0.0004927334101271219,0.004449828199646122,0.012576590642095153,-0.0009699590969058924,0.009379938760378126,-0.007490564915299536
2020-01-14,0.019736823530408287,0.0,0.0330571379423128,0.013000091337169284,-0.011558211718052602,-0.010988947897229817,0.01725079084555703,0.0014267579788900253,0.0,-0.004676624228615589,-0.00196892350633171,-0.011122407131747947,-0.008398072786580446,-0.013598715212536083,0.016032771782969135,-0.0037735113665788855,-0.0004001716897953367,-0.003771777316004865,-0.02912618662434696,0.0,-0.011006307317334318,0.003764517357687014,-0.01641567040305958,0.05024577297258781,-0.01346810829614975,0.00012071873186059179,-0.011969396481739225,0.008163234884094317,-0.002442271726471823,-0.006987589424551577,0.0,0.00868323681375105,0.0,0.01908660841555898,-0.01694912809377469,0.056679673580652956,0.0041347831942017965,-0.0008151040996259296,0.0006389596221312299,0.00675154339532158,0.01298704515683391,0.16666660043928627,0.0024447446973423492,0.0,-0.0058787952769886465,-0.056475140559262615,-0.005399187322505328,-0.006054086826539518,0.0007630558933202636,0.046077197741347664,0.0,0.0018518059014955845,0.0012164734927035958,0.11838002227616795,0.0023438655867027425,0.05907836122236909,-0.021685591921611236,0.0020317843886252795,-0.003937550145903357,-0.0016311494485715672,0.0036356354530009405,-0.003982929843023952,-0.00042687116661266344,0.05769228182835984,0.013513540226605114,-0.008064611812693911,0.18604651162790709,0.007739301720170344,0.041666730428537635,0.03125,0.030202209224283738,-0.005029671199948571,0.005144780812092131,-0.011833372356395477,0.0,-0.007214500637603427,-0.011239695685677287,0.016994640933918337,-0.0020516312779760293,-0.03867938461686249
2020-01-15,0.03870971860300254,0.0,-0.00295513421395599,0.007083268806842957,-0.003969126548924895,-0.004444350347984294,-0.019667541421561574,0.0015418112036200693,0.04166662527455389,-0.0055315233361081795,0.01648816727721991,0.049079806647890356,0.003764079388939745,0.011096164298781686,0.021406733424355062,-0.060606089663803875,0.0035695796314696437,0.005048173975268799,-0.029999971389770508,-0.05769230769230771,0.01748822342155565,-0.007032152422538407,0.0046429468454278755,-0.016640650152974668,0.0045507022456130475,0.004227226976275089,-0.0022023820295525853,0.008097233337461152,0.018498233106205575,-0.005473001957231993,-0.010985879359893813,-0.001434602244973826,-0.04347826086956519,0.028252535590050698,0.021220074265438704,-0.011415248450241222,0.0004204296270333696,0.01074307814842057,0.008298628010760423,0.0,-0.02564100100869393,0.0,0.0,0.0,0.019447677041675826,0.012130558154315407,0.004064678547871514,0.01337366997619438,0.004574495486232566,0.05714291877487354,-0.0016821542714935411,0.007393708499300766,-0.004252526616156493,-0.002785512730456685,0.017171985679703017,-0.006322222636571229,-0.016358337135022216,0.013035905533615777,0.00040917560874209613,-0.004516659340620288,0.0022137374399611165,0.002495804776215582,0.003096511094853316,0.009090885971531737,0.0,-0.0016258888169465857,-0.019607843137254943,0.004887146939380527,0.01999996550871108,-0.14141414141414144,0.03453414632666929,-0.015420041900160664,0.006630894899048112,-0.0025210721977062533,0.0008627643954053354,0.011282247390451694,0.011319677508616843,0.0100264073965175,-0.0010884196577140015,0.017664443032525234
