Date,AAME,ACU,AGYS,ATO,AWR,AXR,BDL,BELFA,BKH,BKTI,CASY,CHE,CIA,COKE,CPK,CRD-B,CSWC,CTO,CTS,CWT,DRS,DSGR,DUK,EBF,ED,EDUC,EIX,ESP,ETR,FLXS,GROW,HCSG,HTO,HVT,HWKN,IBCP,KR,LUV,LZB,MCS,MGRC,MO,MSEX,MTR,MZTI,NC,NEE,NI,NPK,NRT,NWN,NYT,ODC,PEBK,PEG,PKE,PKOH,PPL,PRG,RLI,SIEB,SKY,SMP,SO,SR,SXI,TDW,TRC,TRNS,UG,UGI,UMH,UNF,USLM,UTL,VALU,VLGEA,WEYS,WMK,WTRG
2016-01-04,-0.03006003403741575,-0.009195218007108319,-0.025025025598375716,-0.010628259981798283,-0.03456505439048374,-0.01379309059654088,0.005484609141533037,0.049795519685495115,0.0055998006168269665,0.0,-0.04034863789728915,-0.020160427830181904,-0.057873464101381056,-0.04087428149755279,-0.049867794391533216,-0.047080634914955066,0.03674352194132635,-0.008726819816714304,-0.028344387871195198,-0.00515665181967484,0.0,-0.03468948405607686,-0.002801248193077477,-0.029091117439644876,0.0020226622550196804,-0.012646561794104838,-0.004391204306210761,-0.015534278790130585,0.0032179882586780284,-0.01607005464111666,-0.025640800725711732,-0.020934732021437696,-0.008432034517580012,-0.022388086020746933,-0.04249351387558087,-0.038082510580598194,-0.016017361204153202,-0.025545341928671306,-0.022113391041763353,-0.0511331067600006,-0.04644714881942125,-0.014087105216373685,-0.015071683992391116,0.05066719157165345,-0.022432030263022318,0.006161274741703471,-0.003079717671058413,0.0005123777030393573,-0.04260197527465537,0.038461779619546776,-0.01402849393454031,-0.030551304196284046,-0.03936991932732614,-0.010858384446779445,0.0002582401955215641,-0.01660045207970129,-0.057368094446542006,-0.013184937004189878,0.012952130121029803,-0.029473689519582846,0.0,-0.011235981723162314,-0.027332300810123833,0.0051295391335617335,-0.013297528214887833,-0.021527827668556543,0.05316096677688864,0.03968665380549341,-0.02012070600685323,0.06005211704931179,0.002666135709778139,-0.03359663059800544,-0.035316990618465716,0.0012735967397163872,-0.01867348226728205,-0.08380266042806528,-0.036432786465214195,-0.020179309295431103,-0.023927764356967307,-0.011073796991113993
2016-01-05,-0.05578495903470748,0.008168012939795855,0.0010267175684632868,0.0036876265265539665,0.007160560466315857,0.009324000514850717,-0.00454559362527418,-0.048732916637990176,0.01670585240786271,-0.005076395169264281,0.011679518601738215,0.006131649744695045,0.005714280264718097,0.009653928439249393,-0.007047363921042438,0.01580997250785976,-0.0027799644157646686,-0.00459314928839305,0.0017498370422437404,0.0038873083456720803,0.027777728912800947,0.0,0.0071637828901862655,0.018191350713159693,0.007919509447906314,0.00823396395732412,0.00033923669862012673,-0.010651012173703456,0.005395233311369374,0.0006896500759172586,0.026315552565018274,0.024897529270566876,0.004081970959790349,0.008110379649357125,0.012262480267203557,0.006825820948199501,0.022594853090726286,0.011915887178632012,0.009212969865814324,0.005554987247973653,-0.004163089356090222,0.02021240500574817,0.0034431678817810063,-0.03680267890284217,0.027908290452285378,0.03650461300337482,0.009751767444382331,0.015881294940756963,-0.005294407930355627,0.003968059071018937,0.010420584483533446,0.007686383845470823,0.027134124810149096,-0.012022656330983317,0.0059432527577036875,-0.014854690347706145,-0.0023077774918708327,0.010688828503542691,0.019400363046752522,0.0335393375460038,0.0,0.03409099092039303,0.010537655002282875,0.007017051736132318,0.005629573011014077,-0.00012274986471250138,-0.09413375559469372,-0.005022626586431489,-0.0051334899291402,0.027093836880095923,0.007385463403377868,0.021472383331560874,0.011241743769424328,0.004906444914493102,0.01164437332949797,0.0,0.006695650536079789,0.02402685329239862,0.007862708436609411,0.006107967471849163
2016-01-06,0.028446300424271653,-0.023726492366118124,-0.03692304171048677,0.0031949415380618795,0.013729167092627392,-0.013856799962293498,0.010502273349347613,-0.0095629032288711,0.0069517394475906436,0.005102296442276,0.008465425364369894,0.00697453340150922,-0.03409087676400968,0.018162798550457326,0.035300600877441246,-0.0038908248873437135,-0.006271394787409346,-0.0074983084437312275,-0.022713946331761048,0.011617974049580537,-0.08108110531215496,-0.002661995157670183,0.0022313739202506344,0.02996562717590079,0.00477594265031156,-0.054445968031187175,-0.006613119683721358,-0.01913830797850702,-0.006381154018723301,-0.019540252477013076,-0.008546955725987848,-0.013718479140615636,-0.005758835220625924,-0.043066738318588205,-0.0028839401870818238,-0.0006781472063960292,-0.000950233630671371,0.009185050773218295,-0.025726194192286056,0.020442119320639218,-0.007943141208028748,0.010589237759959458,0.002287302671692304,0.0,-0.0025856884812365255,-0.0047716012199680025,-0.0032516115272489543,0.005547214436942394,-0.007350066961776425,-0.022397813554893342,0.008528313234139606,-0.008390537414494359,-0.0027513010674803384,-0.010582310485562352,-0.008219716523694576,-0.017820519284589387,-0.04105219232118118,-0.0032315120755369575,-0.07569172713602634,0.010816897989614382,0.0,0.09615384746674183,-0.0072192507834525355,0.0002105535699792327,0.0011874239052240831,-0.015365905932605117,-0.09789152790470801,-0.04189808120800875,-0.008255926436571692,-0.01247011453065383,-0.0020530207489468655,0.0060064162949649,0.00600098049779807,-0.005243930403364683,0.023862834960566293,0.008454641359370463,0.012519833773252387,0.00968378491575117,-0.005277457890146331,0.0010117863764740331
2016-01-07,-0.025531945895174712,-0.036159233723537465,-0.021299334997540664,-0.009713425227912187,-0.020798624076807992,0.007025810290949952,0.0,-0.02620693023873899,-0.006066939081069256,0.0,-0.008225016322935153,-0.048752381508146314,-0.020588285205272117,-0.014004238459202178,-0.0019845909893854152,-0.029297457963243012,-0.0014026536759198516,-0.011042425913175835,-0.022050154880391526,-0.011909591146193721,0.029411803836514316,-0.04003557103456867,-0.009184489974712218,-0.014418093119188069,0.007666145016494541,-0.11132440758900297,-0.004950746058573929,-0.0020329321754164464,-0.014158617016160613,-0.01594374681990085,0.03716522380589904,-0.032164380450177665,0.007836489561855231,-0.0079125742271281,-0.02024908412928983,-0.009497656967906831,-0.02330576692872388,-0.021003354140927022,-0.03236820946448282,-0.025446243997429785,-0.03834801031448554,-0.017407398390332895,-0.0019016324675779073,0.03030326928021765,0.004061676788214008,-0.019862891011062866,0.004413366445717548,-0.022066050419372596,-0.02234148153355653,0.004043204024565039,0.00019651072659088165,-0.005384664124847061,0.0035869338021348174,0.01604301765635796,0.005179443062200084,0.02302864742748567,-0.01899302269588099,-0.011494267072167497,-0.03275640771321531,-0.014534462379267588,-0.01550380541331653,0.015037597731243801,-0.02827887992886191,-0.008443649996915492,-0.0011860156019464219,-0.024719008043164625,-0.061769511321076775,-0.014752279516177746,-0.00520283442734637,0.00048544683111950704,-0.02292097010376415,-0.01890582548001063,-0.002542559070475514,-0.01472448933258963,-0.0065804656618922985,-0.0015242370609525047,-0.03361710453374489,-0.01696804850006517,-0.05766989940990341,-0.02088959320589112
2016-01-08,-0.026200906009822056,0.01845039536866877,-0.043525531751285484,0.0011256681504332455,-0.0007408235914685424,-0.004651158148691992,0.035698157856734136,0.0035409535463901687,-0.001052134359369128,-0.012690380756960162,-0.006497840719600356,-0.0014848910982486752,-0.004504464513291007,0.002649124964630545,-0.00668803378134486,-0.030180510472844535,0.004915407961894491,-0.020372304140690134,-0.026812831984918573,0.00817901644517316,-0.08571431033197763,0.0018536105499891153,-0.0022470439284535404,-0.01828612388472428,0.010803387817639454,0.03995629281946811,-0.0001714888091789435,0.00855426907481216,-0.0002964035829833289,0.005718390970401277,0.016666754985273036,-0.0026946077982612504,-0.0023663748107943805,-0.029910371945073733,0.02598185742474035,-0.014383508304810055,-0.006574402958955283,0.006197673489352962,-0.008802722964796561,0.022222275277867132,0.044259335986304826,0.0017201116297169694,-0.012957387019311595,-0.011508589246819079,-0.01893460374520406,-0.014442681247598066,0.004488928875556963,-0.0015386028082193803,-0.007442933260885187,0.0013423684174427297,0.0027528359609205744,-0.013147675624795796,0.007423435973102244,-0.02105271845282064,-0.01004876704240587,-0.021827887252284572,-0.04794068294617504,-0.004472469755532504,-0.016448903860885378,-0.00875191159510147,0.0,-0.08641975384394118,-0.03658588672131857,-0.0074519879586426585,-0.007294215973747242,-0.022785274962966895,0.05160121634394965,0.0010694819746588369,0.006276094488371298,-0.04465998112163161,0.005414059946081018,-0.011156189087189738,-0.013627274015340696,0.01494454005318313,-0.007728889282663687,0.019847562747944858,-0.0031984249478045346,-0.03939957234861069,-0.005630499566934288,0.005850005417705972
2016-01-11,-0.044843030314975274,-0.019927885789269184,-0.0022752564477985793,0.0033728168132376446,0.008650270788782555,-0.011682286982201417,-0.01178001421671071,0.0,-0.008849593296392677,-0.04113118887001954,0.011962082535461382,0.008495459711266973,0.03770738999769718,-0.029960614240318262,-0.009281253721413973,-0.0062241902804804905,0.011879938698752257,0.00959811120972831,0.007514344472955958,0.003842693208840009,-0.031249946990222655,0.001850092813415971,0.011120501233764069,0.005853859443477827,-0.0018066512341800012,-0.01661421222389603,0.015785784253305568,0.04200285559570638,0.0004445680624232118,-0.004738191724415919,-0.016393528069592933,0.036024990270573376,0.007793755711720918,0.009763521152842625,-0.024172665641486346,0.0020844910703905484,0.01176471670100554,-0.0040275217388374696,-0.007104719247112201,0.023912787916052336,-0.005874999602721864,0.020948028283960696,0.005019070906402634,0.18628640306831756,8.755443297969734e-05,-0.0014173939429549254,0.0038986676603984805,0.016435505810467932,0.007762150806985835,-0.029490962826908107,0.008627479451206232,-0.0055026579973187495,0.0019107146719774537,0.005376198884666783,0.004684948916135578,0.009762846668757597,-0.012266460273039126,0.014974850041692411,0.01082156629582487,0.004414548016956621,0.0,-0.010810835860975088,0.02675520854937319,0.004719197609035275,0.008543961378537634,-0.0040608496384844095,-0.10998304114118462,0.029914552787143167,0.0,0.09552822390300242,0.005384083017653474,0.00615360826183764,0.018785180582415517,-0.0012725357375454882,0.006954303842167331,-0.01871262712125754,0.000801833406866681,0.001953219989049515,0.009354982418661173,0.007184272339774145
2016-01-12,0.004694881583940269,0.0012325285895806726,0.04903071026875572,-0.006082936050394672,0.002695510724502137,-0.03073288743610747,-0.003973641446775811,-0.02752291984775046,-0.003189104814421362,0.005362198183145539,0.013521357832902092,0.01354930488920636,-0.0334302347743749,0.010951846221841866,0.013776698354622363,-0.014613745198572947,-0.017955743819590975,-0.014260121795324543,-0.0012432480253238287,-0.004678569099172636,0.03225800803120804,-0.03462603902509298,-0.00779648191206983,0.006349515710653453,-0.012215243064836345,0.009503400247715676,0.0033783364189456933,-0.00038735958346780563,0.012583369131490274,0.01666273937416407,0.041667081333293776,0.00028982358956430865,0.0023538057084455666,-0.006106385622635102,0.008256910046992028,-0.0013869577350537066,-0.0009689931287718556,0.015223935671345723,0.010285881518789175,0.010615797184943876,0.002110540336484057,-0.0013455399325538187,-0.0038417903161177547,-0.051254113109665544,0.023772308430907607,0.01775153175295041,-0.001894447002659505,-0.01263270784971382,0.00430805703370174,-0.041436135515617534,-0.01146973594612577,0.0,0.01307528904346622,-0.0021388018746834048,0.0,-0.008978088632516257,0.0068628318088563844,-0.010032494366665534,0.10462274739150712,0.0029300386831538905,-0.03937005989899656,0.03825135387640488,0.014850344243622526,-0.008326547129560713,-0.013724151372188298,-0.0007890121028505392,0.05703426744925122,-0.02126554320080265,-0.009355525328331171,0.05658637340699313,-0.01011590848498034,-0.014270549075663719,0.0,0.005824732239423369,-0.007458713425851804,0.003813751463230597,0.0,0.00974651978403629,0.004390286140877553,-0.004076015276066602
2016-01-13,0.02570091602667879,0.0,-0.014130447514792088,-0.00563693602053339,-0.011730101434446971,-0.012195052453833122,0.0,7.76410475911149e-08,-0.013221942666141961,0.010666750192861896,-0.027269438443285443,-0.03934098903384031,-0.021052611199678495,-0.030666115886291312,-0.0027179295070399734,-0.07415283330859246,-0.019690161676432227,-0.06168385296160772,-0.03733654428210942,0.0,-0.031249946990222655,-0.06312767596636715,0.0060336515500882815,-0.026288038860239338,0.018014913199297045,-0.060669605714753994,-0.00033656845764118426,-0.0015507764684556946,-0.0029241806676003623,-0.019433504952914737,-0.05600095688045059,-0.028389260019805684,-0.006373621890994108,-0.01740948692907418,-0.0032169171618406933,-0.004166464183738783,-0.04946624118045018,-0.05342102523888459,-0.04869395877675631,-0.04096643689059898,-0.02852259238775945,-0.026945146756716,-0.014654512849717527,-0.07126383790505408,-0.02210641236418731,-0.017209439212100608,-0.007212072828575167,-0.003582294050576751,-0.02105822592973816,-0.007204682243385108,-0.01042286213586785,-0.029249391601891328,-0.04060231989356533,0.0021433861530055776,0.004663243194273026,-0.012543456688105081,-0.09931834160003217,-0.001490200326648372,-0.08634375480885847,-0.02791729077828997,0.0,-0.013157876666887502,-0.011595904624696396,0.007535541943637147,-0.011166523124008343,-0.03303928247311072,-0.052158240126011,-0.04716485722257624,-0.015739729562773808,-0.02326598928007484,-0.011421943795498546,-0.02792156052304484,-0.01151186181391417,-0.004162520048813012,-0.007236102168430181,0.003799262022134542,0.0,-0.023552314105605432,-0.03788226700498387,-0.009549740288829156
2016-01-14,0.006833692299794025,-0.019692473890738693,0.038588797491300175,0.020084339465561207,0.008655010134687169,0.0,0.0044327605373080115,-0.02259486298918323,0.014480027513533056,0.0,-0.0005175861563221362,0.009372770482001025,0.007680447333301199,0.002247251647798487,0.03288493620058919,0.04347842877196406,-0.001434753052527049,-0.004496763252595959,0.005817827547618615,0.007264912014320668,-0.03225800803120804,0.030117414394708497,0.009344282994677267,0.042656399774570364,0.014097684548088019,0.035635198619903496,0.0028626795329027566,-0.00038863931906840676,0.013196525501017131,-0.002387763661196751,0.05084821840486997,0.023255627266644208,0.011815976606255107,0.013548639758969472,0.017898934874787553,-0.001394789394541296,-0.004336767198087177,0.0017326966850723657,0.005118578393771278,0.010952749438944531,0.016651696488906298,0.007615121852615925,0.017220639488982892,0.0358910437296347,0.009462967551483459,0.05158539376296001,0.01022728587521149,0.02722129796417372,0.016730886344311413,0.018867558855627964,0.013116101638564803,0.04234570721057351,-0.000560646375032281,0.027807466868866593,0.024755167556951507,0.013408407981749804,0.012252309163022668,0.01970152049442686,0.013500571792012694,0.021038472011360998,0.0,0.09333326971608025,0.010055684413364796,0.007264796653384531,0.02293259093289257,0.005036556090537658,0.056925948612987165,0.038375967834387126,-0.006396633143354258,0.012135007750938787,0.03496528875915739,-0.003191706545225048,0.007500565021755223,0.0023625881857429754,0.017101337587205334,-0.011355049221075886,-0.0024048131892316915,-0.001976796040202178,0.008076656614588673,0.016528976785243454
2016-01-15,0.006787309912309913,-0.06528582302604968,-0.008492560834195695,-0.00015874845681596028,-0.016425884143168923,-0.009876533325735348,0.019858757408817596,-0.06413113148712157,-0.015764503812960684,-0.015831478141985045,0.007422032716066562,-0.0007142001633657635,-0.01676831318199612,-0.02059083557442687,-0.0038694714018566723,-0.03947352008909444,0.002154577122584378,-0.008819058080024145,-0.042416624125976354,-0.025880435529635815,0.0,-0.05946485355759268,-0.004007003595621783,-0.02951834861943825,0.000887469314703182,-0.008602167297593444,-0.007220837104801814,0.0,-0.014616821988166384,-0.02225950589817316,-0.008064057679728953,-0.01631690405118491,-0.020687063777335202,-0.014395660735330718,-0.014125115239660646,-0.011173144225699594,-0.013835640034358887,-0.017296676974945413,-0.007869993101729755,-0.004875392605651618,-0.012930822941879416,-0.017520116643182093,-0.013081674054666315,-0.08721665804401169,-0.004253151718930703,0.001349752472679544,-0.004068274462452837,-0.013000088665669374,-0.0019589131572387286,-0.025641135133089188,-0.017065497198117452,-0.016406754564407433,-0.033651213470815566,-0.028616087106194565,-0.003522503983218961,-0.003481463184860978,-0.012459856005684333,-0.025468471304533113,0.06517596693115779,-0.006214184818411184,0.0,0.12195117811934875,-0.02433625713544818,0.0006358498433800541,-0.006963234489498427,-0.014628141264649286,-0.014362662741476018,-0.013926027815857944,-0.007510697115483023,-0.06571945232266774,-0.02232706785810723,-0.008537756530882623,0.008424858001952362,-0.0018131439272665029,-0.017640774028146344,0.0022972155699805263,-0.03575691455449592,-0.02931861847392314,-0.019529458327840477,-0.017954089947323615
