Date,ADI,ADX,AFG,ALK,APA,ASB,AVT,AXP,BAC,BK,BOH,C,CAT,CMC,CMI,CNA,CTO,CW,DDS,DLX,DOV,EFX,EMR,FHN,FITB,FRT,FSS,FUL,GAM,GATX,GE,GL,HBAN,HD,HNI,HST,ITW,J,JEF,JPM,L,LEN,LNC,LOW,MLKN,MOG-A,MRSH,MUR,NC,NYT,ONB,ORI,OXY,PCAR,PHM,PNC,PPG,R,RJF,ROK,RRX,SEIC,SF,SRCE,STT,SWK,TEX,TFC,TGT,TKR,TXT,TY,UDR,UNP,USB,VNO,WABC,WFC,WHR,ZION
2015-01-02,0.00035997865846981725,-0.0007308932238417887,-0.007740183164003711,0.009538232557464,0.018509524863454807,-0.012882281878395796,-0.005114163748556111,-0.00021549498706352477,0.0005588583130005098,-0.002710835306259818,-0.012982560078296568,0.0027727164171720275,0.0038241178716349467,-0.006752484950759197,0.015606522301859993,-0.006200108162997098,0.0017922474004254951,-0.007650134139761233,-0.027080978656833343,-0.010441976257750785,0.0036248344860623227,0.005564243039253736,0.0009718693549933821,-0.012518557172149447,-0.008341670858619366,0.017084055656707564,-0.006476601875886501,-0.019088476885406602,-0.012285649112516506,0.00017397974751642842,-0.008310197745567294,-0.00018460478230963862,-0.0019012305908396865,-0.014670806621591592,-0.010967836186427382,0.0016831088272981631,-0.00021099145956493537,-0.001118915540486154,0.009367018184635256,0.004985768439638383,-0.006663612451082712,-0.011604582186830359,-0.004335111914895218,-0.015988642702910005,-0.0047575902223353506,-0.012427563707287814,-0.004716944634420517,-0.000594248742438408,-0.04076813119752609,-0.028744352464476486,-0.016801150792475683,-0.0013673611923877838,0.0004959615552322383,0.0020582375815516585,-0.009319566957629255,-0.004494313997758792,-0.007571485494429431,-0.006139088345209265,-0.002442892889185644,-0.0014387413464015397,0.0022608541149415906,-0.010989030118703114,-0.008036300407980645,-0.03847272756400799,-0.001911213819576707,-0.0006248384816414099,0.020444843034264526,-0.006171054134839649,-0.007640645340909025,0.0011718224385368625,0.0014245740871521306,-0.0074732157931788334,0.01784545394195569,-0.004364705341393327,-0.002669990902099184,0.01410253839279374,-0.011832044717998036,-0.0021888496961935955,-0.0037680341327444022,-0.007716895369058174
2015-01-05,-0.018185019733897967,-0.018288436970550936,-0.013112194799603127,-0.014254953714157526,-0.0614131021621086,-0.031538945924063255,-0.012616635358605577,-0.026445766135901883,-0.029050275029292916,-0.02570477065334076,-0.027844492603601556,-0.03151564595332157,-0.05278625339125853,-0.04449949182806201,-0.03387485180598404,-0.029373601100650792,0.0017891453988363448,-0.020984181841247396,-0.00591203234653237,-0.011363298798355292,-0.03487054357576502,-0.008361990859363955,-0.020553567710317355,-0.024608358773602013,-0.030182832549569327,0.013555232689121288,-0.027379361452009032,-0.019917632982921596,-0.02516613972639037,-0.03370958345344954,-0.018356299065977466,-0.017909892668488747,-0.029523794033264217,-0.0209801670596651,-0.013267042733377865,-0.007980088941137664,-0.02471522990702979,-0.03606628365416087,-0.03269972585405567,-0.0310451244693557,-0.023957906257592088,-0.007676521857961749,-0.03082545073879739,-0.023928674188277377,-0.009900496220429988,-0.009711325228794476,-0.007021633232675573,-0.05327758238019087,-0.0293293086532187,-0.011682373654845146,-0.02460686373583365,-0.021902489310206663,-0.037073776328443664,-0.033602299027432725,-0.014580966438611731,-0.030610216082243458,-0.02580609430807934,-0.03207625669609304,-0.028172099089200153,-0.03359155882761111,-0.022953404522507603,-0.016413785273841075,-0.02193229495505644,-0.0003030112548119135,-0.016592223377485005,-0.02134958341252724,-0.06467461683265596,-0.03156558500566253,-0.01792101802185264,-0.03042375670462938,-0.0192080698313446,-0.01458815564488991,0.010519435898308727,-0.033808625173403994,-0.024090836521035386,0.002513410675013761,-0.022089246875310886,-0.027422693146264443,-0.020621140074616573,-0.037469152603515354
2015-01-06,-0.02347316436891589,-0.005216014106392386,-0.005718467883610967,-0.011770666035055055,-0.010849703533100108,-0.023582106949905146,-0.027449058812018978,-0.021311761474839375,-0.02991909536576909,-0.02891894166704434,-0.018625667862347317,-0.03520400795304668,-0.006434116640943066,-0.06727043579171088,0.005584548394420352,-0.01955017523611391,-0.006607191968946102,-0.0192480496851426,-0.024696267360757473,-0.02183913237524293,-0.004750395645361616,-0.007936486173217294,-0.0016523093480539375,-0.01911309965572139,-0.040306372872976226,0.013083309903527462,-0.02077730111563314,-0.034571586405935606,-0.008308873927338811,-0.020140417457643833,-0.021544685960280918,-0.013536040078500178,-0.02649672723107266,-0.0030615355689226353,-0.014449055864569349,-0.004233699447230621,-0.013753394980537292,-0.01812653436519518,-0.010507630141460167,-0.0259290032229188,-0.01767309909911685,-0.008418379186783231,-0.03198548925280742,0.00227003322984598,-0.020689776959685657,-0.017127113610097,-0.013434485907330096,-0.02552299273067804,-0.014293376305125505,-0.0330967982933531,-0.019621836212773358,-0.021693407433098777,-0.008498483294937409,0.0013666197168469285,-0.011933488599954467,-0.025897098344809355,-0.0024607986050299013,-0.01097170375912615,-0.02628767749516292,-0.011462408443404293,-0.021455806865920413,-0.014634558257726193,-0.0309089442427235,-0.016677033989592083,-0.02855316350908732,-0.010003479310586316,-0.03231887496073338,-0.019503105697982637,-0.00013548152180575812,-0.020758058337026708,-0.004351783713855806,-0.0052532541072842776,0.005678060505472482,-0.020680591585770736,-0.013257595260489863,0.008105300199968912,-0.024277020561118468,-0.02086416562721416,-0.00825209255300785,-0.03819296501000791
2015-01-07,0.01051627733788485,0.008989127403532526,0.006597231258967495,0.015313958947475115,-0.011137664983126294,0.014951057955760794,0.006326057413169606,0.02183997009430616,0.004744785087838821,0.02063707086582789,0.009310736965029376,0.009270092901993543,0.015496427925913991,-0.011095711137765862,0.0047805652131347465,0.0060096001395602006,0.0008988618822343142,-0.004757558957226293,0.03963420947625118,0.016786721356508494,0.008244461083103394,0.01687511614585846,-0.002151770304614997,0.006235177893956667,0.011164476644917265,0.020949788779161427,0.023956031666857447,-0.007984047914320502,0.0050869477011710185,-0.009359788841722394,0.0004155743203761997,0.0011431949668070374,0.01310478792774128,0.03427440660010239,0.0126244204783994,0.005527209826587498,0.010870623679242852,-0.013254791238796582,0.011542158438314853,0.001525874268309746,0.0,0.049334168675903234,0.013922306642839555,0.029744586724081312,0.0010565653608498593,-0.001826658277363058,0.013259484548199252,-0.0021472836016027674,0.05873743669775622,0.014670004022860894,0.002144665021047487,0.02074373553199682,0.00012990744614360672,0.013343268051947188,0.049275059824387846,0.011543855395826919,0.004440665597729154,0.005207988510187445,0.00887593673186493,0.0016970311952444472,-0.00041640058346981146,0.014590845770082739,0.011465407302790442,0.009867573087498416,0.009352586047683076,0.017199069197945782,-0.010097202134304983,0.01335125927281533,0.0378529982791731,0.0066555068334999135,0.0065565833795313555,0.0048012683728162475,0.006901131961247531,0.005524288729019888,0.00880264333962244,0.021137692593511836,0.0067070955153563094,0.00595081831645583,0.023523397344256125,0.009545736903503466
2015-01-08,0.017654791313851836,0.01781697288884998,0.018148296950717846,0.01726150391090564,0.038737455483301764,0.022662776745082214,0.023694386834741676,0.014174827566002524,0.020660967448644874,0.013821340027407869,0.014191916687429806,0.015047485277501327,0.010249168762829886,0.007012757025311123,0.02021956191912211,0.02470811900571035,0.016702894213815433,0.018822599273203178,0.0028510589115342544,0.016179857570070455,0.02036954163164406,0.021388900040648195,0.026206426277281425,0.024012376401219004,0.022607944556819692,-0.004357176390103357,0.020721818672333248,0.020731949008494954,0.017564597080542033,0.01333852616147424,0.012043238362745345,0.015419902845920541,0.022885552804436937,0.02212461680823763,0.01729321502493386,0.010570885953243625,0.024114542133405248,0.035979798590957346,0.04062095868313431,0.022346381382381875,0.01599210639904558,0.024710060894996166,0.02296927286120165,0.021114494321738952,0.0017584950143598732,0.016471637483510104,0.016799122166290426,0.04496609487618208,0.007281331361887355,0.021686560653696896,0.029957052087788538,0.019621506770515662,0.008829855757004568,0.013167828774626633,0.030847366349507466,0.019250660198782077,0.026616513189116064,0.02398591702585029,0.01997800507189096,0.02945638490082092,-0.0015268228106373183,0.012583653478261736,0.02061007673781101,0.010381466502584535,0.021178007392849807,0.019021391411418342,0.0066693586424413365,0.016671545896649764,0.004689591535903315,0.015670813377987036,0.045114640807104145,0.016722158304397272,0.001884354517555975,0.037483804642097995,0.007347953421452225,0.003409190893964409,0.013324586952148554,0.022137896110682398,0.02579791715177593,0.01399384049686292
2015-01-09,-0.0007304745074196983,-0.004376310364635261,-0.010232843267273473,-0.015980167556542635,-0.002957331076615888,-0.01717454875435398,-0.007086198388651432,-0.012666589048690002,-0.01792923585808026,-0.014642680085800719,-0.019241319224360343,-0.022333317638779104,-0.011949119052972246,-0.010445965488201314,-0.015224333900878961,-0.011128790096153196,-0.01960818880207771,-0.01906127139445324,-0.021769466065361898,-0.012185364023772904,-0.020947295337726768,-0.0042123556221840275,-0.015677647749290813,-0.024962137884396274,-0.026735271701308738,0.0009178637013536051,-0.032088783147426025,-0.0069297356303010815,-0.0017553817023454599,-0.010968884766748177,-0.013951374423039398,-0.014435909668510494,-0.028210159381614752,-0.01714797080342567,-0.017394686998653208,-0.006694433434023761,-0.007530519132028957,-0.02685818060448375,-0.013596423948185277,-0.017387021382625822,-0.01500247816923983,-0.0014937366314285994,-0.02353157923593785,-0.018811100514097512,-0.0010536856078569024,-0.012465494218426243,-0.01373910083737706,-0.0012356189369752135,0.015318458871759866,0.0031449962444871638,-0.02493082825002979,-0.020618575297220776,-0.0019306870899067352,-0.03662698476893678,0.011165801404324327,-0.0186611424420573,-0.012658645950703873,-0.01748646969261336,-0.01832835033815161,-0.017186381366706915,-0.006813278353791308,0.007862102689594641,-0.014135715534556614,-0.028407103754170104,-0.014517288964196684,-0.01887389065245726,-0.03546365439442656,-0.025919069442921994,-0.009075437747906645,-0.007955541253353515,-0.017082188222789063,-0.002349903780813345,0.0034482870008463173,-0.017936480147195177,-0.020743422499046038,-8.093254032437436e-05,-0.03457002476513171,-0.016430602633505598,0.002031993247603614,-0.027974479808874242
2015-01-12,-0.01005110404348919,-0.005860545821230301,-0.008671074679651447,0.014732883578485456,-0.03674388082463975,-0.014092134231425968,-0.005946109262660593,-0.010174440334989598,-0.01766796676305038,-0.01434782428537984,-0.011948974845540694,-0.00787702305467941,-0.008670498130458282,-0.007741142775042786,-0.00724236137990053,-0.010450231229639062,-0.012612595939400895,-0.014499322831669326,0.003072407081738726,-0.0018091510935899224,-0.012923488652626158,-0.0014499755356459643,-0.011986806495263846,-0.012412840104808143,-0.015319850338206709,0.005923250897919008,0.0,-0.0036094128136543446,-0.002930883662041195,-0.015342019051389766,-0.002080941234809841,-0.008940497449626106,0.002002097385804591,-0.004480862072593461,-0.007040529980980814,0.0021058963581219725,-0.004595663640426628,-0.030216298859767954,-0.01689645438237175,-0.008594280642441499,-0.009487901397875254,0.005984266450389075,-0.008829583714335065,-0.007024911585391647,-0.006326576243895432,-0.018933629201214663,-0.010756666007353699,-0.03648739875461193,0.006780876628337484,-0.011792547604799308,-0.01491484630894413,0.0,-0.0334022839546243,0.00919804102739663,0.0022085781773741875,-0.00702984806823348,-0.003172172274278906,-0.0134316718252534,-0.01354613205553823,-0.014045276112191973,-0.010079379955630463,0.0007547437039465699,-0.0032771887673098687,-0.015552314421502622,-0.00868101744729144,-0.006341912963856888,-0.035959827086621154,-0.009231495071500673,0.002616630483158966,0.0012150371063730514,-0.01033362839167229,-0.006123372847874009,0.011558876282359742,-0.008784332917227244,-0.009310460795357356,0.006553013285703457,-0.00659041780001679,-0.011958944890749224,0.008771813915694038,-0.015349640480282867
2015-01-13,-0.011445319431355405,-0.00810641548267288,0.00236469041509646,0.0131991327424954,0.0,-0.004002577420880282,-0.0031106869560240114,-0.0030165286404175706,-0.01378900314409126,-0.0018194537500492158,0.0019856070719757035,-0.007145627297741264,-0.005984813041649439,-0.01560264149010726,-0.008557889930034368,0.004332571152138698,-0.0029197528050542987,0.004550167285291895,-0.004966503846648429,0.011369289705061236,0.0059646513562727765,0.00641505634869044,-0.0014957711978530464,-0.003927185076225581,-0.006974321311601472,-0.005327921899319521,0.016238226742036677,-0.000241286134995633,-0.00823041149788084,0.0065700399995607395,-0.005004284204672915,-0.005565758851643454,-0.0029970713221080247,-0.006607871633510176,0.008508606603895519,-0.001681756923246347,-0.0011812758973869242,-0.012266705488961471,-0.0004523656440751367,0.00016970141482652856,-0.000504248002745622,-0.016783471024850893,-0.010579245496590617,0.00014745693893924994,0.004244452698878964,0.014581247843665768,0.0019613021563769095,-0.002353438888729964,-0.05186062733201213,0.014319537449910325,-0.002162628264229416,0.0007021700524583174,0.00026677886666992556,-0.00713940387309453,-0.024680384000724476,-0.013538752210813354,0.00327066098768114,0.003971019768931994,-0.005010010945784793,-0.014339671811735344,-0.00325311465285405,0.0022630711803799386,-0.013358304621022499,0.008846920356639698,-0.0023881760948024633,-0.005743900991306616,-0.022631917838301097,-0.001644557095255239,-0.00887354817952557,-0.002912573804303875,0.006881890596930118,-0.00331763074464253,-0.008955957723403074,-0.01877667496147606,-0.010808289948470717,-0.0020896832955247246,-0.007297961495447369,-0.003842461101150385,-0.00799198406063828,-0.01714710218949389
2015-01-14,-0.0007470694369231534,-0.004457832561683417,-0.012638511782301132,0.0021170704636601645,0.01830308696191474,-0.01664768739557354,0.0019199266947731441,-0.02420745220072129,-0.024923816300942092,-0.025260690225736182,-0.013150911182582048,-0.019392204334886642,-0.003473036290630782,-0.025936539298724526,0.007499863233147996,-0.001887272808457574,-0.005307602094330344,0.001661071164225092,-0.01015003111705215,-0.005865125191821141,-0.0053509564358098505,-0.002044769518235845,-0.007656714726380964,-0.010253217405960968,-0.016207630644834325,0.008598184442767831,-0.005992350175937355,-0.01908229470012035,-0.005334820272379415,0.007460280941620878,-0.0033529165249734927,-0.009650925538119748,-0.01302600275110366,-0.010508144609981285,0.005424208150347942,-0.001262968692817945,-0.0020421097331347893,-0.009190450313641407,-0.01040708879335539,-0.03450036228343978,-0.009836324558402998,-0.011236079676614774,-0.026448872767147358,-0.006925993413868903,0.005283981860601417,0.0028181976243626394,-0.0042699084418897915,-0.005789945647949102,0.015982751524835193,-0.03686249472780412,-0.00939331484062278,-0.009116578564967837,0.0068028266745876476,-0.00933309292434481,0.004518654068256911,-0.017983742846252704,-8.8105849973652e-05,-0.01050927685506664,-0.014360366616123499,0.0037328285335227473,-0.0029796265109731657,-0.00702448904336872,-0.01666311165584089,-0.020357016179117338,-0.024471084682930133,0.0012835902896792817,-0.009862333745731866,-0.021135966075730872,-0.021330044379387014,-0.007303000107245605,-0.0056561440535282115,-0.007132585781153167,0.009660116429824228,-0.00420280452073829,-0.018052458791756987,0.004269216340051507,-0.012474582188106487,-0.011571746976201225,0.00699194220206989,-0.017049990282875904
2015-01-15,-0.014576461906389504,-0.007462377079014204,0.0015355665694365417,-0.0011375214480218165,0.00789514792338486,-0.013426457221517252,-0.018447085075664615,-0.013667128050309008,-0.052369467598353925,-0.004808726730472945,-0.004563337100692455,-0.03710500690819041,-0.012299638058893225,-0.02611946551753963,-0.006180066283090313,-0.006483087625706707,-0.012143487923194973,-0.011908550227981984,-0.038241808040741176,-0.014257619888868311,-0.002762426084599534,-0.003494945658150894,-0.004025146257433776,-0.019122988640071115,-0.010433447505518112,-0.0009078051974871215,-0.008707305882231009,-0.005663576310873886,-0.003575831287185305,-0.017030750496494607,-0.008410412493962904,-0.006041486125437201,-0.014213270981411785,-0.0158808371535184,-0.024376121709660747,0.0016865305082507387,-0.007216670073581843,-0.03334181266699754,-0.010517112180286503,-0.03203646594515941,-0.011462171266478416,-0.07167836789110016,-0.031599199863267535,-0.01543267164867268,-0.011562919073024314,-0.005619975160561563,-0.004645473127165345,-0.01898226490663757,-0.014158077412478431,-0.021172851095124234,-0.010211708041168666,-0.004246346810325097,0.0067572852224393465,-0.02146674299036766,-0.05398111727481669,-0.006988148949035655,-0.0033922919164555143,-0.006966886076501755,-0.0170292374101344,-0.0006673241038155364,-0.011669431384301987,-0.009600934404364492,-0.009955403981996569,-0.00703307081658211,-0.00777115354396829,-0.019873577854411795,-0.018190080084121152,-0.004487365104860919,0.01802785026289122,-0.007111382827246104,0.003318039991824673,-0.003352586668028068,0.010802745211847542,-0.005028825432601858,-0.009675720226661744,0.010586970471971213,-0.017144655459919833,-0.01034120273904382,-0.01645283354092908,-0.012101443575827986
