Date,AAME,AAPL,ABEO,ABM,ACU,AMD,ASRV,AVA,AWR,BBY,BDL,BDX,BKTI,BMI,BXMT,CHD,CIA,CLX,CMS,CNP,COKE,CPK,CRD-B,CTS,CWT,DSGR,DUK,DXR,EBF,ED,EDUC,EIX,ES,GIS,HCSG,HSY,HTO,HVT,HWKN,IBCP,IDA,JHS,KR,LXU,MGRC,MSEX,MTR,MZTI,NC,NEE,NI,NPK,NRT,NVR,ODC,PAI,PKE,PNRG,RGLD,RLI,SBR,SO,TAYD,TCI,TDW,THC,TNC,TR,TRC,UMH,UNF,UTL,UVV,VALU,VLGEA,WDC,WEYS,WMB,WMK,WMT
2020-01-02,0.010152377866134543,0.02281657988422059,-0.01834862385321101,0.018827787655575356,0.014291687723570368,0.0706497562287034,0.00952396822318513,-0.012892205858269001,-0.009349092025395023,-0.005580967088746669,0.0,0.002095829617688949,0.009740385830148357,-0.01617132062727955,-0.0008060950459781724,-0.004548539418514297,0.028148156625253273,-0.006057335671357134,-0.017982266328335883,-0.011734616224514771,-0.0058086549333199455,-0.013983393581383674,-0.025615587060954792,0.01366205212731586,-0.01803680219449999,0.010172794808379848,-0.009538479202998551,-0.011702091610770182,0.0013857180115941503,-0.017795937256816274,-0.008090551562196069,-0.013659122663183254,-0.021628841792516007,-0.026699202111395426,-0.007401235916457138,-0.020547021815016442,-0.020124153807399847,-0.03025770307666331,0.0004364076806318007,0.0008829446631766213,-0.011610424344981052,-0.004051449177740141,-0.01138321390670638,-0.04285694149884722,0.0006533131062582687,-0.021236649424090648,0.024460266409831677,-0.02304791684836971,-0.01259863759475166,-0.014618318271275355,-0.023706901496333033,0.007919334543310397,0.0033839602439724725,-0.019144449728887514,0.0002757967422215568,0.005154569404572706,0.0036875803795133333,0.010511778754612067,-0.006968986772179164,0.0009999012726642498,0.009925780054794942,-0.016954442848379325,0.05137963369107168,-0.0015045479359073743,-0.02126550730614618,0.008414401922053782,0.007314982306126483,-0.012594918926824406,-0.007509379787021486,-0.019707619060556958,0.007674071088458856,-0.016176098568387642,-0.0031545841707554256,0.004151090181499395,-0.006896795450910931,0.042083552729167195,-0.0022683397882182765,-0.009696455885677469,-0.0027168476256127505,0.0008414068347477599
2020-01-03,0.025125512453512577,-0.00972224359045959,-0.09657320872274144,-0.002602702357257236,-0.026523031460443658,-0.010183299705468052,-0.021226449385683743,0.003791658778290241,0.007922741370566477,-0.001488813541583034,0.0,-0.010824098116237635,-0.02250810183244978,-0.00015662660812998386,0.0018822762253727365,0.003427285685239534,-0.018732004808222458,0.001966130441659608,0.009722969719287322,-0.005937143649179744,0.011897803305239263,-0.00031722431545766483,0.002022150345126539,-0.007232017987135131,0.00730766403328964,-0.003990174708492389,0.0006642992108323309,0.017222803882573468,0.002767330661625156,-0.002588246456571186,-0.006525368017353594,0.005377925291476737,-0.004445940276732285,-0.003644820235550461,0.012013363690897894,0.009030361614133176,0.0030160716926994624,-0.008184404002072987,-0.027929201042942053,-0.011910048271098872,0.00028438655157159154,0.0,0.001395815805206757,0.007462714185263231,0.004177790973384887,0.00048235617061331837,0.026685572774801436,0.003068637875050406,0.001729894469365556,0.007124317123510693,0.008093869494198547,-0.0038163414269507534,-0.01349081332146218,0.012295524465433028,-0.04054002710189619,-0.005768959249946359,-0.0012246503651556218,-0.021916951061466627,-0.008173645914172023,0.004106124082223772,0.025798454265286708,-0.000958106933031444,0.020814437852152867,-0.02687091167816602,0.03921560889126363,-0.010430188451025946,0.014779233785680246,-0.0014833322181273534,0.0025220657452023065,0.0077819666875926785,-0.0006388575254043793,0.006576934349085128,0.007208086320267704,-0.015845911439298144,0.00043395793253364623,-0.015391613695913131,-0.032209162123164714,0.004257381415559092,0.0014856318043128258,-0.008827711586261278
2020-01-06,-0.08823525272300181,0.007968037188075261,-0.04482758620689653,-0.00026082488359957523,0.028522669069974027,-0.004320968951973869,0.0072287123066367975,0.0008395145874047216,-0.01861065251215155,0.008373325580546931,0.0027101699061053974,0.014058480583691413,0.00657891688757406,-0.004227446159409953,0.0010734131958702875,0.0038421177247787153,0.013215881548327424,0.0030080877450058274,0.004493718428342897,-0.0014931088643329593,-0.013122905844520916,-0.011115843922366198,-0.010090924479844277,-0.006622390623371444,-0.010196088281860138,0.01907668895327097,0.004867032755885736,0.01058205116276123,0.002759895802698642,-0.0032721769829382463,0.0016422256630705956,0.004680632901364445,0.005430802920671107,0.012514549527261387,0.030290529196406846,-0.004750302179672761,-0.005441066578886544,0.007220487114609764,-0.00561164092321087,-0.007142720428561011,0.0,-0.0054234855290042905,0.0034839545935412275,0.017283861049530502,0.0020805449322656155,-0.01461873323515328,0.023256048945852204,-0.009178299827391156,0.03454210705682881,0.004993220282683897,-0.00036478055406241605,0.004394300321877598,-0.0034186682924550738,0.0004866116585231506,0.022132471118827324,-0.001289493456204438,0.014101720821577013,-0.010033444816053505,-0.010988097615141967,0.013925785421545323,0.0079044564547337,0.0039960957160105615,0.011524833113331523,-0.032000043315272175,0.03110649684101352,-0.011594266997642322,-0.0005022209162646174,0.010398172017523022,0.011320774182032256,0.0006437243133621262,-0.002015593589343778,-0.0035935831292496223,-0.008029460735312077,0.009800827120542532,-0.0013015189389158355,-0.019192083685715566,0.007830644542953236,0.013140834630485987,0.002968035574818506,-0.002035945219376445
2020-01-07,-0.03225809266066593,-0.004702659333002512,-0.07220216606498198,-0.008352763477797898,-0.02163045225111715,-0.0028931471670650133,0.0095696094596176,-0.007129515921383112,-0.008127349055087163,0.005687675191608177,0.0,-0.002377627373584601,0.0032678557664314045,-0.002987368235080723,-0.0008042693540518675,-0.009640047359277704,-0.004347856433870367,-0.012061939481571637,-0.005112871143050257,0.004486109041626385,-0.010105929216269072,-0.008885346544444728,0.0061161569752621325,0.001999785314954927,-0.01089534715640883,0.008236661484238628,-0.006274655135941498,-0.01989534348302424,0.011468038773945644,-0.007584399451602386,0.019672041173773414,0.00971627311300427,-0.007561986986240887,-0.006845385096379553,0.003575732124339037,0.0019371527894951335,-0.014540617308939852,0.0010240598969419867,-0.013092399335472571,-0.0017986641767960831,-0.004167119188746238,-0.006816733709411826,-0.007291296727310992,-0.029126323149261113,0.0018165839623365265,-0.0063579396315617265,-0.012032277693936,0.004631827029367264,0.0018784529250535087,-0.0008693706424954817,0.008762419264470411,-0.005272402995812442,-0.005145831001359791,0.0060397744644937745,0.003374717365308255,-0.00129115839650773,-0.0006044708129521181,0.001418964282886348,0.011531000651486156,-0.024962137849257826,-0.0185364295348599,-0.0030249818168488485,0.014022773843279213,-0.01786185547656205,-0.041543040437463596,-0.01759530463730319,-0.0036426963010012248,-0.0005883137830908769,-0.003109405304588031,-0.01093238255987794,0.002660221439875876,-0.00327880125347646,-0.0005278753531233749,-0.005199553996256712,0.00043444005404924546,0.06769756108628822,-0.08391610463430688,0.0,0.0027116233814834523,-0.00926476788493813
2020-01-08,0.0555556518764273,0.01608622625428846,0.01945525291828787,0.010792190049973449,0.014030806757586722,-0.008704625263115329,-0.007109227994876233,-0.010770744856487102,-0.00736243505566625,0.002714595072252024,0.002252227288536579,0.0024564387364098828,-0.029315863664382324,0.010408603374566727,-0.015025597186031359,-0.009017989758747569,-0.00873361627060032,0.002969391528420129,-0.00032119668369590126,-0.00855958292243919,-0.006806211653644811,-0.014150227776201008,-0.006078976997695107,0.0063208298601946655,-0.010214274396461498,0.023208317598120365,0.0014402326189961734,0.030982903043820897,-0.0045350461685237375,-0.007984186456584164,-0.0096462589830002,-0.0015818335160687758,0.000846945116982134,0.014359530801513642,-0.0023752709477564693,0.008214800491469942,-0.005113224744734857,0.0010228593544685527,-0.00617591328053424,0.008108021612268201,-0.00427963447851043,0.007549762854680342,-0.005946226542447475,-0.04999988377093578,0.010231757136363706,0.005742617442171749,-0.01623806631045932,0.006851629384140301,-0.006873751601085609,-0.00045581251035142767,0.0010859167057450936,0.006202786223240775,-0.015517024341950014,-0.005336158073949049,0.0148542937088465,-0.003232192552229729,-0.0024199057834651816,0.00047224925618416513,-0.07139298902868374,-0.0005583287024749639,-0.012106344688057824,-0.00031921416964142413,-0.006050103428743681,0.0,-0.05727538911913821,-0.0021709096246937953,0.0015127213928058936,0.006472683966482373,-0.003743007925550823,0.008452290488279335,0.062398441637273816,-0.0036184844098015034,0.004225532911735774,-0.0010454250984779367,0.00911843920700961,0.014484169840449868,0.02502129885106319,-0.015480978793478095,0.000983678822306766,-0.0034315683518889584
2020-01-09,-0.021052692438791043,0.021240969696261214,-0.003816793893129722,0.008333412411900776,-0.020964428133333768,0.023834399874688383,-0.002386639255403833,0.0010677840263799698,0.0038282409994740974,0.008121626911222535,0.0,0.0005122068456480111,-0.006711449165111016,-0.007959949890420481,0.0008172940564730169,0.007511398655161594,-0.005873709572558505,0.005461860854368394,0.00771090163560717,-0.0071320509866709125,-0.002885389180971143,0.002081789417261115,0.008155147956818487,-0.0029752438382699697,0.006272639985651862,0.045363817316496524,0.002433678479085044,0.01554410136105644,-0.021404079823024835,-0.0010351551573160034,0.00649333815364872,0.0052814249546737635,0.00785490485666962,-0.002095572268021373,0.01468257854300381,0.003629726831540836,0.00719517531492353,-0.00715353945800612,-0.01288812855967092,-0.0013403406746651525,0.006876863103584929,0.001362381874659535,0.0007037632057145249,-0.039473832314024904,0.0005130911461148635,0.0021206257381802818,-0.01237984128084857,6.347828784925014e-05,-0.0008388718700022002,0.007835601590818975,0.0032536176204749356,-0.01647614717687662,-0.014010596208480997,-0.011651431725092865,0.006904069544094726,0.008430752936170016,0.013947710303495953,0.001483687769856079,0.005286661643224111,0.01364592126677322,0.008088342427539086,0.010543083593145486,-0.019999960194463262,-0.009500501429734909,-0.012588937216269747,-0.013598041712681863,0.010070553298729745,0.0037999409506601634,-0.00688795294378719,0.016118756698892067,-0.040234935118038884,0.000495330293703633,0.019284696926198608,0.08998973875280436,-0.0086057171009436,-0.00029123909704953377,-0.0020686534213349983,0.005949769876059774,0.0,0.010330261111959782
2020-01-10,0.0752689052461859,0.0022604776830728035,-0.026819923371647514,-0.0015499024560811092,0.0042827058051224665,-0.01633659448265634,0.004784769106053188,0.007037519911664125,0.0014301284161017946,0.01432294908965348,0.0031459944890039893,0.003363460903254678,-0.027026975201972392,-0.00865354276508945,0.008437556795600099,0.0050177370650177355,-0.01920238032602284,0.0056937259577409804,0.00526073528418558,-0.005671407508052506,-0.005208700683120737,0.00317097587043369,-0.07482297368140511,-0.007957616221813457,0.00020120824156610873,-0.02430136280240469,-0.0019865239356352538,0.0,0.007055647627578487,0.007021219124553557,-0.0064514467284605415,-0.008405777372814227,0.012110058407514224,-0.0024818444036106557,0.013687905628112507,0.010643030763135775,0.008310533662009734,0.006690339212029883,-0.011424937593047746,-0.004026638029093643,0.0030352182769266545,-0.0020407018680717037,-0.002813073085525808,0.008219210187500048,-0.0065350378291666456,-0.0014652599019816526,-0.02506974610937962,0.010428963205539876,0.004197974862173659,0.0018925078415310548,-0.003963936684086566,-0.017891734479738908,0.019538067281875238,0.010586126076055136,-0.004936967832733008,0.04308662364237725,0.0041869303664940904,0.0013467807962437295,0.014261834955539676,-0.008827666227339548,0.004376403108439675,0.006323064266480882,0.038154333099893245,-0.012058164460592491,-0.02494465141505664,-0.0024813937538461506,0.0013706675284481662,0.004950593267669223,-0.0012610028072059798,-0.005710683376402015,-0.0014454764609964643,0.011219179336394935,-0.022830243626699276,0.007679931539260609,0.007812397487410916,-0.009909728491025005,-0.00746272532992831,-0.007181844394799852,-0.008843024490784668,-0.008350156421223609
2020-01-13,-0.009999966295404339,0.021364401557490753,-0.07086614173228345,0.014485032297866463,-0.003837989130069719,0.012040727695701081,-0.004761984111592565,0.008470948817410395,0.009639375371683245,0.0067288805146301645,0.0,0.006339510861808506,-0.038194451287470677,0.008252712527458739,0.005128272181318838,0.010271121893153268,0.013554240120116967,0.016463451446955935,0.00999050451259964,-0.0007601634226994669,0.02061684567146127,0.011989102452210743,-0.005464787848767361,-0.0006681810356596873,0.009650049008539607,-0.0003558167245940602,0.008845512998814531,0.0,0.010275510047928371,0.00342899010974973,0.01298692638129828,-0.0017218465952653084,0.008767012664889107,0.015502302204485341,-0.0038580932740113205,0.010531546190786889,0.01098899827598343,0.011759164138527067,0.015094478907749842,0.005390483152511338,0.012105177218317165,0.004771586489862312,0.0021157565920690846,-0.005434550992806764,0.015348276258401183,0.021519711594241597,0.042857059435024825,0.025300807567458117,0.01484123165902207,0.011701888486741474,0.00795925284326282,0.0134601483279424,-0.013937453401451805,0.007457719873509294,0.013230239253329223,-0.016029238375697807,0.005955883685187846,0.004035010866371813,-0.022936956293708288,0.007570292472455664,0.0021787070037604384,0.013823426914590042,0.04102568407997209,-0.0013869414179944473,-0.002842461582151623,0.009121006455884872,0.03522106140963066,0.012170372666852947,0.0006313275748424108,0.0063816199356474534,0.03069051512322707,0.011094858267848062,0.00445869720109715,0.03524938748769957,-0.0038759706071187505,0.01751546742857113,0.0112783682771318,0.011914274378824086,-0.01610904837927174,-0.004296603880486027
2020-01-14,0.015151432044923752,-0.01350334715332202,0.09322033898305082,0.002040155390268694,0.007277455733534222,-0.011076941856971168,0.0,-0.0012600118136764094,-0.005893209104865571,-0.00865662091933106,0.008064560581855007,-0.0008689397978887126,-0.043321328406294324,0.012592407528087435,0.004296541972005796,0.004941925960094684,-0.0059435307191179065,0.00032044645999462773,0.0031401372843147257,0.01445941417652441,-0.011614217308967723,0.0024770162717921984,0.012087979130582127,-0.003679026142298203,-0.014336680339771424,-0.006940726093256355,0.0006578536688885972,-0.040816384124437,0.005547896223006887,-0.00011356790168215447,-0.05608971378624161,-0.004511089773673094,0.008220616886389642,-0.001130932721834066,0.026336192340782993,-0.005745232990553628,-0.006865228302057824,-0.005558633026742643,-0.009293800569952881,0.009383588883667304,-0.00028033516236647404,-0.007462779623819471,0.01477810766864307,0.01912558333638903,0.009781850576733087,-0.007181665618075539,0.004110278860415262,-0.007550368328071544,-0.011946366003815156,0.005397544247533137,0.011486441849765994,-0.0010304033577633875,0.0,0.0025016417524681422,-0.004080645884906753,-0.006892124663871568,0.010657118077648242,0.0,0.010703218250388113,-0.006408881601006833,-0.0018734020522679362,0.005887718267908237,0.002463032201932114,-0.03472222222222221,-0.009122153817681,0.002191230751372064,-0.007453719255831048,0.009161266233517429,-0.001892787755423786,0.015852841952127994,-0.00571180890288514,-0.011941326780586015,-0.017223167978312914,0.02914094211958651,0.0,0.001157144673836541,-0.0268481706727145,0.0025232556508074655,-0.0025189004926706726,0.002589129682843083
2020-01-15,-0.04975120268648059,-0.00428534511371359,0.023255813953488413,-0.0005091935766770028,0.02337437327150127,0.007052482037847474,-0.011961602151332795,0.009672099925151167,0.012331012534933405,-0.017132677079567005,0.0,0.0048556936682468965,0.04150952227019333,-0.009015686938705247,0.0018717073783722782,0.009413871514691863,0.002989533745209494,0.0026877874909094768,0.012677900936349129,0.012753183853937422,0.0027754070115599827,0.011925352703283876,0.0043433379368091884,-0.0010072373182445915,0.016363361667757426,-0.01362004179076115,0.013033824341211808,0.026595745760156664,0.0027585434629231464,0.013442500127955448,-0.02376913909698075,0.025323463148608782,0.017122627003559154,0.006981302972161263,0.011320630923906672,-0.002150061539766157,0.0172812015667132,0.020833371309962878,-0.0070354742690723615,-0.0008855066475358386,0.011029150321363534,0.00410120524397839,-0.01907055026661375,0.0053617010598012715,0.004025594002720512,0.017199828159250474,0.009549663356487104,-0.00581376069794981,0.002918628488335351,0.015541297077187766,0.018097843465264107,0.017535703366848177,0.00883430748484626,0.02224379694975087,0.005190373579595953,0.008832663593362433,0.022261120991202032,-0.005157429716823203,0.019844995081501837,0.01846123113252829,-0.0007318270382098424,0.010166464308480672,0.006552000283056136,-0.002877653931542268,-0.004602956923266954,0.006832467858908231,0.0169572640624307,-0.009645510757588793,0.017699158789308722,0.006866311745177711,-0.007345831246378665,0.014045399403338932,0.010840255637600604,0.016691606229432665,-0.004755695625441758,-0.03669981049153637,-0.02631622450047133,-0.0012583404662431796,-0.0017676501084398222,-0.007746363521630939
