Date,ABM,ACNT,ADP,AEP,ALX,ARL,ARTW,ATO,AWR,AXR,BCV,BDL,BDX,BELFA,BF-A,BIO,BKH,BKTI,BXMT,CASY,CHD,CL,CLX,CMS,CNP,COO,CPK,CVS,DTE,DUK,DXR,ED,EIX,ES,ESP,ETR,FRT,GIS,GROW,GTY,HSY,IDA,JHS,JKHY,KEQU,KR,MCD,MGEE,MKC,MNST,MO,NEE,NI,NNN,NSSC,NVR,NWN,OGE,PAYX,PEG,PNRG,PNW,PPL,RCMT,SIEB,SKY,SO,SOR,SR,SWX,SYY,TCI,TRNS,TSN,UDR,UGI,UTL,VALU,VZ,WMT
2016-01-04,-0.028099608311197177,-0.005813833369246568,-0.0312795011025756,0.0010295696654334385,-0.01330352433214721,-0.019572893045762596,-0.0032258034744817587,-0.010628259981798283,-0.03456505439048374,-0.01379309059654088,-0.018131748044427742,0.005484609141533037,-0.0398469646981493,0.049795519685495115,-0.027063743352923608,-0.017813364744473037,0.0055998006168269665,0.0,-0.00934247114800646,-0.04034863789728915,-0.016140400077470973,-0.028670079315755603,-0.01222126554211933,-0.01302668993288747,-0.004902044543537043,-0.017436423287506164,-0.049867794391533216,-0.013398749131995458,-0.01309399864668681,-0.002801248193077477,0.0,0.0020226622550196804,-0.004391204306210761,-0.003720245929089927,-0.015534278790130585,0.0032179882586780284,-0.008487678492357431,-0.0034686062291804376,-0.025640800725711732,-0.006413607459134663,-0.014338250065946578,-0.010440932745552134,-0.002233748213100073,-0.01960066561996776,-0.01573924571293439,-0.016017361204153202,-0.0047401613836940415,-0.02284497122931184,-0.014960421242295241,-0.03101505463447285,-0.014087105216373685,-0.003079717671058413,0.0005123777030393573,-0.012234777185455181,0.0,-0.053158834948455524,-0.01402849393454031,0.0076077335883113495,-0.025335685911147432,0.0002582401955215641,-0.08735851071915535,-0.006203854161230926,-0.013184937004189878,-0.059999967846053326,0.0,-0.011235981723162314,0.0051295391335617335,-0.019015974657273338,-0.013297528214887833,-0.023567681536006857,-0.009512429597061223,-0.0213592488305685,-0.02012070600685323,-0.006938013722792569,-0.015970635113325415,0.002666135709778139,-0.01867348226728205,-0.08380266042806528,-0.007572735166242572,0.002610381484920987
2016-01-05,0.00236318738217256,-0.01023397325481279,0.002437107923419557,0.008229305995976377,-0.021108117510753588,-0.007259607446205685,-0.025889943666086213,0.0036876265265539665,0.007160560466315857,0.009324000514850717,0.0055957517775797605,-0.00454559362527418,0.0031767474982031807,-0.048732916637990176,-0.007654591404845812,-7.34985347350392e-05,0.01670585240786271,-0.005076395169264281,0.013202713262592702,0.011679518601738215,-0.00850195026179379,0.004481779651230422,0.01444750260787031,0.007862826381215493,0.009304738875019813,-0.002123732979791293,-0.007047363921042438,0.002902733069025887,0.010235091745397273,0.0071637828901862655,-0.01315787971862592,0.007919509447906314,0.00033923669862012673,0.009236976685896847,-0.010651012173703456,0.005395233311369374,0.011597421163401567,-0.004524834488954577,0.026315552565018274,0.02112657144604979,-0.003636955759584115,0.001783026260804066,0.001492540541676357,0.01463538165131828,-0.023415278705050113,0.022594853090726286,0.013777886577776677,0.008822491914205033,0.0016615104762787158,0.011985533222196088,0.02021240500574817,0.009751767444382331,0.015881294940756963,0.018200538397860733,-0.01186443881521937,0.024703296861958268,0.010420584483533446,-0.00906003908063957,-0.0007755966096648637,0.0059432527577036875,0.03369859632229111,0.0049939588057683615,0.010688828503542691,-0.015473872514095377,0.0,0.03409099092039303,0.007017051736132318,0.011538213734944236,0.005629573011014077,0.015595777145216427,0.000738676817334305,-0.0009920862061038038,-0.0051334899291402,-0.012462018001196284,0.012713076919417032,0.007385463403377868,0.01164437332949797,0.0,0.0137344278369671,0.023754971968924954
2016-01-06,-0.009793258617761924,-0.026587877828478046,-0.012276853137747179,0.0037406111219346894,-0.0053911976818670215,-0.012797019654321784,0.0,0.0031949415380618795,0.013729167092627392,-0.013856799962293498,-0.005008246204092681,0.010502273349347613,-0.009971655831927051,-0.0095629032288711,-0.008371566913511597,-0.010060179107581502,0.0069517394475906436,0.005102296442276,0.002978129482323011,0.008465425364369894,-0.00470969872724003,-0.01323108479882229,-0.00047208986121494156,0.0013933924379569973,-0.012473173237270374,7.609616231363248e-05,0.035300600877441246,-0.01219760208357279,-0.004502825178697267,0.0022313739202506344,0.0,0.00477594265031156,-0.006613119683721358,0.002142595058418628,-0.01913830797850702,-0.006381154018723301,0.006141816356030505,-0.008216947026870258,-0.008546955725987848,0.0005745915648021072,0.0006843975589376772,0.0016319924760943572,-0.0007452815035853266,0.0007722149372340059,-0.021637393143461137,-0.000950233630671371,-0.006710995560952671,0.005028223863036807,-0.0017770092436572016,0.001574610552617095,0.010589237759959458,-0.0032516115272489543,0.005547214436942394,0.001985826027447013,-0.01543742283477667,-0.004409981479900349,0.008528313234139606,-0.008661978215539268,-0.0141724820836171,-0.008219716523694576,0.0,0.0013975659554885667,-0.0032315120755369575,0.0058938765636540325,0.0,0.09615384746674183,0.0002105535699792327,-0.014144041467248014,0.0011874239052240831,0.01645348320017903,-0.0034710601973003685,0.013902715746328287,-0.008255926436571692,-0.0007650574729871629,-0.007211377302890787,-0.0020530207489468655,0.023862834960566293,0.008454641359370463,-0.009034278741216428,0.010012728981163344
2016-01-07,-0.021245591162561195,0.003034875495907974,-0.030519577865069425,-0.01151934113085662,0.010840360093133716,0.0,0.01993353587031299,-0.009713425227912187,-0.020798624076807992,0.007025810290949952,-0.01565991060115457,0.0,-0.01640123074564359,-0.02620693023873899,-0.021153529140484517,-0.020918271022177026,-0.006066939081069256,0.0,-0.020044655751835005,-0.008225016322935153,-0.01613942409145852,-0.017617437590583096,-0.010942199971257671,0.006121244676107196,-0.019768898921483813,-0.027585722193470552,-0.0019845909893854152,-0.014440972577946298,-0.010930955938181164,-0.009184489974712218,0.0,0.007666145016494541,-0.004950746058573929,-0.006218679681002426,-0.0020329321754164464,-0.014158617016160613,-0.016345468307116695,-0.020962719606416713,0.03716522380589904,-0.0063183009068152884,-0.02313905855040721,0.0,0.0022367710664010776,-0.010680470049993063,-0.0017931710444354376,-0.02330576692872388,-0.023142207691243866,-0.00978872650685536,-0.006882328596592213,-0.007518760527410739,-0.017407398390332895,0.004413366445717548,-0.022066050419372596,-0.022051438292102543,-0.01393709870722859,-0.021889601541273618,0.00019651072659088165,-0.020194486633289932,-0.04627780853241259,0.005179443062200084,0.0,-0.0003103040980160232,-0.011494267072167497,0.009765642497868932,-0.01550380541331653,0.015037597731243801,-0.008443649996915492,0.001542407858586392,-0.0011860156019464219,0.007194403365857083,-0.00995278554060508,-0.004897178310289019,-0.00520283442734637,-0.0017221582233102328,-0.011439062724877491,-0.02292097010376415,-0.0065804656618922985,-0.0015242370609525047,-0.005491909031514641,0.023288969525208536
2016-01-08,-0.0052394791883397795,0.01361569192439882,-0.008250686109145255,-0.0015427529452470834,-0.0038870887680512167,0.0018518059014955845,-0.04560256336478674,0.0011256681504332455,-0.0007408235914685424,-0.004651158148691992,-0.006249979609201595,0.035698157856734136,-0.015014297893595874,0.0035409535463901687,0.004457803578127972,-0.011213053448996035,-0.001052134359369128,-0.012690380756960162,-0.01022695692450204,-0.006497840719600356,0.012086926603603887,-0.007300566874476222,0.004298173798610749,-0.0016590850225832732,-0.002241084312065822,0.005861382088665712,-0.00668803378134486,-0.006583144896821658,-0.00431916030475199,-0.0022470439284535404,0.0,0.010803387817639454,-0.0001714888091789435,-0.006257381241662863,0.00855426907481216,-0.0002964035829833289,0.0016543888174263,0.003266073570199479,0.016666754985273036,-0.014450881403308857,-0.009101573984194755,-0.003554737397508778,0.0014883456362964065,-0.005593155040919284,-0.003592848054099873,-0.006574402958955283,-0.0015565618793215164,0.004393749039631967,-0.000717048050201341,-0.006542678500634835,0.0017201116297169694,0.004488928875556963,-0.0015386028082193803,-0.01190793786178257,-0.0335690911749742,-0.007021685426259583,0.0027528359609205744,0.011097797763002015,-0.017964088616062468,-0.01004876704240587,0.0,-0.0069802434521063494,-0.004472469755532504,0.013539611726141931,0.0,-0.08641975384394118,-0.0074519879586426585,-0.012784956613126397,-0.007294215973747242,0.0064284969231118705,0.0002510478328221488,-0.04232286531828133,0.006276094488371298,0.0024920932362353376,-0.01316110809620108,0.005414059946081018,-0.007728889282663687,0.019847562747944858,-0.00971971589124443,-0.02291296625222028
2016-01-11,0.016553667186640197,0.002985049381920346,0.004864102022336114,0.008753926736991602,-0.008343702696283484,0.02587806788751079,-0.023890843026106223,0.0033728168132376446,0.008650270788782555,-0.011682286982201417,-0.0022869317166839265,-0.01178001421671071,-0.008499103881859815,0.0,-0.0005790403899462726,-0.0001531607885465469,-0.008849593296392677,-0.04113118887001954,-0.0057405381142348055,0.011962082535461382,0.006824512312672892,0.004156641991102772,0.011887606646952653,-0.0005541861468075782,-0.011790957961928528,-0.00815792705420304,-0.009281253721413973,0.014535920408555336,0.009823927297273993,0.011120501233764069,-0.006666658955980842,-0.0018066512341800012,0.015785784253305568,0.0041322702681096946,0.04200285559570638,0.0004445680624232118,0.006677376333422025,0.01121345341517821,-0.016393528069592933,0.0035190961348852134,-0.007889697574600896,0.010107167517418247,0.0,0.0036625317189813433,0.0030048253446464113,0.01176471670100554,0.010478657366354449,0.01968480799494432,0.005619908389846273,0.012408964932131283,0.020948028283960696,0.0038986676603984805,0.016435505810467932,0.021795360566801092,0.007312608627656703,0.0012650355621977027,0.008627479451206232,-0.0031356690612304172,-0.002944024617688945,0.004684948916135578,0.0,0.011871614063366565,0.014974850041692411,-0.0019084215018090323,0.0,-0.010810835860975088,0.004719197609035275,0.005772909063463727,0.008543961378537634,0.012952568157235778,0.008040128110244016,0.03083249792896825,0.0,0.008030714710939524,0.011391888590332577,0.005384083017653474,0.006954303842167331,-0.01871262712125754,0.00579986123628129,0.010702477723742776
2016-01-12,0.00481138626019928,-0.01636898228576833,0.012227637408278813,-0.010209222839887566,0.025050720136940763,0.027026957364917115,-0.03496500290228777,-0.006082936050394672,0.002695510724502137,-0.03073288743610747,-0.010315298095178171,-0.003973641446775811,0.009209967995616797,-0.02752291984775046,0.010812161964037337,-0.0003066023698188314,-0.003189104814421362,0.005362198183145539,-0.013856475857447204,0.013521357832902092,0.013435052909563927,0.009075063579099929,0.005639224866692771,-0.004711438374758736,-0.017045595040145023,-0.00047017769399904097,0.013776698354622363,0.00811252142812191,0.005685302110476131,-0.00779648191206983,-0.006711401581440901,-0.012215243064836345,0.0033783364189456933,0.0017637153588412335,-0.00038735958346780563,0.012583369131490274,0.0011625699385511279,0.008227635039345316,0.041667081333293776,-0.01987158245818932,0.009020940576740522,-0.009270237324567221,-0.0014861337556063559,0.015248307021869412,0.01258247106294652,-0.0009689931287718556,0.00642667700414612,-0.007292778659974686,0.01676550456974768,0.008627735544624926,-0.0013455399325538187,-0.001894447002659505,-0.01263270784971382,-0.0032626959057343585,-0.007259522580204125,0.021673319604308627,-0.01146973594612577,-0.014550388106979395,0.0008438063350670877,0.0,0.0,-0.01667170942695162,-0.010032494366665534,-0.03059270593961283,-0.03937005989899656,0.03825135387640488,-0.008326547129560713,-0.002481982219325163,-0.013724151372188298,-0.013312210043071926,0.014456616188326388,-0.0019939685565106835,-0.009355525328331171,0.016312442365736368,-0.010439305317191616,-0.01011590848498034,-0.007458713425851804,0.003813751463230597,-0.0035487040268138426,-0.00934287402856493
2016-01-13,-0.013996635620606046,-0.0060513857893674805,-0.026802618778290377,-0.0037820493817749545,-0.01554202019040507,-0.05087718799247032,0.003623184962974646,-0.00563693602053339,-0.011730101434446971,-0.012195052453833122,-0.017950185638521576,0.0,-0.007511834425141695,7.76410475911149e-08,-0.031038197957801827,-0.03411266425715431,-0.013221942666141961,0.010666750192861896,-0.024590352822591366,-0.027269438443285443,-0.06067128851650083,-0.00741561587063555,-0.00225877028488064,0.006126140735116747,-0.013294718827681296,-0.0168495399908819,-0.0027179295070399734,-0.016512129717690893,0.008165766473472225,0.0060336515500882815,-0.006756748836266091,0.018014913199297045,-0.00033656845764118426,0.0035209015479897854,-0.0015507764684556946,-0.0029241806676003623,0.002732119563180424,-0.01898128795017673,-0.05600095688045059,0.005367075220323203,-0.0165864773860267,-0.007723123039632962,0.002232333612711246,-0.02721461972549899,0.03609464448717503,-0.04946624118045018,-0.019754686475355054,-0.0008646262892469947,-0.007367458017576323,-0.02464356664105405,-0.026945146756716,-0.007212072828575167,-0.003582294050576751,-0.014601808314612108,-0.010968912941485165,-0.031760098020415906,-0.01042286213586785,-0.01915361248811942,-0.022755983392512946,0.004663243194273026,0.0,0.002668636778329292,-0.001490200326648372,-0.021696204521297946,0.0,-0.013157876666887502,0.007535541943637147,-0.0060653663506252675,-0.011166523124008343,0.010651423831014473,-0.016215788288578392,-0.01698302421646747,-0.015739729562773808,-0.008585554297865672,-0.0008329654601297865,-0.011421943795498546,-0.007236102168430181,0.003799262022134542,-0.017360275240196343,-0.02672156108692947
2016-01-14,0.029137394204664657,0.0015219826532193448,0.021333795956271828,0.020535062215910616,0.005351960002889067,-0.020332654303098496,-0.0036101048852397177,0.020084339465561207,0.008655010134687169,0.0,0.005306761399141102,0.0044327605373080115,0.028505159815171766,-0.02259486298918323,0.0043366846773946754,0.009285699753534216,0.014480027513533056,0.0,-0.004402117025555596,-0.0005175861563221362,-0.005340299149945493,0.009855408666163523,-0.006166562066509229,0.016053260760889865,0.032806031352201614,-0.011239531273009473,0.03288493620058919,0.014876416812185989,0.013333468109017144,0.009344282994677267,0.0,0.014097684548088019,0.0028626795329027566,0.01091631880982713,-0.00038863931906840676,0.013196525501017131,0.0016347899352762152,0.0009038912160752588,0.05084821840486997,0.017793569200011516,0.011602505666476803,0.01302224447136413,0.0,0.017683072838170277,0.0,-0.004336767198087177,0.013029759316337763,0.017517582403504983,0.001767707185841294,-0.008700441195353625,0.007615121852615925,0.01022728587521149,0.02722129796417372,-0.0007666693450348872,-0.005545236381858998,-0.007689580615866887,0.013116101638564803,0.022375633435165465,0.02026739932339705,0.024755167556951507,0.0,0.014717638752265838,0.01970152049442686,0.0,0.0,0.09333326971608025,0.007264796653384531,0.010170812881703073,0.02293259093289257,0.018794710660375413,0.002247308407512083,-0.002032566814382797,-0.006396633143354258,-0.003953189995225204,-0.015282301317031677,0.03496528875915739,0.017101337587205334,-0.011355049221075886,0.016307946208417023,0.018411129715843133
2016-01-15,0.02141577680663853,0.006079050145167075,-0.013545613256241595,-0.0076089653997153395,-0.01337605070443193,-0.10377361715879563,0.0,-0.00015874845681596028,-0.016425884143168923,-0.009876533325735348,-0.034604364946876354,0.019858757408817596,-0.020494177811310355,-0.06413113148712157,-0.0035329994517393493,-0.019973271621447686,-0.015764503812960684,-0.015831478141985045,-0.020900369112137218,0.007422032716066562,0.00894817356271127,-0.002833544828621193,-0.0036128171251493812,-0.014165115684607321,-0.018718114430081423,-0.01757504786618369,-0.0038694714018566723,-0.016857111474468,-0.009591631123992417,-0.004007003595621783,0.03401356529908206,0.000887469314703182,-0.007220837104801814,-0.009062847050435252,0.0,-0.014616821988166384,-0.0021080011437011326,-0.011020701171391756,-0.008064057679728953,-0.00874143916391168,-0.014780361602246717,-0.017583114005885525,-0.0066814694302317346,-0.03358389183914179,-0.022844161054693002,-0.013835640034358887,-0.012347641341352023,-0.012752611029500316,-0.015524052712426517,-0.009057722672430768,-0.017520116643182093,-0.004068274462452837,-0.013000088665669374,0.01687535307725474,-0.02788106383750999,-0.001966983807755729,-0.017065497198117452,-0.00477509333666104,-0.013102501611026551,-0.003522503983218961,0.0,-0.012343825790927299,-0.025468471304533113,-0.01209681777336058,0.0,0.12195117811934875,0.0006358498433800541,-0.009138772923256377,-0.006963234489498427,-0.013792956930289813,-0.006727736588789113,-0.08350302650787378,-0.007510697115483023,-0.026837579185225002,0.00959383712433537,-0.02232706785810723,-0.017640774028146344,0.0022972155699805263,-0.00980607493810004,-0.017919338105103266
