Date,FNX,FEX,FAD,EVRG,QCOM,FORM,TBBK,VCSH,IBKR,AVGO,VOD,ACWI,WTW,FWRD,ADP,AMKR,ADBE,EWBC,EXC,MSEX,MRVL,TTWO,CHRW,KELYA,ATLO,HTLD,AMSF,IGIB,HTBK,PFIS
2023-01-03,-0.003985150653059044,-0.005994638487082371,-0.013710040718482142,0.0,-0.024922718209353434,-0.013945095471252444,0.03347430553319963,0.0010636390472451573,-0.01340697911461719,-0.010104907112855832,0.02371528770388509,0.00023567151487835503,0.0024531955349476053,-0.0018114640416253547,-0.0050236605272437895,0.0621351990076191,0.0011589298126533087,0.001669262170252317,-0.0016190835720506502,0.017922813714186248,-0.028347633696689467,-0.00979541601815348,-0.013979778621381111,0.002367027492886642,0.0,0.016297220919770483,0.005003075952082492,0.005049500426877573,-0.005384639276451608,-0.019675965545686624
2023-01-04,0.015203242824195495,0.011056599427398117,0.00759196025497233,0.015254977530794855,0.04039190112651947,0.020073016994806903,0.004773248892349313,0.0017273841594522832,0.010367107884451165,0.012213609962960392,0.023166017359735003,0.01272072675694802,0.0053431037866245035,-0.030372508938980025,0.0047125103248855105,0.007852293608993755,0.01332657620630795,0.008180395039270927,0.013206575410716015,0.018731392324158547,0.01722698166174541,0.03549603346959351,0.005759791636669176,0.012396550334334844,0.0046592355409014186,0.013470261928652416,-0.012827946381941624,0.005827964232553606,0.020108352572141497,-0.015741666560399104
2023-01-05,-0.011597642583415113,-0.00695902933070236,-0.00902041524513364,-0.014086739061297093,-0.01909806088178745,0.024150223320151376,-0.027146225167980376,-0.001989376721521663,-0.0038824107375086125,-0.009317436173991389,-0.001886744882311886,-0.010234749222716055,-0.00020289694240149814,0.00817571329943978,-0.0215679652245081,0.0066223777967828745,-0.03798951724197108,0.0006010985012756542,-0.021724351297911504,-0.04854155167922425,-0.05116276666507791,-0.007586378046836373,-0.008700436367372832,-0.0017490828210150466,-0.0016864100876020638,-0.02468370475620474,-0.012024874770278915,-0.001798404327715608,-0.028809635214653295,-0.007797113320307747
2023-01-06,0.023126128134796975,0.025028313503544064,0.021096557166654817,0.028417350375701034,0.054296121286509846,0.052401780913936546,0.03243809915245732,0.006245866089691576,0.025194782681344785,0.06019604676359824,0.016067873597884086,0.02314922468359626,0.028363858100637795,0.026770923471662655,0.027950327244497197,0.059984491389334815,0.013122632829606795,0.026430513720836046,0.02080413866713049,0.030919990240076967,0.04094573771776244,-0.011419395006865063,0.0366626320505008,0.018691460870948307,0.00717897688403224,0.028552972912694097,0.018649247768074417,0.013410914306620114,0.020296630188505915,0.020753693450205724
2023-01-09,0.008128193790388094,-0.0004885006785376733,0.005768103372447264,-0.007718535176604591,-0.006329186075040072,0.012863048175747682,-0.020945974028484526,0.001188514048880096,0.016021755136579774,-0.019611505530271134,-0.0009300977422025403,0.0021819252423807,0.006431761894351684,0.00466269471704539,-0.0027067216581785347,0.08871870052757402,0.027738575466049964,-0.014776996327015457,0.010991849660619168,-0.0003749636992402827,0.022714599401034707,0.003341274215953094,0.0005359115871086395,-0.01892206497075999,0.0037737408608984335,0.008201803641292749,-0.010213719739874061,0.0021727272921423513,-0.010711685817472949,-0.012633123432342686
2023-01-10,0.008504495052473082,0.008427994715492826,0.010948929503949989,-0.0015557418812019996,0.020068125080966448,0.027038093057672796,0.02449968954576809,-0.0005277513764615493,0.014299140061934335,-0.003397647097804324,0.0,0.005615463891611938,-0.006586676342325681,-0.020174353123583066,0.0053024920405786435,-0.016767366162210195,-0.009591200286346524,0.002821475231119086,-0.010419207437870504,0.015502243347954359,0.002437666525423765,0.00409134454251836,-0.005998413218910481,0.01052021153287197,-0.001253184427021048,-0.0006256444773736769,0.0038940756288914358,-0.0019708546055524634,-0.0007732740440470343,0.0323868453385574
2023-01-11,0.015441936649453814,0.00823634555327346,0.012687039173076453,0.0035839237679986535,0.012659318127425934,-0.002393277489938339,0.014146179479254561,0.001979887592171714,-0.016996146044500393,0.00558334993931453,-0.006517861267561154,0.01048441340294648,0.014997301083622627,-0.004253166325658975,0.017734102275771546,0.0129603996762091,0.012488870139645725,0.0050350057550736516,0.010299908467610308,0.007386260094749186,0.03809783064867678,-0.0025584823859523542,0.023491338306514287,0.0005783066992917085,0.007109734334464379,0.016906749644758357,0.005042483113033125,0.006121620335866718,-0.006191852628844363,-0.016266325451836705
2023-01-12,0.011647984218222884,0.00444505285555663,0.005194455000308018,-0.007607767953475952,0.027029312768846125,0.018792455379977646,0.004649597702110597,0.0035561491830526926,0.0032166468672796267,0.006572931770575385,0.05716988733691242,0.0069921968008404,-0.00952654921854712,-0.0024269584963636515,-0.0032238836948466076,0.012121277646723438,0.004694882056183403,0.01679671134996119,-0.017218009305051796,-0.0061103016513675,0.02316512767504464,-0.00921528786829895,-0.015582096363060072,0.0057805418742793435,0.006644610356260072,0.009236513089873277,0.01061372024936369,0.008831994398647458,0.02570076752087891,0.012992065579519485
2023-01-13,-0.00309166571696895,0.0014351359248796491,0.008410320731416343,-0.016113854445389708,-0.011102763006274219,-0.01295133161831652,0.0006611721574767415,-0.0015750220506444146,0.03152968585517946,-0.0050521411347753675,-0.004432830762398421,0.004479742452772939,-0.00031402214070241907,-0.01099661268712071,0.0045034216474175714,0.03226880489245998,-0.0004643979164715706,0.0027531369134354833,0.0,0.00590198433098843,0.03459660966696698,0.0070955782651580535,0.0013903802510921714,0.0011493013234726845,0.0041254921296633995,0.006101241395833457,0.006301314330219077,-0.0038910126031919123,0.00607440159252759,0.001943288959089573
2023-01-17,-0.0034220003272475985,-0.0038218288125643207,-0.0023111371715240914,-0.005088158097671713,0.00033254148702965836,0.001988117104078979,0.0006607352976943925,0.0006575466537532826,-0.0002589185800495608,0.00041444930100720256,0.016919183053027753,-0.0006690090431382689,-0.009621074343988067,-0.009544407303414326,-0.03496884898715025,-0.012246178033314625,0.0,-0.010548992060761209,-0.005071388225523554,-0.006111695725595001,0.00885198036620749,-0.004665313429158324,-0.010146377280494279,-0.009185015148143627,-0.0057518140409927865,-0.004851535058040701,-0.007020721517207562,-0.000976531811790915,-0.007547008563014268,-0.0031032149870766634
