Date,ABT,ADM,AIG,AME,AMGN,AOS,APA,ARW,ASA,ASB,BA,BAC,BK,BKH,C,CBT,CDE,CMC,CMI,CNP,COP,CVBF,DLX,DOV,DVN,EQT,FITB,FLS,GATX,GBCI,GE,HBAN,HNI,HON,ITW,JPM,KEX,LEN,LNC,LXU,MATX,MDU,MTRN,MTZ,MU,MUR,MYE,NEM,NFG,OGE,OII,OKE,OXY,PBI,PBT,PCAR,PEO,PHM,PNC,PPG,R,RES,RJF,RRC,SBR,SEIC,SF,SLB,SPGI,STT,TDW,THC,TKR,TPC,TXT,USB,VMC,WMB,XOM,ZION
2015-01-02,-0.002665025502320395,0.00038445785725271797,0.0017852487830849473,-0.00019009806386838246,0.0037670372157263543,-0.007091209102318863,0.018509524863454807,-0.007773376536257537,0.03066266923764016,-0.012882281878395796,-0.00023106267556616267,0.0005588583130005098,-0.002710835306259818,0.001508400111909447,0.0027727164171720275,-0.0013674428783941872,0.037182006312353355,-0.006752484950759197,0.015606522301859993,0.008536059937309881,-0.0020273724679196192,-0.009987517684594938,-0.010441976257750785,0.0036248344860623227,-0.0040843225423360385,0.024041940466449363,-0.008341670858619366,-0.00300843263906303,0.00017397974751642842,-0.010803210780177874,-0.008310197745567294,-0.0019012305908396865,-0.010967836186427382,0.0031026783079695086,-0.00021099145956493537,0.004985768439638383,0.009784505033803681,-0.011604582186830359,-0.004335111914895218,-0.002544460229076395,-0.011008024000977334,0.021701882313960308,-0.009082875966566317,-0.040247670183409134,-0.007426329663479114,-0.000594248742438408,-0.016477417809135364,0.023280481729177405,0.007335007401898519,0.004227889544651697,0.0006800494088128328,0.0026109552117563606,0.0004959615552322383,0.0,-0.016753459554792127,0.0020582375815516585,-0.0033559602126297383,-0.009319566957629255,-0.004494313997758792,-0.007571485494429431,-0.006139088345209265,0.019938784493413353,-0.002442892889185644,0.03648239729087854,0.05505873265823813,-0.010989030118703114,-0.008036300407980645,0.0030444847082515825,-0.0035967638124777546,-0.001911213819576707,-0.0024684327520508864,-0.00907833236817801,0.0011718224385368625,-0.006647285926404289,0.0014245740871521306,-0.002669990902099184,0.01901776294098001,0.006230908547036229,0.004110436934652739,-0.007716895369058174
2015-01-05,0.0002224670301211873,-0.03460199208562009,-0.019782452598798517,-0.03002650699145848,-0.011883182355663324,-0.017496781382251858,-0.0614131021621086,-0.01653894448041382,0.01823440483350125,-0.031538945924063255,-0.006925561424786619,-0.029050275029292916,-0.02570477065334076,-0.019766436795372155,-0.03151564595332157,-0.011872617566702437,0.02641506819760786,-0.04449949182806201,-0.03387485180598404,-0.03173931108612105,-0.04759093008265047,-0.030895191267919175,-0.011363298798355292,-0.03487054357576502,-0.03707353782251732,-0.053405381709611954,-0.030182832549569327,-0.03369651484275271,-0.03370958345344954,-0.03494685132615305,-0.018356299065977466,-0.029523794033264217,-0.013267042733377865,-0.0190563170594632,-0.02471522990702979,-0.0310451244693557,-0.020851183290755415,-0.007676521857961749,-0.03082545073879739,-0.04846941357302348,-0.022261372296275006,-0.02332327033395787,-0.027212746574035163,-0.01981568156947544,-0.027913587246295002,-0.05327758238019087,-0.03350670671691547,0.006204939031740686,-0.02555697712751759,-0.012068477812026579,-0.03211556365215751,-0.05729158275011814,-0.037073776328443664,-0.016823982048352337,0.0010642552343000933,-0.033602299027432725,-0.028619446647002555,-0.014580966438611731,-0.030610216082243458,-0.02580609430807934,-0.03207625669609304,-0.06842108607382813,-0.028172099089200153,-0.06209372818507808,-0.036821168422779604,-0.016413785273841075,-0.02193229495505644,-0.027081059381088846,-0.01770813046320152,-0.016592223377485005,-0.05815018534891381,-0.02330209500655278,-0.03042375670462938,-0.02342122803048763,-0.0192080698313446,-0.024090836521035386,-0.027620582360517565,-0.039584422230459215,-0.027361482441269014,-0.037469152603515354
2015-01-06,-0.011356004601289493,-0.019713011215289122,-0.014181761820754368,-0.019200933158387667,-0.03221734033152612,-0.008177114277489461,-0.010849703533100108,-0.028500629536452493,0.03487244055006533,-0.023582106949905146,-0.011778340884990413,-0.02991909536576909,-0.02891894166704434,-0.019397214102377047,-0.03520400795304668,-0.011783769307550762,0.04595588186955579,-0.06727043579171088,0.005584548394420352,-0.02229026137225576,-0.04128586339504847,-0.021470426774704565,-0.02183913237524293,-0.004750395645361616,-0.020442430688282887,-0.011447128387363947,-0.040306372872976226,-0.013011755921238377,-0.020140417457643833,-0.029045836853250906,-0.021544685960280918,-0.02649672723107266,-0.014449055864569349,-0.002339033086250053,-0.013753394980537292,-0.0259290032229188,-0.025554313775973947,-0.008418379186783231,-0.03198548925280742,-0.009718535807191842,-0.017076238112606612,-0.0025588770868498756,-0.01560664676511514,-0.02679829255086663,-0.026939155582171637,-0.02552299273067804,-0.030483973217122373,0.0416237997337392,-0.012014403364941528,-0.013920565222156345,-0.02247198635980563,-0.04164887016059826,-0.008498483294937409,0.004591392915572978,-0.01382974016817573,0.0013666197168469285,-0.01039873985401829,-0.011933488599954467,-0.025897098344809355,-0.0024607986050299013,-0.01097170375912615,-0.04923330310982088,-0.02628767749516292,-0.026366603518067966,-0.005225382085259134,-0.014634558257726193,-0.0309089442427235,-0.019555789187115313,-0.014467763198692918,-0.02855316350908732,-0.015106809413379718,-0.009787918704633358,-0.020758058337026708,-0.022698042668372942,-0.004351783713855806,-0.013257595260489863,-0.0023031601224532405,-0.013585128692108372,-0.005316450449760146,-0.03819296501000791
2015-01-07,0.008107895875517857,0.015031687626950285,0.004794921248609363,0.0029967934876711233,0.034925224250664355,0.007328715236491812,-0.011137664983126294,0.00929297215027769,-0.010018084905983882,0.014951057955760794,0.015525668040186957,0.004744785087838821,0.02063707086582789,0.005091956517169427,0.009270092901993543,0.0030400162321420066,-0.014059740404490317,-0.011095711137765862,0.0047805652131347465,0.012963592541993751,0.006673701558141509,0.009973469372702937,0.016786721356508494,0.008244461083103394,0.00469543711481446,0.0013784959485514392,0.011164476644917265,-0.0029883442747165034,-0.009359788841722394,-0.0007771366043657357,0.0004155743203761997,0.01310478792774128,0.0126244204783994,0.007237835454474428,0.010870623679242852,0.001525874268309746,0.025967304528764945,0.049334168675903234,0.013922306642839555,0.011167555795613904,-0.0012191947123203484,0.01667381959630232,0.002692516883216589,-0.0024155141336371644,-0.023425726025737892,-0.0021472836016027674,0.0,-0.008880136213609613,-0.0025212293561301946,0.014219596407169188,0.0014367773648669147,-0.007317087255592547,0.00012990744614360672,-0.0037395158148525454,0.01618175398613908,0.013343268051947188,0.008756478273489687,0.049275059824387846,0.011543855395826919,0.004440665597729154,0.005207988510187445,0.0,0.00887593673186493,-0.029057150827366263,-0.01465293638165277,0.014590845770082739,0.011465407302790442,-0.00012233615891699134,0.013282136956461521,0.009352586047683076,-0.00566856508513236,0.049835216237789526,0.0066555068334999135,0.014022802731987527,0.0065565833795313555,0.00880264333962244,0.018928467857157738,-0.005369083209549985,0.010132417176299535,0.009545736903503466
2015-01-08,0.02055415824846407,-0.01460925656603862,-0.0044047057269703815,0.024696152604558375,-0.0036022994717183066,0.026009360582198937,0.038737455483301764,0.02419209545682577,-0.013799406142050108,0.022662776745082214,0.017682082722400683,0.020660967448644874,0.013821340027407869,0.008574029042279774,0.015047485277501327,0.031002263535863994,-0.0017825719507730264,0.007012757025311123,0.02021956191912211,0.023830388039172368,0.02494127640807786,0.02304146954249564,0.016179857570070455,0.02036954163164406,0.03548548099681437,0.040060749446884536,0.022607944556819692,0.01198870377789274,0.01333852616147424,0.026438977659273055,0.012043238362745345,0.022885552804436937,0.01729321502493386,0.0182186544549916,0.024114542133405248,0.022346381382381875,0.028317281109691228,0.024710060894996166,0.02296927286120165,0.059906271560205004,0.019225240055417148,0.024390220296026,0.026252742386844163,0.013075082941957472,0.04890995254888675,0.04496609487618208,0.016646198900856612,-0.005475297502779197,0.017989670376143074,0.012875486168458572,0.012374619059119851,0.010944762208177083,0.008829855757004568,0.010842414953694757,0.021231222675819117,0.013167828774626633,0.024305661152950853,0.030847366349507466,0.019250660198782077,0.026616513189116064,0.02398591702585029,0.03225811323533101,0.01997800507189096,0.01893334839022498,0.05836195142869127,0.012583653478261736,0.02061007673781101,0.012116023405457144,0.008968572531181662,0.021178007392849807,0.028504336884495274,0.023146338088884555,0.015670813377987036,0.05963694455054358,0.045114640807104145,0.007347953421452225,0.0312644339849899,0.00962248574342306,0.016644626846542998,0.01399384049686292
2015-01-09,-0.010507954219581839,-0.008529608039940961,-0.016961893846452747,-0.008940508021390348,-0.01230454273507764,-0.01595462930829783,-0.002957331076615888,-0.008813678900662425,0.03544776766157609,-0.01717454875435398,-0.001972816849952652,-0.01792923585808026,-0.014642680085800719,-0.03496941676421472,-0.022333317638779104,-0.023965634645426226,0.04285718786473258,-0.010445965488201314,-0.015224333900878961,-0.021120380162727104,-0.00015430098358848454,-0.02702731031122696,-0.012185364023772904,-0.020947295337726768,0.009863118157084516,0.0070150989859785184,-0.026735271701308738,-0.005400513976193677,-0.010968884766748177,-0.03026860658732977,-0.013951374423039398,-0.028210159381614752,-0.017394686998653208,-0.016600352505575455,-0.007530519132028957,-0.017387021382625822,0.005117560259620735,-0.0014937366314285994,-0.02353157923593785,-0.017366581321596408,0.0353292593908745,-0.05131353405398764,-0.01860477023623186,-0.01290633158599408,-0.004158329233591163,-0.0012356189369752135,-0.007883546149830556,0.03703697351586266,-0.03008571279917427,-0.027401195695086145,-0.015057644691566674,-0.034025472265248435,-0.0019306870899067352,-0.005775327370464045,0.020790381057035567,-0.03662698476893678,-0.0012710592859473957,0.011165801404324327,-0.0186611424420573,-0.012658645950703873,-0.01748646969261336,-0.026315929045577002,-0.01832835033815161,0.004795325035517273,0.01166435665303589,0.007862102689594641,-0.014135715534556614,-0.017895746452111783,-0.008547141301831207,-0.014517288964196684,-0.03358330965618683,-0.00977757521137157,-0.007955541253353515,-0.028140272409923894,-0.017082188222789063,-0.020743422499046038,0.00014647684590696208,-0.012552307174441002,-0.001409651000763401,-0.027974479808874242
2015-01-12,0.008407112613005197,-0.012494546881164026,-0.018004371204926484,-0.024906764923360636,0.0031467529808055783,0.003963088841071327,-0.03674388082463975,-0.014049456197024246,0.03423415216316261,-0.014092134231425968,-0.00509345370472547,-0.01766796676305038,-0.01434782428537984,-0.00320285688785904,-0.00787702305467941,-0.02108003119893309,0.04452050432386789,-0.007741142775042786,-0.00724236137990053,0.002201965878432688,-0.02849658913465536,-0.01388866703789049,-0.0018091510935899224,-0.012923488652626158,-0.021188453248506156,-0.04587283606834447,-0.015319850338206709,-0.017341255854688487,-0.015342019051389766,-0.01422337753754166,-0.002080941234809841,0.002002097385804591,-0.007040529980980814,-0.004851988398403839,-0.004595663640426628,-0.008594280642441499,-0.022063277269444348,0.005984266450389075,-0.008829583714335065,0.009318722029332704,0.009543257676668082,0.0030289080417635894,-0.008590022663543806,-0.03970942905434205,-0.05577080535374346,-0.03648739875461193,0.010391493172353217,0.022683784798424256,-0.0019578788252561097,-0.012198617719173188,-0.034712208161573055,-0.059926468720209125,-0.0334022839546243,-0.00705416173866924,-0.041751812768351604,0.00919804102739663,-0.023759113446534585,0.0022085781773741875,-0.00702984806823348,-0.003172172274278906,-0.0134316718252534,-0.04222958996753634,-0.01354613205553823,-0.053092355373344,-0.0264671872784219,0.0007547437039465699,-0.0032771887673098687,-0.039029904958121975,-0.014252829220625318,-0.00868101744729144,-0.016194377975662255,-0.09002906850930203,0.0012150371063730514,0.0012589337836268477,-0.01033362839167229,-0.009310460795357356,-0.0005856378159954101,-0.02824897561646522,-0.01921817828350536,-0.015349640480282867
2015-01-13,-0.016100293888124617,0.001451716177595097,-0.009358673306471,0.0,-0.00691318738353941,-0.004306145813378515,0.0,-0.002164482951970248,-0.033972176711031254,-0.004002577420880282,0.002292380494369528,-0.01378900314409126,-0.0018194537500492158,0.017674082688464265,-0.007145627297741264,-0.015380204476474146,-0.05901641625289322,-0.01560264149010726,-0.008557889930034368,-0.005272440586946314,-0.009988681176555603,0.0033533190154668713,0.011369289705061236,0.0059646513562727765,-0.004059037814033939,0.000551018620022159,-0.006974321311601472,0.00730842762139039,0.0065700399995607395,-0.012024366756244187,-0.005004284204672915,-0.0029970713221080247,0.008508606603895519,0.007110311045479545,-0.0011812758973869242,0.00016970141482652856,-0.040783450975629965,-0.016783471024850893,-0.010579245496590617,-0.002228519300098153,-0.005729470762060762,-0.0025885306348029102,-0.02270687856377429,-0.01714574654039369,-0.025900330420796536,-0.002353438888729964,-0.0006048318101359307,-0.03916941329595747,0.009354477205574252,-0.0035284497040870555,0.001490586092628643,-0.021168126385886832,0.00026677886666992556,-0.007103673794960241,0.020191136274819277,-0.00713940387309453,-0.00825717829727668,-0.024680384000724476,-0.013538752210813354,0.00327066098768114,0.003971019768931994,-0.029982479357254843,-0.005010010945784793,-0.012599551631665484,-0.0031738944377580625,0.0022630711803799386,-0.013358304621022499,-0.0034596622266217514,0.05981825667656149,-0.0023881760948024633,0.013717472247478879,-0.01787234367208279,-0.002912573804303875,-0.014249736210159347,0.006881890596930118,-0.010808289948470717,-0.01304032935551469,-0.00823626145711498,-0.003653208359001847,-0.01714710218949389
2015-01-14,-0.0073975348197273805,-0.017191379428069697,-0.00944621848771876,-0.012470345933222715,0.00012878852631592608,-0.002523092705876473,0.01830308696191474,-0.0014460957483501957,-0.005410369383767821,-0.01664768739557354,-0.006022755528529156,-0.024923816300942092,-0.025260690225736182,0.012433355711543026,-0.019392204334886642,0.00552745179378622,-0.0731706648439413,-0.025936539298724526,0.007499863233147996,-0.0008837078764930562,0.0028824648022163224,-0.006684411418689695,-0.005865125191821141,-0.0053509564358098505,-0.006622543788179613,0.008123312143901718,-0.016207630644834325,-0.010617657433110606,0.007460280941620878,-0.014198661923257805,-0.0033529165249734927,-0.01302600275110366,0.005424208150347942,-0.004639229937355327,-0.0020421097331347893,-0.03450036228343978,-0.0018092452134618187,-0.011236079676614774,-0.026448872767147358,0.0019144935500761129,0.007202603902934701,0.002595248515089077,0.0006113028351193428,-0.018984039827083965,-0.025615910554180776,-0.005789945647949102,-0.0018164206711500652,-0.029469676500651687,0.002541120954579812,0.002360390360816922,-0.014139530001756495,0.05195095751619583,0.0068028266745876476,-0.0016838712475140127,0.023957911940732712,-0.00933309292434481,0.006134804755195011,0.004518654068256911,-0.017983742846252704,-8.8105849973652e-05,-0.01050927685506664,0.01636383247205675,-0.014360366616123499,0.019778857153827545,0.004625960268134888,-0.00702448904336872,-0.01666311165584089,0.007843011307830938,-0.021894774134079475,-0.024471084682930133,0.03179972008808929,-0.01971403488778667,-0.007303000107245605,-0.005102107129302813,-0.0056561440535282115,-0.018052458791756987,0.005641644714862615,0.014411214238999825,-0.002888816107887049,-0.017049990282875904
2015-01-15,-0.007452559322885133,-0.005057674132203038,-0.019073865215061048,-0.015681697550504525,-0.020881519411010463,-0.020234718109570338,0.00789514792338486,-0.0175597608839545,0.04261129940076547,-0.013426457221517252,-0.0018407565293232508,-0.052369467598353925,-0.004808726730472945,-0.0035086825918089204,-0.03710500690819041,-0.014579162148973812,0.03947369010730539,-0.02611946551753963,-0.006180066283090313,0.0017682340758522486,-0.01932279995941466,-0.010094279165130393,-0.014257619888868311,-0.002762426084599534,-0.010940317428717816,-0.009423549623088334,-0.010433447505518112,-0.00625974801861795,-0.017030750496494607,-0.02057634167620548,-0.008410412493962904,-0.014213270981411785,-0.024376121709660747,-0.016009941588064236,-0.007216670073581843,-0.03203646594515941,0.0005178782578152408,-0.07167836789110016,-0.031599199863267535,-0.030891757870528114,-0.012013897033815724,-0.0004313072052973821,-0.014665414474044458,-0.013598337733768617,-0.024958563036119652,-0.01898226490663757,-0.016979856317791198,0.08856282020529194,-0.0032801741513620586,0.012658897335023012,-0.039252646849873285,-0.00047223971677201604,0.0067572852224393465,-0.010960989798597831,-0.0193284535499888,-0.02146674299036766,-0.010452503323864382,-0.05398111727481669,-0.006988148949035655,-0.0033922919164555143,-0.006966886076501755,-0.05277269596113765,-0.0170292374101344,-0.020855408842186285,0.014084762012848806,-0.009600934404364492,-0.009955403981996569,-0.022451934140993224,-0.006861276966960039,-0.00777115354396829,-0.01508184761574105,-0.011491722823506523,-0.007111382827246104,-0.0388888253833467,0.003318039991824673,-0.009675720226661744,-0.02243880721068081,0.002408075479179761,-0.008691899567709549,-0.012101443575827986
