Date,ADI,ADX,AFG,AIG,AIR,AIT,AME,ARW,ASB,AVT,AXP,BAC,BPOP,C,CBT,CFR,CNA,COP,CW,CXT,DCI,DOV,DVN,DXC,EMR,FFBC,FHN,FITB,FLS,FUL,GAM,GATX,GBCI,GCO,HBAN,HNI,HST,HXL,ITW,JEF,JPM,L,LCII,LEG,LNC,MDU,MOG-A,OMC,ONB,OPY,ORI,OSK,PEO,PNC,PVH,RJF,SEIC,SF,SLB,SLM,SPXC,STEW,SWK,SXI,SXT,SYY,TEX,TFC,TILE,TKR,TRMK,TXT,USB,VMC,VNO,WFC,WLY,WOR,WRB,ZION
2022-01-03,0.00785144708419283,0.00772796046961477,-0.012234202356711243,0.00932116862390564,0.02152191080860244,-0.0012658598170829372,-0.02291874896274304,0.007671101113595036,0.024346895361866627,-0.00315294842239644,0.028178328093031224,0.0379859742538351,0.008410596794968583,0.044874874950821875,0.01601445843252569,0.02276528188722704,0.013838421081444618,0.02202843349092154,-0.003244995001560058,0.00579980052791762,-0.010462408445420679,-0.018006520765404987,0.034506188916501035,0.03230820005889723,-0.01301523056231102,0.01927826070050087,0.025107260490109473,0.0257175954469806,0.01372541094994939,-0.029506340333533387,0.003846283356397473,-0.002687441466710516,0.010934832022334806,-0.009350140115968686,0.024643094277068345,0.015695619330449384,0.015526268957399614,0.03764483566473187,-0.01345219198722103,0.018299318620336402,0.02115525158021425,0.00588638734889857,0.017386216253769904,0.0019436455460350999,0.021242196066444174,-0.0055124993176576265,-0.005928129090234213,0.008461897222343806,0.01379693958663597,0.010136023214722956,-0.010577944716178567,0.011445231805796263,0.018159791777053735,0.03840017004124574,0.013408366785683468,0.027983437737824524,0.003446024598893427,0.017324599830630838,0.059098445520319176,-0.0005081224617976554,-0.012902152376445208,0.00774117538993635,-0.01426136615124629,-0.010482478392249028,-0.006296248047053199,0.005092218508001789,0.007508863706944702,0.03159713800190711,0.01755484931913398,-0.0020206146772880906,0.01910062770859433,-0.011139800606463246,0.0195837320309884,0.0015414823573400849,0.04586743434717255,0.05731569573902795,0.0015715751660767552,0.009147470643577016,-0.013715026567821864,0.017099365006772116
2022-01-04,-0.009032026983211927,-0.002556016389604676,0.017177825948043957,0.028053597035717193,0.04038125541719073,0.01394164300589118,0.016844268723585243,0.005543237125523959,0.028090114682575384,0.029197116540063295,0.03210293653117979,0.03919450900919719,0.04339401694577316,0.007765530373394558,0.023992863707470446,0.01341712257018246,0.022152781574325875,0.0433778362193451,0.018448766548691653,0.02648549058351879,0.017223721539358694,0.01760760191138222,0.04586386086335836,0.026482127000836186,0.04435491399113012,0.02052299693796833,0.039426616908778245,0.04253412366483311,0.03288226391033011,-0.005597246728053951,-0.001352228189031024,0.01414692891878766,0.006454874827100943,0.027371368131549723,0.0379747400183168,0.009833830386712927,0.01415622758727153,0.02827905014666321,0.016839307093393874,0.02024773625042875,0.037910049771755494,0.022203205714174112,-0.005423219439670279,0.03540216964823051,0.04203122485425559,0.01336811053472542,0.026090022225368825,0.022059758077054514,0.02449620628573812,-0.0017081454061292911,0.02097056829867916,0.051315907784669657,0.024375796134454175,0.03683637416055263,0.03192068923362079,0.045012605830856645,0.028945045517699164,0.03336123113429279,0.04854970248228674,0.02441470840761517,0.006111027181871176,0.017458121812927052,0.033614961986732306,0.0003655575036733971,-0.0006033381125595261,0.024445911129627573,0.04855463168946694,0.032284748288641474,0.011090409606239637,0.05437476077270764,0.02297432534065824,0.01768393334460283,0.02619150960665828,0.012650439501029842,0.034947334326333346,0.039818678412151254,0.004532664246740703,0.018491707282281222,0.01489018575025236,0.028487015469730093
2022-01-05,-0.015437405317219266,-0.021527650419324806,-0.01920708077838762,-0.013728777624001376,-0.00771455396228693,-0.020673208670142884,-0.018208034862971068,-0.012789455745194744,0.0012608409150900446,-0.013238893879861435,-0.010656067925894241,-0.01687853666073913,0.0006950063214294921,-0.011636921338609052,-0.008380295285003947,-0.011020270545225475,-0.0122593536553679,-0.017149194673512724,-0.006535362647250187,-0.007807565783100823,-0.005196831468453622,-0.011737395718698473,-0.022031055786594367,-0.018762807921328895,-0.0014607835207859354,0.0011828787512788708,-0.002299173084490902,-0.0030060733826683395,-0.01779042480890536,-0.011513389743837754,-0.01782891246421392,-0.00474486565199439,-0.02236072885021767,-0.04057568228821562,0.0012197088890988361,-0.011592738851476603,-0.02959246442273733,-0.02605373369501962,-0.0038372002460107524,-0.025551673089027727,-0.018282057553764663,-0.010271073933467822,-0.037154658940300234,-0.0049179023977169445,-0.023815772782495026,-0.005469567987931079,-0.017193369869467734,0.0033103210743168354,0.004782375545655526,-0.006415738636508017,-0.014095856100159287,-0.009678831495497087,0.0005802965276930916,-0.016212316528061654,-0.0185599528222814,-0.02288599932260449,-0.008900031510536865,-0.015804407293391498,0.0,-0.01688167980136024,-0.013834987151865485,-0.004117909263437913,-0.00426710454215018,-0.011959452792455028,-0.02062991432535921,-0.008407588471531557,-0.030153005178795822,-0.010906319305151846,-0.02376584641141466,0.005074796069068244,0.0,-0.01763428811541423,-0.0052749850294683265,-0.009737463086581966,-0.018538983575733026,-0.008720191265006894,-0.01700790543405073,0.00943379654258325,-0.01115537803060096,0.002270308801411547
2022-01-06,0.0031823926680349945,0.0,0.016996631424966102,0.017185241615155666,0.015549062002454761,0.011880422556511894,0.011992059635667962,0.0038716721160989565,0.044080784520716065,0.0021563200081986533,0.009163607513416272,0.020135601990038943,0.03299397992694475,0.03277640892970246,0.000172320682967797,0.035363312699286054,0.009530151455646507,0.03754115929286339,0.0032177251726861478,0.00230329443741506,0.001685203423862136,0.011876798401406985,0.03776008335918224,0.007768100150901125,0.005643103185304588,0.037810154373098426,0.04205089628899006,0.041783043060648506,0.0012711260919102685,0.006988327834354324,-0.005055187113705006,0.004099889645793331,0.04379421548128093,-0.011330978075353104,0.03714981982474619,-0.007272006556082844,-0.0017260292538006095,0.011145924327668144,-0.00012165808259467781,0.023930734536343312,0.010623900483836435,0.00986704925318449,0.029830167849968836,-0.012944351156547018,0.023691907958056646,0.0029116110795444072,0.006283295297340397,0.026527835884061268,0.031200477043215935,0.03034854846751811,0.018382433879666538,0.013901801165918659,0.0168216535902721,0.03851431859802923,0.006120943812901736,0.014186355640354531,0.01459260979907162,0.021959856168924263,0.023752416691401823,0.019696985657749577,-0.001368722498039987,0.0096482374481901,0.005957585370071294,0.023745933870465086,-0.0029799020285025124,-0.0007523598251222285,0.025538448974679717,0.03745748963438533,-0.013732899960119616,0.019787213042502527,0.0325059165993542,0.006027424384335012,0.02719821504782871,0.007051105978104655,0.01371709643586283,0.02562617062094441,-0.0028248136340245367,0.010580373126825915,0.017044670901571912,0.04107511172656686
2022-01-07,-0.026241309678609603,-0.0015713676644798502,0.000799249185529094,0.026186600263643944,-0.0031100734566514854,-0.01698029928981326,-0.019083634385290704,-0.013721027059198088,0.0024125390997637997,-0.012192516173943013,0.008559909783230069,0.021816109638397085,0.027008745566185377,0.013402911438685772,0.008967038224377832,0.013228646741879846,0.026125233076730536,0.02739202008235364,-0.010477771877166364,0.0037335983666078043,0.0015140766438259678,0.007990338783054884,0.010750478943186037,-0.011562389414209284,-0.005611437265795827,0.005692611973904471,0.016583726874702,0.008889952745814167,0.00412568475501196,-0.013751540753980995,0.0018475843465726172,-0.02288465406086715,0.00985232897246191,-0.028248587222728605,0.011156611572799457,-0.01937602695520324,0.0495679011847836,0.004960737945677973,-0.0019060259437814198,0.003977744607621014,0.009908168371037585,0.023922087906168343,-0.026280412037886558,0.00047709137519391653,0.013307416727708077,0.014516065330613559,-0.012120661080842643,0.007842593948071741,0.008717681478663142,0.03551295892121242,0.02246263235650514,-0.004736780310007238,0.01312025132675898,0.014326337622671215,-0.028784209977202102,0.02393922573286167,0.000948356492727287,0.0167874842279907,0.028781250389160018,0.007429498651278621,-0.024327534605617984,0.010238983474204044,-0.016675590357276726,-0.003700329331448149,-0.015149985614923533,0.009915872963570438,-0.016024153318880963,0.015942362760344997,-0.032911385898571566,-0.008831835342677619,0.0028620948812858593,0.019145570551995394,0.015820225446907088,-0.009668859879175873,0.015306164995513294,0.021256737160594064,-0.0046034434778020605,0.01535476299819516,0.019773355280993776,0.016681246526794924
2022-01-10,0.009239426379044069,-0.004197351931491844,-0.009293488893759028,0.011030653785204292,-0.006239460834125188,-0.008291486345234023,-0.015100755285760381,-0.010603011344722968,0.004412434006711763,-0.015246743370326832,-0.003670166316406376,-0.005083481461575001,0.0014186795004496044,0.0038007545244653773,-0.00529818384110925,0.01239222190123268,-0.0019254276548478222,0.004836269225575229,-0.012749369154996693,-0.02384556330894194,-0.019150086047238335,-0.019516614612621996,-0.007977125470930102,-0.013197319277001629,-0.004075545553422932,0.0007547470017523761,-0.01087538217349393,0.0,0.005688939827418693,-0.0010421932462088002,-0.007146253171363859,-0.013313940657645351,0.01735467296618065,0.035215928654769746,-0.011033514932415889,0.0033734458620759966,-0.025261189669276596,0.01919544421369701,-0.009303832585483174,0.003714944627539296,0.0009570203727811144,-0.0008227233946878076,-0.009587417695042677,-0.004051555041044819,-0.011628055788386105,-0.010810709978835487,-0.009914534773452721,-0.00803674585886216,-0.00508380769738892,0.00020166598094162325,-0.0015692320454341324,-0.0013357356353987937,-0.0005631308283206016,-0.0057210147720037074,-0.043567721231009604,-0.012652442564065614,-0.0037897047519389604,-0.015321583205371025,0.0025690787474890175,0.0034415581456148647,-0.004214252418816122,-0.004729631379867927,-0.006339327958737151,-0.02554592504796893,-0.007220515355119028,-0.014292778674697248,0.012103931082229069,0.004461783237845296,-0.022251348157188433,-0.018496061678662024,0.0,-0.019169209552639788,0.005901613559128549,-0.037706873653589046,-0.003495758826927098,0.010589412772097573,0.0007114003202957075,-0.014950899924540795,-0.002246288001275132,-0.007561662957184412
2022-01-11,0.018955389747465246,0.011591259589180503,-0.0021985591555264694,0.005862275375450476,0.014489217008741173,-0.004976591768057093,0.016758470498180245,0.01307278153200686,0.01277942907309959,0.020889665676523617,0.00943935291001563,0.0057225864448540165,0.00871758290610991,0.016356351892036436,0.010309397960637234,0.021348111510052448,0.003858635655419773,0.031593400555594675,0.018313396113213365,0.008598592271799266,0.00017124822517433635,0.007694352038999597,0.026804110384212265,0.005167117357474771,0.011332479314178467,-0.00678734475883036,0.004398213255833561,0.005123123822304176,0.004713998327850577,0.006522400287144459,0.009519428302761757,-0.0055155384565674925,-0.0038092884115767944,0.028080873051501865,-0.0011745873049165967,0.0007202697795334334,0.018591931839853526,0.010403636618477652,0.0011891609293501748,0.022205823797871282,0.0010162876436623502,0.006586505405810961,-0.022145628463863476,-0.00071793366527928,0.005674988283064009,-0.019286864298038164,0.004381242981680522,-0.0030863951719026783,0.0020442030977667613,-0.0016135812302451313,0.007858694667593591,0.0030934614641537905,0.03436646328829118,0.006248527268088333,0.01564034587054941,0.010771693067313626,0.007925241968076202,0.011267795093599764,0.03872445200001007,-0.0019601398657702607,0.005642738493921717,0.008146590390899267,0.007655744756564831,0.00697215234542603,0.0073783906964641766,-0.0110957757840775,0.007175348993842201,0.005666815098398725,0.00937090964298215,-0.010178909540641379,-0.01084483477491216,-0.003257275001854687,0.012385856982005672,0.0017993011432924089,-0.0017539630930742955,0.012827875686398427,-0.004443603584428635,-0.0057570326991500664,0.007939253898937348,0.009488256765763037
2022-01-12,0.0006909434273272286,0.005208395978027358,0.004553602688995406,-0.0064757223928380014,-0.005950964293941818,0.0019005647850174334,0.00722406295151079,0.012454075667524878,-0.010646572072433136,0.0016851899715688567,-0.005188991913158025,-0.00711237995291325,0.003780788675883384,0.0025328913964151045,0.0006800956131918223,0.008488999121236684,0.0,0.009690162569712557,-0.008454697155647173,0.00939774285650552,0.0053082044890737645,0.0030986506364707456,0.0020078938385910128,0.012397939255992085,0.0056027035037604644,-0.0018982862379475218,-0.004926511738536421,0.003057802590608727,-0.0003128439782823511,-0.008812827635841458,0.009199738186074446,-0.002476255510808545,-0.012468873494573374,-0.02512877505884592,0.004703127037012367,-0.009599218079174743,-0.008296528096670475,-0.0058583343511250385,0.00864311300908649,-0.09268654380091257,0.005671803947260301,0.0008180129789028268,0.001898652010174251,-0.00023962831807922136,0.0009633245135327595,-0.007865814921444447,-0.008350008215465832,-0.006707987853584285,0.006629080162825263,-0.03373727434294238,-0.0031187859022794306,-0.008584894847238234,0.013071777883201685,0.004869524379154555,-0.008662094236822737,0.006614596857704713,-0.0025161187174091992,-0.01207089757814761,-0.0008223979494601519,0.0004911783885646059,-0.012975589682778788,0.009427642213537313,0.01830858357767684,-0.010431954826058298,-0.009521758277092562,-0.0030601935091582044,-0.0017267378956205004,0.010204061095268502,-0.013925802314835645,-0.005836583200146128,0.004039290409831642,0.0049671414965173355,0.005956223475674038,0.012173132212201176,-0.009444416282058055,0.006064743125530736,-0.017497032240572863,0.014037383490313804,0.005290197755348558,-0.0001425185933920936
2022-01-13,-0.022848933015780615,-0.01398959311379,-0.0047718741003779375,0.00814727662511161,0.02155176154341043,0.007088725576755328,0.003133392772434185,-0.006965561042337587,0.0019926405634023148,0.010334071554294333,-0.00676310396351798,-0.0020467273050303048,0.025828610323490153,0.0074317029926487255,0.01750519996764055,0.010681094822957204,0.005551823889754948,-0.009241733486252679,0.004985845175256243,0.01372476414694268,0.021631857574337943,-0.005019652929949658,-0.005210287765561317,0.018219851215410587,0.0037143254052118824,0.00722724135447117,0.015401761625866595,0.006910634878295685,0.004067660112135885,0.007714361586721452,-0.018459578198688265,0.008538615890364198,0.007744271494578792,0.015049671072440596,0.01404340114720326,0.020353801879771538,0.007808003458806612,0.004642749672734814,0.003126771275916651,0.012503378405131604,-0.0012465377877468597,0.005066877082592569,0.00412815577322867,0.009581114025841941,-0.0005499224346804388,0.003303492697074306,0.008922763872079909,0.024545474913868937,-0.0015197558335404704,0.0010453545392028474,0.00821248881996861,0.03303911959657069,-0.003225904618372022,0.006757811730945917,0.015048559492808034,-0.010952033955513252,-0.005044994533801361,0.0012084492341204456,-0.007681916702430014,0.01766423034705511,0.005151908168602448,-0.002668303387609483,0.01253890152472259,0.013527275223538249,-0.006021507842586371,0.028520540631400193,0.011894255188105829,0.0066335464893299,0.016812243300612817,0.033128369836742166,0.0014366177046396533,0.0029916101746443324,0.011201674226656744,-0.01877946877069059,0.027494586094401807,-0.0070922065856559025,0.027803323397607382,0.013670099816778913,0.008537151565394474,-0.002136627847178274
2022-01-14,0.013075993269867414,0.004729260859585471,7.37630705458514e-05,0.000646634165398341,0.003516210183202917,0.005849108192547359,-0.017492690726582993,0.007089114588261447,0.0127288679954769,0.003330091979074412,-0.02821880067358029,-0.017432383362623316,0.03294163855908683,-0.012540584785818765,0.01987636060596465,0.001259814927231373,-0.0014865272369815052,0.03731143982654084,0.0012942606419212854,0.011361626007703629,-0.011670622063543079,-0.010533311474830498,0.015108732484109488,-0.0029333667842035283,0.0019530460242997982,0.009440822524044101,0.00920891291000192,0.018369237924072523,0.012465023958814436,-0.0007785074501706069,0.004643597223824569,0.0018705236632574618,-0.0023389852982854675,-0.016403799534655095,0.017310944049150123,-0.004274429129121127,-0.0071942232487791635,0.014042106265983678,-0.012833264964628888,-0.01129813133085844,-0.06146375574250451,0.002276863160618481,-0.026555096074350915,-0.015895648710974264,0.022423692766133207,0.00296319536474976,0.017563671894164523,0.00899994639417856,0.01572797278826843,-0.029239618405324297,0.011249152667657691,0.010172517439135165,0.024811225337609377,-0.013321774492289884,-0.01769492012172269,0.0006462027070552878,-0.00728874111180855,-0.011264607244776847,0.045341687072994796,0.0019288503308443339,-0.002120939248824283,-0.005351112320442053,-0.014174637726865336,-0.0029455028557155982,-0.02221288177808134,-0.007833963692583157,-0.007693990781378446,0.00958535874886568,-0.02050244026428072,-0.0002706949150566018,0.011477884501607027,-0.005835683583732432,0.0009497209938096329,-0.034359931815479916,-0.0012947730072183639,0.03678572199862007,0.005127157215701228,-0.006657558771422156,-0.007536963293503063,0.008421332791388458
