Date,ADI,AIR,AIT,APOG,ARL,AROW,ASB,ATRO,AZZ,BPOP,C,CBSH,CBT,CBU,CDE,CFR,CMC,CTS,CVBF,CXT,DIOD,DLX,DRS,DSGR,ESCA,FELE,FFBC,FHN,FLS,FSS,FUL,GBCI,GCO,GHC,GHM,GRC,HBAN,IBCP,JEF,KLAC,KWR,LCII,LNC,LRCX,MLKN,MOG-A,MSEX,MTRN,MYE,NC,NPK,OII,ONB,OSK,PKOH,PNC,RRX,SF,SIGI,SMP,SPXC,SRCE,SXI,TDW,TEX,TNC,TPC,TRC,TRMK,TRST,UMBF,USB,USLM,VLGEA,WABC,WAFD,WEYS,WFC,WGO,ZION
2024-01-02,-0.025080568956045268,-0.00320514035334607,-0.013492511609356272,-0.006365894075062384,0.019529015253749726,0.011453035746397333,0.016830350382839532,-0.0109070340542754,-0.011533902996337497,0.00012189568534703987,0.031104404959451326,0.01535304029439355,-0.00646712350067824,0.009594895605530729,-0.018404890477013436,0.004147977470596809,0.0027976739757731295,-0.0020577037801363662,-0.005943851176124837,0.003868556400023815,-0.010804708810956187,0.002331060269732177,-0.015968083287787316,-0.01045627152377393,0.006470793671258468,-0.016865064368064897,-0.003789655693109739,0.020480228139694745,-0.01722471717403029,-0.019025446731326556,-0.016214454438261194,0.013794968840216137,-0.02073273391700403,0.007953685774021002,0.01581450475846813,-0.014635602643679024,0.011006311939240065,-0.010376640582453356,0.0002473997485137325,-0.035971229178440645,-0.0065128981198975255,0.00047742393621952317,0.012977464578865838,-0.0433572665526889,-0.007121426116197926,-0.019201473123127366,-0.013867610891817872,-0.012987059945009483,0.004092106612302304,0.004657322084707927,0.004609044588846922,-0.02960531239599995,0.0076969646582034645,-0.009962226506071259,-0.031899217584929085,0.010655326283253164,-0.02209191888255635,0.0021693402383782256,0.00613180020782278,-0.0017582860903431197,-0.018414024067072154,-0.007643303776513344,-0.027655000892601644,-0.026348654968755603,0.006961301268627151,-0.012622778805598145,-0.006593492422018787,0.0029069322582984114,-0.003228098354358999,0.004508910717801351,0.00406943845853891,0.014556446870486406,-0.0015195860252035231,0.01105598571162214,-0.0017727270524580119,0.0003035723450843797,-0.00478343102721801,0.002234835914232125,0.0035675026158632495,0.006154449022141462
2024-01-03,-0.023866154929502614,-0.016559527031514865,-0.021836158168945352,-0.01884283908068496,0.020845117703290006,-0.029723883635819348,-0.03402314199895018,-0.045269808474738715,-0.023685031361247666,-0.02071154304289613,0.0113121164133545,-0.02600042529141755,-0.05014478370527753,-0.0425774273298023,-0.09687498067505684,-0.03534069536780815,-0.024910294793469956,-0.012600423011747464,-0.035874237625697636,-0.04729379606381556,-0.042310140389477446,-0.04744194379174205,-0.02738338262470741,-0.029138644276359926,-0.046488556086840216,-0.021258698409077792,-0.03169901771395811,-0.024913485121402235,-0.01283628462584363,-0.02683304562370048,-0.022849200543297754,-0.05036996254054926,-0.06931552846225542,-0.016935835980199876,-0.021276587320833484,-0.02256485864384039,-0.026438378920756733,-0.016699144318480408,-0.013607025296225483,-0.013918927046503882,-0.052681315053830446,-0.057645024221277485,-0.03330891588194662,-0.01650879817296136,-0.0015101932798614603,-0.017042324367050665,-0.02719838448696965,-0.029819421873021,-0.023433404240394418,-0.0029996562077675426,-0.008307582266940727,-0.0014527254165155323,-0.027614482443657717,-0.03307559566776341,-0.0007663256000496332,-0.030926558343978727,-0.022383317761849097,-0.018759104639300195,0.00039966856521123084,-0.024911998338611685,-0.025113442515879547,-0.035943527208903814,-0.04558434882160434,-0.012533788134069135,-0.0373314523077487,-0.03288880789504156,-0.027654806937542076,-0.022608660269474612,-0.027707828403379264,-0.03366466716480154,-0.02741700471823183,-0.026417550794629263,-0.029652009511616617,-0.009516516426042454,-0.031077889456476604,-0.04913560947245754,-0.021787621011438718,-0.01317659411923966,-0.05537319589859224,-0.04848216404304895
2024-01-04,-0.015294298026245379,-0.007520011414781869,-0.00023974670983473167,0.002112422143455417,0.02924937940120409,-0.006199987911311711,0.01332725250779676,-0.01884506741114711,0.016232509538515405,-0.0068424974939351735,0.0024237298584848244,0.010791507549506196,-0.01434003115810023,-0.00019861677138965916,0.006920408373887188,0.005614352281837265,-0.013080018033739371,-0.01972152018876938,0.014621259932864561,-0.00735432245730272,-0.01560045176258218,-0.0014646464378138546,0.0010427981969642897,-0.003298165648952689,-0.013591039550320705,0.0048387703830556905,0.005237958246523844,-0.006387451664487842,-0.006501697447616306,-0.0073710983214916315,-0.0049833660689204695,0.010306535430717911,-0.0074789582417252864,-0.0031877362524757036,0.02014841720408178,-0.007597938933345594,0.01677290130874165,0.006319225711640231,-0.0070229435715889466,-0.011129437795660335,-0.009459129432999758,0.012656140926138093,0.016660467056417883,-0.0079384309048387,-0.003024409789267657,0.0016478276520921487,-0.015726687758925273,0.0008827028981748253,-0.005738180698200646,-0.0021880714130894097,0.0017505653274474398,-0.01988369243810295,0.008459075701557683,0.0001927402937134115,-0.023389507106182816,0.005736808197497112,-0.017525248220295886,0.0123529300399432,0.014481206957413395,0.00025802439358146856,0.004034754550721331,0.00019027900705204104,-0.0068036654435310595,-0.02769361197514486,0.024416394891247695,-0.008699791877946339,-0.002275233848611058,-0.010676174297720165,0.012953370596053615,0.006967463833403409,-0.0062505054281163375,0.010760030172285218,-0.0012996141716721255,-0.011913865072883167,0.017228611582043918,-0.001913923146784069,0.011136522507034341,0.012325334387346842,-0.006947512718160187,0.015238282396868419
2024-01-05,0.002579698007979303,-0.011694928268484284,-0.010264197018515109,-0.003449675884501069,0.04557642889307001,0.0047706916536518484,0.002348392319796,-0.026022251456155554,-0.0071967295620180005,0.01578352376495662,0.010414742367841345,0.005057235232436286,-0.002059939801419386,0.00992864549289707,-0.027491463836777474,0.017789466135574195,-0.0014493670188827634,0.008284127482162562,-0.004117163817518921,0.004445285537640231,-0.02050863445515616,0.0004889670621357478,-0.01666668677111327,-0.006618095967409254,0.015368211760296235,-0.007918485831002076,0.0,0.03499991271586134,0.0052856187529022325,-0.00797564882029056,-0.0006422333286129067,0.001741701482570468,-0.02480379610880523,-0.012471177256972887,0.008316000484173136,-0.016195535414509687,0.02120982631003021,-0.0027472248311382064,0.014145023810353763,-0.0038978741496018543,-0.0010054775090327928,-0.007415494033593872,0.048044599397459864,0.0018057039923600193,-0.01478969135738828,-0.0010016446744582908,-0.016785061854951988,-0.014913428542413953,0.00734528765830067,0.01726981858846921,-0.0008737531018389033,0.027214308229817963,-0.0005991036606783906,0.0143545913529326,0.012171257939711078,0.024257272738416047,0.0038122225391912234,0.018884371288192092,-0.007580259863604999,0.004385921953861782,-0.00340032787921396,0.0019018908861185846,-0.03055204299899872,0.029965829006501465,0.00595885199048074,-0.009687538058954503,0.014823126478094473,-0.006594760691786661,0.0003651964793340845,-0.0036243514540750255,0.0027132212817124746,0.01388588049256434,-0.025438609774968146,-0.0027226445863438586,-0.01009008818071544,-0.006391867824088737,-0.015225166626856579,0.012986992856839796,-0.008307822960716749,0.033067420071476894
2024-01-08,0.013026117715472685,-0.018833351135253862,0.01425181610178794,0.00019232489110887485,0.060000003912509925,-0.009861102915958653,0.014526698678216654,0.015267160753269282,0.008840252055846154,0.016031650405107678,-0.005890014392295528,0.006522228518642148,-0.0032254287979114338,0.00766802900369723,-0.007067131259962167,0.007437798008212315,0.07486519489065313,0.025117226660351433,0.006201440083275944,0.014936333617979969,0.03344662110675278,0.0009773498195482233,0.023834605689265542,0.01798797468169444,0.013047991576463414,0.007118796619896894,0.016065871235927398,0.004140867887810762,0.005258124540607589,0.010257779468504813,0.010023187433087388,0.00844508573690339,-0.010946560155633778,0.013276298197874903,-0.030927855323080733,0.007183573917833641,0.006923211566047804,0.011412759514791038,0.013449628286610116,0.033161043936195345,0.006591041695608091,0.016116909948198144,0.014214707386011494,0.03380668935897857,0.007313464212943543,0.0021480907440489805,0.010013129717748148,0.007162773492395358,-0.011979374654987995,-0.02506078352123675,-0.006496017076267013,-0.016859363083377876,0.016187137991835465,0.010922310374486877,-0.015515974569426105,0.008257167762714346,0.013972372831106528,0.006273320162301088,-0.0022813266874455174,0.0012844749504594688,0.0009304832170675681,0.001328712138846555,0.02529670758660396,-0.012530645870055923,-0.0031359591165471823,0.010587882597483222,0.020224661934794996,0.012673566426611549,0.0,-0.001984091134626831,0.012177235893415572,0.0034237817421307604,0.02269610694331292,-0.0023400097027702627,0.011649123336053613,0.012222575173622463,0.03750000000000009,0.0,0.009700174978276133,0.011123715761629738
2024-01-09,0.004127290757728774,-0.00424664522738083,-0.007653643423418677,0.008075477117738705,-0.005321751811589004,-0.04647740945313672,-0.009237660536055459,-0.02318295016758909,0.00017522980659001597,-0.007282579165774128,-0.009813019957686686,-0.011479147192837935,-0.0163083706685887,-0.020487760712291414,-0.039145870937996374,-0.021133341027064767,-0.04804189210292742,-0.029310610008373428,-0.013353857277389802,-0.010719413490729246,-0.016576793853685268,-0.010253800148653514,-0.034661011643765116,-0.014725093699439418,-0.014425612817467792,-0.010174571003217392,-0.0102562832110491,-0.015807692169255927,-0.008966709077198098,-0.0002743564205816007,-0.008651283391288622,-0.016748827651487663,-0.060546834133370475,-0.0331632364585992,-0.009042557616641966,-0.028231847407881094,-0.014515123936895136,-0.010116777624546214,-0.020398149013928113,-0.010704644864455326,-0.020442925585470118,-0.01396112295970997,-0.016376087467085076,-0.006788601435387731,-0.010699358025927141,-0.005001063127694105,0.02389086769059312,-0.0221432468754007,-0.015814253341689732,-0.008844546526686314,0.003646452332266348,-0.04458598011834347,-0.005899676585977676,0.0005636218385489666,-0.005516140410731674,-0.019108727111064927,-0.008762569046748991,-0.013460139928167969,-0.01620608184005068,-0.0076962221173254575,0.009916321750670587,-0.008720365863714719,-0.018470182400885604,-0.0315051941311526,-0.006990499338650258,-0.008541098301860006,-0.036343459039041126,-0.022050108706364147,-0.016070032911198795,-0.015904632782303474,-0.014218176042736341,-0.011374111813539534,-0.023317637568726512,-0.010946163268779063,-0.01025560353455146,-0.011121609626467133,0.018706325911731714,-0.012620123921313842,-0.0078603972149357,-0.011225764655176107
2024-01-10,-0.007325109345484693,-0.02268846879207298,0.005603771446118788,0.008201381192125545,0.0457198715211411,0.012765977057365374,0.0,0.06863371932979767,-0.004205460795140614,0.006235583743711359,-0.008601415128230094,0.006930200150848886,0.010789222097107753,0.0009960371569797122,-0.01111110031850071,0.008202135025708213,0.0008108927503489571,0.019108307984047723,-0.0046849769498260585,0.010468253461367816,-0.011638832730194393,-0.000986618384275495,0.027331084117626636,0.006974396553165896,-0.003136604472247395,0.006275620221880773,0.0051812374465880495,-0.006983018887137149,-0.002010410180652067,0.008372075958201997,0.0039782573566131685,0.017034129348132643,0.03153152557750505,0.005919541617285695,0.019860486092377005,0.008562683549448336,0.0023256268491331777,0.003144749339657471,-0.005519317356889375,-0.00044944659163892453,0.012246139760891506,0.023290692539031266,0.022439407926952315,-0.003098318653199539,-0.006180052710740291,0.007898361026256406,0.009841175616436715,0.005123953012549531,0.0,-0.010596839976136918,0.009771948687500975,-0.019999968699919823,-0.0023742008922356117,-0.00347421843102369,0.016640210972382663,0.0043362262396193785,0.0020673547924345836,-0.0005742689177483662,0.006670024650875517,0.009565459328315207,0.011046352338514476,0.00019114356324623216,0.0011234932023114208,-0.02379520775220001,-0.013903668452802664,0.004249948375975476,0.03199986986020131,0.0060938685191698205,0.0007424272458536052,-0.0060606382225996125,0.005793827074147995,-0.0013804065965397072,0.020878526431719946,-0.002766847113334414,0.005817187967632087,0.0022492587331504055,-0.0118268107963595,-0.004260312577893277,0.00865606751465453,-0.002497914507917365
2024-01-11,0.0031322465067669114,0.02862627619899283,0.010365963701191472,0.006053738131287956,-0.03813952068949855,-0.005347587179298285,-0.00885790612167292,-0.0012005076798832226,0.01161361902229574,-0.006318398712501727,-0.017729010284902924,-0.014695124731247122,-0.008981810953392455,-0.012139234408045874,-0.003745314673225475,-0.013465441068596484,0.028149088163591518,-0.026620408276600616,-0.006799261802586387,0.010541592819571122,-0.0067677317080148125,-0.008395183255413108,-0.0005216207838044662,0.019459108130815972,-0.01415814240211899,-0.0037632453736126115,-0.008161459119874093,-0.021800379812704884,0.015109445136298305,-0.0014971582176656062,0.004090631866356498,-0.0068965524180241156,-0.04299632740891335,0.013965295633406871,-0.0015789835076582825,0.0003034289885788244,-0.0162412923579075,-0.008228836970213704,-0.0030271800888804767,0.010879351128208814,0.004990389453985555,0.005321954263244333,-0.01769912379829397,0.014019004164496751,0.0031092816531652634,0.00527185432257915,-0.03458026455837859,-0.012086857533104456,-0.012319442810398207,-0.01042847274313441,0.002109145470391205,0.0031396893786534985,-0.013087340337544218,-0.000753889997745838,-0.019485553990339688,-0.0170125923540958,-0.018426335348304956,0.0015804253025295534,0.01044081798779839,0.011523905282362357,0.009914045240882352,-0.006118588357068133,0.007504657405641657,0.004782436903011833,0.014635098902125554,0.01830037703710552,-0.015503761975693142,-0.017565167262689085,-0.004451033222143352,-0.0023711954109477684,-0.01470760711081065,-0.013364186823685342,0.003070036716974256,-0.00039632589242655225,-0.01518167201477183,-0.008335970880684496,-0.001574843064249043,-0.0008151941307988908,-0.0054059976521305675,-0.013430356237126406
2024-01-12,-0.003175304172284399,0.010690667993427772,0.003973385674105101,-0.0031967504641281508,0.020309481145840635,0.003072215853542337,-0.015522140338958379,0.018028915589732852,0.00747954062309808,-0.008559585504555156,0.0103685785048786,-0.0022653625511325215,0.0014447249110187688,-0.009065462258606494,0.08270677500430446,-0.006350672885074293,-0.013590863772741546,-0.0028536582845921643,0.004739473714746367,-0.0032372824267425937,-0.01512674641453271,-0.0014940393400737495,0.009916571659506879,0.005823368038316401,-0.005851119640594593,0.00938993424819734,-0.007362579078569853,-0.017253815871251632,-0.0004959719669040963,0.011859259795987676,-0.0021643482704070127,-0.010664629345749077,-0.021060034618813117,0.0020624338976724665,0.02793888802475597,0.0012122635827009898,-0.015723056027086457,-0.0031609014361873022,0.008349996661189296,-0.0027217338032833327,0.0055675443133824665,-0.030377079202143942,0.0010811637371623828,-0.0006971544197039714,-0.013173207668726317,0.007370048228303672,0.002116538341113694,0.014315471157780868,0.008676864385593897,0.054115449596893406,0.00978080203799303,0.027647401384255588,-0.01145256190227717,-0.005186119751282581,0.01271857999782866,-0.013709419361390807,0.004493924628663271,-0.005738632360174356,0.010233375445243498,-0.010379699256367725,0.00020030694880923683,-0.0050018560756551755,0.022693978991498387,0.008751722998027622,0.0058046498586425965,0.015275772586998082,-0.006749136652743237,0.004315758639719336,-0.004843567918343283,-0.001018764330275701,-0.010573405941273317,-0.01564671608435253,0.008191429775185721,0.0,-0.0018351906936737716,-0.0054963078374731245,-0.034384817042530935,-0.03344219380870084,-0.017188096229281857,-0.028380230313545862
2024-01-16,-0.0030261479037347883,-0.02938213498404596,-0.00691115602159853,0.0026410963401217735,-0.021327049990702784,-0.009571209525217061,-0.00955583583263242,-0.03659981226015285,-0.0041436098262978005,-0.008140048305758874,-0.01425306739601806,-0.009082273177546951,-0.024134161284859457,-0.016873124085275304,-0.055555583150297405,-0.020414016978045346,-0.0063897901846433625,-0.01120935692333136,-0.020964536985158655,-0.01623975961175972,-0.024768138498378445,-0.02344134962991451,-0.016537388112051632,-0.019298822081857847,0.013911336316918987,0.0023525474331675955,-0.030540944027593886,-0.028529696928449977,-0.0042195201330045284,-0.00067372925326592,0.0006380545574440344,-0.013788023488271683,-0.017927572999000385,0.029003144226574795,0.021025633200620897,-0.010293749427720655,-0.0215657437566954,-0.013872315825472659,0.0032624091144315415,0.011059516892651056,-0.015223043942975245,0.007643198975604726,-0.024118107016105506,0.0019352715227973771,-0.016489998031100517,-0.011255665219167876,-0.019983720484703205,-0.031919209615472455,-0.01451603110980837,0.0,-0.003923360628528716,-0.018781767761626766,-0.014024465728967761,-0.00037919594390989353,-0.01766073634218146,0.0006715148440619156,-0.028934208561451014,-0.0023087877389394995,0.009441426482499127,0.0038372292734463187,-0.008011972304342363,-0.028615533161319595,0.004084018124616673,-0.00487061962995694,-0.006470696224095018,0.007191181085240528,-0.01132517534115085,-0.025782750544103616,-0.004492694164990985,-0.016655215279062996,-0.016846953906298534,-0.018268074465939588,-0.01973209717487656,0.01030928668885478,-0.02077599558086507,-0.016580052585390304,0.025808567392183512,-0.012236213162249543,0.001644219377801459,-0.022560142170893638
