Date,AAME,ABEO,ACU,AEP,AMD,AMGN,ARL,ATO,AVA,AWR,AXR,BBY,BDL,BDX,BELFA,BF-A,BF-B,BKTI,CAH,CHD,CHE,CL,CLX,COKE,CPK,CRD-B,CTO,CWT,DRS,DXR,EBF,ED,EDUC,ELSE,EQT,FEIM,FRD,GIS,GROW,HOV,HSY,HTO,HWKN,JHS,JKHY,KR,LGL,LLY,LXU,MGEE,MKC,MRK,MSEX,MZTI,NEE,NEM,NI,NWN,PFE,PGR,RCMT,ROL,SIF,SKY,SMP,SWX,TAYD,TGT,TR,TRC,TYL,USLM,UTL,VLGEA,VZ,WEYS,WMK,WMT,WSM,WTRG
2022-01-03,0.09795907443763197,0.08823529411764697,-0.004154087037530063,-0.004046420815340124,0.04405845632794425,0.007645792061626633,-0.05217390255453547,0.002290610502487578,-0.00494250935750129,-0.006187228793339994,0.0,0.0051180991158332745,-0.005183128885056565,0.006879354929273607,0.01666661351649612,-0.015931643418268915,-0.017430580865512968,0.020746875209554094,0.010098981585261457,-0.007707423120922652,-0.003761469061012268,-0.008788431720335721,0.00326905113978615,-0.0037953344133290212,-0.02167176170361751,0.020026747172105175,0.02572469707694891,0.0001394823004301493,0.03503193815799821,-0.025686444892195515,0.01075257245337835,-0.002226851474669278,0.023204446323624728,0.04299362609969615,0.0004582280076463885,-0.05711426373950246,-0.0031983244236297725,-0.0017808756165220707,0.07045491775573698,-0.048629133450270645,-0.0013438703378089167,-0.006010648254254791,0.008618414187235635,-0.01687219398255846,0.027007536148271116,-0.0015466037792654097,-0.021052682955832736,-0.016255094040511064,0.013574625877024404,-0.013982095051249033,-0.008177276181741688,0.0030010810016261047,-0.009725756228203153,0.007548298827863231,-0.018209520064875973,-0.016768798983656907,-0.0032597325689444068,-0.00020517685662369,-0.0406434275607942,-0.006332034894527938,-0.005617972260667625,-0.01783117023478442,0.00923076042762161,-0.013167901637421764,0.0,-0.01741607884323737,-0.023809544603050514,0.0022036236074407523,0.005796088209677919,-0.00890985728373761,-0.026210681849872963,0.00930079752467683,-0.007175423376314716,0.006840502553011163,0.009237858790395181,-0.035505429377087006,0.01639338097830323,-0.00027638912883898303,-0.0015372719025802395,-0.010430501519044011
2022-01-04,0.040892151777373265,-0.05405405405405406,-0.013707151162215103,0.00045131720033642075,-0.03873806650308964,0.0050729343002602345,0.14678901271719558,0.01190355932826992,0.011116566864014521,-0.022567994118688817,-0.04605261960848528,0.029573142293743748,0.029632076609847458,-0.005647451511203494,-0.016393391201122376,-0.001199397544848102,-0.002234829228086044,0.09756096568224204,0.01134383800506411,0.0010814663060831897,-0.028251527713254454,0.003310145311181456,0.0037730981854515733,-0.013650118167546799,-0.008622742297882069,0.007853434646564184,-0.015555656047618771,-0.027828255872032526,-0.016410276611458663,0.017272689125754637,0.005572607038544897,-0.001879685206419901,-0.0161987221385006,-0.007633616683796363,0.027039680813249145,0.007438807672853098,0.032085653300982564,0.009366596402295757,-0.02547788773146853,0.005697790669697778,0.008539891160968649,-0.02556345340954247,0.003769740529030674,-0.002640377143320105,0.01842584133256886,0.021686270030185417,0.0116485668183548,-0.018106214217417982,-0.028571401810159047,-0.012330452535072478,0.007096593230160764,0.001821156238017041,-0.001510922583407237,0.004195287568029338,-0.010691561216743639,-0.009019334161231463,0.0036338058742007018,0.011892668189503519,-0.03742287794902788,0.0015685820291568842,0.05932204531353924,0.008630991231637797,0.0,0.016551204453671087,0.02538646276166756,0.0024696885192780904,-0.028142607413610188,0.009570944493312084,-0.006586009718173691,0.002115331351143279,-0.006433130236224716,0.001613005537452139,0.009636344327442536,0.0038219093767921652,0.019641700674355222,0.012559340837276611,0.0010454043644305688,-0.018320143588350657,-0.017705845578592228,-0.00489344702476846
2022-01-05,0.06428574026284828,-0.08571428571428574,-0.013292969003544264,0.009249739548765623,-0.05726356721585413,-0.011850451673286022,-0.02036361694335942,0.0031997621985850877,-0.0030412225918391433,-0.003682289256501048,0.05379308503249591,-0.020353802360490225,-0.020872899214106844,0.00464672288319079,0.01866670866614828,0.0009006905252590958,0.00587962452964752,0.0037037311739112067,0.013688600180386423,0.007071356733221679,-0.011422426489756665,0.004123880361126986,0.010478729027903144,-0.003895354747516011,-0.005020345176491081,0.002597389383432347,-0.011770280250127385,-0.007871685840133646,-0.02294065468969886,0.009830260453664419,-0.0035714218699445244,0.006826158169908947,0.05159164517443582,-0.02307693774883568,-0.032128439978508894,0.009493714675557596,0.08290147619980504,0.013404015471677688,0.03485854106261499,-0.016175393758880885,0.010982305116336466,0.006346836118038546,-0.007761345942724929,-0.017868869411131083,-0.009962441968024316,0.013861634067707573,-0.04605832041505753,-0.023087550637922116,-0.0533088159563736,0.006117331592801811,0.004352052461094491,0.024282828565584946,-0.005044192610556886,-0.0074008317166806,-0.010476310954944279,-0.0016548690945126232,0.005430733748951644,0.004457978342322422,0.020172520955805684,0.007145467821247475,-0.05999997456868489,-0.0292120680995942,-0.009146332820563763,-0.07131138819249416,0.0011169090013343208,-0.010000051989667025,0.0,-0.02267582780345334,-0.016298272785857937,-0.02849608938187609,-0.053585123688602465,-0.008664017019703874,0.0008674718175991636,0.002992487856398718,0.010285976859690127,-0.0008552387749247714,-0.005818066867299909,0.013521060611475066,-0.07119621906890328,0.0018913692160678064
2022-01-06,-0.023489826048270213,0.0,0.024900005099507627,-0.0032412465916095146,0.0005876006951239798,0.00013342639604929651,-0.0341499650354824,-0.007786078289819143,0.0007042486227082367,-0.0014983914658599495,-0.0019633333439436074,-0.0011653879858944949,-0.00032294138533850436,-0.012729688436110775,0.0,-0.040486030839225196,-0.03646481001042701,0.04428032664339243,-0.015191487487222322,0.001657984890923947,-0.006161958204630391,-0.006571149978159996,0.0062560626513714634,0.03253857570036023,-0.005685523461892439,0.025906815720319276,0.015989594669247875,-0.00995373381888609,-0.00533620578497318,0.017699097866309854,-0.008704684817680053,-0.0021038899146674783,0.009394582767003667,0.0,0.004149215153661956,-0.017763835691719354,-0.014354107815526262,-0.004505865647830398,0.06947352429807196,-0.0003338417261661286,-0.0021829808399815853,-0.005606018159354131,-0.010345829322215394,-0.006064631884669769,-0.019199630705070803,0.006622692185807244,0.00928491795252051,-0.005064436095900571,0.025242740200695613,0.002481883796347173,-0.00443635101482065,-0.0006339729962546725,-0.01588478347796196,0.01328852371514877,-0.04413230006464608,-0.027515490218857463,-0.00432113605695561,-0.0006050628637473965,-0.014201129520870714,0.02393227745470905,0.0028368766504145437,0.019756921046441223,0.0076923370361328125,0.021201379719663738,-0.007251849541497046,-0.007173070297631923,0.0,0.010880201226014963,0.008424410304580743,-0.0016295864689931383,0.0020504065716595576,0.01368929232474203,0.00693546546823165,-0.02685412338370763,-0.004812948990195687,0.020547863787604648,-0.004351942745506432,-0.0027795182996567247,0.016486071173120287,-0.014536567221472563
2022-01-07,-0.0034365076533647843,-0.03125,-0.009298295879654472,0.018165620590395726,-0.03105039903252349,0.00941483519080144,0.017678673189085448,-0.00453814866956781,0.007737443411785838,-0.015406135749483352,-0.011803298700051257,-0.0036933229884914542,0.0,0.017699131733752482,0.0,-0.01234556235749984,-0.015600056423368591,0.039285845196310065,0.03294626469391382,0.008665009134139812,-0.01391145953477968,-0.0025986061565432816,0.007617667533847516,-0.04118121666223662,-0.005932416675901164,0.003787859272166294,0.00738692227408988,-0.011656722791605678,0.002146016290299313,0.0,-0.000516237252572993,0.00351394497330193,-0.1261633682639085,-0.06456690607396687,0.04729110849935747,0.010638374826383634,0.0485437332160501,0.008678951463648943,-0.00433748221673691,-0.061362485799185795,-0.003662506337792082,-0.006342423443977063,0.0163183135478695,-0.0020338253478485724,0.0008845429396329152,0.021222294675026454,0.016559497949694357,0.000655532985942564,-0.023674241483512604,-0.0012377660100933996,-0.00466370126050808,0.018647741048782196,-0.03666188971223083,0.01311405704729407,0.007461842657234818,0.012954061351718504,0.00795661021542693,0.005248056197974416,0.016046809426580877,0.037339838091478894,-0.011315473635188589,0.004172705856620107,0.0366411853632691,-0.06960335067902013,-0.01535852693342854,0.006045614810228139,0.010617819883870894,-0.0024639378196634754,0.012531402665924007,-0.012513577406862875,-0.02027959813988689,-0.017319022838981457,0.012914453696511119,0.0013140927281540815,0.021084191486230308,-0.009647706713210247,-0.0009043611764523174,0.00954564793443513,-0.03671549278283348,-0.0003828624916241141
2022-01-10,-0.013793174916467366,-0.032258064516129004,-0.031183590090570257,-0.003304221234670335,0.0,0.01355106108277404,0.003776449516557756,-0.0013297581280610205,-0.000698240703405073,-0.01717131943981831,-0.01791635763483701,0.0024389067226475714,0.0019386077103356048,0.019752273835887513,0.006544302587616402,-0.03227846500380782,-0.034482884350103604,0.024054874252066094,-0.05918168788160871,-0.0077218004504751026,0.008686326488579033,-0.008645186109675351,-0.0011119891220138234,-0.020433401510912996,-0.005176679046854926,-0.01509426214783216,-0.000478162726843423,-0.02432515727653295,-0.020342670717243716,0.0,0.0031006524824157555,-0.010388832196121522,-0.014201199134083242,0.04040400148252998,0.008329821286902517,-0.04631577893907213,0.0583333340978609,0.002916643628536608,-0.03960378382790153,0.00231256902539112,-0.006178503213746245,-0.016454193911100146,0.0050173266434316854,0.0013586735395381133,-0.001119260152062318,0.02036563267889302,-0.0009049987102509593,0.0023507303930687673,-0.005819633091627918,-0.00954270318687811,-0.01478546147901505,0.025778106184125793,-0.02308387191680661,-0.004509892333621868,-0.024534499559534573,0.01682649382507151,-0.003588171226459269,-0.008433535976347106,0.009332212487536351,0.007510502657248841,0.0014306479555485918,0.00267145662290158,0.042709862073973426,0.003576026132229959,-0.01084270702862078,-0.005862525500353488,0.021967481983799164,-0.014559363422709692,-0.001925121890598902,-0.003856732578261468,0.005831401281196857,-0.008230043165272649,-0.010412402379372465,-0.005249569975508961,-0.006821467029467954,0.017365852613556942,0.005581744779037834,-0.0019323874524397322,0.007026673100976932,-0.009007507895864575
2022-01-11,-0.0034965001564449816,0.03333333333333344,0.011875013811068591,-0.008066154961075434,0.04022725423177076,0.008725031232493574,-0.03310756822018468,-0.004850148829056433,-0.010710025458819827,-0.00868409196875819,-0.0337837833483956,0.013041600989528446,0.045146680434996256,0.009915998121984515,0.0045513922353712655,0.013244010225109681,0.018389049524617507,-0.023489829360594627,0.03292200582062921,-0.009533266897513548,-0.00031980726645186586,-0.00645090320661712,-0.000723443595487816,0.017456724574400395,-0.02189947105102874,0.010217060420251611,0.012280828935726129,-0.017226031299248823,0.028415272652717816,0.0,-0.0015457370896237999,-0.020169839878116713,0.003601444615678462,0.008090645974711208,0.023043264896486004,0.06512132028864381,-0.03237094164787224,-0.003489741674430058,0.05154646574112132,0.01623918858828377,-0.003133807135748734,-0.007931835442687163,-0.02496228563659264,-0.0006785351199369849,0.0010615498570942794,-0.028309495356323322,-0.019927548267364426,0.008496373388330092,0.04975611989091089,-0.02352379745058375,0.006235349065181639,-0.008498299865143721,-0.011404012741820568,-0.00882565301986149,0.0059320226442227675,0.00794282888630704,0.0014404847576872104,-0.022883926343874816,0.008001589662585573,-0.00981826317813339,0.0028571401323591594,-0.005328677913898683,-0.04661015921781464,0.017531295087479304,-0.023269323714446122,-0.013858266996782387,0.0,0.0005715903685832302,-0.02728015844807885,-0.01050887914045251,0.03821877880374425,-0.010489729955617366,-0.02168763181557465,-0.016270671343439513,-0.005197639279972743,0.022481133603289072,-0.03330327034558278,-0.0028350994569833476,0.010004906052815343,-0.004641165698926586
2022-01-12,-0.03859645422914548,-0.06451612903225812,-0.008029667183741096,0.005792700335603529,0.0011652732135625232,-0.0026678139262469314,0.0015563815949917181,-0.004204899713805776,0.004471537239997714,0.0006255766394176465,0.020979034037302835,-0.013546166077576638,-0.006788060828443077,0.0006495756778974737,0.012297752622624891,-0.0012910041510214576,0.0,-0.12371136547581219,-0.019541010785037005,0.007660610187873784,-0.015109799194981899,-0.003607092846177662,0.01358808077181295,0.007926394025866257,-0.006650631329247703,-0.03160560588307515,-0.010556462274028622,-0.003997735627128796,0.004250777189745092,0.001739170240319332,-0.00877192387933401,0.0014447505200378963,0.004784655804798588,0.00321026980181105,0.04802392970972291,-0.036269380618978775,0.05605791737678967,-0.002918083943002525,0.13921538230035746,0.048026546989363705,0.009328471355513512,-0.0027616937676494535,-0.0051203927518086445,-0.0006787554899517767,0.012784276432661112,-0.011947197888420136,-0.0009242362370261992,-0.024397697898570714,0.01486987397850048,-0.007047661167222774,0.001680593962233523,-0.005754893069361056,-0.01476565736543245,-0.03021495723150802,0.003538244949734537,0.010014926098594445,0.005034246012191934,-0.008911888237765675,-0.0007055859009870158,0.00853839480117169,0.004273534172344773,0.00803571738948805,-0.017777760823567745,-0.020731135175687698,0.005906709367692553,-0.006129536496259247,0.0,-0.013535137409259712,0.003965859543401784,0.005030752132946681,-0.0017624052444307203,0.005142343895734092,-0.01646167035564372,-0.014305157322307305,-0.00261225731170478,-0.0012215754800596335,-0.017535757282965525,-0.005270495255632612,-0.011404925367643481,-0.016320118710209552
2022-01-13,-0.0072992627949434175,-0.06896551724137934,0.01992518559766121,0.006313037191924664,-0.03440747570770164,-0.003926542064980554,0.0,0.01717838272259642,0.012183857088231553,-0.0041686008516746975,0.0,-0.0007790128813426334,0.0018639943301741457,0.006796254981349614,0.007060173828458138,-0.0003232686225076442,0.001940183295499498,-0.015686304066265033,0.010835923167131334,0.006725289007755597,-0.007488215857355374,-0.003982207176870589,0.005274534302812439,0.03160583090209257,0.007662063729843016,0.01566578725764156,0.02579633829656447,-0.014664912924857831,-0.007407321930991251,-0.013020882486467267,0.01926086491569179,0.00901538985538508,-0.014285730723249901,-0.009599990844726514,-0.04663426655208791,-0.0021505401390484735,0.014579758407699206,0.008341765079353358,0.027539174479024764,0.03332777963572031,0.004595456854367352,0.00043706788959352316,0.010035950603904942,0.002037970223346841,-0.021580887706990293,0.049639378252675836,-0.024051728837368058,-0.024421552474320873,-0.004578772013327015,0.012130904155829736,0.0014677551952420043,0.0014779348691680294,-0.01929563141417545,0.01420095875553562,-0.0022327696293429344,-0.0032510270167128708,0.013595722201060978,0.01254693566705356,-0.01959402308256797,-0.005370908452959622,-0.0028368766504145437,-0.010923766882266261,0.039215648198612785,0.00858244089102067,0.01800762896913599,-0.007972281147485716,0.00467291510524781,0.006058663716340895,-0.002539466076426189,0.004449384079133534,-0.046993657360916874,-0.003384566945525469,0.03459037998082404,0.016326835059390143,0.0013094085374376618,0.0,0.018796469771268587,0.014152228284646018,-0.01944748457947154,0.0007898130100087997
2022-01-14,0.0,0.0,-0.0018314678146575947,0.0013206194117121317,0.031188784227236255,0.01953637467255942,0.0,0.0005662011261831079,0.010416591076992221,-0.01653589852791537,-0.0068493410175966,-0.024951400150348135,-0.0003100237183505383,-0.004057955436368665,0.0038242931277512326,0.01373857325031258,0.011319763360357449,-0.00796818221215534,0.01627116952423946,0.009003675174009684,-0.00729915033154982,0.011025111186629521,0.01983937675323766,-0.009955219278285354,0.0033218795000140577,0.011568064338074446,-0.004035843618446333,-0.02068008221946105,0.0010661444756936422,-0.001758971353619465,-0.006639300707641516,-0.005003375042155089,-0.05314002246358418,0.0371567070997354,0.011909899876915153,0.0032327948151822383,-0.019442069860916344,0.014513561926074336,-0.030151115586279142,-0.033542945858057505,0.014181283563533098,-0.006556825928435095,0.0035670259416757943,-0.0027119004785730594,0.00439903132866859,-0.007275726280164263,-0.0028438486692057285,-0.022229369037074953,0.0027598650678042347,-0.006375161765085791,0.008795207674448635,0.0007376631161708502,-0.024832841691248775,0.0009657081662275413,-0.020023836700452158,-0.0016307801429520374,0.0,0.02891379346680001,-0.010622992809536602,0.004484543011165076,-0.009957349868028653,-0.02656706686647703,-0.034833058892435265,-0.032194074651637705,0.00019222978141120173,-0.0033358988066821693,-0.013953452886537043,-0.019616692189371565,-0.01131540311037793,-0.002214784571513473,0.00020810037705176754,-0.004896658762202244,0.004314071497522498,-0.0071397125106748005,-0.004484280937459562,-0.004484453594360005,-0.005891558754723025,-0.0028183385855002907,-0.011429337815567098,-0.02486668582558993
