Date,AAME,AAPL,ABEO,AGYS,ALNT,AMD,ARL,ATO,ATRO,AVA,AWR,BDL,BELFA,BKH,BKTI,CASY,CHD,CHE,CLX,CMS,CNP,COKE,CPK,CRD-B,CWT,DIOD,DSGR,DUK,DXR,ED,EIX,ES,ETR,FRD,GIS,HCSG,HSY,HTO,HVT,IDA,JHS,MGEE,MKC,MSEX,MTR,MYE,NC,NEE,NI,NPK,NRT,NWN,ODC,PAI,PBT,PKE,PNW,PPL,RES,RGLD,SBR,SIEB,SO,SR,SWX,SXI,TCI,TDW,TRC,TYL,UG,UGI,USLM,UTL,VALU,VLGEA,WDC,WMB,WMK,WTRG
2019-01-02,0.03319502074688807,0.0011409168800708969,-0.01540616246498594,0.011157590356317693,-0.0017903574689980273,0.02004338340106515,0.03148302601895403,-0.030953583587315592,0.006896521484762719,0.007533140577308917,-0.022374665380640035,-0.018167663693334446,0.20727282564044835,-0.02405217346241162,0.11999984876625924,-0.014671272094737842,-0.020225268999798596,-0.023263145895490944,-0.019528069373577872,-0.02698899914755648,-0.008147321103460059,0.01539069571990015,-0.02103318797993492,0.004444416772366511,-0.02811603747305047,-0.007439487794682731,0.01107596130520827,-0.018539886415974816,0.11097559372914922,-0.01726420452467159,-0.0003520467349276135,-0.023831402417161307,-0.02405018561062089,0.04680870414890137,-0.013096819473129018,-0.01742157739493555,-0.016234136030631396,-0.015821499857892385,0.016506826627427307,-0.03266720520774691,0.015723139915071016,-0.029519676965062414,-0.025998129165318407,-0.02811638272449135,0.09493107305463933,0.009265432572824972,-0.02654850740131276,-0.022954900818462742,-0.011045531529345731,-0.009237064300202213,0.02758641078872448,-0.03374126178004577,0.03698119031923364,0.0242424597706703,0.04915208549816197,0.019369103692205458,-0.027347293348347623,-0.007765578572482279,0.04761911897490734,-0.011792015126172672,0.0729612076548245,-0.024896241751558135,-0.004553723657449438,-0.022542875632398984,-0.03254944949902616,0.02604948405003027,-0.011299424374029976,0.07422896225367004,0.011459622130996161,-0.01926596539633274,0.026717681026283913,-0.02043108628350554,0.01070437369446342,-0.04403646933430083,0.02960405704840885,0.02906769777150653,0.03489306090327071,0.016779885722449928,0.0,-0.039777826237889835
2019-01-03,0.06425692704379027,-0.09960721673141171,-0.05832147937411092,-0.015172432208883313,-0.024658264331338997,-0.09453004215919159,-0.02891563551746712,0.0075682567801769185,-0.06881932879493013,-0.019392935649493515,-0.0010680750325721133,-0.023622095131520582,0.0,0.007507743997391181,-0.045238064792986976,-0.012989076210309314,-0.00217275708413045,-0.039394032174077,0.0059551481766007,0.0018631183282651342,0.005714250231429796,-0.01232625323398795,0.005904799816328854,-0.028761045090273885,-0.004965609711065411,-0.05840102475014153,-0.018466358012493855,-0.000354456173058848,0.12952802959886944,0.002528887406802127,0.0015859355847915868,-0.0006300156443919125,0.0020238032671984207,-0.03794042912377693,0.015612489257792017,-0.009625070628802024,0.007587119601727199,0.005663148106300087,-0.006286116864556934,0.0027770438024823374,-0.007739820769214534,0.0036090511614579324,0.004718824405672839,0.013307754147850126,0.004208625270972766,-0.03868864502357883,0.0006060766564210951,-0.002473306407816067,0.0011969381924776812,-0.01174030821430394,0.010066697575596084,-0.0015406901995808076,-0.05786047091252866,-0.013313936890709588,0.03715698340421025,0.10966360711624845,0.010136147710995802,-0.003557433975087343,0.012572562701387069,0.006340493322171348,-0.014000221275015101,-0.07021281546158986,0.014181097056215508,0.004142947292535171,-0.0012159009108660968,-0.03351224469978342,-0.011785711560930556,0.009245705738068821,-0.010733470498651698,-0.030783584510822415,0.009028060505928304,0.012437507186988661,-0.014214104221815238,0.0049577207240452115,-0.032113514409200294,-0.04658828769067436,-0.06821742313246937,0.00847457894838266,-0.020301496772000882,0.010965525438502155
2019-01-04,0.11320755792072568,0.04268896645993614,0.06042296072507547,0.01890759543505216,0.01769728778027857,0.11436955133117288,0.02481391124471144,0.012813319485797336,0.014360765617110527,0.004288781638031924,-0.009011933897930313,-0.017338585630824133,-0.030120576526398213,0.01717149529834483,0.03491280637660621,0.03025185602319458,0.011977059121579092,0.03487664775453747,0.006775234996135859,0.009297389014743862,0.018466003666818498,0.022486181960745144,0.02673012115906781,0.02847397613445768,-0.004989913284857428,0.04643448213080004,0.0003188848433419711,0.00826795793057844,0.09329446469444846,0.016195425657171025,0.027797293707505943,0.010086449621173443,0.007484989175062351,0.02535212111465568,0.020240842543879145,0.035549925984223796,-0.0015060997977379698,0.032333900326249276,0.011597191298197806,0.014069028270954576,0.01014022893305655,0.020718937249429414,0.0030090688532331544,0.007803566942729656,0.05197032894887266,0.03751726348614692,0.07389429058784702,0.018416918655512315,0.017530128984599713,0.02865124097221039,-0.003321864887822712,-0.0024000918492612655,0.07725011026421291,0.014992855211215295,-0.015576380967049941,0.018590881677928328,0.01230448496849923,0.030703156638318685,0.007640756310363983,-0.002237853657318989,0.006592539390799068,0.0007627939850283205,0.008344739731241502,0.014716125187416162,0.020021791076168638,0.02086478885104226,0.07047346431379675,0.05014472402264092,0.033755241759598764,0.019985272500212536,0.013157934284442785,0.021735421458338955,0.009329879251162687,0.003288907687277298,-0.00308657734939477,0.03270487339061168,0.04235631544232521,0.04157450459591261,0.032258144536294386,0.007833879376368813
2019-01-07,-0.061016869049017486,-0.0022253552469791993,0.0698005698005697,0.0013745363455108794,0.003613340386467767,0.08263156288548523,0.013720748311808029,-0.007307188881919946,0.03625694674044899,-0.00972691739744258,-0.023581868503617986,0.010258556581190126,0.0,-0.003025881775620798,0.019276918840237522,-0.0015578352414289398,0.012603608265852717,-0.001817589190066471,0.01189079715836927,-0.0051178289731601545,0.003835452548255791,0.019682242762805835,-0.0066907900463604175,-0.0033224156918757464,-0.021805279713662085,0.015213931976026496,-0.010519602004388062,-0.004217165105676934,0.07822223239474835,-0.014500553552744266,-0.018487016985154425,-0.0024963938029490818,-0.004716986675297075,0.08104368148013075,0.016574612178602344,0.0037045733933198655,-0.006315858693831,-0.005806689385237318,0.019801755867355553,-0.017478600735983396,0.009266614485605063,-0.018285391435316267,0.008560739801562134,-0.0022662796889005854,0.013545583281646456,-0.006574743545632478,0.009588525090677757,-0.0014487869622077376,0.005481201520863177,-0.022927984117928957,0.06666649974067473,-0.012545278195536635,-0.027250159142167107,0.018463744707752916,0.05221551428805182,0.026897078356223236,-0.001888156084159931,0.0013855141394820691,0.025592586009647977,-0.004721251318244857,0.03551646012273024,0.017530525755857784,-0.0022368575127545975,-0.00935213140893365,-0.01419103288231649,0.009703915766243076,0.06347059782241571,0.0087235650142794,0.033236134548268126,0.014875625118256464,0.03480526043275067,0.002034483661714992,0.004481712673709337,-0.01884888205424795,0.03366878642507021,0.005216056982094264,0.03552190182901116,0.025477990899879677,-0.004553052895862164,-0.008669634801138248
2019-01-08,-0.04332139049132211,0.01906259952416245,-0.026631158455392767,0.019903909946960674,0.02047687524783215,0.008750622646876982,0.012738840928875783,0.013074125907071465,0.012329187906125805,-0.00047956985197827873,0.022099343126057214,-0.02071495342536278,0.009316710761190672,0.016613583603306115,0.016548608388468944,0.010843279419269658,-0.0024285063324848144,0.018538715305945308,-0.0241477008640677,0.015020911839241258,0.01910382707383662,0.03235055664958253,0.022290414640686596,0.00999982423906709,0.025189264320734095,-0.019669034804141505,-0.039304161878836674,0.012586534070631705,-0.05111293319947818,0.00609780383132863,0.0055808208317122965,0.01830126400703347,0.01777273946110669,0.030495592349204514,0.0150692719006984,0.01968505570247303,0.01005600537508955,0.013097226085903912,0.013797038016838403,0.03235487160401007,-0.0022957037894500987,0.018968088601121202,0.01784663317083779,0.03539655408368625,-0.04245262730819299,0.030443473403913623,0.02234626181405175,0.00731344657477595,0.018691641066484577,0.02894145999953346,-0.007812380480049175,0.03237022432099801,0.010320588062605163,0.007976631241308985,0.03007467088306437,0.033676633980612714,0.015015419129285501,0.013144352459027342,-0.02495394990053801,0.00664134181771403,0.013621684849319138,-0.02621725628978555,0.02846915332370381,0.017375858633984054,0.0336339519011597,0.033202417779890414,0.01619042290581607,-0.009103296048855958,0.021444756367956064,0.012415250043354531,0.004015902509655778,0.00756901459154613,-0.013803664722648046,0.023804778074584476,-0.09210015130618654,0.0014825155714932592,-0.00961528052611993,0.029813660078687798,-0.007068661465897241,0.012062710629360929
2019-01-09,0.05283019369633868,0.01698209366581982,0.0,-0.013458937677381932,-0.00022041650570381321,-0.02698792606951239,0.02279873866077886,-0.016375674064113444,0.01942067705353434,-0.002636410937599032,-0.0013898103506438941,-0.014516893751010063,0.0,-0.017284857711180268,0.04418601351591689,-7.687364999919843e-05,0.0015216143510818902,0.004827712869351464,-0.001323271213824584,-0.009527765083033213,-0.01226990180378873,0.00966191406749628,-0.010782464607053233,-0.00660033115315084,-0.0010871677888725229,-0.010191073207382328,0.011066395945112273,-0.014753543102866362,-0.08774980093809737,-0.007905519333102795,0.012834046764869544,-0.005376322505736275,-0.00523872711355966,0.014796598109099612,-0.0044334580341678365,0.022924575176707984,-0.007326077894073579,-0.0015719611198187211,-0.007560549239096326,0.008723737617790661,-0.002300129273820506,-0.01022986627630662,-7.112738915393546e-05,0.009871949053833484,0.008209798394511747,-0.001926802618262724,0.0262298953612361,-0.004321485728791541,-0.0007643380634119179,-0.0025339558538365337,0.006299441799100247,0.0037087039128016475,-0.021524867578214812,-0.00791350810532776,0.0014602005625470316,-0.003620116345083302,-0.01386126986706493,0.0,0.02654026300439849,-0.005537212298266425,-0.006719228742275485,0.0,-0.008500758455799007,-0.009548225936334198,-0.010803278144596695,0.01804103979742333,0.03623867254725144,0.010105637647999988,-0.0027624941080316434,0.0017827336716902398,0.012500038303300265,-0.010260208801724735,0.0038173691215339645,-0.0073424445786681725,-0.010309452933322305,-0.00259051516863662,0.044082932173124645,0.011258359244308958,0.011725422512538275,-0.01251490351464446
2019-01-10,-0.12186372007432933,0.0031962264704463728,-0.01094391244870041,-0.012278329266664723,-0.00551395635295604,-0.0222882987140276,-0.019984644451015665,0.018963639818454947,-0.0041975835856911115,0.0036048215483195367,0.011599182705181343,0.035353627476139904,0.0,0.02142622702979402,-0.05345216823913168,0.0056340233830047826,0.018383364967820226,-0.007402348571410089,0.014376869625135846,0.01964790874782163,0.018288308856388547,0.03253677196994276,0.015017457935216694,0.005536885452805729,0.0006530871353314094,0.035714244071033185,0.0029850797255923656,0.005423838299720929,0.06857145400274378,0.016600644749055427,0.016095805813957975,0.020077258707785317,0.013809020389670357,-0.004896023866107102,0.024740156607213404,-0.004954190354363508,0.01050223512657844,0.006474169896116599,-0.007110259655628948,0.018150536690971553,0.0007685847144291991,0.011690877489719975,0.004205580791433627,0.011404792403672204,0.07654780906203285,0.015443869946732303,-0.03248154883672372,0.01504715808408763,0.020275295799771387,0.009822927820741123,0.0015645964550730085,-0.003862592989311131,0.0070844386766997225,-0.0007252186564240537,0.007288255307256186,-0.002270585605856912,0.016654582450988498,0.009559703481875959,0.026777556998586638,-0.012439263344213858,0.0036238387372868885,-0.011538432194636461,0.018685777631703537,0.014120815911152329,0.022763174245393758,0.011214267622732477,0.01748573599855363,-0.013642524642069054,0.002770146621752456,0.00010787463436989775,0.022222344502363267,0.018696675419623388,0.01070437369446342,0.004109100286910028,0.01916659569701995,-0.008163378038079538,0.0005025734997805564,0.0,-0.009313050137836565,0.02383818612178845
2019-01-11,0.06122438707715827,-0.009818393660248281,-0.012448132780082943,-0.011049713568388575,-0.0051008284463539555,0.026849072583119193,-0.059607861088771474,-0.0056265060465992,0.006160847377352452,-0.011254960763021682,-0.0018346055812495932,0.012601699262701604,0.0,-0.0042266651539065725,0.02117666944231833,0.005679030751547964,0.001790301875514766,-0.003262650968075209,0.0015671553231531021,-0.001806364139331662,-0.004405289149549074,0.045338322533061026,-0.005249911155108866,-0.008810518313996929,-0.001957982672699421,0.017086147102269855,-0.04761906564010443,-0.007740409356756572,0.15864524871732089,-0.008099503829734012,-0.0003372461688933015,-0.0009082092125273222,-0.009349721669836053,-0.05658044270183893,0.009174463975254454,0.009720419349413367,-0.0019663278309545174,0.0008689727663069302,-0.006138129437659567,-0.011640019950818647,-0.0007679944456375765,-0.0033495296062011626,-0.005394774156264548,-0.0071592149226732404,-0.06429687716462373,0.01013934826221341,-0.017061290103181692,0.0018245027124585977,-0.010498845335167761,0.013585105644152717,-0.012499808768078657,-0.00033752746970694414,0.021473463731657816,0.0036285312658508317,0.0014476209556524289,0.008648027505498312,-0.015103586659731327,-0.0023673830116546224,-0.010791574680873661,0.010196809385450312,-0.016128850074643597,-0.009338586433541685,0.005826628199436801,-0.00589096358962915,-0.005918045766811986,0.011500328037583829,-0.014814814814814836,-0.011987107872526104,0.015469545491475722,-0.008087997119045953,-0.012077127930513187,-0.012720104369701946,-0.009197335943070706,-0.006138525121530458,-0.018806145901898996,-0.02731022788721804,0.005526336406061594,-0.004373521366778044,0.002715753300369439,-0.000589400242468674
2019-01-14,-0.04230759961008035,-0.015036901653391554,-0.023809523809523836,-0.02793293485019055,-0.023406268548239795,-0.0019734047668471533,-0.03252705563747205,-0.006093812805805232,-0.01611343825123368,-0.017437210076946097,-0.016847881269202447,-0.038940333170146335,0.003706119456236223,-0.022323621616572864,0.0023041246553712202,-0.0015263313235232001,-0.006850208121394585,-0.0038844588811373093,-0.014150802862544998,-0.007440394304403242,-0.0061263992082255525,-0.03833973339969099,-0.02195025833584796,0.03444440834103024,-0.015475141945109017,-0.0186316609370476,0.006597240940656723,-0.011227914261425886,0.11538461538461542,-0.019491707463038743,-0.019723495288441417,-0.0062130702275149385,-0.012934555607615805,-0.0013037808772582427,-0.00023919923237281093,-0.011739635029189177,-0.005253702171359009,0.002431876727634341,-0.0036024628391124747,-0.021432244596318872,0.0,-0.026886368045538123,-0.005209564328029104,-0.03641627731179631,0.022635342340352915,-0.003763704351138597,-0.0027996903462578215,-0.025496519505424198,-0.0178096447288284,-0.008273577293032242,-0.034810161082027946,-0.024287331990587413,0.020659663005662132,0.0,0.0028899651930023307,-0.008122347063731827,-0.02713262302554409,-0.018305340065737252,0.00818200144076986,-0.005462703200958319,-0.0021443387413344617,-0.014925340708215162,-0.009654719624836994,-0.003636224986209191,-0.01734172188834615,-0.005278861576567984,-0.007518796992481258,0.011199255794723362,-0.00816102423173437,-0.007121182700435602,-0.005379249374751427,-0.01362060122116715,-0.0028131361718599646,-0.0280009705099995,-0.06541638193253263,0.03461543892621455,-0.049213127476330554,0.010782646435844478,-0.003750297040794437,-0.011206167899360686
2019-01-15,0.07228915662650603,0.020466865910363063,0.03443328550932567,0.0186781772598279,-0.004564830698628675,0.007414711909266458,0.008620640043698113,0.013904206382739925,0.002620370845292763,0.0034505617213842488,0.008879763505021732,0.03801182457062646,0.00307689217150231,0.025406081771771394,0.04827568156172135,0.014216005236799223,0.010346248105289613,0.026649306986172627,0.00952513553801615,0.017422981337615218,0.003082242594201201,0.0033886203270609982,0.02011254054476197,0.012889411864430711,0.009519646304446905,-0.008092132593791046,-0.010003415331780285,0.017690646669794585,0.0282758515456627,0.017998652163864648,-0.053310271060091674,0.01265606760568283,0.02278368434519451,0.0417754541104729,0.002632178184881484,0.017818742245244712,0.016033281635795538,-0.00017330089383393865,-0.005165681102228037,0.01615510271895082,0.0015369547104022718,0.007770657359844835,0.010043574526632737,0.01796047471491713,0.017390893986358735,0.003777923337642708,-0.01263292353866774,0.0203815820787705,0.01620366565029352,-0.004337924681339866,-0.02459029341116592,0.017286002271472034,0.0017755727840165214,-0.018800184253111696,0.0014405713128315956,0.001819486073287635,0.021098416190794778,0.015193562797394478,0.018034168298455056,-0.028298345841234473,0.000494201112135606,-0.03588515236316159,0.013648115235965097,0.007839766339792442,0.014618850518026472,-0.017689400328492755,0.0,0.0119980832533515,0.006034043505964259,0.011333191313392055,0.014749320713069336,0.012129025166435214,0.00042328202437369455,0.013344659866346253,-0.012929233834455989,-0.0011152402108691728,-0.00998420028316016,0.005531375748382805,0.003973522922284811,0.012526101673499657
