Date,ADI,ADX,AFG,AME,APD,ARW,ASB,AVT,AXP,BAC,BK,BKH,C,CAT,CBT,CMC,CMI,CNA,COP,CW,CXT,DCI,DLX,DOV,DVN,EMR,FITB,FLS,FRT,GAM,GATX,GE,GGG,GL,HBAN,HON,HST,ITW,JEF,JPM,L,LNC,LPX,MDU,MOG-A,MRSH,MUR,NJR,NSC,ONB,OPY,ORI,PEO,PNC,PPG,PVH,RHI,RJF,ROK,RTX,SF,SLB,SLM,SNA,SPXC,SRCE,STT,SWK,TFC,TKR,TRMK,TRST,TWIN,TXT,TY,VFC,VNO,WFC,WOR,WY
2020-01-02,0.013379492400408699,0.0044389654489243036,0.01377071305624189,0.010627756848357706,-0.01638358467064127,0.012390878902850844,-0.004537466166209869,0.006597708195619445,0.014428398806576093,0.011925259840462665,0.011722491463521223,-0.02406419946914584,0.01677264649940602,0.019298271804800704,-0.008838458779715563,0.003592125327687379,0.0020115357587262572,0.0031244364232345667,0.006611911217073052,0.015756837214478514,0.013429034938538642,0.006247749386882218,-0.003605545689223666,0.0139683496070373,-0.006930897809725778,0.015997899113829206,0.009108617906285366,0.01828438729514792,-0.026800018849276408,0.001589797034600604,0.007604260894740422,0.06899680744914405,0.009423058237103321,0.00459655153253502,-0.0059684321164836796,0.021412672211202244,-0.017250690689983417,0.011412031832127134,0.018717481055775087,0.012123519875020916,0.008954068253016478,0.012540334699872036,0.007077898967052354,-0.01783904093712707,0.031524766168854246,0.005744825318278801,-0.009328379612674298,-0.00673103107648465,0.013753545381779642,0.00218685236922056,0.025472954943377424,-0.0017880117839721432,0.009720416271925325,0.0046353786329227376,-0.01415838764380517,0.0019020347017504324,0.009501001211022597,0.014755203183165255,0.01465429721217304,0.02256937221783084,0.013025660362614211,-0.0007464297207666615,0.003366882841768337,-0.0023611739390350106,-0.001768870886370566,-0.0013491318476641645,0.02098597741487218,0.01375649342917118,0.0062145299026452605,0.01296385253110044,-0.00782348363440466,0.005766993956703548,0.013611406260167325,0.019731032620819988,0.0014180424314489404,0.005719875825397347,-0.015037581866460092,-0.0009294362764400432,-0.011142756107074714,-0.026821202561775226
2020-01-03,-0.017603887752884795,-0.0050503559130533615,-0.004587927349739118,0.0013889318570252662,-0.02223786203502809,-0.013288254778909825,-0.007748282633155412,-0.016620273587096945,-0.009932335014150917,-0.02076357014504171,-0.012764857382700834,-0.003783453897390099,-0.018835194994112348,-0.013884149410898439,-0.016560557216564464,-0.007606122165025431,-0.013997162794880058,0.007341306838227979,0.0036666766133699458,0.0021662397257820043,-0.009367097676313274,-0.008623604221282721,-0.007840760335136476,-0.009326347199033802,0.012020099054538935,-0.01368112913760322,-0.01869762698383015,-0.015785531831323474,0.006864552988295358,-0.006878284372080268,-0.0053904016627271956,0.003352719220830025,-0.0045725863021705004,-0.01193617540700953,-0.012008025227791319,-0.010675552320271842,-0.010422049166081693,-0.014145524269764675,-0.00964606820184355,-0.013196436259377498,-0.0037763959732237673,-0.02979045614195186,-0.004350709012971521,0.0013704787576309663,0.011247462365271188,-0.0015173753265096401,0.028625283887315334,-0.0022588454058461993,-0.001829455788430745,-0.004909728739202812,0.007097291014128482,0.0022389477887840847,-0.0012030693776451384,-0.009602270271879654,-0.014513872774017278,-0.01955383128570598,-0.0069020314265041405,-0.01718426307348009,-0.014588472182267553,0.001371446101810836,-0.015299693741247733,0.009708634244476544,-0.014541089587201128,-0.011301952299540341,0.015947972907913943,-0.006562662514655426,-0.014734993783813377,-0.005356525421906233,-0.008293610167479315,-0.004032168944152814,-0.0017522832075324013,0.0057339264375897425,0.0026858837101364497,-0.016270562215060624,-0.006727801694482172,-0.006285875841265831,0.007786358791497694,-0.006139436760055572,-0.012227079502146632,0.0017014095879634983
2020-01-06,-0.01174869525785538,-0.0019038809992734107,-0.007953058477272679,0.0010896492229530708,-0.00044245711604251614,-0.017247478536976835,-0.022048565957872968,-0.010949667196246238,-0.004333825305246175,-0.0014325273626353274,0.009349541237830605,0.0003926121576622865,-0.0031369191423217258,-0.0006736162973978166,-0.005828826715502,-0.002705430944125342,-0.015157605920746886,-0.010158913183951568,0.011872107321092784,0.0008367671140685484,0.0009226445321679488,-0.013047926485846406,-0.010537142684061362,8.627226163193669e-05,0.011877332343269265,0.008244207386384428,-0.008212877871471624,-0.0020047623498506972,0.01181200417765682,0.0,-0.015416303609078308,0.014202266205470604,0.0007659413976883744,-0.005273429944678276,-0.016205006463878013,-0.0075478139717745085,-0.02605334738048759,-0.0031821469608867003,-0.011131900174460307,-0.0007950747797239588,-0.01288849226131128,-0.008453035381643548,0.018823454117023575,0.0013690156877252946,-0.010672864495754553,0.00026829891019319874,0.0040276472505687,-0.011093694829128586,-0.0025961114979590194,-0.002193293749578995,-0.0014093447432063089,-0.001787353369655853,0.004819041613901787,-0.002014705659511784,-0.004626288359779518,0.02275133758584924,-0.007897530375640893,-0.004034855226433098,0.007945042848924277,0.0021516681742252963,0.0049586730057769035,0.006410333947385549,0.0011351350358010937,-0.0073614099809719,-0.008333339494020264,-0.005439866358967649,0.015332316949959512,-0.0035900264328669884,-0.008362969375320772,-0.0015841310403992281,0.0005851196979318463,-0.01596350626012155,0.019642868465939767,0.000893855171057778,-0.0007127260796029322,-0.0039155282189261564,0.013028104538067575,-0.005990169488629515,-0.0007282278195744896,-0.002038158540606183
2020-01-07,0.022750540673639463,0.0012716109628763128,-0.004099425226835485,0.005739742045405505,0.004249861641462571,0.021877625212309848,-0.009394046509635046,0.01420002243793439,-0.005239558009192069,-0.006599742443476053,0.01005118355931578,-0.0024870126144961313,-0.0086850381709358,-0.013213183411970975,-0.0017373528949391481,0.023960302285837454,0.0007466243147351559,-0.009147634544157457,0.0,0.011912924452549989,-0.005875579368140538,-0.005464522537509842,-0.013925575766303377,0.0027637727915166277,0.003029156039056957,0.002465983620949963,-0.011261981502831753,-0.0014064244958843508,-0.017864083277010945,-0.0021310474412693514,-0.0011006836802976983,-0.007413614775972244,0.0,-0.0009637473128440988,-0.010981464801229968,0.0005631570446822387,-0.0028459140988115195,-0.00408908265247987,-0.009849892872742516,-0.017000920626763172,-0.004608397094399641,0.011134391924984,-0.006928241505749333,-0.0041011231325758235,0.010106709950567172,-0.0030383963665396863,0.010941204599465015,-0.0064103531305552686,0.003981009143395164,-0.00604391993225184,-0.0038815815857379254,-0.009847623667366134,-0.0029976859461300354,-0.007886056472345304,-0.007823925261124964,9.47809248286191e-05,0.0006367397735784763,0.010578431539123745,-0.0020565650317491135,-0.003188340451354965,0.011513225346658329,-0.005144565506561505,-0.017007291172904004,-0.0064509840149614694,-0.013093574221621274,-0.011525813154989017,0.013863202831110533,-0.00798725386832011,-0.004306445945229553,0.010225634663429073,-0.01374284659779934,-0.01969856944583459,-0.01313490960194763,-0.00044678601679959407,0.0032107275460149243,-0.004938978020932794,-0.012113048219634992,-0.008286286819679245,-0.007529995637969966,-0.006466969603081685
2020-01-08,0.009031597761368193,0.005714309329857503,0.0018292031325648495,0.002263131103563687,0.005421668824895365,-0.009645920176665213,0.003793089816571893,-0.0004747792138515283,0.01725969223018775,0.010109627040557845,0.001170603845663365,-0.0014433249114352842,0.0076182334277732355,0.008881318432664154,0.004568187430915582,0.02295798223326795,0.0005163197754758375,0.004278065674077736,-0.023164820036861822,-0.0016523415872691238,0.0032448544611571872,-0.004962747574504323,-0.011215346992458075,0.0023252334887398085,-0.035484969047284376,0.0034955588727823006,0.00234511096536405,0.010058532509811036,0.003350618173756148,0.004271047449037058,-0.005510856666674724,-0.00912865284926312,0.004207199889676216,-0.0004822608125834016,0.00832750295875817,0.0008447791496297707,0.0068493893238803505,0.005230302376918239,-0.0018949047114860118,0.007801052037387679,0.00019297473805157672,0.015485243504377744,0.021594477111854582,-0.009265629537817954,0.035862830096245135,-0.0029576721626901614,-0.022727270788175824,-0.017050451370360875,0.004676984572489662,0.009950247474934226,-0.0014169124485891027,0.005424730366299313,-0.012627662000379458,0.010364697127742684,0.0025764762792162,0.005489919910418584,0.0011136040872608,0.019487820024918,0.007604677596033227,0.0015014389209500045,0.011219462222840537,-0.029549334581910558,-0.003459960139436613,0.011044371415048326,-0.013861401246325844,0.003755123887686951,-0.005127758124393478,0.004782610695399647,0.002162306709758255,0.013787024312912122,0.007115523524345191,0.003545827647588151,0.01330973172498151,-0.013181612429707501,0.006400816949449828,-0.01701794504366938,-0.0021193489099369245,0.00303805534550583,0.00024501904326301727,0.0037683533509917932
2020-01-09,0.0,0.006313231582728784,0.008218128203098862,-0.0049085713183392166,0.023718917588831046,0.00665159214104416,-0.0004725907226502679,0.011870972213923858,0.018081715708424095,0.001715960465989319,0.003313414323134811,0.010119541584478364,0.009073014100656751,-0.002505676740193974,-0.013858643960150574,-0.015969021614469447,-0.0047602121151497645,0.01210764241263651,0.017400504354752266,0.00724094546627807,0.007277484227987463,-0.004631297412547308,-0.004200685256266934,0.006358440145634248,0.011741863876677305,0.0037410802790140973,0.011029342423916066,0.008763257715886041,-0.007791763454536915,0.0055823745557317395,-0.00320156942053218,-0.0025125989664207538,0.010093213798016976,0.01013508418800324,0.0020648139237395835,0.0073694500553600495,-0.011904856441159906,0.004979491381512435,0.03939280439623749,0.0036513798194095504,0.016586133877342535,0.016035500063688923,0.008455571738439138,0.0034635615639246886,0.006511869435029682,0.007101602196571299,0.010704661333353904,-0.0032818681941380046,0.0033898828381830892,-0.0016417596644392463,-0.010996929996976657,0.007643894036682308,0.001826984626970285,0.012084099781620727,0.0019466889258008546,-0.027581692181357864,0.010171954935048522,0.01419977158054353,0.008715500178926305,0.001499370909954223,0.016240422837102697,0.011418532960648431,-0.003472222872860642,0.0002999677256747546,0.028112480870020606,-0.0015753862211385083,0.01754793719261838,-0.004337932221790797,0.010250053198041398,0.006369565917107245,-0.0023549474141820737,0.0011778055978581836,-0.0017513615871134203,0.02218729208308079,0.00318026862063836,-0.01298435505257689,0.002882426047712938,-0.0017036189280940084,-0.014436086549681204,0.008191426487945686
2020-01-10,-0.01732131562905559,0.0006273339844082848,-0.0067021467794602385,-0.005919733515062808,-0.006424060237307239,-0.003303820404682911,-0.011814444078889097,-0.0035193750543056623,-0.004146562245089358,-0.008278470052299758,-0.018259572986937367,0.007806418706668428,-0.010364612428815922,-0.008009765057183427,-0.0155907712528085,-0.008771795624255008,-0.012045151233929796,-0.013734972944039137,-0.009837838879727667,-0.015952472249428973,-0.014793601071138918,-0.007695025193303673,0.0014766306355173953,-0.011526618733495475,-0.029013726252448024,-0.011053998348597216,-0.016198305113626743,-0.01658444285419891,0.009055056390359306,-0.003172251532941428,-0.005805921929478486,-0.020151027163900603,-0.00980378399978421,-0.003822296973467254,-0.012362741573471281,-0.0021778172550627195,0.0051635332259680755,-0.00773820048223095,-0.011872295074330186,-0.00996806431897801,-0.012141784139839018,-0.009737973289351998,0.0009674546765661152,-0.003796892222337256,-0.024908151974470938,-0.002945754078826246,-0.008765216447886859,0.007055552890511629,-0.0037820272540235456,-0.006030919260698875,-0.012195032096152025,-0.008031973153965422,-0.0006078842804214668,-0.013929476917772687,-0.004430124956987469,-0.0272990801464984,-0.007551962706255577,0.00032283851820569254,-0.010040191142119514,-0.011649784079757808,-0.0031644037555723648,-0.0007525749384229563,-0.025551375498320872,-0.00065986058866907,-0.025976597875705387,-0.007099266715909547,-0.01483316719520622,0.004477935955670587,-0.003915857889325358,-0.01864526409534295,-0.004426188031338207,-0.008234940026545234,-0.007894737752877523,-0.01904763445585622,-0.00563592536215296,-0.0075168489145268635,0.004840372429081752,-0.0043616881813811625,0.00024811345748831926,0.0010152237324851932
2020-01-13,0.004132489850296128,0.0025077627328464747,0.0021884366034239378,0.0006947811983997187,0.020948514474765645,0.004853747209540238,0.002391279516898548,0.002118850919817117,0.009899291742869742,0.009211331442946946,0.006727427047493295,0.014717136363756378,0.017665458181610694,0.004721662363482704,0.022306679559140674,0.0,0.006183632352007917,0.0006738632554432744,-0.004432939549586901,0.011897288051909483,0.016761564758857928,0.01136149522223917,0.010320065358825126,0.011747597597393078,0.01035890770702852,0.005849067383778328,0.0033600671537326043,0.0016061864338374754,0.007226849409127212,0.004243029939360099,0.0018636355446572939,0.038560423115778786,0.013137888627504868,-0.0015350941906047133,0.00556310287668671,0.014495128375118904,0.008561635017789282,0.008864506406023986,0.008318395463836392,0.00830453749569493,0.0005760663522604847,0.0032211675019366837,0.0009663850935637264,0.0024254796290412717,0.008072334585917496,0.0026860282235172672,0.005895353231882394,0.009341344651218497,0.013819228531338101,0.007170170303028023,0.0007262062263528879,0.004048362756136514,-0.004257778199386886,0.005486832406842668,0.008821956630374883,-0.0022892265465042083,-0.009511767556161899,0.010336235662028015,0.007265115725918259,0.0012508681322378479,0.01904752481275107,-0.01506461017286198,0.002383596952453937,0.005583849854561951,0.04030483615962854,0.011519437594111226,0.004774052049843824,-0.004216956642206227,0.004646058270241893,0.00540355224205924,0.01185541499673759,0.004744634316682594,-0.04686138404552875,0.01693367638352883,0.004251074282669576,0.009151781339542309,0.008730868314658968,-0.0074286209552272275,0.006453511378135213,0.02299642171642713
2020-01-14,0.003947739011788798,0.0018758331908590442,0.005480859491087786,9.917427357808428e-05,-0.009879386006845126,-0.008600326945812475,0.0019078983928284554,-0.01362767586913205,0.002022842141821357,0.007415639000554863,0.002554977619251275,0.001145260784249924,0.015622843424917043,-0.0009535865258283316,0.00021786134550394465,-0.011565843788848618,-0.0005217209907875109,0.0015714058077547222,0.0001535583640865923,-0.002818905685030293,-0.0022895576232931925,-0.0017830647042371695,0.010839946645114562,-8.556146396732078e-05,0.03430581388403442,-0.006719017849565745,-0.004018692429844095,-0.007215942062463676,0.00662303771008288,0.0018483344943982516,-0.018355692933509915,-0.007425848799408441,-0.003758823876348849,-0.001536835384845614,0.00968212241378441,-0.00452338238707406,0.0005660826596236568,-0.006562205832660983,0.0,0.011661864193406757,-0.0013436313519090692,0.0008451929324473362,0.003218420030389524,-0.0003452419944277585,-0.0010971120738221263,-0.0043751831505767225,0.0256412566620694,0.002082428506330336,0.007090013931279726,0.0032860198439446098,-0.014876464797346611,0.006272483776639692,0.004275984392514198,0.002759272662637091,0.00549422965357893,-0.0034910040898812333,0.0020807634127744112,0.0011722137215237627,-0.017814048791315984,-0.0033543070581741885,-0.002647861542724006,0.007648075199294002,0.014268792790223639,0.00591106387337903,0.01310717600570177,0.0015708788625858894,-0.006700814231599184,0.008227143463637843,0.00249025169261774,0.0043342543137636635,0.0055652512607407,-0.004722229066602024,-0.009276146033488919,0.006882903741180613,0.007054673872809225,0.006254763634859328,-0.0011936589937712183,-0.053924717694359026,0.008631230558108882,0.012892498693822807
2020-01-15,-0.016899591902749256,0.001248875449879172,-0.0019077824913228403,-0.0017851965716084717,0.0040081492875809754,-0.0021390410209372046,-0.014285375656255095,0.00023786773231404545,0.007919275362272327,-0.018403039231657314,-0.006273493997476787,0.016901659102826372,-0.008179713815986367,-0.007567626358974344,-0.014834043683517817,-0.0013499721062545378,0.0012179500532201182,0.0011206817065521069,-0.002149413528715227,0.016410314956271543,-0.0011474407295086753,-0.009467678534765156,-0.00907394368069947,0.004183866973220818,0.0003808026373877116,-0.0027319425738425718,-0.023873647538785292,-0.0006055816809911185,0.004072977800538835,0.0026358173167437826,-0.0020212312706232582,-0.01329999093353651,-0.0032069614502407973,-0.0020206273374908656,-0.009589277851763889,0.0015510871249959646,-0.0022625124066871782,-0.00128769079265445,-0.0059580202805479265,-0.014985825353520332,-0.0067267442923208964,-0.016548580938155477,0.010587041806440656,0.010373029726701954,0.007467596716026703,0.006277673766168945,-0.004286111522184055,0.016855177497195006,0.005899994783328921,-0.009825263240610727,-0.008103262523336041,0.003561834376169859,-0.0012165080569677134,-0.03627695485660798,0.006234119659908277,-0.011611733532183255,0.00654838020181292,-0.004044779086576411,-0.0033021208818845293,0.0027719453389232207,-0.009839239507850706,-0.03035719736471809,0.009378473740184967,-0.007716470778374451,0.0051369948765045415,-0.0003921037681251516,-0.003924849944312858,0.002520155125471879,-0.02182388586524997,-0.0058694209879018855,-0.0034956480831208614,-0.01067634522317018,-0.008426966551562942,-0.00022041568023589697,0.002802084579682562,-0.008494682210817617,0.0013444530103481345,-0.019878071192447444,-0.003911942977514515,0.00946479230986208
