Date,AAPL,ABEO,AMD,AMGN,AVA,BBY,BDL,BDX,BKTI,BMI,CASY,CHD,CIA,CLX,CMS,CNP,COKE,CRD-B,CTS,DIOD,DRS,DSGR,DXR,EBF,ED,EDUC,EIX,ES,FEIM,FLXS,GIS,HSY,HTO,HVT,HWKN,IDA,IDCC,KEQU,KR,LLY,LZB,MGRC,MRK,MSA,MSEX,MU,MYE,MZTI,NC,NEE,NI,NPK,NVR,ODC,OGE,PBI,PBT,PKE,PKOH,PNRG,RGLD,RLI,SBR,SKY,SO,TCI,TGT,TR,TRC,UTL,UVV,VALU,VIRC,VLGEA,WDC,WEYS,WMK,WMT,WSM,WTRG
2021-01-04,-0.02471917419476899,0.07643312101910826,0.006433365752644971,-0.014178895152205495,-0.016691665630440222,0.007014779158220685,0.0,0.0019182466819440691,-0.0066006525209576505,-0.0338081551840671,-0.006605755468665597,-0.00722255399227989,-0.024432786390851224,-0.007329452535731251,-0.02294702796202741,-0.013863244601521774,0.0032672055928550936,-0.02222207051037428,-0.018933888174873514,0.010496423599567928,-0.03794878322194939,-0.021606727114869773,-0.007200012207031259,0.012325239534737742,-0.0222772092907213,-0.007161409803559393,-0.03709001913368448,-0.023118647916607338,-0.04640579597464045,-0.06262530717712955,0.00391156309770091,-0.009387605843660274,-0.015426503890328958,0.009758187949528319,-0.007837988667209306,-0.04415286545793795,0.006097560134275426,-0.08400001525878908,0.011649874753069778,-0.019782032859145593,-0.0032628976290198786,-0.024739077228130846,-0.010268943181045764,-0.02202294157092799,-0.01987006731315144,-0.015030479252215678,-0.012993335521235272,-0.03363607597067275,-0.048669522698677636,-0.037977961879475663,-0.01569291682538465,-0.01221294522733396,-0.009610673906881195,-0.0023475253719907885,0.002510782059969685,0.027597517408169514,0.033232401831979175,-0.010439971512312463,-0.03495153040837251,0.012277104852309373,0.03685607347564779,-0.0243878360433335,0.029766021054285607,-0.030058186461634717,-0.0336968522659673,-0.013687263183409848,0.006231063383855151,0.005387133049256754,-0.0055363269731505405,-0.019651992209271163,0.004320067060496369,-0.05307856094082375,-0.043478340762106216,0.0013600981047467986,-0.057050120310157215,-0.00378773821402012,0.01443226417074106,0.01651058103567249,0.0108993659708152,-0.023260879558882785
2021-01-05,0.012363749667349433,0.029585798816567976,0.0050920214059477775,0.004853043951293712,-0.01646824867564911,0.00507505472148706,-0.058704504823518855,0.0013164319673100167,-0.013288953567077266,0.014854718181703142,0.002141228745443202,-0.009006456960783726,0.0071556280431421815,-0.0021453306588423704,-0.017782294154566336,0.01077784970715201,0.006251483234675614,0.009942879322651255,0.02345619017410372,0.03902300480992427,0.06076756023695706,0.02569762585839297,0.0,0.02324291701048864,-0.011180671109763507,0.029508239719039153,0.005290264024670366,0.007218001385221662,0.030534271373588107,0.018304194131936402,0.0010165559047925488,-0.0011264759919373812,0.006882142033609373,0.010737276628060899,0.02928700968342768,-0.025166031373057174,0.04602800095067239,0.012227104424007873,-0.007158546706900637,0.004954615133686557,0.011332109189065465,0.02995126163468198,0.001729403556920639,0.01841192628418331,0.00028167834255432567,0.04334925484010066,0.03169199296900693,0.002590843434206125,0.04356558751482509,0.007409874634419555,-0.002657151317977835,0.01087568757512214,-0.007855169589417899,0.006764316937159176,0.0006261234554532091,0.07898904939932305,0.04093608337356325,0.0030140977684394166,0.009389816514592919,0.0016018236522226115,0.0032643341233458134,0.0010823800076043,0.0030968340245538517,0.02965676050851518,0.006570281770643227,-0.05845253393023131,0.015425462656205147,0.028801190618640726,-0.010438386898041219,-0.0016129200106563824,0.028472087174313376,0.00960915927523609,0.028925794893660095,-0.00905374356759836,0.01589121555008499,0.039290114420343025,-0.006804297161229544,-0.005323196782795581,0.011753293562630551,0.013423142420365908
2021-01-06,-0.03366159995487494,-0.017241379310344862,-0.02630155115128041,0.024104362563749593,0.061308547079967024,0.04861373314321482,0.02204307142850004,0.01039727439815552,-0.016834996047721984,0.053887046986554665,0.033573277483021524,0.0015145133927891852,0.06927173331404535,-0.012999266064981474,0.020153651613132206,0.017617043845918,0.00617566894462418,0.04500696726723885,0.05628080155828186,0.04512299538989528,-0.04623103530145667,0.020747726954886803,-0.024979812228364207,0.05830809327827735,0.021325392600137327,-0.019108392223042614,0.029764606611385025,0.04710971458519975,-0.009259214892301415,0.06291200900526372,-0.00253865066558967,0.003516029928777309,0.02341480075877289,0.059135833950024086,0.06795197494082461,0.014751877250395395,0.03304077686705087,0.016393406202059202,0.009717944240762222,-0.012024983285857216,0.05677282230247638,0.07804127277333328,0.015782795653864312,0.04025845457270538,0.039830841308512666,-0.0019418071442667273,0.04442342404703825,0.02241451425684149,-0.004213164352797616,0.048950473383226,0.022202158778218184,0.07315968130356354,-0.010581410609119879,0.0347651093366903,0.03003747625765185,0.017569318347606444,-0.016854047825082152,0.045830283563597085,0.09501642687529621,-0.03586930953631606,0.0037058401172633815,0.05937866637829581,0.024356969946544238,0.037864080606406114,0.02443475850831045,0.023671313135030347,0.04740246765940537,0.018229156060548535,0.06118142540238258,0.01800114053051649,0.06871136863941474,-0.0038069970645144835,-0.056225132041972437,0.011420790608266174,0.006596287290989489,0.056097710078575336,0.02698778028443849,0.006243576188665667,0.02640190804605358,0.026276435279165344
2021-01-07,0.03412349504331025,0.040935672514619936,0.05347062695834204,0.0033010901215182464,-0.009951288812161785,0.0169956428741187,0.035770738070467045,-0.0005520229905768836,0.04452049203146968,0.04804534304668273,0.006366010041586767,-0.012216260942855883,0.01827244748553558,-0.00496463213931142,-0.02980070782268951,-0.04874714333368302,-0.0015901931826659554,-0.002691838000759561,0.01620449872735219,0.022362922878617075,0.04004205790894089,-0.03355704599800602,0.009917345601315297,-0.03621328020668735,-0.02031946602511847,0.044155900149891014,-0.009102473279937184,-0.006506970249854582,0.0317757946985493,0.010992010462130164,-0.008214754350262643,-0.0005947215942381234,-0.01435272077555716,0.004346500904438111,0.013146432891423698,-0.03887659548357236,-0.0022734845778779045,0.022920243114094907,-0.012107929617060531,0.009189498125295348,0.011545793320043574,0.025323305509029836,0.019907739951988246,0.011758369390693968,-0.022739566823458013,0.025937110468309044,0.00950193242036601,0.0010440688482125093,-0.008461561410365803,0.01096521761874003,-0.03866213892920145,0.007281476719173119,0.01498552663755448,-0.005646482057623303,-0.02187098693595002,-0.002877759342684194,0.008571446118775139,0.03017250861261278,-0.0015169122256089018,-0.08838861314694713,-0.012009255301341226,0.003990516927236953,-0.006027832123646437,0.023386342598595178,-0.0011433414438278833,-0.03752184151347615,0.011539362528938835,-0.008951478454654271,0.005301519078668493,-0.02403066406729959,0.016772074928165015,0.007643161454907288,0.03404299979884051,0.0004515179340720543,0.02490176623852358,0.01905281789923552,-0.006468580042500172,-6.837446038987505e-05,0.015339662024760115,-0.01165708360895501
2021-01-08,0.008631009929607192,-0.011235955056179803,-0.0060950169055702386,0.019100833208517187,-0.016425321090392853,-0.0012995818334163856,0.0,0.00615376476259355,0.049180268735505184,0.02895835675842129,-0.00010819056225608303,0.005889174820171705,-0.001631358677837147,0.007178343392017172,-0.004659099000171585,-0.00814218379517384,0.008813315502742114,0.016194545920265035,-0.008378734057661541,-0.025919781480393977,-0.04255328302096362,-0.02301586929152144,0.0008182712756970023,-0.027375094407529943,0.0002859417645975082,-0.022388105181490037,0.004029063922571519,0.020101423931260687,-0.0009058798469749885,-0.026205835685115253,-0.026747175292628933,0.00568857845275117,0.0036045599420244656,0.025965248095615623,-0.04134935648687099,0.022229766001978568,0.014736940654725528,-0.0041493933563011565,-0.005971243136421278,0.0034974197181434352,0.008152749896513933,-0.01651014151924246,-0.011782910930802415,-0.006130191181184186,0.002354883541005215,-0.021362709011183423,-0.029582874522446012,-0.01180109348267766,-0.04305644732775282,0.023205553523762967,-0.01445999211096305,-0.04515443690298937,-0.02382801818946023,-0.020159497795407932,0.008585641001424005,-0.002885895976613817,0.016996951391176518,-0.025802149388855944,-0.024916240750851637,0.0397712173316358,-0.03491126243472975,-0.0178390722059103,0.01819378248474024,-0.04235220605037493,0.007032996254397128,0.024478736563934733,0.01308201414421073,-0.017741785261902954,-0.011206333252404055,-0.00046486570983295117,-0.028629776645524352,-0.05120079251645193,-0.01234593633612735,0.0,-0.05334301749556747,-0.030028084420302026,-0.03479163645336247,-0.0001361724038044798,-0.0060801205761191746,0.026116509772412977
2021-01-11,-0.023248810745770565,0.045454545454545414,0.028230049875814567,-0.003857622393695581,-0.003739320587633932,0.029840761202776234,-0.002031659547489517,0.008037451783967642,0.08437509430762069,-0.007154887668770926,-0.01595105917667272,-0.0056205913516300665,-0.02287579560515074,-0.020774383238680305,-0.009535565182763661,0.003863137914624115,-0.018463929453428563,-0.003984282443053266,-0.010357091847962963,0.006100742667675574,0.006349381084181038,-0.008732743511741692,-0.001635282488792189,-0.007726223384001862,-0.017160086547312714,-0.0006360470556504572,-0.01011224943412703,-0.01239896735739665,0.015412502133093753,0.030060195359796316,-0.014716322169480045,-0.012628901641493218,-0.004022514765589236,0.011356376237720456,-0.013715970244467135,0.013227165306888056,-0.02560235639983388,-0.015833298365275028,0.004110119349403307,0.11736080274312122,-0.006469574844066184,-0.00982675024905455,0.02372617070317684,0.003983396958268104,-0.02708315962218466,0.01614589659019705,0.015242556677005581,-0.03238164401113941,0.02715833228232789,-0.017748974061269185,0.0032096840272388683,0.012946957604134113,0.01447076773218825,0.0031878807024978695,-0.013720028457707145,0.026049082561315107,-0.022284227203545504,-0.005726398830643409,0.0037393843053310505,-0.00500001907348635,0.004545326379419068,-0.020327623514581283,0.0,-0.0012726985408509917,-0.0058472225900171315,-0.04823009443316684,0.008677908513089916,-0.017405613906664952,-0.008666674296061161,-0.01347866364575101,-0.013014394602920643,-0.016988842085859823,0.012500263797151856,0.004063399941921508,-0.0050173753618073524,0.014018622470849174,0.0018972793468126081,0.004501081575448929,0.030493970626266576,-0.011083935670887612
2021-01-12,-0.0013953127684711575,-0.010869565217391353,-0.01943444102466263,-0.004124948466531997,0.0,0.035475785654764946,0.0,0.023219716641518673,0.023054726617034893,0.017968718179417698,0.01961644338490154,-0.012364432028566519,0.018394671097584192,0.0026325896237742175,-0.013303002081855753,-0.004328741210328002,0.0014584000710240463,0.00800021747209545,0.015422773122687028,0.012385486492251463,0.05993687330570885,0.013112054325789213,0.03194105995940211,0.026696026926878336,-0.011784955464854363,-0.05410572879244857,0.013620761921839808,0.003138474799838198,-0.016071393840914383,0.006392181569127908,-0.021594220632616512,-0.0048627930583355905,-0.0018752399198469494,0.02213659138244717,0.022872674941599946,0.003540281418787483,0.007260629478834879,0.06350550155394008,-0.00755664648029164,-0.03839965892763164,0.013720924347360164,0.02977293782414092,-0.022470578579164235,0.028734114385787546,-0.0022728503693374424,0.010041852071239532,0.015923421176701202,-0.006888276623571388,0.028413691084224313,0.0007530772928958651,-0.000456835005220424,0.02523847550444258,-0.005939540312377867,-0.004910432894560279,-0.014859350556349793,0.07193243942417027,0.011396485585855043,0.05111567415298324,0.016765115491762295,-0.009547765713557865,0.014045944962840284,0.008645749487074195,0.021840145676844447,0.016247220095519266,-0.039045800895275984,0.02603437749807469,0.019561564065407877,0.003007970700170004,0.04303970062194051,0.007538511265847259,0.014737487925333692,0.0006777914367053217,0.012345332184640068,0.0022479605996093,-0.03219562469967685,0.03456226719804123,0.012833979354508251,0.011405860919045496,0.0635907082939331,-0.031963670877222405
2021-01-13,0.016226661893199434,-0.016483516483516536,-0.03754196526993381,0.004860827956822522,-0.0010005940150453752,-0.012989369848796173,0.0585241075445444,-0.0002662724382784809,-0.011267706835082492,0.006135304890928062,-0.008137390114961618,0.0072731409649724466,0.0,-0.0025740641515558105,0.024835796991093062,0.005797028717032138,-0.02117377403259091,0.03174629679611907,-0.014645880577484949,0.0007645922984631515,0.015872939892489057,-0.027906997913526466,0.045238069648195545,-0.0027084156011429883,0.024882060529744177,-0.010767197294627828,0.011038065428244037,0.007487092874131296,-0.0009075239633832277,-0.014912935320424259,0.018760118433089,0.003614742330470655,-0.007803370993807568,0.014124230104205715,-0.02683355787650754,0.008267868872048556,0.0010737657393629085,-0.011942720317931976,0.014911065579177318,0.037472045315886326,0.0002293919942586431,-0.034667320207524166,-0.009026053780019305,-0.013499054444112701,-0.0027042172280268284,0.005663051441886058,-0.012986878823265435,-0.005259679408524565,-0.052570962463514115,0.026206523495186707,0.006401335552133514,-0.02398327226550534,0.0020715537379938365,-0.022641673807779372,-0.0003208465175105202,-0.04868394010902799,-0.01690177201187726,-0.008219158174164076,-0.04335888955966005,0.02080171353654392,-0.018499391866319548,-0.014762007999181592,-0.01101066360325409,-0.01567398137865672,0.015131189332914685,0.042138664161100126,-0.011451373003105503,-0.003332237874096089,-0.009671216633850732,0.01169043628413391,-0.007643962528057657,0.06671168301770458,0.23983744001947893,0.009870196164223799,-0.008617178286762561,-0.0055679133500003974,-0.010593950324027102,-0.010203090406964321,0.014207286467541547,0.0051462382293943065
2021-01-14,-0.015127283554666526,0.1061452513966481,-0.010786640629078414,0.01648867210850069,0.005509816741464002,0.00618269673204308,0.0,-0.019923027759611744,0.05697999413982413,0.0015011823728809937,0.014887086024538476,0.0003550764298652087,0.0016419953684940758,0.00934238617292471,0.000865766085885733,0.001440694569082579,-0.013505903081468595,-0.0038464356127001498,0.004679044027464885,0.007895107044691319,0.000976699257863034,0.0068650266933580895,0.031131347383217545,0.00977726993464234,-0.01652063913618873,0.01972796843644775,-0.024841709686863278,-0.006543854022450835,0.017257087603581578,0.008130155417491514,0.006499477860996583,-0.01667560952812852,-0.016020959785299937,0.04797281883832327,0.0045956616710947085,-0.020883258121752513,0.013635479524612748,-0.011281175775165853,0.03594891166612779,0.006415139193655994,0.024541377728354963,0.01324961873992847,-0.0020647862959368712,-0.003405178393512509,0.0032828867895158265,0.017394605506875438,0.014064992312176727,0.012260218309078308,0.04738753887224578,0.008431648884343224,-0.006815276014725091,0.018402386736090515,0.0009191082676465179,-0.009800820786229902,-0.01380406233658471,0.06915596813041458,0.008596176623401064,0.02624314084117252,0.02138508117253557,-0.035536785425657746,-0.0017049451323805087,-0.008409731238824159,0.010437332066654204,0.030573280365734812,-0.011221032352402571,0.04347826086956519,0.006046065630427089,0.0030092179017897625,0.01367187778911716,0.006470853602808635,0.013287030792620946,0.00825422034355583,-0.11475406548220535,0.011994724487548458,0.01819276262841263,0.010078301591227357,0.007768159350241,-0.0032554830403809243,0.043358468605952716,-0.029010560786757456
2021-01-15,-0.013730671446447129,-0.03535353535353536,-0.028417246448264377,0.01584873494180772,0.004482788762009804,0.0007024132292399177,0.023557974597676168,0.015401112269813222,-0.07547161936652613,-0.0780328875748797,-0.00032130748611858273,0.008637959052522737,-0.008196674537606752,0.010073946647122689,0.013835935900708085,0.029256864463578003,-0.013110646199881781,0.003861287807634284,-0.03342453070684892,-0.0279216556142462,-0.017560984611189934,-0.007438028905000671,0.01620031430521318,0.0021517137257489605,0.016652156344898472,-0.035356900108341915,0.0038943654269558703,-0.01116447183051239,0.005357095462463324,-0.023081139533350337,0.008789154167793578,0.007054999068838663,-0.019094131441168005,-0.021263996255324935,-0.014821671444522178,0.00893342590108226,-0.00755720660017023,0.013039921877987526,0.016897706902945453,0.02185426709913929,-0.02149083670412899,0.0006880217081710605,0.01472571274749801,-0.0024678013449753733,0.019205842607687318,-0.007133971191041755,-0.00044712559469362034,0.0003444235579099786,-0.023588695968901563,-0.005937558172987467,0.048947967120103186,-0.013180316121789715,0.008779739101407946,0.008698336602019241,0.018880237766237817,-0.03751606330715118,0.005681885674658105,-0.034993075292834686,-0.02656229013011835,0.006699260817654373,-0.011859548838496381,-0.006824021683387915,-0.012708171894683318,0.005562432069862178,0.010501324309898585,-0.07291666666666663,-0.01621129137072652,0.010333282672517097,-0.0006422142198784231,0.00597013718030559,-0.006651557569748112,-0.03904286829303183,-0.01111116447784033,0.0171200760031478,0.016676768035572387,-0.023281805904071362,-0.002916656073254087,-0.015853635519546216,-0.002157743236863463,0.013840265071777269
