Date,AFG,AIG,AIR,AIT,ALK,ALNT,AMAT,APA,APOG,ARW,ASB,AVT,AXP,BAC,BOH,BPOP,CAT,CBT,CFR,CMC,CXT,DIOD,DLX,DVN,DXC,FELE,FFBC,FHN,FITB,FRT,FSS,GBCI,GCO,GFF,GL,HBAN,HNI,HST,HXL,JPM,KEX,LNC,LPX,LXU,LZB,MLKN,MOG-A,MTZ,MUR,OII,ORI,OSK,OXY,PNC,PVH,R,RES,RJF,RRC,RRX,SF,SPXC,SRCE,SXI,TEX,TFC,TILE,TKR,TPC,TXT,UMBF,USLM,VFC,VLO,VMI,VNO,WOR,WWW,WY,ZION
2021-01-04,-0.028075846872426924,-0.019281750697177746,-0.05135285885325691,-0.019104453605760185,-0.05307689079871547,-0.03385521656721402,0.006604631533101868,0.04087399469242836,-0.032196785657854776,0.0032887942938089054,0.008797488545355003,0.007405228173376299,-0.023736776039870344,-0.009237833730560863,0.009657800823168028,-0.019353862756828488,0.0007141869808917622,-0.010695071560783531,0.004356462211352996,-0.004381560280412589,-0.01944374182305575,0.010496423599567928,-0.0017123463493802227,0.020240107355534054,0.006601944710444396,-0.013292704740862749,0.005134029831309839,0.0062699263732834964,-0.012332317397245163,-0.033482325926998846,-0.02291241380903386,-0.008476613150485424,-0.0618145763017417,-0.000981074199254195,-0.026958765753758107,-0.005542273067017045,-0.032791419458558346,-0.03280920634761231,-0.0393892829652166,-0.009443751040077775,-0.005981118316404799,-0.029616350230634025,-0.00645715467255592,-0.03244823086325488,-0.0032628976290198786,-0.020710054073542428,-0.03039086126173285,-0.013053672421014517,0.034710621889850524,0.035220093042627854,-0.02244786973366597,-0.011618240778789035,0.008087817776609718,0.0010065109631596236,0.02779874730206,-0.005505213458929958,0.07936513839377102,-0.01311922412474198,0.06417921487899791,-0.0016285252103357406,-0.029726577127077602,-0.024752516797886925,-0.014888453559702586,-0.03044368898411065,-0.013470846547340543,-0.015647999489390108,-0.05523795083767069,-0.02352646861102181,-0.013127436995435837,-0.040347639200859375,-0.0050733134537512825,0.010526398525478875,-0.0033954649172998064,-0.014848789853177724,-0.009832325902332517,-0.018211145307269194,-0.0029217566467401035,-0.03071994114396015,-0.02147318668005871,-0.011740500014582489
2021-01-05,0.011860225914954281,0.016698468751064066,0.048020887132480095,0.024051943612690696,0.01259136699330976,0.016407042983032527,0.03142645737365579,0.0954636228607606,0.03620358067569063,0.02950212223302562,0.027907136833303925,0.022052627629566945,0.005337285710888873,0.007659075844152152,-0.0038778196768898265,0.001267338411345964,0.008180273734187393,0.03130608258012679,0.01050076446158088,0.035207751081883565,0.03348653380449451,0.03902300480992427,0.08061763344292028,0.07625570923953773,0.03703700160674983,0.01478983134392542,0.022701708578484636,0.02336447515621698,0.013955259181617663,0.0041327995956443875,0.018821436063329866,0.012933229230514875,0.036131791509156796,0.04665997588578641,-0.0007574010920481378,0.022292835680792544,0.026102292408883843,-0.014134283771812362,0.05560317420658856,0.005441257945198785,0.03804346015251836,0.00594009003375251,0.0243709823291669,0.12804879201160557,0.011332109189065465,0.030816063808462024,0.02848194112763558,0.029127642410543997,0.08626206183665652,0.1117861637260742,-0.0021870929091065694,0.018455527361819435,0.10085938900376479,-0.005296336912878785,0.0012433550144492767,0.01839786492367912,0.10000005359457687,0.0039350114150071835,0.04207567178924121,0.023733884760145152,-0.0038807621646365087,0.02613279263458601,0.00906803777557541,0.05228833134040456,0.020336362130569663,0.006782375961629894,0.03427417285794365,0.03005036707364317,0.025039226923688984,0.014014478998008562,0.012674913207715743,0.013888715104051652,0.0024673495298863646,0.028530366575818977,0.016742305655454093,-0.027823382881239977,0.0478610036089846,0.02145915519320374,0.009448130182048597,0.015839615322718048
2021-01-06,0.06742477730418295,0.0651653824762406,0.0677590268019308,0.07148352931950686,0.033293217550973475,0.04563561911803493,0.013727958845591193,0.040791275373834424,0.07113601006229353,0.028955260319496245,0.06900435301077734,0.027662527110920765,0.036993305472356575,0.06245876114159965,0.0525565256008631,0.06726952997913349,0.055652695465800095,0.050884723018087774,0.058059785079094706,0.10958913583498653,0.05997465935726698,0.04512299538989528,0.048571362068969615,0.0552992212844714,-0.015996964704327987,0.0554114782310311,0.11209761261053064,0.09132389837365928,0.0959798535805112,0.04127827830590003,0.0717745584256686,0.08374824820994142,0.10700858352530718,0.06757381354367076,0.05566972014635385,0.09813081661293221,0.03801176319917743,0.05734770380651244,0.03620103263838681,0.04695604782635643,0.038519098558781995,0.07045436192219467,0.05498273877025861,-0.021621786894975403,0.05677282230247638,0.019636390661577963,0.039580095297004236,0.13559565905629523,0.08014704581401122,0.10819680503456675,0.0547945974141113,0.05863309989909471,0.04112439077995833,0.05493369441560936,0.06365141323681667,0.042685857347873,0.026737845829430285,0.05921607199452894,0.03768512071328933,0.05999061694051555,0.06438402106523622,0.061744207014066355,0.08512262577753926,0.08698979522388361,0.09083187588436892,0.05263185962212047,0.06335259219779732,0.0700424176393426,0.18702284899286825,0.01212012797732731,0.08531158696648622,0.035873344227972837,0.0251960059085099,0.022330756825998277,0.07620269947414648,0.03170586944422937,0.06711390871972611,0.05850034617519717,0.005133164253013467,0.11235976191267416
2021-01-07,-0.0036963951665265338,0.016911091286523128,0.0044212786884823,-0.0015490057720342065,-0.003882002351754954,0.0019057682384617802,0.04106544185934191,0.016033117230920713,0.0176318028113831,0.02156460350611278,0.02751351960684234,0.02072650821422961,-0.007910011256350491,0.02208372424178129,0.017260724126533233,0.009488395236310287,0.0019083448557271065,0.0018700539032778796,0.01975001898830331,-0.012345875178965349,-0.005514266627086761,0.022362922878617075,-0.012715537840460867,0.013646420123567093,0.09300563378128501,0.017227101990819005,0.009480962327861775,0.04253850368626355,0.03899552528313022,-0.01592657735104419,0.009042007506027572,-0.007009885357068701,-0.024088964203697327,0.01582425707594526,-0.0032069975147778207,0.024113564457835857,-0.012112711459218994,-0.0047457969604320915,-0.0005890737921753209,0.03283940490286841,0.027187581862481602,0.0011410774010118807,0.01152586346152451,0.019337349593587794,0.011545793320043574,-0.012359873952555778,-0.006081831286411488,0.009028472660010056,0.003403682513784867,0.028599600792320823,-0.004155675313677887,0.007632020685007124,0.02850022757473658,0.015909645017735397,0.026564174966014154,0.0268323201181353,-0.04687507626460963,0.017401474994025223,0.003890941784422175,0.026906959290245558,0.015218481576243725,-0.0013805320103783547,-0.0004602955350930804,-0.010817717640696611,0.0049594846796079395,0.02980013538386239,-0.013748444129888515,0.019336932473460022,0.09774911767929373,0.025210058975121186,0.012858047347174884,0.0285975996588812,0.009144993980145344,0.0182594248650918,0.02622251889095395,-0.02556415149755009,-0.00262041964918458,-0.00916045337865079,0.00961256564489732,0.030509292061919213
2021-01-08,-0.006329164213763505,-0.0066029329727628205,-0.017348477148510733,-0.01658501221938402,-0.006625100440563303,-0.044702193732004236,0.010575371401239764,-0.030976145927448906,0.0028874205779274575,-0.012211292341731572,-0.012873444415874458,0.0010550457347122677,0.0009863092285942177,-0.010042466483725865,-0.007635629210510753,-0.0005035318579218462,0.0001545250549666033,-0.0014517419262979336,-0.01256281757924882,-0.027586056099178857,-0.022540788000847578,-0.025919781480393977,-0.042011611262156245,-0.024771260088397362,0.023867192587321506,-0.023118609140867497,-0.02422157327556218,-0.009364433274366757,-0.008269874738278227,-0.0014174858941471413,-0.025763017979513303,-0.02682542851773051,0.0193037561911118,-0.026395356580340534,-0.005465603560414589,-0.0006924742910070503,-0.015112548740377374,0.002724701922677486,-0.04497238731288,0.0011037611066682107,-0.01191937448325231,-0.01532267626992223,-0.04805549367088613,0.0867205084628595,0.008152749896513933,0.004074529639174873,-0.01639952234705422,-0.036672918571811874,-0.04409770120272172,-0.0009587946873667041,-0.005738204447488737,-0.004219898775226438,-0.023821268018975328,-0.005094293989193033,-0.014502305310516328,0.001045376870200121,0.0,0.0026543517123565064,-0.028423727937759824,-0.0071727124889071625,-0.006641590670540043,-0.013478465417201102,-0.026466898631968494,-0.02257769037205215,-0.01662339612982111,-0.016313874873096323,-0.01487018961616049,-0.005773284967019454,-0.004100703343880352,-0.007786727023699647,-0.030493698098404298,0.005624707454091382,-0.004870892573594632,-0.03284742795427198,-0.01501272963903777,0.00697753798539269,-0.0218951540713046,-0.009861129208458164,-0.006843609227147218,-0.025404912675170865
2021-01-11,-0.010103361130528898,-0.008370357759502345,-0.00395260929811081,-0.003275927368032616,-0.016280855704397967,-0.015332091285092941,0.025115037444296773,0.004825208658438385,0.016700271496579155,-0.003354082215994425,0.021909187522394902,0.008166582745493534,-0.005912224586417714,0.016599890697570174,0.011968661633656286,0.010915154857723097,-0.0020589169128911733,0.007893598059091289,0.013570952286126259,-0.03989367269152133,0.001479596141488848,0.006100742667675574,0.021766699206841267,0.012148118393634944,-0.04087841135903425,0.0005505765523583506,0.01621064484471635,0.008777892755739591,0.006414317666463276,-0.02306872480582045,-0.004311588466722749,0.014093238620733084,0.11859670299294445,0.011999826426377425,-0.01119877143232828,0.020789874385706453,-0.0060797507262799755,-0.023777031677808425,-0.007402704280108141,0.014924102299094688,0.0,0.001361678107997033,0.003382603304607157,-0.02244366957537569,-0.006469574844066184,-0.006956600332662322,0.009083194963359631,0.010465664531820185,0.002838818117764319,-0.0374280557070269,-0.008394425545654838,0.007389089269612237,0.0,0.007522591062033568,0.0058671221984272215,0.0001490812088609239,-0.010928885571314773,0.012843111637835358,0.05984040362261789,0.04821243619031601,0.005348821003614335,-0.009283565911373581,0.011583475160442891,0.0014435152003224871,0.0023773449417581194,0.005725369059328411,-0.003773410944336919,-0.001066833101589948,-0.07823530257986233,0.003510700939081346,0.017413647918027575,0.002556852914458174,-0.008764878856358793,0.01611513696274436,0.041914545364144074,-0.022450270398384098,-0.008595976515994308,0.03392474343000029,-0.008388143608278664,0.02360384807322724
2021-01-12,0.004104922257183619,0.01787465098706953,0.02566140847304821,0.02738925000959247,0.03070781762659358,0.0529824178589724,0.02092711894825272,0.1122450436807032,0.018974726246181683,0.0074038138756384875,0.016845491133570034,0.005226072813256932,0.004625812509318816,0.01784126709038447,0.014964950779315478,0.009634664933476866,0.01898252438392345,0.023701725277779362,0.018828501314440693,0.047552980429727,0.0066495847188912105,0.012385486492251463,0.02349632383760003,0.07528665618119579,-0.003170135770439897,0.018701900084413525,0.0034898000715783972,0.01874162940659807,0.014021633951833978,0.026882832266851953,0.018187155379382203,0.016145577729118843,0.09436585181991664,0.00658762321931472,0.0030411368074152456,0.011540952203053845,0.02767224987773398,0.01530963244125938,0.01346568992624908,0.015719197338304625,0.04026965585907938,0.01573422842585237,-0.02385888838824246,0.02551021981442725,0.013720924347360164,0.04786956191687741,0.02959320647445951,0.04259452364732086,0.08917207280451289,0.12263215639650671,-0.006349285663973414,0.03473173203054625,0.1264942443228414,0.014744551710035747,0.040256138242323436,0.018940980198347557,0.11878444834503754,0.002129415557137415,0.1493101231374656,-0.00696279315070647,0.011590395977803869,0.021569967757850472,0.010283035215446823,0.025949365087683196,0.026877588521034612,0.025716753754119415,0.08617388142745397,0.013406041720765094,0.025526450968966774,0.023873190659060795,0.014329395875763984,0.009803195557182454,0.0053974383576285145,0.014836269522094492,0.0330141861290667,0.01814562530009689,0.020592157476843287,0.022275550577003367,-0.011782502881901413,0.009825747017490727
2021-01-13,-0.014032018429890769,-0.006828886684725144,0.0018055118389921354,-0.02227509445833631,0.0030953734119356646,-0.02323824685753184,-0.019597984218275966,-0.0393956341401438,0.02862734525675248,-0.01030823934584546,-0.0005022922074344738,-0.011957917918927752,0.006413385698853968,-0.005941953921548726,-0.012009349277676273,-0.015794893688635847,-0.008352631001987243,-0.016911752874005814,-0.005646981439293208,-0.028206195258642874,-0.012966469838405659,0.0007645922984631515,-0.005509543718931198,-0.029426794465845174,-0.0014133925532524572,-0.01579380354810489,-0.019374239647138025,-0.021025102566105014,-0.0037711108894585843,0.017571138154468313,-0.02750246089953956,-0.01568796297378272,-0.05452704816734899,0.016579338572985103,0.002718402077865667,-0.0020130459777860654,-0.021825352687870336,0.010966437648081806,-0.012264702329112032,0.0009269956893800391,-0.02472716197189151,-0.012048196191768001,0.010095678309393952,-0.03980106522087756,0.0002293919942586431,-0.01169948099300766,-0.017724705291564558,-0.030299298129798813,-0.040285830012650514,-0.0293072750442408,-0.009584557831186946,-0.02157791813574539,-0.012820607339814827,-0.016261634839048744,-0.0363084325455405,-0.029420221331151852,-0.03703719653597726,-0.015937246452085496,0.01200857698303226,-0.026557671498257718,-0.03305791302421135,-0.0024229732192136977,-0.009484195368859027,-0.03208436804737069,-0.046446099958608045,-0.0032537649510033795,-0.01220570056384851,-0.015101721477939867,-0.014934677838164823,-0.016281364256227726,-0.02472216151770068,-0.014680457504296807,-0.0226158265712052,-0.03041515436714648,0.015519211485392592,0.018936350960636172,-0.025663512314354597,-0.061543106712368734,-0.016814276702192044,-0.011318408691808113
2021-01-14,0.0036063399663508466,0.01424342460670891,0.022399560465161228,0.025811901532581283,0.06885245515688965,-0.007078085645202847,0.07904105400980188,0.030898943636644916,0.012699090764455745,0.004050517494998074,0.02009026764027433,0.013944112514444607,0.011274513223016092,0.015839921819178926,0.017089855899367956,0.033266551460842564,0.007708265855252083,0.002047858943167835,0.01435212154291099,-0.00770972261682612,0.01660672952236819,0.007895107044691319,0.06124937970869815,0.0601149064479225,0.025123817364553158,0.007543487082986244,0.03140853294799206,0.03825510528753373,0.02649843281058617,0.005678307121048665,0.0032073323382979524,0.023293968527636988,0.04425969903183624,0.008583834861847217,0.006985718974491073,0.008742250552900899,-0.004636340512292003,0.017627065154129484,0.026903921867564184,0.0058422893946903365,0.014862778619151529,0.02109966394841134,0.010257672986271116,0.007772050056460422,0.024541377728354963,0.012401283616825909,0.007559118467360015,0.0423870577950356,0.054163945058962604,0.07410790881303231,0.007526746134982831,0.01182597520221429,0.08553508667272025,0.015084648169525927,-0.03443356060826208,0.03272508135915264,0.03846171046560154,0.008048854445319442,0.07443382512933772,-0.006402324781095814,0.0038849961747251527,0.03469812666859906,0.015880463870632022,0.028671405985480236,0.016684538744234922,0.020353496578848107,-0.001765058298011768,0.0185427952323991,0.0505368324324722,0.02554149243229853,0.015289662805955562,0.0014418842326580084,-0.00210356757300012,0.044540900724363786,-0.005062063501412695,0.03634868763739085,0.021253335975014,0.007844552810090777,0.015857931666145353,0.02269496249633418
2021-01-15,-0.015270308605966787,0.0012106342125894898,-0.0380256448337124,-0.014766724453204816,-0.03193786902826401,-0.005544498529077679,-0.025141661080543942,-0.05885556532422476,-0.018409786426728636,-0.0021131612660969523,-0.009846953312228734,0.0018167121258647612,-0.013168575874678679,-0.02883219403653392,-0.012898071202349537,-0.02442974410393972,-0.014082940326438642,-0.030451578007743008,-0.01669361896737087,-0.026965088950742122,-0.015847855850739,-0.0279216556142462,0.008120733321247187,-0.0350097856672118,-0.016223656351204485,-0.02518358542655208,-0.0014738537877120317,-0.028442174101844797,-0.020590200684863946,0.005646464904061288,0.015111525476857457,0.0007984370730387269,-0.016953502240901863,-0.005957526029615856,-0.005177095853442948,-0.016000048743972872,-0.022125114840491844,-0.02131916457923344,-0.029222183592810813,-0.017921437465387546,-0.033425265520408476,-0.025592728469447823,-0.011715429780753794,-0.03598993167604325,-0.02149083670412899,-0.0072378705643487695,-0.043199405389193424,-0.0023341822831027814,-0.05651911766626472,-0.013628607370651635,0.006403344037702707,-0.010108452394225753,-0.07632002398865201,-0.03473651694328583,-0.009384568815598793,-0.014895009222430144,-0.05432112303003844,0.0023365777466357596,0.02409620689222791,-0.008860059202110748,0.009094615449876109,-0.03906770691151007,-0.01195400098009336,-0.0003526318953486207,-0.007146597462489579,-0.022017395596080847,-0.03448283843431521,-0.016921646064554485,-0.02525543636296168,-0.02490537206029686,-0.01928662376373902,0.013997737065876148,-0.01733210591429346,-0.03268623285622829,-0.0035999336165072338,0.016877719149564818,0.0,-0.011208016229242057,-0.00459141208487146,-0.03495669401345103
