Date,ALGN,ALNT,AMAT,AMKR,AMSC,AMTX,AMZN,ATLC,AVAV,BLDP,CACC,CDNS,CELH,CENX,CLNE,CPRT,CPSH,CREX,CSQ,CTRN,CYRX,EVO,EWBC,FAD,FEX,FLWS,FNX,GREE,HIMX,ICLN,IEUS,IMMR,INO,INOD,JBLU,KALU,KOSS,LFMD,LKQ,LTRX,LULU,LWLG,MANH,MELI,MNKD,MRVL,NDSN,NICE,NTRS,ORMP,PDFS,PENN,PERI,PGJ,PLAB,POWI,PRN,PRTS,PTC,PTF,PXLW,QCOM,QQQ,QTEC,QVCGA,RGEN,SLNH,SSYS,STAA,TBBK,TER,TREE,TROW,TTGT,UAL,UCTT,WRLD,WYNN,ZBRA,ZUMZ
2022-01-03,-0.013892700606478736,0.13757213534413015,0.01633183878594302,0.05849136388877807,0.012867678478875488,0.06585361409608148,0.022118320898886212,-0.025518784388838145,0.011284874685070667,0.005573223924012716,-0.05647970892563725,-0.01711833827166198,0.0069733454102238746,0.004830913423070182,0.06688415004205961,-0.03080067484064919,0.03166230215975774,0.035714310042713304,-0.0025919785658647942,-0.06100262563901715,-0.04140606767042354,-0.012210564864309159,0.014362014401885448,-0.00963313590436321,-0.005740362365339036,0.02481813876242378,0.0032089630627785137,0.07725852895005847,-0.18574097680463908,0.008030284746863403,0.007471359645338405,0.028021088153363793,0.042084175230676646,-0.011824353168792268,0.0323033739845946,0.035235074650678655,0.108614214818884,0.06459948511442493,-0.023654610506151585,0.04853130499917779,-0.00993744929654039,0.09341400084894969,-0.01839346909327433,-0.011465501874735273,0.018306619176448713,0.02217412312046596,-0.01661001045893462,-0.027206882739022942,0.009112991664004921,-0.027310882138741555,0.010066048619329138,-0.02333653076338238,-0.0024947803678065927,-0.0010961960120255965,0.022811686815586985,-0.003768010108033737,-0.020903197139171326,0.04732140553544939,0.015105256359933206,0.003490891390413031,0.045454575010568155,0.018264401862829516,0.009626780101904764,-0.0004565785335183259,0.02894736842105261,-0.025977967746362518,0.0018587360594795044,0.02409147236022835,0.02409635131112764,0.014618761242222833,0.015777106857675083,0.03009789957040776,-0.010475740214815565,0.013067112190537467,0.03905899832913118,0.01935147486995059,-0.06563983959712771,0.03210250486909949,-0.01898519415526867,0.0004166835250472012
2022-01-04,-0.03788286128447804,0.016863200661304978,-0.00981639978814064,-0.015243882186626201,-0.002722385244945391,-0.011441618799270858,-0.016915587005979504,-0.04863305400601392,0.009246004069618508,-0.004750627004990737,-0.026524291443705605,-0.02653418056988699,-0.081102701995873,-0.00240378663737173,0.013761491301659046,-0.00564819223063362,0.015345253570958395,-0.020689581085941322,0.0,-0.011914100753626755,-0.06593796893469872,-0.06223355249143969,0.029946222177556603,-0.008761940116135958,0.00468396514317293,0.012108517701070687,0.0066880470839010275,0.0023135290306193212,-0.047619117895195684,-0.015463936415327395,-0.002566997412425831,-0.03918229150913333,-0.03461538132360942,0.0205128012846727,0.001360575375726647,-0.0023651257266056325,-0.06165544649516641,-0.01699021766228026,0.015014394605801673,0.012180314373335444,-0.017390830521294975,-0.03073140663382168,-0.030727919094329925,-0.06869021902580386,-0.05168539975993125,-0.01185310754350688,-0.003545366759854618,-0.007923059412560884,0.037945316581542876,-0.07127434847533298,-0.014325785832373872,-0.017180073901474135,-0.0191746181267769,-0.04252418114031631,-0.004149373488428698,-0.010914244762284975,0.012651484174411864,-0.06223355249143969,-0.0030899729422643185,-0.01685364552653479,0.030434787716592027,0.0054777109104193755,-0.012970495109753344,-0.01644967020461663,0.023017902813299296,-0.11098616286397711,0.01298701298701288,-0.026315783469690768,-0.04438504305752844,0.01129279613444023,0.0016253716476943847,0.004355019545301708,0.0027751075168485073,-0.014136855792088787,0.016706931050586293,0.016076596666396936,-0.04125242635498605,-0.0031901435367845954,0.006336617600911865,0.014580312172714605
2022-01-05,-0.07162786390462106,-0.019900460546098397,-0.02917428120308141,-0.030572465132812976,-0.046405845268725265,-0.11728398559333664,-0.018893091563845,-0.016938939807287445,0.0011056656658634534,-0.04455047569913362,0.0012823924644682627,-0.03185646571706169,-0.07724637570588488,-0.0018072702383186146,-0.08446454496430478,-0.03154941667397648,-0.0780856273414341,0.028168985706974903,-0.021829835528876962,-0.046411121159049995,-0.08437148469847722,0.008636387911709953,0.004501260074328606,-0.02927595591576404,-0.019082645001475496,-0.004125428317407698,-0.022145355285927204,-0.05885745394474029,-0.02983868260126432,-0.046644235252124355,-0.005576232950125548,-0.042553205401794636,-0.06972112626020677,-0.020100484049636713,-0.0027173886635466493,0.012678186555874493,-0.07290724491207012,-0.05679018436054262,-0.012943295625051254,-0.043321370899301104,-0.04815922479166512,-0.08877619096804534,-0.043598734904690795,-0.08997250079527919,-0.03791465766988655,-0.04809328936090196,-0.02886379971032893,-0.04419799388065271,-0.006784862946695336,-0.08294571522988359,-0.0505529352528955,-0.06349205984222928,-0.07267322320104319,-0.02636091940550378,-0.010416705989173769,-0.053534218628829455,-0.033142458109990836,-0.04181818528608838,-0.034828684308407465,-0.058138047683300775,-0.09071729519190552,-0.0038989231706797467,-0.030721267572266897,-0.03821139411434449,-0.04249999999999998,-0.05799504184173776,-0.026556776556776573,-0.07002461042091868,-0.0726356796262203,0.0015402740309959917,-0.03684339776187351,-0.0029170224524593946,-0.039155472372929045,-0.061544873320828475,-0.010162188555743246,-0.06867527397469175,-0.04161736500992974,-0.037032747277788935,-0.05006804651552188,-0.025251479477617522
2022-01-06,-0.01938364870728404,0.0294899238267754,0.016911610040105662,0.005987902827776281,-0.013358720969806726,-0.011363563420886624,-0.006710981961323137,0.01430769700270429,-0.00426002608415077,-0.00999166388610917,0.012807500402677308,0.002896535825183788,-0.033767889481743696,0.02595053187056462,0.019769338083270194,-0.00021199053396492307,-0.01639349174618998,-0.041095959012037,-0.0015939293032397606,0.016342539511671417,0.007421163117042662,-0.005407879060174814,0.042509254055699275,0.0035088939967680144,0.002431957267252871,0.01615581221449025,0.005514071152122213,-0.01839362285551338,-0.002493838079629662,-0.01397939140463944,-0.01121506456747634,-0.01296319097293841,-0.004282685127513952,0.0034188002141120055,0.0013623640104629686,0.014147498056484631,0.019417456850636006,-0.028795784559725424,0.010899189825280597,-0.007547162794848794,0.017352620383751294,-0.0006959101573748017,-0.004169987799655495,0.023980108964148927,0.01970441498363318,0.017487670539675815,-0.01029155206018506,0.01621142204183257,0.012456870541461162,0.01775148262901971,-0.006322749801426331,0.005363655797603117,0.007332715382670774,0.027957414224801358,0.013684222572728277,0.01292848940851754,-0.0008973573256334522,0.055028455958749944,-0.010056641789841891,0.012759879927135342,0.0046403298164166,-0.0029495062355134882,-0.0007025777886514595,0.007426783348828403,0.037859007832898195,0.0035643395677078527,-0.031044214487300104,0.025099146858291732,0.015689150883199554,0.043060319954980386,0.020155990063584373,0.02316749148019781,0.013548215743407255,-0.009034186425430524,-0.00021839934031897545,0.0305439828444114,0.01632569442840226,0.004628968407581757,-0.005410476138302145,0.009477690970471686
2022-01-07,-0.03634474659151732,-0.03005387403681259,-0.03537150145663437,-0.0591271410920613,-0.010638356743547184,-0.0389036708870899,-0.004287778294336242,0.017139348524002118,-0.009190331570992805,-0.020185089811814994,-0.011833697059832726,-0.04101196306019117,-0.11248368700668632,0.031764759736902626,0.001615468812962817,-0.03583539877392583,0.01388894223872672,0.007142907421607392,-0.0037257743251389863,-0.048122049541994505,-0.07509716081763318,-0.04621660497815405,0.008480414250886081,-0.021062406815100188,-0.002756741797804496,-0.011006948642715009,-0.004308731444366276,-0.0074953913884010515,0.05583339480324301,-0.0045566821676369385,0.005234779054595684,0.0,-0.008602142451599293,0.023850144131547957,0.027891146444348536,0.005620161565164317,0.011428560529436416,0.005390830382983713,-0.01836258700408311,0.021546331559930243,-0.036770881477806494,-0.08565456627043799,-0.010503873610004377,-0.061740384633648726,-0.01690813939171476,-0.0282941738182233,-0.009691257367530404,-0.024069736082299564,0.029210996255534916,0.028239215420691854,-0.054923016191383844,0.008962828926052824,-0.022292983681668876,0.017463495878599966,-0.036864017828856954,-0.03008554709279254,-0.030806364955481613,0.011690657893777656,-0.01758577402533079,-0.031146135581857415,-0.0508083032364286,-0.02979256664231833,-0.010832742014014851,-0.01893908838464553,0.01132075471698113,-0.04617163111033373,-0.030097087378640808,0.023195833000489552,-0.017704437123674865,0.00552899117283534,-0.031869248831819186,0.00625975931676459,0.00820953629347465,-0.05177263425008294,0.033646513002516754,-0.052963879928423885,-0.01601677690189074,-0.0010631374164462581,-0.04377114519861547,-0.02900061299391099
2022-01-10,0.0035100878342098074,-0.038247560588802965,-0.00808977698010338,-0.0004216918708698225,-0.03323550480230508,-0.01379941307355026,-0.006570176170610398,0.026245186404796117,-0.004477831197232995,-0.045493540800480736,-0.0233664663629245,-0.0008432681968775224,-0.08956049449373626,-0.022234964460681406,-0.02258062432137231,-0.0023459227008849615,-0.030137022093236654,-0.06382978243712933,-0.009081096147144807,-0.16288531853287214,0.07256634344984847,-0.01092634444524787,0.00552946359759221,-0.005017394152810883,-0.0028748656361232694,0.025144295325494337,-0.006097460355428019,0.0044053633349241395,0.026834947651641405,-0.0045778465436157045,-0.02025152373890271,-0.013133046913341051,0.04121472870344567,0.013311134885087839,-0.03176701212062649,-0.0037923641555459575,-0.0489641722874633,-0.07238605349754945,-0.010125216895807698,0.03473941915557699,-0.019087297492740518,-0.06321400734743232,0.010472003536379226,-0.02952930565929346,0.01719894149184875,-0.010828882402094231,0.0010081411011650943,-0.011845532307275808,-0.0031621469985667616,-0.028271436044775222,-0.0021261327924266826,-0.006768183229402758,-0.019078634331264,-0.007034093838062416,-0.004312664528105525,-0.0007046981602475411,-0.007969852395500188,-0.02311113145616317,-0.004692395784978376,-0.0035645061857987326,-0.1654501195844177,-0.004046498382279329,0.00065810943377409,0.0053147002029587664,-0.02238805970149249,0.01808600809802763,0.020020020020020013,-0.0020990444039095113,-0.04354661369127044,-0.018695022582294052,-0.010488370514547318,0.010291039619061193,-0.012370725890571976,0.008902077151335286,-0.015430131495376642,-0.005370387324580395,0.028426373663932747,-0.02814928060659616,0.008570975244923673,-0.04232920459711176
2022-01-11,0.019547907724170477,-0.017870644171187222,0.019119007522019116,0.026160458290993782,0.007077825317921116,0.060634291262982254,0.024002125643924677,0.026881698377284824,-0.004016064257028162,0.017086379137859486,0.002653015665233127,0.020195266132848166,0.09253668394369252,0.014577259799462672,0.04785477963552798,0.014181850147004127,0.031073484378464356,0.08333331326442961,0.014016057272821403,-0.010016207266006605,-0.025990064633467647,0.035542736885924464,0.011226759285358545,0.015213812048855191,0.008871017185065444,-0.0068355476701779105,0.01108246619837927,-0.00501255025791747,-0.014604117277593698,0.008686514355013664,0.009596846120361935,0.030418330164924123,0.018750032285850038,0.022988483247591285,0.02050582285633351,0.0037065818563495334,0.023762352678568854,0.06358382259673379,-0.0010402478051886321,0.00239802202919015,-0.004821607528329275,0.03252029368516429,0.02136566157376074,0.10705289176280686,-0.009661826846140142,0.04889902709191074,0.0075525063363657274,0.010821647253062228,0.01825918064418386,0.0016625484794363654,0.012428990886585334,0.02235943904453208,0.009013308099870887,0.04562193932956449,0.014076894344757562,0.0069368825423108404,0.008220538133195454,0.010919007102661027,0.0412955796204979,0.014706908067201763,0.08454809414813758,0.031834404447891984,0.015022047543489903,0.017318985983745483,0.020356234096692072,0.0002849834177629518,0.001962708537782243,0.037442127577147266,0.011635236783813063,-0.0007471220553479929,0.02509387055973411,0.05769666409589047,0.023624517591492644,0.039058819939108425,0.006869894423466416,0.01712906347653509,-0.009228923160159774,0.03809190200924717,0.0059020831478506786,0.015481234719171733
2022-01-12,-0.036041103954982945,0.0010252505150811775,0.04657251511341243,-0.0008223963151844371,-0.031124540002951062,-0.016710605303049908,-0.0009373300985386912,-0.023630935506082418,-0.007419340072139624,-0.007073463696925519,-0.012761932165806122,0.005613643988809702,-0.040324042076161914,-0.02011496489327458,-0.009448810028448773,0.019272484574549775,0.010958893372029044,-0.02797200154455226,0.005316522406415114,-0.03184049127807287,-0.00042355902682400526,0.010204138504300797,0.013028352934102427,0.00016829402123219595,0.0016485960401981803,0.00566799130866813,-0.0005871666437424761,0.006926894355084201,0.01014043468855208,0.002533088513144044,0.010529394523402846,-0.014760087701051194,-0.020449910645852665,0.09470307396172917,-0.017414616447911424,-0.017766151554312715,-0.02224376136523365,0.005434777327093299,0.0013883434950365814,0.013157968285764543,0.01721701866100389,-0.03464563677097887,0.010841598201479785,0.03845402930872677,-0.060975611174411526,-0.014960172369996694,0.010077734208312483,0.001441835041178674,0.00866192295519208,0.002489604356542552,-0.01894075451393018,-0.011872520615535342,-0.011753643376568368,0.01869924982898219,0.01334757106834128,-0.014245483953502669,0.006115007696408048,-0.027902743071289815,0.006539837600781473,0.0014362945893349188,0.018817207976545847,0.005501553344825938,0.003965269662397963,0.0022101297001497766,-0.016209476309226978,0.001709485809449074,0.0558276199804113,-0.001622019806415742,-0.01437681655945866,0.10616823000328557,0.014700552607567419,-0.015739560521869422,-0.06634650939952336,0.006227389647398773,-0.007675918947527505,0.02324730794312413,-0.00018633758870489903,0.005861733538610414,-0.00024138901358139453,-0.020106051285007753
2022-01-13,-0.027230322731594647,0.0066561133971903,-0.014854367699742688,-0.013580290883146384,-0.03316059144808092,-0.0214669694312416,-0.024169655027437842,0.012898541878962888,-0.011212259199563257,-0.015137945641071293,-0.027864108756085804,-0.041250377928068294,-0.03607051773976988,-0.016422216529386024,-0.03974562822196748,-0.01514067198547786,-0.05149052961359002,-0.043165482845068825,-0.012162606613036475,-0.04779469225353228,-0.030084787302747995,-0.04729112278114189,0.003355007251609532,-0.01481470630473869,-0.007900678897847624,0.022544261775458985,-0.0026438413698307572,-0.07504690717979967,-0.020849434369546782,-0.011116637710281707,-0.006222822617249157,-0.01685407281436968,-0.03757828574485178,-0.05718479963435963,0.03067483346454214,0.02774090233264559,-0.014836758024141417,-0.03243246552193535,-0.003466119998686068,-0.031877266735717,-0.04663759398418177,-0.12969005896445285,-0.047438941500560605,-0.06598345224564062,-0.02337660166199429,-0.07405220846533533,-0.014636175374471705,-0.03531062306518973,0.0036158434165447506,-0.0935430564219939,-0.03217732000803308,-0.03604551294210867,-0.009990532219219195,-0.04735330527694692,-0.012644877603083748,-0.011964036739650519,-0.010590202523277692,-0.037037089364844955,-0.040399883217200894,-0.02985866714911123,-0.018469660533039334,-0.013571620953081842,-0.02501593488576792,-0.032781048963997916,0.0038022813688212143,-0.09191751443545115,-0.05380333951762528,-0.030056931488302796,-0.042364237608233046,0.04596149386070958,-0.028545080393255207,-0.011098972663981854,-0.019465838399985613,-0.03915835770655962,0.03502357587780258,0.0032200411495955095,0.008524720951525122,-0.018298294642631663,-0.023475251822161924,-0.007666294572395205
2022-01-14,-0.000285880570309649,0.001271785418337723,0.06247649670208966,0.042553031371518335,0.028938956052683817,-0.051188252963604075,0.005731487003565627,0.02890262255117615,0.001807733987016391,-0.007233352110771807,-0.030007525121531597,-0.008641846227396388,-0.01791407979679449,0.0065592546213679714,0.006622510282393357,-0.013280377462014603,0.008571420397077256,-0.04511279857818873,-0.0010708151270650834,-0.0742414225644149,-0.006116181449605018,-0.03277109904461595,0.008582208594059004,-0.008373318492513215,0.0007743140955296379,-0.05472438624110765,-0.000687443306323865,-0.013522650997536911,0.021293389496356285,-0.006131934441602205,-0.007863788541712102,0.015237934293821809,0.030368769241568838,-0.05287708939777391,-0.01785711019397751,0.04607497179086972,-0.028112422881404364,0.01396653402246506,-0.014260954789454106,-0.057317048917562174,-0.02167894330602116,-0.022492949334778634,-0.01688918286790997,-0.007312065728723116,0.042553214424603025,0.05530842636225408,-0.0024685102596977426,-0.013432356898400277,0.0029274304375106475,0.009132455087817792,0.03841894818071201,-0.02799035189393928,-0.0024026544134407857,0.012566357143629858,0.05602994435610542,0.019062356066652963,-0.019452770164483435,-0.0365383821831623,0.00590278058324345,0.014716798724773605,0.018817207976545847,0.02610266972052755,0.006222414895856954,0.012755865065422922,0.005050505050504972,0.008874488253854729,0.05784313725490198,0.006700241222102443,-0.0009271482758174132,0.03780284782242416,0.039936813830641515,0.020453403398553727,-0.013197126892157351,-0.0045672724257650454,-0.029686455155408686,0.07596287771827792,0.02831411031322162,0.0859547704368282,0.0041841237316602164,-0.014087683606691104
