Date,AAPL,ACIW,ADBE,AEC,AGPU,AIA,ALDX,ALNT,ALRM,AMCX,AMTX,APLS,ATYR,AVDL,AVGO,AXSM,BLRX,BSET,CARZ,CBRL,CDNS,CGBD,CNOB,COLL,CPB,CTRN,CXDO,DHC,DLTR,DRH,EBMT,ENSG,ENTA,ENTX,ENZL,ERII,ESCA,ESPR,EVER,FCA,FCVT,FDTS,FPA,FRPT,FTAI,GECC,GIII,GNSS,HAIN,HALO,HBIO,HIMX,HLNE,HURC,IBKR,IPKW,IVAL,KDP,KELYA,KIDS,KTCC,LAUR,LFUS,LOCO,LOOP,MGIC,MOMO,MRUS,MRVL,NDSN,NECB,NOTV,NVEC,OVBC,PACB,PAYX,PCYO,PDFS,PENG,PFIS,PGJ,PIE,PLCE,PLXS,PRN,PRQR,PRTS,PSCH,PTF,QMCO,QNST,QQQ,QTEC,QVCGA,RDVY,RFDI,RIGL,RVYL,SBRA,SBUX,SCVL,SLGL,SLNO,SPNS,STRL,STRR,STRT,TRVG,TSBK,UPWK,VKTX,VSEC,WINA,WING,WRLD,XENE,XWIN
2019-01-03,-0.09960709609012641,-0.07295503267371206,-0.03949775164397018,0.0,-0.041538461538461524,-0.029003922770745594,0.04230313125673657,-0.024658301604110533,-0.043795669109680024,-0.004237250465320308,-0.021909230987214312,-0.008076333157232662,0.015094337925108059,0.10071941520553107,-0.0889509538254214,-0.011194018896451219,0.06000000000000005,-0.016244522845231923,-0.01157574521212379,0.004543134185263753,-0.0393245612061256,0.028103112398820462,-0.01262511931677257,-0.0016853247518356929,0.01239934415182975,-0.026505963407119415,0.0,0.018103580737532488,-0.004824504679111219,-0.005087471843298386,-0.002433179487069892,-0.012562169599079631,-0.04532889374834592,0.07641196671169692,-0.005243588372762065,-0.014556027117667125,-0.02094230038251388,-0.027565048058843966,-0.037117921206510474,0.0,-0.015636318899068025,-0.01584455832687981,-0.015750838115375032,-0.011779267840598573,-0.03393361860787947,-0.006250156492135117,-0.023125498724201665,-0.055335916232715054,0.016646144833148746,-0.05810814859921032,-0.03125004423782163,-0.040114659770259964,-0.007174195218781709,0.008869620306736214,-0.013353624227453564,-0.00967865981502114,-0.0034929350904703282,-0.003581512007970633,-0.009685430665083872,-0.08952651559516178,-0.006980796111671794,-0.051432311172051826,-0.041137855201089035,-0.015374360333998749,0.08252431117282732,0.0013036690218595215,-0.03221899005003115,-0.06013990201963537,-0.04424245374749858,-0.03681568076718034,0.0,-0.0298508060193573,-0.012681161216093528,-0.0449825270269274,-0.014864882715780903,-0.01690502233258473,-0.019387809220376084,0.01042875450688463,-0.07094922197977538,-0.023718739648109444,-0.027883143927608378,-0.019132962744578874,-0.003715796994825382,-0.024932370964035333,-0.026787487558147194,0.014874155359879015,0.08247414571799006,-0.025822414408057326,-0.0304365556915408,-0.07653061075540246,-0.04401730448936447,-0.03267029960146006,-0.04882321507742671,-0.010697859551359712,-0.023710991891643052,-0.008141441015199535,-0.08050845711096333,-0.029411783955364257,0.042314830632694145,-0.0433770659323921,-0.013071724523547767,-0.05196849192221331,-0.1465968206461804,0.0027372415267126193,0.005385948302806476,-0.06802721176701776,0.025640926583538004,-0.010362722870747909,0.041809322693544315,-0.03561790733703363,-0.08894228344485511,-0.031032088852581796,-0.022151884125410137,-0.013796557337181103,-0.010297682805314512,-0.043413169057693324,0.13207547169811318
2019-01-04,0.04268901242756651,0.040143093601239466,0.048632385913668585,0.1428571428571428,0.0401284109149278,0.035318512822251735,0.102592994267525,0.017697126488438242,0.033145873168745954,0.013652422380043605,0.10399999618530265,0.044411503895664284,-0.018587342708471732,-0.12418296834253117,0.009828380889902677,-0.007547162342173674,-0.07547169811320753,0.024283355891828284,0.028952542411298632,0.008859340701671714,0.04165662396067171,0.03644644232098293,0.03516256228346237,0.05346082336063018,0.005511267732028591,0.02079214439400512,0.420454710297149,0.008467320166800407,0.023468457506433893,0.028409013370652048,0.003658742866808673,0.03419041821362101,0.05023163185764701,-0.028086444395305388,0.020206310750894074,0.06942389830366413,0.03297673320786321,-0.06119237736821248,0.10657602795714727,0.0021287142462915742,0.021832453900899162,0.026124167395878306,0.03349466266544421,0.07810539010874584,0.02365602887059115,0.005031389698131994,0.03873744462753992,0.04602505868937423,0.03335361746775112,0.05595413989417497,0.054838735975411224,0.02985081020164726,0.026125545473154155,0.038735783459051376,0.03888704897348294,0.03141394415279808,0.03162764013716779,0.02076692432757743,0.029828691344849556,0.042546558723436156,0.02108961060673553,0.03363079272371805,0.04363853910029425,0.027155487418337065,0.05269061244493645,0.005208426996080595,0.057428257571140895,0.06324407797678555,0.029803321277210193,0.035562344273781576,0.03884410747404021,0.0,-0.0017358093253649898,0.05183924787291061,0.0,0.03486024841312907,0.029136388829208437,0.040137547829991904,0.019951837970239916,-0.0006874803130637597,0.060951444745822814,0.02795848233328635,-0.01695294793676605,0.02556988892010037,0.03359663762372289,0.041713629124332297,-0.00952380087370197,0.03999976265442018,0.04422513331532718,-0.04972373478244052,0.05252914798539088,0.042784238332341795,0.04410620363481188,0.02368696827366179,0.03006968777186092,0.03232061269087905,0.08755758302899252,-0.09090905587972986,0.03223889741708219,0.03315460782319768,0.03368871322982603,-0.023255839005583256,-0.0061350315418506884,0.020018146172577245,0.057142888769811995,0.01459852642697701,0.034415601536772256,0.052356025742813506,0.011056054622885059,0.04029095017017248,0.08839051227409045,0.05751637990636427,0.034110031613830305,0.0320934338768768,0.02629586404840545,0.07511737544643782,0.050000000000000044
2019-01-07,-0.0022256561150232335,0.012991981337282521,0.013572624927244314,-0.0625,-0.012345679012345734,0.0061694459326901985,-0.0010224208057807438,0.003613494643713633,0.0011666609553757645,0.0234388699581205,-0.02753622299531655,-0.01842659684860304,0.04734847067645087,0.12313429682311705,0.020366308637592923,1.612167143201626,0.04081632653061229,0.01991495927128817,0.01644031216316022,0.012098045885036601,0.003698563421637102,0.044688565310387895,-0.01441062627862788,-0.1955127685889828,0.02588293103653605,0.04413168378845422,0.0,0.02518916991632092,0.05458068390717652,0.018784681700907635,0.020048447877252462,0.01640189614735088,0.029910380119449798,0.02254687226843588,0.004736369145088348,0.005524922645682384,0.08886985059422559,0.010543940367496285,0.0860655873861722,0.0,0.011532237063107242,0.02249820526487012,0.021606027194575494,0.03287754155461853,0.032212945961984873,-0.0050062015472404076,0.046961348527139624,-0.09600000381469731,0.023474154755812382,0.02105974594557236,0.018348606461624728,-0.005797094599225283,-0.010292652748551845,-0.03755597398159016,-0.03724788575291682,0.010152028588484185,0.008709226126463854,0.012519489482573087,0.0071225826316152485,0.05562261898556731,0.022375235063896604,-0.004648216446002329,0.010570535004860826,0.048248477003766777,0.024494093059312938,0.010362572564190486,0.03187717321928285,0.08117563684455664,0.02278334200353549,0.0015414050193469642,0.0,0.0,0.027471705916398914,0.06438805020756644,-0.002743481622931254,-0.005286850554969469,0.011122310703610028,0.012127961858072966,0.06812817820413186,0.008715401351936158,0.026728212477139968,0.0006325424234114863,0.06277300304567657,0.012949326385974125,0.008223947230701523,-0.0416666924695438,0.03846161781683777,0.013525975210144425,0.031764106478273435,-0.06976748312273762,0.07270488838308298,0.011905680405767338,0.0160435726471877,0.01358149911259865,0.01085343053102683,0.009786409576242772,0.05084740831330814,0.09999995761447478,0.0213996754833079,0.0,0.05431716780979845,0.02380955006877805,0.09567904674636929,0.03568227403499713,0.014358114366813446,0.035971224008772174,0.011613289936761584,-0.0033167588103981682,-0.006075304312695207,0.005917192546996741,0.04121213970762305,-0.011743064749395904,0.01833897823801367,0.07526683067638484,0.013456212760116548,0.09606991779382779,0.031746031746031855
2019-01-08,0.019063226088086527,0.033194988803050496,0.014917553218572355,0.06666666666666665,0.010937500000000044,-0.00270507878541959,0.008188323434773492,0.020476826850473806,0.04175563490184886,0.028713046545371324,0.04321905230924905,-0.004332160141813035,-0.009041613372528956,0.0033222559783854244,-0.008025863045315051,0.2925764574038652,0.03921568627450989,0.00883295767160952,0.0065316534076378385,0.006916808689095166,0.005757715581360845,0.00561004261573661,0.01827677940896244,-0.017264290945381844,0.007498629479273822,-0.006966883933452683,0.0,0.030302737713481243,0.006533272719781769,0.023860814256204232,-0.01191180230104738,0.02849193820448148,0.009903611505355459,0.003105587072796734,-0.008142227298751914,0.0013735922742426077,0.0031692381167593986,-0.046241333481446434,-0.03773590168014018,0.013593512914971573,0.00911381061786587,0.003763875180299525,0.00035223200789658016,0.007887289557658494,-0.0006785481053774856,-0.005032001752106496,0.02836413651080516,0.05752217477411148,0.0068806724891106175,0.019960092885215053,0.015015072636763493,0.0,-0.003283927307056844,0.010167554433684334,0.0005717716192075173,0.009715260796059999,0.010337591540316327,0.00038654785788416746,0.03724683563053355,-0.031500530693020834,0.028619541187933084,-0.011340734284238208,0.024290860416133597,0.020807077462617896,0.037422002178779,0.02307714872039912,0.014492728717510284,0.024595476966481122,0.0048163236134934895,0.0263361643892448,-0.026087035943672232,0.01538469297646361,0.013537580494952017,-0.013442833910598972,0.013755145102465782,0.007592744966185894,0.0,-0.00762534272020321,0.007578142423113388,-0.008867811608068488,0.0017954249826108715,-0.005689003605106158,-0.013089568988792988,0.002098847751799582,0.017673272221090386,-0.05533594539231501,-0.027777860562003376,0.018066347764346125,0.013926987306691396,-0.018750011920928955,-0.004595055968248385,0.009045815074169461,0.004780515102217331,0.021836252342648743,0.007404350235310053,0.008707160384901602,-0.032258034744817476,0.06060610147364853,0.03227612013699388,0.0007867270089401135,0.02562729208303849,0.011627919502791517,0.05915495823246775,0.02325604058064412,0.014987456125820753,-0.020833280903320373,0.026062620767612232,0.01331118523248942,0.0024451733022012867,0.022994565790571464,-0.00814897480567911,0.04971856095521643,0.007498738031472607,0.04211804740214675,0.008639546976595636,0.09960152752531348,0.04615384615384621
2019-01-09,0.016981647871976646,0.012778400484448449,0.011818807317188984,0.0625,0.14374034003091185,0.025135636647783288,-0.014213232274196574,-0.0002203087710170859,0.020320659302584643,0.003156711176961924,-0.014285700905079524,0.010152309188544928,0.005474490889936456,-0.04966890606450025,0.04324991510034226,-0.14977476425289338,0.07547169811320753,0.0023041404559809298,0.017614290377848008,-0.007411847994539422,0.004121829922671738,-0.006276127590580605,-0.003589839913330284,0.027702692035691978,0.017564738793628853,-0.000467717462169448,0.0,0.009538954108263997,-0.014503045915879031,0.0169495384918521,-0.0048222886604154525,0.030154712946350637,-0.01656506778645339,0.06811146356381004,0.021386750428887602,0.03703703461445329,0.01026878181691826,0.011934349270711797,0.03137261318454776,0.019279224089873148,0.009031216193087666,0.00836449464599931,0.019379873653935897,0.005869281898674528,0.0088255883943682,0.0037930112465716093,0.012507998262710096,0.0041840962444885665,0.01936219606653866,-0.01239397138479359,0.005917153919925866,0.15451881432884074,-0.008511903380608365,0.02557142653829536,-0.014666781659162575,0.010285227647049977,0.012837945694197161,0.022402384038103573,0.018181624316499168,-0.03755175840400826,0.009819957687141612,0.026315723955582904,0.02405525080898263,-0.005558935482762983,-0.013025968610162031,-0.011278340418012234,0.020676594295819806,-0.008212262480572607,0.023966544778969867,0.024660583925656843,0.0,0.0,-0.005787498919918366,-0.03860725013148747,-0.008141104981169156,-0.0006027126016513451,-0.0010000228881835715,0.008781550682871675,-0.2503917207560298,0.009406197460425592,0.031660792113750835,0.013350104207761726,-0.005042215637901415,0.01389945803262882,0.01240456916289201,-0.0251046077576762,0.01904771528006588,0.009898421073434083,0.0023495287402510723,0.07006365867254738,0.0,0.0081493024965269,0.018310516352800565,0.0077707138934606235,0.00992281576700238,0.011259138585787865,-0.004166682561238644,-0.11428569612048922,0.005485538122542488,0.004086703880177733,-0.02266853325242757,-0.014778349808356905,-0.03191494686275653,0.019360074141722805,-0.011484773951406124,0.007092157807799149,0.01270042601528254,-0.01642034010869342,0.004065282647828905,0.010977574544382529,-0.012910869065896224,0.006851435011278717,0.0032330026800226896,0.012380504604226239,0.008745771880629416,-0.047101434669448716,0.02941176470588225
2019-01-10,0.003196169704531737,0.012977671713118921,0.009939309643959504,0.0,0.054054054054053946,0.008996324009541867,-0.02059730262403836,-0.005513976330986048,-0.00657775650214909,0.0336203832955686,0.10144926534683552,0.004307212105378655,-0.023593486505984806,0.020905987313805108,0.013155800421673858,-0.018543091362376196,0.03508771929824572,-0.010574705840843301,-0.001518175692169943,0.01614875233834967,0.010718386249899403,0.0014035729539154662,-0.001029030303518419,0.043392494790060354,0.008777212798759981,-0.020589654519180822,0.0,0.0007873941930436335,-0.00782128765212664,0.006249854341048078,0.02301656354158954,-0.0373632012889068,0.005120566744454713,-0.055072479592579326,0.002538155527167296,0.005291000285156278,-0.020328317332899748,0.03734644789362629,0.058935347773823255,0.008223719616194058,0.0021062200675971976,-0.004004362767897618,0.0013826808459231898,-0.021950566231843438,-0.002691625943331055,0.0,-0.057016130961688005,0.020833312637276835,0.0011173440329554918,0.05217965283610071,-0.03529415312110251,0.002525373356075722,0.010246732882914555,-0.0037137536146678585,0.007152650673007299,0.00032854669783999313,0.0026484320337305522,-0.007177917009328572,-0.00044628364378396235,-0.0015360749072957924,-0.021069710345774206,0.001972350702418302,0.018061076937721854,0.014285672272019712,0.040609096755241936,0.0,-0.005524786079672217,-0.08343945744313352,0.0011705517384215103,0.012114837025224645,0.0,-0.022727340459820944,0.021943487184116872,-0.041994450138398864,-0.012311922475018444,0.016588826381904065,-0.021021025321151465,-0.0010880604639921243,0.012123704316628237,-0.004545524712832871,0.00028944130759023246,0.005646453887848013,-0.01630480994701855,0.013708911591292505,0.006974554161145452,-0.08461061961701699,-0.05607482153980292,0.009006486073243947,0.001622855704340953,-0.04166660043928061,0.06347376724249232,0.0028603539535787537,0.006371008914356491,0.005783148468737176,0.0043668790156623505,0.0024120160583633865,-0.037656888405658395,0.0,-0.0005455518708795681,0.004852840758970078,0.002899498366599973,-0.0016666412353515403,0.0,-0.0033029259380631393,0.014107889925566663,-0.01408449379940424,-0.0026872127354438113,0.02671112336024062,0.00688229239204885,-0.017580152528716253,-0.021403128233250857,-0.023964420325836677,-0.01757379992479935,-0.029378466687738247,0.0013407358738053432,-0.013941655074608095,0.014285714285714235
2019-01-11,-0.009817876835223949,0.0014234522290286211,-0.0009252690278418463,-0.05882352941176472,0.08846153846153837,-0.0048950961653267955,-0.02628811713807855,-0.005100870504180843,0.009564106455384191,-0.00416597215460468,0.15789474509759627,0.07005007233336902,-0.0018587279400299472,0.023890761654579373,0.004207935266217877,-0.006747599855237096,0.016949152542372836,-0.009293460304313661,0.00790738577893313,0.011052414307960001,0.002933237116660381,0.008409400405613221,-0.007499468655214558,0.005040953010897686,0.016241325348690605,0.02580023570035883,0.0,0.0023603240736616016,0.009023909181007816,0.005175958168176287,0.01894591479037455,-0.008899781790322248,0.006301129424568286,-0.03374229920785787,0.00696206834522739,0.01052630588288439,0.0023942033886472647,0.03979157405499967,0.01974859125443018,-0.005301822457882577,0.002451983239027067,0.005169039061019731,-0.0020711575190542897,-0.01931819006923785,0.005397889073677664,-0.0012594574211263199,0.07322809108681971,0.008163257362146625,-0.006138426890805682,0.02008786495253534,-0.03353655367540054,-0.0025190119105132913,-0.02302659263118778,-0.015175488204568155,-0.012668001732316192,-0.001969747245420872,-0.0037735481232192836,0.02739718679633829,-0.00044676353215966635,0.003692274827223452,0.0,-0.009186229734428286,-0.0017958835467430934,0.0,-0.07512199587938262,0.01013937346886351,-0.0007406340993858507,0.0979846986637758,0.012857545596523856,-0.013978303684810234,0.004464344327854475,-0.007751930820906638,0.00021919896498046043,-0.003561796653887006,0.0,-0.0017800521152722126,-0.006134914885540077,0.010893183493581038,0.016109100030788692,0.004566280855306415,-0.010130303881222047,-0.0031193058101630644,0.01724707864346353,0.007780696317234215,-0.0035568402288790324,0.032150002171796865,0.029702942250534603,0.0006125710923119421,0.0019801732581843368,-0.006211203670828613,-0.0037981385602343654,-0.0036586179769778626,0.0015474743370893496,0.008145677362813908,0.003985385721598567,-0.0034799342248659215,-0.04347826086956519,0.06451606618171479,-0.004912739442859637,-0.007166166174057964,-0.0010535788659817857,-0.02671122283906957,-0.007692274371479679,0.000828356262289498,0.018821566056499872,0.0,0.0359279279661151,0.026016267107815905,-0.0016084203309867373,-0.0005263278358861312,0.010935620606782548,-0.026371754433528793,-0.006684838876173216,0.013613490673705098,-0.027938920713407978,0.02313622409825844,0.04225352112676051
2019-01-14,-0.01503706472382682,-0.012437756990493876,-0.01258684678910571,0.0,-0.010600706713780883,-0.01282521447895224,-0.03995679010947073,-0.02340619804211952,0.002004019157856085,-0.0017699212815909249,-0.03409087676400968,-0.030060106963141098,-0.018622019284187386,-0.009999990463256836,0.0011972555557389075,0.03260866396255957,-0.08333333333333337,-0.004690674237009085,-0.0072420972079255685,0.000472777150344994,-0.0015747962569796492,0.004864324254899577,0.015111800410840814,-0.013166146749731378,0.0,-0.002794541271254669,0.0,-0.0007848303993051031,-0.0005139332133083929,-0.004119218566053351,0.029634039048314298,0.0019951661491095507,-0.029842764943083466,0.03809520061144145,0.004399707676007392,-0.02213536500736646,-0.04378962734120728,-0.030523920410298055,0.021126825004031735,-0.0028700356435387153,-0.004891971446062682,-0.011714049665786042,-0.0013835519162403997,0.013035943133605787,0.0073826935846907915,0.0025222958414536922,-0.010015699359357755,-0.016194316352106997,-0.0011228832686537293,-0.03876923781174879,0.07255520931796955,-0.040403997146189696,-0.019079992561656378,-0.023520076149185942,-0.0044711240037232924,-0.004934046688574112,0.0,-0.02407391569965267,0.00625551977582961,-0.01992641446394794,0.033112551411967006,-0.0033113787460880006,-0.006378127363250274,-0.0006124091408233889,-0.07172989286253206,-0.008782703466211572,-0.015196646205175135,-0.07215191959245992,-0.01673355132354215,-0.00293293081740853,0.0,0.0,-0.0010953744962427514,-0.036293739061612595,-0.0013850072486515375,-0.0008918565672110246,-0.053497988012157216,-0.028017164082856594,-0.06260166226206121,-0.016590979283895857,-0.025438689600043585,-0.0006256749178511489,-0.01508324437249664,-0.010661798065920491,-0.00018780834508091981,-0.0642439831876066,-0.0096153757981291,-0.016092341182016412,-0.012037435175405009,0.01250004768371582,-0.011982636894853127,-0.00883672817605008,-0.012501555279231136,-0.005703437604100192,0.0003609897980907384,-0.0063532576872442625,-0.03181821649724792,0.09090915221047258,-0.009325163822015758,-0.005648874944248594,0.006063800067448444,-0.005145784579527746,0.013289059000509917,-0.010761591693001726,-0.01285139356331877,-0.00714288439069477,-0.010115661959875788,-0.019017421583149563,-0.004832741597287971,-0.010005294173125234,0.0012019506308464933,-0.02054802488940133,-0.01645062432243538,-0.04014867528639132,0.011662044309196817,-0.04648239746054261,-0.06756756756756754
2019-01-15,0.020466771719385823,0.00539761114028825,0.03325376506200439,0.0625,-0.02261904761904765,0.011212097492459439,0.04611921615054371,-0.004565074901824451,0.025454573197798203,0.01402319340822289,0.005882347166332069,0.022038545780700636,0.08159396235468108,-0.013468000494176735,0.022402004910058615,0.0447368627439908,0.09090909090909083,0.004241606016202715,0.011854200099971068,0.0007683588726377089,0.020054064178196995,0.0027661473824611704,-0.004106392777257772,-0.006353203891330539,0.013983682362870509,-0.08780940587295982,-0.08000010019642356,-0.005498861441345371,-0.013164726570999652,0.0041362567114933135,0.007900570946075991,0.037590552530297305,0.04078551542364561,-0.06422019552656744,-0.005006238040733635,0.0013315248655014766,-0.001665734826298726,0.012687901395815215,-0.017241444513996895,0.010279676563767604,0.00333577749984304,0.006649484560837138,0.003463800379486459,0.05776380861456132,0.002664941403177634,-0.0025159498715553452,0.02560858322586035,0.024691333798854576,0.02192239289364184,0.024327792395967496,-0.01176476445577379,-0.00526323784649585,0.023455582520035767,0.01052052338723608,0.011521359802052045,0.0069419333188238674,0.00909072515011955,0.008348969642449466,0.0035524538688795904,-0.008132631669254597,0.006410326948300238,0.009302338251367948,-0.008943331189304127,0.009803943397936221,0.004545450112051208,0.012658039793344011,0.013925681086369046,-0.0757162120211885,-0.011737190593527735,0.001634221325885088,0.008888671630255862,0.01562498544808455,0.0012061127131866023,-0.0014264523478597635,-0.012482684065424965,0.013535955632551389,0.022826091576163554,0.01219508326993135,-0.007372076332656463,-0.006239945735616925,0.02550255297334547,0.0025046818294074402,-0.045048029264893374,-0.0024154787969599134,0.003946115167801967,0.047156747682247424,0.03883503123630683,0.020177797002925102,0.017275929109435317,-0.06790125491760368,0.0093715590966863,0.019526508194888992,0.009388415186619259,0.014818404845265976,0.00757556201092302,0.006169310049380705,0.03286388676115526,-0.05555558989567955,0.008859139272699323,0.01120396395469947,0.035639456136781655,0.0,-0.04918034039883801,-0.004184004213399151,0.0325467550668701,0.0071942722456204145,0.047007282004882134,0.008077534195615188,0.01335504470488491,0.009042557616641966,0.02280918797092668,-0.027653917463348776,-0.010707087604242216,-0.0025303187270669936,0.0068076610008640515,0.015810261284140648,0.01449275362318847
2019-01-16,0.012216359693813184,0.01789548999437285,-0.0016917134059944994,-0.05882352941176472,0.062119366626065764,0.011087703121066772,-0.0354838620363489,0.0043569115351067556,0.022163119967761657,0.001430617593485728,0.011695895017749036,0.016172491148951362,0.014035086251655393,-0.12286693696660456,-0.018675071652335618,0.015113395658872042,0.016666666666666607,0.0032848060007051316,0.005707317352194652,-0.0025385145150472743,0.0022089346832321333,0.0006896100566498031,0.04845349119537179,0.015345253570958395,-0.007036294362653184,0.03840238597689405,0.0,0.018167654503203234,-0.021782140743766942,0.025746866733961093,-0.0027994256976114906,0.003838808151536366,-0.02902763624569371,0.28104580052156014,0.0023060315727949643,0.019946821243070012,0.009174613704082457,-0.002320150293767087,0.07017545767584887,0.018722001639079888,0.001224919062021046,0.008615451300148402,0.00621347255716298,0.010543373126567612,0.005315396560280572,0.0025222958414536922,0.01880396535680884,-0.016064241646516764,-0.008250803961074138,-0.009999990463256836,0.020833385073477872,0.0,0.02655136228235433,-0.0038355006736073838,0.010424543937744613,0.004924488863107479,0.0056308119081951435,-0.011290907307156761,0.01106206274547672,0.012298940425999882,-0.00477710331306902,0.003949962774902005,0.021369780014998785,0.007281552749346165,0.0,0.006250130590786052,0.030437862548979622,-0.021402210905600016,-0.011876588374884589,0.00872903991392504,0.013216100724117164,0.10769239233796024,0.010403683917450168,0.016571681761384127,0.016853916782002765,0.004989436376702905,0.0031880694428960688,0.04381156774550243,0.0034949727321631485,-0.0018605632536162764,0.01579890378942972,0.0031229265241277115,-0.0023409891154151374,0.021419287675429777,-0.0022462169123080855,0.006622478494644701,0.037383140086171496,0.01001996790008497,-0.0003575401198703254,0.05960262223799195,0.011469197047869972,-0.00018464826662545342,-0.0025366616364470573,0.006123283209853669,0.007160921006461596,0.0020438276765031294,-0.027272744612260258,-0.029411783955364257,0.024698146527553755,-0.004837625616783248,0.01897800082467538,-0.006896578032394962,0.02873563176391669,-0.010924280493965433,-0.004728090459130696,0.007142884390694659,0.00390413677287782,-0.01602562089048143,0.02276374900325684,0.0015814806395058056,-0.06103291429871138,-0.0320368500470537,0.008645670782768677,0.005372026099481841,0.03074291127300155,-0.001297046541161806,0.05714285714285716
