,Ticker,Company,Sector,Industry,mcap_2019,mcap_2020,mcap_2021,mcap_2022,mcap_2023,mcap_2024,pe_2019,pe_2020,pe_2021,pe_2022,pe_2023,pe_2024,dy_2019,dy_2020,dy_2021,dy_2022,dy_2023,dy_2024,pscore_2019,pscore_2020,pscore_2021,pscore_2022,pscore_2023,pscore_2024,azscore_2019,azscore_2020,azscore_2021,azscore_2022,azscore_2023,azscore_2024,fcfyield_2019,fcfyield_2020,fcfyield_2021,fcfyield_2022,fcfyield_2023,fcfyield_2024,roic_2019,roic_2020,roic_2021,roic_2022,roic_2023,roic_2024,rg_2019,rg_2020,rg_2021,rg_2022,rg_2023,rg_2024,ndebitda_2019,ndebitda_2020,ndebitda_2021,ndebitda_2022,ndebitda_2023,ndebitda_2024,gpm_2019,gpm_2020,gpm_2021,gpm_2022,gpm_2023,gpm_2024,epsdg_2019,epsdg_2020,epsdg_2021,epsdg_2022,epsdg_2023,epsdg_2024,Country
0,AAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AAPL,Apple Inc,Technology,Consumer Electronics,1280300057640,2223018730440,2890626871140,2064941499390,2986094670390,1280300057640,"18,28881556","33,93593425","25,91625351","24,44182353","27,79081179","37,28727842","0,01397136746","0,007227341517","0,005895871543","0,006083954603","0,005573960674","0,004358598337",8,8,8,8,8,8,"10,20399198","10,20399198","10,20399198","10,20399198","10,20399198","10,20399198","0,05828016558","0,03765598398","0,0378820037","0,04568520672","0,03694358068","0,03113076075","0,2157787371","0,2426948686","0,3892505618","0,4517476149","0,4338918292","0,4430708117","-0,02041077581","0,05512080377","0,3325938473","0,07793787604","-0,0280046053","0,02021994078","0,7232225751","1,040014811","0,8249577703","0,817452568","0,7468208552","0,6617803224","0,3781776811","0,3823324773","0,4177935963","0,4330963056","0,4413112958","0,4620634982","-0,003355704698","0,1043771044","0,7103658537","0,08912655971","0,003273322422","-0,008156606852",USA
2,ACU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ADP,Automatic Data Processing Inc,Technology,Software - Application,73315000000,75025960000,103095098000,98959698000,95773967000,73315000000,"31,56823535","26,00519441","32,58483972","29,82968293","26,64921542","25,79053891","0,01786413723","0,02292576331","0,01860716022","0,01885982695","0,02093544739","0,02256058635",7,7,7,7,7,7,"2,767451399","2,767451399","2,767451399","2,767451399","2,767451399","2,767451399","0,02931486958","0,0375698772","0,03055802372","0,02894454815","0,03998806825","0,03714317231","0,2407096363","0,2424933215","0,2401791403","0,3664229395","0,4169970932","0,3937116676","0,06358936651","0,02924826457","0,02848565436","0,09949084996","0,09176096931","0,06608853999","0,08887008041","0,1168528","0,1975022891","0,4671660424","0,2594668802","0,1365344828","0,4670339748","0,4596156219","0,4647660176","0,468569489","0,4888631039","0,4994427838","0,2329411765","0,08782442748","0,06483983018","0,1537118192","0,1720740275","0,1089938839",USA
4,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ARTW,Art's-way Manufacturing Co. Inc,Industrials,Farm & Heavy Construction Machinery,"7638401,37",12888803,15988565,"9605523,15",10396947,"7638401,37","-5,544431783","-5,201260493","75,17206174","93,38042026","38,59852747","27,9420379",0,0,0,0,0,0,6,6,6,6,6,6,"3,519476123","3,519476123","3,519476123","3,519476123","3,519476123","3,519476123","0,04583118663","-0,141646957","-0,1004846708","-0,07859553872","-0,0870462808","0,2214566309","-0,07147375366","-0,1840866143","0,0239794766","0,0272286612","0,0542169377","0,01903172984","0,1603088753","-0,02097279793","0,1140590375","0,02728073919","0,1807212638","-0,1909314161","-12,3099435","-2,821451083","5,891106766","4,912104372","3,278339536","10,37902786","0,1716057194","0,1070813882","0,2642286111","0,2705534928","0,2834745943","0,2983694969","0,582278481","-0,4545454545","1,098125","-0,5583864119","1,567307692","0,138576779",USA
7,ATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,COKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CRD-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CTAS,Cintas Corporation,Industrials,Specialty Business Services,28050244600,37208718720,45817426080,45938110960,61158158359,28050244600,"26,59129089","29,74036868","33,32276177","33,25530103","35,60263143","43,85150082","0,009381124221","0,01028477248","0,01219126516","0,009127988815","0,009374695943","0,007703637107",8,8,8,8,8,8,"12,08691993","12,08691993","12,08691993","12,08691993","12,08691993","12,08691993","0,03361875469","0,04073108589","0,03288095181","0,03155951172","0,02639369978","0,02423669123","0,1330833471","0,1349195755","0,1580173812","0,1780085962","0,1877916265","0,2021622284","0,06418011707","0,02797569985","0,004406417958","0,1037217165","0,1223903518","0,08857378182","1,760054161","1,659407274","1,253325598","1,446183154","1,145191288","0,9216310591","0,4539249072","0,4564140057","0,4657803028","0,4624438169","0,4733980666","0,4883405242","0,05208333333","0,00495049505","0,2610837438","0,13671875","0,116838488","0,1661538462",USA
23,DRS,Leonardo DRS Inc,Industrials,Aerospace & Defense,752550000,1413750000,1356480000,2927195100,5324628000,752550000,"10,034","17,18122059","8,869480519","6,784444444","31,3125","40,04619718",0,0,0,"0,1441205372",0,0,7,7,7,7,7,7,"4,814493634","4,814493634","4,814493634","4,814493634","4,814493634","4,814493634","0,1355391668","0,04724720818","0,08638992606","-0,01164610401","0,02756391978","0,02180580175","0,06552149212","0,06681229155","0,08471794872","0,1609414015","0,06914984605","0,07576850233","0,1633090441","0,02358142962","0,03635709143","-0,06460576589","0,04938730041","0,144373673","3,488151659","2,048034934","0,8532423208","0,2900641026","0,09584664537","-0,3723404255","0,1691230656","0,1778257739","0,1899965266","0,2135165243","0,2292993631","0,2275819419","8,536231884","0,09615384615","0,8596491228","0,7735849057","-0,6595744681","0,25",USA
24,DTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ELSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ETR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,GAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,GIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,HPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,HSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,IAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,JNJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,KEQU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,KF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,MCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,MCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MGEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,34072037160,48847473600,50844056200,53031306960,59948044240,34072037160,"31,10721358","34,74831385","36,86629414","44,87875712","36,90765356","34,98893936",0,0,0,0,0,0,8,8,8,8,8,8,"28,97381998","28,97381998","28,97381998","28,97381998","28,97381998","28,97381998","0,02911537056","0,02647742207","0,02162733609","0,01263207991","0,02463669474","0,03072157839","0,2445051418","0,2596238634","0,2009520084","0,1647611428","0,180673442","0,2211212837","0,1033929811","0,09470034296","0,2049985235","0,1389007592","0,1313532613","0,04939505131","-0,5451769734","-0,6983936059","-0,7179293167","-0,7941501687","-1,136195619","-0,5765752504","0,5995461837","0,5923232053","0,5609665295","0,5030172475","0,5313993911","0,5403757172","0,1477272727","0,3069306931","-0,02272727273","-0,1317829457","0,375","-0,03246753247",USA
46,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MRSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MU,Micron Technology Inc,Technology,Semiconductors,59749580000,84201600000,104234850000,54528180000,94215360000,59749580000,"7,882524949","19,13892817","14,13902064","7,336102222","-13,1055066","135,7388817",0,0,0,"0,007233787216","0,006593025364","0,004857731439",7,7,7,7,7,7,"11,81336805","11,81336805","11,81336805","11,81336805","11,81336805","11,81336805","0,06699840321","0,001613960172","0,02941999884","0,04886336961","-0,08001892094","0,00114578071","0,1518263684","0,05752716185","0,111965088","0,1495780894","-0,09612327873","0,01362196776","-0,2298377809","-0,08420917713","0,2925122463","0,1101967154","-0,4947655894","0,6158944659","-0,101529577","-0,05143513203","-0,03728341584","-0,04456391876","2,422433288","0,7788461538","0,4572331881","0,3056682995","0,3762136798","0,4518499252","-0,09111969112","0,2235275377","-0,52","-0,5706521739","1,168776371","0,5058365759","-1,689922481","1,131086142",USA
51,MZTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,NEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,NJR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,NOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,NSSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,NVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PAYX,Paychex Inc,Technology,Software - Application,30494010000,33600708000,49262850000,41659380000,42867689000,30494010000,"29,79095901","23,48973226","33,11735854","32,05994974","24,28354973","25,61148131","0,02683042006","0,03448078677","0,02500116862","0,02238590478","0,03107086982","0,03038090022",6,6,6,6,6,6,"2,95553624","2,95553624","2,95553624","2,95553624","2,95553624","2,95553624","0,03782803661","0,05093805457","0,03152177714","0,03074590704","0,04115634195","0,04010519049","0,2700951454","0,2702850962","0,2601663548","0,3210632773","0,3253534003","0,325356408","0,1158271466","0,07104042412","0,004034154189","0,1367826859","0,08573844786","0,05416308841","0,08715743534","-0,003831876422","-0,05935741514","0,2515995669","-0,1612436077","-0,2477999836","0,6877932406","0,6830095285","0,686649576","0,7059002103","0,7098120669","0,71973931","0,1085271318","0,06293706294","-0,003289473684","0,2673267327","0,1197916667","0,08604651163",USA
60,PEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,RCMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,RLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ROL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,SOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,TDW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,TRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,TWIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,UNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,UTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,VALU,"Value Line, Inc",Financial,Financial Data & Stock Exchanges,278719835,316152396,446643510,481165901,459565421,278719835,"18,66760752","20,00003328","12,58976342","26,23093119","23,92264367","17,94842868","0,03283978514","0,02584483419","0,02752740955","0,01345072796","0,02191051306","0,03094278788",5,5,5,5,5,5,"7,088649184","7,088649184","7,088649184","7,088649184","7,088649184","7,088649184","0,05223051401","0,0459846655","0,05538236389","0,03942399564","0,04172968373","0,05231355721","0,06002351861","0,07828302117","0,0599591899","0,07905310138","0,07987757945","0,06001885308","0,01084532174","0,1114819207","0,002307749572","0,003292731234","-0,02048118445","-0,05562413402","-1,123356401","0,7261650278","-0,9498187585","-1,840392221","-0,1140494578","0,03734597156","0,5095843561","0,5486488498","0,5329520697","0,5725354719","0,6170046605","0,6038359965","-0,2434210526","0,347826087","0,5677419355","0,02880658436","-0,236","0,05759162304",USA
78,WDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,WMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
