Ticker,Company,Sector,Industry,mcap_2019,mcap_2020,mcap_2021,mcap_2022,mcap_2023,mcap_2024,pe_2019,pe_2020,pe_2021,pe_2022,pe_2023,pe_2024,dy_2019,dy_2020,dy_2021,dy_2022,dy_2023,dy_2024,pscore_2019,pscore_2020,pscore_2021,pscore_2022,pscore_2023,pscore_2024,azscore_2019,azscore_2020,azscore_2021,azscore_2022,azscore_2023,azscore_2024,fcfyield_2019,fcfyield_2020,fcfyield_2021,fcfyield_2022,fcfyield_2023,fcfyield_2024,roic_2019,roic_2020,roic_2021,roic_2022,roic_2023,roic_2024,rg_2019,rg_2020,rg_2021,rg_2022,rg_2023,rg_2024,ndebitda_2019,ndebitda_2020,ndebitda_2021,ndebitda_2022,ndebitda_2023,ndebitda_2024,gpm_2019,gpm_2020,gpm_2021,gpm_2022,gpm_2023,gpm_2024,epsdg_2019,epsdg_2020,epsdg_2021,epsdg_2022,epsdg_2023,epsdg_2024
SNBR,Sleep Number Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1371727920,2206945600,1757127399,578029020,333422890,1371727920,"17,73109268","16,27037266","11,97631678","15,89314613","-21,75849218","-16,89387233",0,0,0,0,0,0,1,1,1,1,1,1,"-0,3255538662","-0,3255538662","-0,3255538662","-0,3255538662","-0,3255538662","-0,3255538662","0,08952651971","0,1062359601","0,1266000286","-0,05725893261","-0,1986759327","0,01059035864","0,1818951599","0,3246563869","0,3397455233","0,09023422349","0,02791362549","0,03135827139","0,10889248","0,0931508898","0,1768835289","-0,03233576619","-0,1072767922","-0,1087088513","3,374652939","2,374098734","3,105828378","6,610093066","10,17510646","10,46992367","0,6193786683","0,6226586339","0,6036053931","0,5686504781","0,5767101355","0,5960740559","0,40625","0,8148148148","0,2571428571","-0,7402597403","-1,425","-0,3235294118"
SONM,Sonim Technologies Inc,Technology,Communication Equipment,1346905692,864240537,314974654,284720760,581785016,1346905692,"-47,05269118","-20,11861804","-4,066426017","-15,68834326","-6303,00132","-7,975744772",0,0,0,0,0,0,2,2,2,2,2,2,"-11,60815691","-11,60815691","-11,60815691","-11,60815691","-11,60815691","-11,60815691","-0,02869378909","-0,01755424643","-0,2452477163","-0,05596337257","-0,007206443394","-0,03241818896","-0,594149035","-0,958167924","-1,87631462","-0,6543939186","-0,006787625675","8,407648088","-0,1431024951","-0,449535918","-0,1472371546","0,2796041781","0,34089477","-0,3773709843","0,05747718955","0,8076466662","0,303294707","1,137258333","-3,729341317","0,179078965","0,2968490594","0,2377015877","0,1175371083","0,1664518531","0,2063824334","0,1701602113","0,4605942902","0,5335205588","0,3700216116","0,8804214653","0,9956967213","-338,5238095"
SPWH,Sportsman's Warehouse Holdings Inc,Consumer Cyclical,Specialty Retail,347321590,765566100,517784000,354211220,159566820,347321590,"13,83703586","8,311569818","4,428357334","9,423250654","-4,977502845","-2,333050606",0,0,0,0,0,0,4,4,4,4,4,4,"1,605671169","1,605671169","1,605671169","1,605671169","1,605671169","1,605671169","0,1697938421","0,2884249575","-0,1563005107","-0,04378341163","-0,1914258486","0,2540312041","0,05224722238","0,1912585968","0,1027619801","0,06273970763","-0,02576724","-0,02635994572","0,0438943906","0,6378219339","0,03740614024","-0,07075159753","-0,0796904642","-0,07015132917","4,96097402","1,233164054","1,407147177","4,3528757","35,00548566","20,90077147","0,3346487651","0,3281890276","0,325546853","0,3288567825","0,2976839052","0,3093318237","-0,1636363636","3,47826087","0,1844660194","-0,5901639344","-1,77","-0,1298701299"
STIM,Neuronetics Inc,Healthcare,Medical Devices,83877690,279416500,117896291,186912090,84239200,83877690,"-2,841419915","-7,622367319","-3,643007726","-4,97330391","-2,752929875","-1,168933376",0,0,0,0,0,0,2,2,2,2,2,2,"-3,210763741","-3,210763741","-3,210763741","-3,210763741","-3,210763741","-3,210763741","-0,3792129045","-0,1391591243","-0,2669568555","-0,1840229866","-0,4140024691","-0,6353864636","-0,3195149732","-0,3402370022","-0,2184325224","-0,3596185755","-0,3151811801","-0,3019508828","0,1872063059","-0,214057712","0,1232231338","0,1788761932","0,09419378585","0,04964399843","1,521732735","0,4102742372","2,036137838","0,957290363","-0,1228964366","-1,838017924","0,7543890449","0,7653724312","0,7893223894","0,7625525258","0,7246874474","0,7232073708","0,3048327138","0,2192513369","0,1643835616","-0,131147541","0,2391304348","-0,3142857143"
SURG,Surgepays Inc,Communication Services,Telecom Services,31146465,15314201,24368944,92606417,92901033,31146465,"-3,416114737","-1,170565445","-0,6541244539","-119,4447816","4,460454072","-0,744209921",0,0,0,0,0,0,3,3,3,3,3,3,"-13,90763005","-13,90763005","-13,90763005","-13,90763005","-13,90763005","-13,90763005","-0,2342933413","-0,3452212447","-1,733089884","0,001164504021","0,1088024598","-0,6414169253","-1,662593598","4,607030924","-0,5335464468","0,04790833734","0,5573565535","-2,104483966","0,6887089511","1,113464347","-0,06150333668","1,38039146","0,1283289806","-0,5560714618","-1,027574624","-1,295327267","-0,2740927629","0,4490759613","-0,456977731","0,1746192577","0,1211757429","0,04537443012","0,1208364244","0,1108190198","0,2598951063","-0,2352812585","-3,542553191","-0,1756440281","0,3844621514","0,9822330097","26,13661202","-2,731884058"
TILE,Interface Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",969685500,616014000,941927250,574098420,733322960,969685500,"12,34677235","-8,546531997","17,02913876","29,70335123","16,46833884","16,42964392","0,01570565456","0,009052556066","0,002511196593","0,004053373375","0,003168644567","0,001636691206",8,8,8,8,8,8,"3,404643356","3,404643356","3,404643356","3,404643356","3,404643356","3,404643356","0,06864039846","0,09129173387","0,06232062739","0,04238227855","0,1581280494","0,08025387223","0,0843831704","-0,03112762606","0,07246998917","0,03287552716","0,07036270314","0,1064374832","0,1385721782","-0,178527046","0,08804436299","0,08124055522","-0,02806107315","0,04293308432","3,491966103","481,0358035","3,334429077","4,341120625","2,857557175","1,564886927","0,3968395321","0,3721455103","0,3604912704","0,3372575638","0,3496390799","0,3670771583","0,5952380952","-1,917910448","1,756097561","-0,6451612903","1,272727273","0,9733333333"
TLSA,Tiziana Life Sciences Ltd,Healthcare,Biotechnology,368503092,196558410,94014772,60353442,56854777,368503092,"-25,21920975","-3,761019687","-2,007404296","-1,978172157","-1,60688423","-3,130122418",0,0,0,0,0,0,1,1,1,1,1,1,"-2,186676854","-2,186676854","-2,186676854","-2,186676854","-2,186676854","-2,186676854","-0,02873593792","-0,08912080598","-0,3435195453","-0,5249882701","-0,4369968355","-0,03324821303","2,034867646","-0,3976907116","-0,5640167212","-0,7271911457","-3,037324776","-2,69734706",0,0,0,0,0,0,"-0,06204620462","2,337128943","1,55015186","1,157637395","0,05462184874","0,2177419355",0,0,0,0,0,0,"-0,158008658","-4,046728972","0,1111111111","0,375","-0,1333333333","0,3529411765"
TNXP,Tonix Pharmaceuticals Holding Corp,Healthcare,Biotechnology,127694137,185828251,157910934,205776155,309265880,127694137,"-21042,17485","-21919,74318","-1,396177371","-217,0767758","-20,24859264","-0,5740735642",0,"0,0000004077256323",0,0,0,0,4,4,4,4,4,4,"-0,3602632561","-0,3602632561","-0,3602632561","-0,3602632561","-0,3602632561","-0,3602632561","-0,00004433853678","-0,00005164826025","-0,8604178682","-0,006110566629","-0,04652436123","-0,8177469781","-2,94915601","-0,567800897","-0,4202246066","-0,5390493503","-0,8566280492","-0,9436961969",0,0,0,0,0,"0,2994335736","0,378133463","1,502042192","1,926080076","1,077870405","0,1326595903","1,257712956",0,0,0,0,"0,3896755922","0,2307311274","0,7859905163","-0,3078116917","-31,43037975","0,9950497658","-6,846491228","0,9722712456"
TOMZ,TOMI Environmental Solutions Inc,Industrials,Pollution & Treatment Controls,13948309,76723074,32535244,"9684337,95",20082794,13948309,"-5,969321135","17,18459545","-6,524483514","-3,361337678","-5,887517739","-4,689152919",0,0,0,0,0,0,1,1,1,1,1,1,"-9,123232131","-9,123232131","-9,123232131","-9,123232131","-9,123232131","-9,123232131","-0,08076134286","0,055359094","-0,1542208628","-0,1525386253","-0,1904512123","-0,07374369562","-0,2977991745","0,3025111926","-0,3329132816","-0,2341259442","-0,2932352589","-0,5779756574","0,1365444905","2,943123696","-0,6901991986","0,07538670514","-0,1179567429","0,05225027616","-4,431831041","-0,691207915","1,087076127","1,189789012","-0,2426423941","-0,6435099713","0,6166406708","0,6010392032","0,5915576826","0,6069075217","0,5832481708","0,4596395688","0,2380952381","2,4375","-2,086956522","0,4","-0,1333333333","-0,2941176471"
TRMD,Torm Plc,Energy,Oil & Gas Midstream,805412000,521700000,623565688,2386629018,2607119699,805412000,"4,831648818","5,944742039","-14,77051011","4,213789979","3,921449946","2,972277551",0,"0,1348014089",0,"0,07029244101","0,2353050105","0,2900451349",5,5,5,5,5,5,"2,937406731","2,937406731","2,937406731","2,937406731","2,937406731","2,937406731","-0,2658546923","0,1197961093","-0,437267966","0,1613732284","0,1185465602","0,1281168095","0,1074041179","0,07177240988","0,0006252359751","0,2382272565","0,249987078","0,1966860725","0,09009610209","0,07904304009","-0,1710349552","1,329823157","0,05334626576","0,02551960011","2,524988142","2,912001887","7,476911116","0,8683503493","0,9261721484","1,094746501","0,4544361185","0,5318884173","0,3998889484","0,5853540252","0,6187845304","0,6084530528","5,6875","-0,4355555556","-1,42519685","13,77777778","0,08405797101","-0,1497326203"
TRVG,Trivago NV ADR,Communication Services,Internet Content & Information,923259180,856430740,781625920,473041350,168622544,923259180,"47,91914118","-2,851212362","63,14529235","-3,432070938","-0,9197783244","-6,014933967",0,0,0,0,"1,218794427",0,5,5,5,5,5,5,"-0,3757536766","-0,3757536766","-0,3757536766","-0,3757536766","-0,3757536766","-0,3757536766","0,08050680895","0,003388959403","0,04254282186","0,1426682898","0,1605418143","0,1224201401","0,01611161435","-0,3048527418","0,00581552991","-0,1860178064","-0,5373923667","-0,100385741","-0,08329434553","-0,703176778","0,4521273818","0,4800990414","-0,09340677827","-0,0498566071","-2,382187261","0,4759535724","-6,520606969","1,782481765","0,4148924614","3,893145985","0,989078447","0,9592923056","0,9681850248","0,976278682","0,9753191033","0,9755538148","1,84317032","-14,8","1,043478261",-13,"-0,3333333333","0,8585416667"
TRVI,Trevi Therapeutics Inc,Healthcare,Biotechnology,66879637,46989231,24096299,189396049,133311069,66879637,"-2,567356526","-1,334110954","-0,5264173965","-4,272979152","-4,565791152","-8,688845584",0,0,0,0,0,0,2,2,2,2,2,2,"86,09242942","86,09242942","86,09242942","86,09242942","86,09242942","86,09242942","-0,3454265134","-0,6643051613","-1,620117402","-0,2274619513","-0,2399839286","-0,09198126833","-0,4849930162","-0,7788902976","-1,023716826","-0,2560880761","-0,4039541338","-0,5114601084",0,0,0,0,0,0,"2,140757724","0,9540483052","0,6787428536","0,1218997927","1,086624917","0,6918811467",0,0,0,0,0,0,"0,3624454148","-0,2397260274","0,1767955801","0,6979865772","0,3555555556","-0,6206896552"
UNIT,Uniti Group Inc,Real Estate,REIT - Specialty,2622099040,4511330810,6220164080,2167167420,2270851200,2622099040,"205,7315232","-3,382028271","27,54566567","-138,409867","-16,49688611","14,50105425","0,06372427718","0,0567983836","0,04150283998","0,1432751529","0,07967670541","0,08007099533",4,4,4,4,4,4,"0,431439401","0,431439401","0,431439401","0,431439401","0,431439401","0,431439401","0,1224142212","-0,06691882438","0,03326251336","0,02841772148","-0,04738317774","0,008756830718","0,1442466214","0,2424851706","0,2609703493","0,05957018744","0,1467854628","0,1697048575","0,03928426134","0,00891632084","0,03137742695","0,02573778625","0,01858887874","0,01486827195","6,561914514","6,434908656","6,041107401","8,144589427","6,253707773","6,511558455","0,8073658462","0,7908121626","0,8596911284",1,"0,8630981422",1,"-0,05420827389","-87,87782805","1,145833333","-1,079047619","-7,734939759","2,103448276"
UONE,Urban One Inc,Communication Services,Broadcasting,91360891,204030446,255564850,214369509,192320719,91360891,"97,61423105","-23,37292938","6,340157647","6,4823308","93,66443041","-0,6926430182","0,007287373406",0,0,0,0,0,5,5,5,5,5,5,"-1,301948743","-1,301948743","-1,301948743","-1,301948743","-1,301948743","-1,301948743","0,5909638981","0,36700939","0,316658517","0,1562509218","0,153474717","0,4109839466","0,01171266814","0,004511455069","0,07086793956","0,05154655626","-0,01057797371","-0,0902059395","-0,004939671782","-0,1386769933","0,1699221708","0,1006597999","-0,0142673193","-0,05864891457","5,325875411","9,08772987","3,962270623","3,844968373","3,79502996","34,95241608","0,705206109","0,7240956908","0,7295115664","0,7469356423","0,713154975","0,6990308535","-0,9854081633","-5,195804196","4,944444444","0,01408450704","-0,9444444444","-56,5"
UXIN,Uxin Ltd ADR,Consumer Cyclical,Auto & Truck Dealerships,669412000,322964778,625838000,135878400,33668882,669412000,"-3,510356069","-3,923274269","-17,59223854","-5,026610857","-0,2955918819","-0,9036544292",0,0,0,0,0,0,4,4,4,4,4,4,"-12,27230524","-12,27230524","-12,27230524","-12,27230524","-12,27230524","-12,27230524","-0,3536253865","-0,3991394137","-0,3427573752","-0,4124189453","-2,499569062","-1,078620791","-0,4284405845","-3,112591174","1,72143298","-1,185265129","-0,190943797","-0,1487774744","-0,5210208331","-0,5860231948","1,488737588","0,258615526","-0,3324098539","0,4501821828","-1,663165688","-3,159941204","-3,722850107","-2,002438165","-6,461198318","-7,780761966","0,5659455011","-0,02479890722","0,0291654137","0,01235600884","0,05860645989","0,06847952712","-0,4676081007","0,8341861471","0,6725146199","-4,487087912","-0,6672524558","0,8918918919"
VIR,Vir Biotechnology Inc,Healthcare,Biotechnology,1363519945,3420947202,5530164101,3370152012,1354164638,1363519945,"-7,752462899","-10,68451065","10,28839983","6,506468608","-2,193858976","-1,915957123",0,0,0,0,0,0,1,1,1,1,1,1,"0,05637342219","0,05637342219","0,05637342219","0,05637342219","0,05637342219","0,05637342219","-0,1023257995","-0,06188795637","-0,01276248281","0,47530251","-0,5931402463","-0,4536289667","-0,3928297897","-0,3607094187","0,2501701323","0,2482221722","-0,3814701498","-0,4552711417","-0,180875576","93,57805907","15,28991003","0,4750546596","-0,9466640921","-0,1389533534","0,628944668","1,256762412","-0,4930748637","-0,8580772066","0,1824021994","0,2457320716",1,1,"0,5308892064","0,615689966","-5,646867023","-5,450306583","-0,35","-0,549382716","2,577689243","-0,03282828283","-2,19843342","0,165577342"
VIRC,Virco Manufacturing Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",65567792,40034720,48259330,73273652,196658187,65567792,"-40,5111772","27,09596977","-20,26358871","-3,130508721","4,780068895","8,909817435","0,01422343704",0,0,0,0,"0,001675083921",5,5,5,5,5,5,,,,,,,"-0,04637146356","0,08588126292","0,1248111527","-0,07167069973","-0,09001742191","0,1112214743","0,0241574431","-0,004150603492","-0,009530668693","-0,02533785473","0,04600209864","0,2097005953","0,06037921252","-0,04809282768","-0,2002899567","0,2096469125","0,2501569026","0,1646859744","3,012237762","3,773873794","8,272512408","16,72017673","2,685043863","0,1802193646","0,3342085335","0,3751380435","0,359468569","0,3296524336","0,3693392307","0,4312548074","0,5238095238","2,5","-1,933333333","-5,785714286","2,073684211","0,3137254902"
VKTX,Viking Therapeutics Inc,Healthcare,Biotechnology,580295120,421022660,356099800,719917800,1863117259,580295120,"-22,38690119","-10,34862951","-6,457707365","-10,48745553","-20,44120927","-39,90113838",0,0,0,0,0,#ERROR!,1,1,1,1,1,1,"86,25070329","86,25070329","86,25070329","86,25070329","86,25070329","86,25070329","-0,04288942732","-0,05328108913","-0,1340038018","-0,06700961841","-0,0417906922","-0,02000843787","-0,1176718314","-0,1743419574","-0,2757722385","-0,4789768936","-0,2883415933","-0,1712293098",0,0,0,0,0,0,"0,3040633864","0,735273062","0,4756075543","0,5005138159","0,5396727508","0,1697293707",0,0,0,0,0,0,"0,05263157895","-0,3888888889","-0,4","-0,2571428571","-0,03409090909","-0,1098901099"
VMD,Viemed Healthcare Inc,Healthcare,Medical Devices,235791294,303644198,206825488,287399410,302167938,235791294,"27,43044655","9,535353129","22,58860736","46,96799207","29,39367933","27,59122059",0,0,0,0,0,0,6,6,6,6,6,6,"4,895168288","4,895168288","4,895168288","4,895168288","4,895168288","4,895168288","0,02438371916","0,07339438943","0,01334506426","0,01659624119","0,06350150943","0,004240463221","0,1310012762","0,2845410115","0,08278855819","0,05787801084","0,08174248762","0,08956357884","0,2295812842","0,6361268939","-0,1084997982","0,185969828","0,3181975337","0,2253945183","0,3969052224","-0,5444121358","-0,9070567273","-0,6535842366","-0,06857158437","-0,2522569362","0,6978419059","0,6100952715","0,6271035861","0,6099458338","0,6162736055","0,59397477","-0,1538461538","2,727272727","-0,7317073171","-0,3181818182","0,6666666667","0,12"
VRCA,Verrica Pharmaceuticals Inc,Healthcare,Biotechnology,396680502,294683624,252074497,113008637,338999814,396680502,"-14,02585575","-6,323467053","-7,061780319","-3,836706518","-4,954201567","-0,4735730945",0,0,0,0,0,0,2,2,2,2,2,2,"-10,53015332","-10,53015332","-10,53015332","-10,53015332","-10,53015332","-10,53015332","-0,07100116464","-0,110104742","-0,114904596","-0,20172554","-0,1173191021","-1,680759209","-0,4613284665","-0,5724441532","-0,4066093088","-0,5124281142","-1,007445651","-1,70214579",0,0,0,"-0,2473333333","-0,432683791","0,4765807963","0,3239021388","-0,672550213","-0,9123808267","1,516275409","0,3864655852","0,005918237276",0,0,"0,9606666667","0,9197298494","0,8544106167","0,6378535554","0,1954210724","-0,5075022065","0,2406323185","0,4471858134","-1,061366806",0
VRDN,Viridian Therapeutics Inc,Healthcare,Biotechnology,21828643,104232908,516512838,1184217419,1082069669,21828643,"-0,3592166026","-0,5285076029","-2,967183411","-7,21676262","-4,100272765","-4,820816599",0,0,0,0,0,0,1,1,1,1,1,1,"17,60747286","17,60747286","17,60747286","17,60747286","17,60747286","17,60747286","-2,402689608","-0,5096411642","-0,2330701339","-0,1009687895","-0,1898572935","-0,1789108197","-1,744908139","-0,911960078","-0,418315468","-0,3337947832","-0,5476377004","-0,4302401869","-0,4680419747","-0,7646267653","1,821904762","-0,4019574755","-0,8227990971","-0,03821656051","0,4059386503","1,128152929","0,5269138605","1,164078895","0,3474560789","0,2954833756",1,"-25,95619048",1,1,1,1,"-0,2257091129","-0,5361890694","0,7865384615","0,4129129129","-0,358056266","0,2504708098"
VTRS,Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,10452000000,22610027871,16378069072,13589001919,12997083000,10452000000,670,"-16,81816391","-12,88713577","6,490268931","237,646234","-23,42570956",0,0,"0,02439611364","0,04311126658","0,04427948107","0,03868991427",5,5,5,5,5,5,"0,5614392013","0,5614392013","0,5614392013","0,5614392013","0,5614392013","0,5614392013","0,124173774","0,04887059747","0,1533164285","0,1860248188","0,178864179","0,1330655733","0,002860041498","-0,003593262379","-0,0007025025621","0,02674927151","0,004926812886","0,0002820504228","0,005824784194","0,0387374462","0,4972626821","-0,09077338522","-0,05139368002","-0,04457149525","4,626049796","12,70467205","5,05924123","2,839613256","4,942215271","4,812446809","0,338907004","0,3178218651","0,3117190252","0,3995031575","0,4173618809","0,3815377935","-0,9558823529",-38,"0,05405405405","2,628571429","-0,9735087719","-12,69977925"
WKSP,Worksport Ltd,Consumer Cyclical,Auto Parts,49269272,140423757,121098410,52377668,82309208,49269272,"-56,41102235","-68,15487109","-35,25355969","-5,734288364","-7,209701019","-1,575888822",0,0,0,0,0,0,4,4,4,4,4,4,"-4,268671296","-4,268671296","-4,268671296","-4,268671296","-4,268671296","-4,268671296","-0,005510461785","-0,009071498131","-0,01860069451","-0,266135439","-0,1451282508","-0,4187693532","1,02475722","-1,117843878","-0,2158189379","-0,4155969459","-0,6035230964","-0,6714748009","3,000666638","-0,820316081","-0,1224750393","-0,616454321","12,12966301","4,546679855","-1,254234767","0,5100896296","3,677401362","0,6923693552","-0,2176326263","-0,05377689311","0,1238301396","0,1362092077","-0,1545744856","0,51102127","0,1572365118","0,1067432278","0,8797468354","-1,263157895","-0,6511627907","-0,7746478873","-0,1904761905","-2,893333333"
WORX,SCWorx Corp,Healthcare,Health Information Services,21721566,13499885,14622021,"5152118,4",2226400,21721566,"-1,565975665","-1,651787878","-3,553809876","-2,565406738","-0,4772762402","-2,16962995",0,0,0,0,0,0,4,4,4,4,4,4,"-6,307853636","-6,307853636","-6,307853636","-6,307853636","-6,307853636","-6,307853636","-0,2671683175","-0,07843798274","-0,07892839794","-0,1139473241","-0,4242732972","-0,4398407312","-1,715156984","-1,002823994","-0,5577819089","-0,3066665954","-0,3678328154","-0,2776126161","35,96552712","-0,06038100481","-0,1113707766","-0,128297308","-0,05775981703","-0,2142854702","0,04239929691","0,01418973699","-0,09696675933","0,05515138666","0,000270964119","-0,2622008602","0,2101678064","0,3256858947","0,3993542188","0,3500666636","0,3335340372","0,249526776","0,8978066914","0,5540196435","0,5562805873","0,6378676471","-0,9593908629","0,7979274611"
WVE,Wave Life Sciences Ltd,Healthcare,Biotechnology,276381270,386429639,190022174,657955466,553619122,276381270,"-1,402664899","-2,059377985","-1,331197818","-3,411076732","-9,316001659","-17,6324868",0,0,0,0,0,0,2,2,2,2,2,2,"4,543254976","4,543254976","4,543254976","4,543254976","4,543254976","4,543254976","-0,7074465143","-0,3800190645","-0,5503087741","-0,2339568529","-0,03834702748","-0,08884226012","-1,230170072","-0,9420015208","-0,8581374148","-2,024862807","-0,7057634609","-0,4435779374","0,1088525045","0,2561471564","1,040344673","-0,910921785","30,05097287","-0,04415515644","0,570988746","1,068351886","1,029586708","0,3334272571","2,861592108","2,719422056","-9,976099606","-5,522089954",1,1,1,1,"-0,04743083004","0,279245283","0,3821989529","0,1313559322","0,7365853659","-0,2962962963"
XBIO,Xenetic Biosciences Inc,Healthcare,Biotechnology,"8975995,2",17842370,173376735,"4322478,15","5303050,2","8975995,2","-0,3215291086","-1,197089632","-2,348982379","-0,6187033193","-1,275178386","-1,55290797",0,0,0,0,0,0,2,2,2,2,2,2,"-53,39832536","-53,39832536","-53,39832536","-53,39832536","-53,39832536","-53,39832536","-1,557964198","-0,3272273042","-0,3573088074","-1,269564022","-0,7803427122","-0,4581307792","-0,6394874207","-0,8953041815","-0,3119630536","-0,4922577883","-0,4609922924","-0,6999004525",0,"24,60307043","1,656398332","0,4706097742","0,4880478053","-0,01563079482","1,080609647","2,457301566","3,189648806","1,95748457","1,989285418","1,521952106",1,1,1,1,1,1,"0,4209381796","0,69527897","0,683685446","0,1669758813","0,3964365256","0,05166051661"
XOMA,XOMA Royalty Corp,Healthcare,Biotechnology,266475300,496021200,236230500,210716799,212320522,266475300,"-120,7012614","35,42214017","14,89775921","-12,27778297","-5,197362298","-22,24891687",0,0,"0,01486691582","0,02605724212","0,02578535296","0,01779499001",5,5,5,5,5,5,"-4,511936618","-4,511936618","-4,511936618","-4,511936618","-4,511936618","-4,511936618","-0,08186685694","0,01885812613","-0,01623931188","-0,1339338436","-0,08564488122","-0,04477365176","-0,04213848757","0,1024","0,1133273122","-0,1302320507","-0,1898738198","-0,1358814664","2,466691829","0,5996189439","0,2986217458","-0,8420597484","-0,2105525137","4,987179487","6,176165803","-4,55816984","-5,636556275","3,430810329","1,278198821","-3,235109718","0,9317909635","0,9942147354","0,9955188679","0,9545379127","0,9699453552","0,9927686313","0,4465408805","1,886363636","-0,1666666667","-4,046153846","-1,04040404","0,5915841584"
Z,Zillow Group Inc,Communication Services,Internet Content & Information,9616361006,31571773200,15869406700,7609483660,13479759920,9616361006,"-31,04881501","-179,3547556","-30,22438911","-77,22841812","-85,53575633","-154,7625165",0,0,0,0,0,0,5,5,5,5,5,5,"14,16800184","14,16800184","14,16800184","14,16800184","14,16800184","14,16800184","-0,07370549898","0,01086473548","-0,2056587171","0,559482142","0,01398482439","0,0164422427","-0,04084135146","-0,03687701776","0,03438848921","-0,01462034271","-0,04206918043","-0,03533632287","1,056787352","-0,4079123185","0,3128078818","-0,08161350844","-0,006639427988","0,1496143959","-14,11018536","3,002334559","-1,861256545","3,084615385","2,72","-2,357541899","0,4779051763","0,8429802956","0,8484990619","0,8125638407","0,7835475578","0,7643112701","-1,426229508","0,5135135135","-1,930555556","0,8293838863","-0,8888888889","0,2941176471"
ZVRA,Zevra Therapeutics Inc,Healthcare,Biotechnology,12645368,50841056,307909431,158403103,248244639,12645368,"-0,4583325112","-3,494272727","-30,30565545","-5,913028238","-5,042750396","-3,655877901",0,0,0,0,0,0,5,5,5,5,5,5,"1,963720653","1,963720653","1,963720653","1,963720653","1,963720653","1,963720653","-2,114290778","-0,0442282176","0,03987042096","-0,1188223196","-0,1456891332","-0,1806031079","-3,790815474","-1,2262372","0,05987666754","-0,3919945935","-0,3624698575","-0,6021718968",0,"0,03497157099","1,156080674","-0,6453403141","1,702588328","-0,1401624121","-4,305032156","-12,21395691","14,03866633","1,82903706","-0,01644389325","-0,3470026178","0,7706207649","0,9017910897","0,9281326353","0,9781517567","0,8927570008","0,685880061","0,7374479063","0,7573696145","0,3426791277","0,6303317536","-0,6666666667","-0,7538461538"
ACWX,iShares MSCI ACWI ex US ETF,Financial,Exchange Traded Fund,4136345539,4466444776,4682019788,3831508999,4298026798,4136345539,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
AGNG,Global X Aging Population ETF,Financial,Exchange Traded Fund,47384508,56153457,57943449,52674035,57199295,47384508,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
AIA,iShares Asia 50 ETF,Financial,Exchange Traded Fund,413795580,623487347,613919328,504138077,565283498,413795580,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
