,Ticker,Country,Company,Sector,Industry,portfolio,year,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum_2024_cut
483,ACWX,USA,iShares MSCI ACWI ex US ETF,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3831508999.0,,,,,,,,,,,0.7744622041417156,-0.1654905791412848,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,ADBE,USA,Adobe Inc,Technology,Software - Application,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154635535000.0,33.75086207,0.0,6.0,8.168164721,0.04607551376,0.2459868022,0.1153626861,0.05627214741,0.8770305578,0.007984031936,1.4419477501547389,-0.4037067851039481,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,ADI,USA,Analog Devices Inc,Technology,Semiconductors,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83183057630.0,27.36903524,0.02053230304,7.0,7.062895149,0.05019701914,0.06069660065,0.6416348036,0.9169191389,0.6495672157,0.5173410405,1.2932822304062537,-0.0565300125756206,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,ADP,USA,Automatic Data Processing Inc,Technology,Software - Application,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98959698000.0,29.82968293,0.01885982695,7.0,2.767451399,0.02894454815,0.3664229395,0.09949084996,0.4671660424,0.468569489,0.1537118192,0.9335613715984016,-0.0024722271012296,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,AIA,USA,iShares Asia 50 ETF,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504138077.0,,,,,,,,,,,0.8008391731603627,-0.2445786611360806,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,AMAT,USA,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82286100000.0,11.78553103,0.01135231862,7.0,14.04516487,0.05997353206,0.3441379066,0.1180245415,0.4642770647,0.4651153772,0.1625,1.7250497380939622,-0.3854628029069719,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,ARCC,USA,Ares Capital Corp,Financial,Asset Management,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9493580000.0,15.3301,0.09915134278,4.0,0.8691683259,0.0811040589,0.02728761142,-0.4165853659,18.43358779,0.6195652174,-0.660968661,0.7259965607141299,-0.0301549804682504,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,ASTE,USA,Astec Industries Inc,Industrials,Farm & Heavy Construction Machinery,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922656719.0,-9266.705532,0.01208628024,7.0,3.27277455,-0.1236685461,-0.001363636364,0.1633957097,0.356223176,0.2072185171,-1.038115942,1.1372952765728783,-0.4106145920028282,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,BANR,USA,Banner Corp,Financial,Banks - Regional,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163093438.0,11.08356519,0.02820523146,7.0,0.3094993813,0.1031302552,0.09708064414,0.01960293164,1.021898421,0.9537362121,-0.015625,0.7012387529232692,0.0611587428330495,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,BKR,USA,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29530000000.0,-48.49602329,0.02490898442,7.0,2.462317978,0.03828984382,-1.309106964,0.03189932689,3.123595506,0.207978824,-1.259259259,0.6689620447359941,0.2103334920536383,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,CDNS,USA,"Cadence Design Systems, Inc",Technology,Software - Application,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43326053760.0,51.31650166,0.0,7.0,13.88375656,0.02565528912,0.2241885785,0.1919100314,0.004228533546,0.8956618688,0.236,1.3423762296958497,-0.1229526306081838,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,CHI,USA,Calamos Convertible Opportunities and Income Fund,Financial,Closed-End Fund - Debt,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782254034.0,-2.629268284,0.09895622783,5.0,2.294854404,0.1077095418,-0.2405978399,0.005776313236,-1.057945704,0.8699464011,-2.025,0.7673105881252593,-0.2305131182927745,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,CMCO,USA,Columbus Mckinnon Corp,Industrials,Farm & Heavy Construction Machinery,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929486220.0,21.94503293,0.007534983854,8.0,1.469959102,0.06680993925,0.04226425252,0.03274484174,2.677949005,0.3653966932,0.6153846154,1.1532783599003449,-0.2927261217440853,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,COLM,USA,Columbia Sportswear Co,Consumer Cyclical,Apparel Manufacturing,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440732340.0,17.6470438,0.01366121978,6.0,4.548228926,-0.01523072622,0.129357051,0.1080315327,-0.09312620337,0.4939384877,-0.0712945591,1.1428742043339637,-0.0939886261957827,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,CPRT,USA,"Copart, Inc",Industrials,Specialty Business Services,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29011298400.0,28.06872641,0.0,6.0,27.65549327,0.02742727044,0.2286008385,0.3002438987,-0.8355981295,0.4587995559,0.1649484536,1.1595310271974502,-0.1712827403311245,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,CSCO,USA,"Cisco Systems, Inc",Technology,Communication Equipment,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195466920000.0,15.98523535,0.03296302887,7.0,3.163942082,0.0675201888,0.1633279628,0.0349070617,0.2073359533,0.6254824757,0.128,0.8443236477121141,-0.2220494540883231,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,CSQ,USA,Calamos Strategic Total Return Fund,Financial,Closed-End Fund - Debt,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126170967.0,-3.602094222,0.08622800379,2.0,3.034765037,0.09977183557,-0.1847946653,-0.7725411993,-1.120015543,0.8370267446,-1.585889571,1.0952570145870597,-0.2403312961511504,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,CTAS,USA,Cintas Corporation,Industrials,Specialty Business Services,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45938110960.0,33.25530103,0.009127988815,8.0,12.08691993,0.03155951172,0.1780085962,0.1037217165,1.446183154,0.4624438169,0.13671875,0.9492164190642712,0.0760466585457078,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,CVBF,USA,CVB Financial Corp,Financial,Banks - Regional,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3576435653.0,15.27466922,0.02904278847,7.0,-0.4842665075,0.07462989139,0.06467964994,0.2011730857,3.939723632,0.9648450012,0.07051282051,0.4089469723580667,0.2304742321536987,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,DRH,USA,Diamondrock Hospitality Co,Real Estate,REIT - Hotel & Motel,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732162698.0,15.91313771,0.009333516778,8.0,0.9087542636,-0.02492309936,0.0547435518,0.7659018856,4.711954855,0.5682868648,1.489583333,1.2622186789929626,-0.1442059124066655,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,EEFT,USA,Euronet Worldwide Inc,Technology,Software - Infrastructure,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702176009.0,20.50032229,0.0,7.0,1.926332852,0.1359989177,0.08884090045,0.1212819229,0.2269326688,0.2400857449,2.340909091,1.1928009826670194,-0.2235294538558789,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,EWBC,USA,"East West Bancorp, Inc",Financial,Banks - Regional,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9288407300.0,8.255938083,0.02452180805,6.0,0.5231982184,0.2217548566,0.1722542096,0.373799628,-1.944934315,0.865536741,0.2983606557,1.2598858970726132,-0.1564657591958209,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,FAD,USA,First Trust Multi Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141514867.0,,,,,,,,,,,1.0519871663651492,-0.2332221028194128,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,FEX,USA,First Trust Large Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959713975.0,,,,,,,,,,,0.895789400261582,-0.1134852121168702,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,FITB,USA,Fifth Third Bancorp,Financial,Banks - Regional,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22595590800.0,9.237155168,0.04102844359,8.0,0.5958743187,0.254181609,0.05589324071,0.1425695231,4.290733919,0.8302863436,-0.1018766756,1.070567044449376,-0.2389583842875375,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,FNX,USA,First Trust Mid Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901661374.0,,,,,,,,,,,1.019094858764233,-0.1384434700180601,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,FWRD,USA,Forward Air Corp,Industrials,Integrated Freight & Logistics,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780431881.0,14.54140654,0.009207021897,3.0,1.052864217,0.07772876506,0.168048229,0.2107852572,0.7615589554,0.2927215096,0.8545454545,1.0364821564424975,-0.1225232137596016,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,GIII,USA,G-III Apparel Group Ltd,Consumer Cyclical,Apparel Manufacturing,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646015200.0,-5.99997589,0.0,8.0,3.046215475,-0.1565332499,0.10981123,0.1663414708,371.244898,0.3412549803,-1.696296296,1.4950718462298485,-0.5150336046714209,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,GNTX,USA,Gentex Corp,Consumer Cyclical,Auto Parts,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6385797765.0,19.74732724,0.01796648204,6.0,9.385133474,0.0304653562,0.1491482626,0.1084746857,-0.4688524676,0.3177840116,-0.09333333333,0.954930402317664,-0.2152569084408062,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,HALO,USA,Halozyme Therapeutics Inc,Healthcare,Biotechnology,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7697659600.0,38.52205077,0.0,8.0,5.169863129,0.03021926523,0.1260071153,0.4890618303,4.031317946,0.7889704234,-0.4744525547,0.8464964487673844,0.3857769026498767,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,HERZ,USA,Herzfeld Credit Income Fund Inc,Financial,Asset Management,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25530298.0,3.495575458,0.153843038,4.0,123.2940937,0.0,0.2203608024,2.26173396,0.0,1.0,1.933884298,0.6072546212401178,-0.2124914768759928,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,HST,USA,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11475750000.0,18.12154028,0.01307652776,8.0,1.842906337,0.0795052888,0.06296537773,0.6979238754,2.764271323,0.5522722641,57.77419355,1.111199044003706,-0.0607426491278467,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,IBKR,USA,Interactive Brokers Group Inc,Financial,Capital Markets,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28875411765.0,19.12969895,0.005502603997,6.0,1.110214105,0.5363663246,0.1390958988,0.4258503401,1.777849324,0.8144083969,0.1574074074,0.908115003957517,-0.0701940709495703,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,ICLN,USA,iShares Global Clean Energy ETF,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093913183.0,,,,,,,,,,,0.9857380553930354,-0.0618341734785934,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,IEUS,USA,iShares MSCI Europe Small-Cap ETF,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148200000.0,,,,,,,,,,,0.9365043099751096,-0.2761207293171607,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,IFGL,USA,iShares International Developed Real Estate ETF,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107032227.0,,,,,,,,,,,0.6048165414705099,-0.2415473788737746,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,JBHT,USA,"J.B. Hunt Transport Services, Inc",Industrials,Integrated Freight & Logistics,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18054988810.0,18.73214631,0.009181835701,7.0,4.553383908,0.01300174458,0.1544307393,0.2174253236,0.7684379776,0.1669047635,0.2899159664,0.9208424762487284,-0.1283043961162491,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,JBLU,USA,Jetblue Airways Corp,Industrials,Airlines,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115072000.0,-5.792618785,0.0,3.0,0.6123394512,-0.2594271239,-0.02175324597,0.5169786318,9.573065903,0.2153308583,-0.9649122807,1.46632825767525,-0.559183666452209,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,KALU,USA,Kaiser Aluminum Corp,Basic Materials,Aluminum,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210859825.0,-40.81823514,0.04146596642,5.0,2.582051883,-0.1701677185,0.001660559483,0.3073607933,8.800511509,0.07225998425,-0.5897435897,1.1446165310972105,-0.1902551727450707,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,KELYA,USA,"Kelly Services, Inc",Industrials,Staffing & Employment Services,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640528928.0,-10.30224,0.01646243924,5.0,2.833967622,-0.137135225,0.008474719134,0.01134488869,-0.8056092843,0.203770089,-1.423469388,0.9905595345881808,-0.0374713648156993,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,LFUS,USA,"Littelfuse, Inc",Technology,Electronic Components,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5451711600.0,14.58971139,0.01026562957,9.0,4.742860727,0.05790530408,0.1212917676,0.2086461647,0.843118078,0.4005386856,0.3128295255,1.1310380656725203,-0.2966472399582887,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,LKQ,USA,LKQ Corp,Consumer Cyclical,Auto Parts,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14303198000.0,12.88068842,0.01918930458,6.0,2.596276542,0.06945987716,0.1184209105,-0.02253800902,1.966129032,0.4082382367,0.1284153005,1.0462904778928803,-0.0704218296187028,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
