,Ticker,Company,Sector,Industry,mcap_2019,mcap_2020,mcap_2021,mcap_2022,mcap_2023,mcap_2024,pe_2019,pe_2020,pe_2021,pe_2022,pe_2023,pe_2024,dy_2019,dy_2020,dy_2021,dy_2022,dy_2023,dy_2024,pscore_2019,pscore_2020,pscore_2021,pscore_2022,pscore_2023,pscore_2024,azscore_2019,azscore_2020,azscore_2021,azscore_2022,azscore_2023,azscore_2024,fcfyield_2019,fcfyield_2020,fcfyield_2021,fcfyield_2022,fcfyield_2023,fcfyield_2024,roic_2019,roic_2020,roic_2021,roic_2022,roic_2023,roic_2024,rg_2019,rg_2020,rg_2021,rg_2022,rg_2023,rg_2024,ndebitda_2019,ndebitda_2020,ndebitda_2021,ndebitda_2022,ndebitda_2023,ndebitda_2024,gpm_2019,gpm_2020,gpm_2021,gpm_2022,gpm_2023,gpm_2024,epsdg_2019,epsdg_2020,epsdg_2021,epsdg_2022,epsdg_2023,epsdg_2024,Country
0,ABTC,American Bitcoin Corp,Financial,Capital Markets,72051612,71255790,1406613022,382311622,654149561,72051612,#ERROR!,"-170387,0306","-99626,44106","-590,4690362","866,7065807","4,257666456",#ERROR!,0,0,0,0,0,3,3,3,3,3,3,"1,123157841","1,123157841","1,123157841","1,123157841","1,123157841","1,123157841",#ERROR!,"-0,000001508654427","-0,000002629518838","-0,001942156635","-0,001658207917","-0,04912328684",#ERROR!,"-0,2393103994","-0,1885910255","-8,277624348","0,01203714783","0,4029378968",#ERROR!,0,"0,1263631686","2,727272846","-0,01095873731","0,1008910297",#ERROR!,"0,0928283077","-0,1583610744","-0,09956729403","0,986644559","0,01077193408",#ERROR!,"0,3420549372","0,2847129054","0,3547891204","0,3288961389","0,4477123726",#ERROR!,0,"-10,56233882","0,9999977492","1,396363636","9,779816514",USA
1,AEHL,Antelope Enterprise Holdings Ltd,Industrials,Building Products & Equipment,167428134,7809024,38032800,6295300,7328050,167428134,"-121,0323529","-2,463817292","-2,722058645","-3,347638897","-2,850401788","-0,03928107889",0,0,0,0,0,0,4,4,4,4,4,4,"12,30915692","12,30915692","12,30915692","12,30915692","12,30915692","12,30915692","0,005467296993","-0,0007545967343","-0,03891747192","-0,07789755496","-1,488595836","-6,511533071","0,02037452803","-0,04519333939","-0,1624256407","-0,09802538787","-0,7643460118","-0,3450785024","-0,342456377","-0,4413931211","-0,6091185809","3,103274819","0,7395393715","0,4121041532","-1,422834049","-11,16368219","-2,751183771","-1,281728347","-0,1315267458","-0,070960352","0,2482622619","-0,142095973","0,01323476449","0,09511578016","0,1039142408","-0,0001747708252","0,983223037","-139,021322","-0,6484087102","0,9993718303","-2304,352941","0,9797083514",China
2,AGAE,Allied Gaming & Entertainment Inc,Communication Services,Entertainment,60481428,60864929,66753110,40428910,39451830,60481428,"-2,510020588","-1,005930034","1,060949758","-3,790235766","-11,48370786","-1,731799546",0,0,0,0,0,0,1,1,1,1,1,1,"-211,1510319","-211,1510319","-211,1510319","-211,1510319","-211,1510319","-211,1510319","-0,2934172497","-0,122017524","-0,1539897471","-0,2688309459","-0,232834469","-0,4179565203","-0,2154311873","-0,5153048139","-0,1568551806","-0,1205779755","-0,05957536703","-0,2087975525","0,2654308749","-0,8768485112","0,5435506049","0,2817632626","0,2050492171","0,1860161653","-0,498197432","-0,122375934","7,450877104","0,3897001736","0,009253013352","2,364222128","0,573294909","0,1083532011","0,1777205188","0,1965057686","0,3734992075","0,2981605904","0,6060606061","-0,5096153846","0,7579617834","0,2631578947","0,655","-3,658385093",USA
3,AGNG,Global X Aging Population ETF,Financial,Exchange Traded Fund,47384508,56153457,57943449,52674035,57199295,47384508,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,USA
4,AIHS,Senmiao Technology Ltd,Industrials,Rental & Leasing Services,18775678,50443973,21189863,"6951217,6","3871757,1",18775678,"-1,414207536","-5,328468817","-24,55689663","-2,033653734","-2,106502167","-2,513589513",0,0,0,0,0,0,4,4,4,4,4,4,"-15,96923252","-15,96923252","-15,96923252","-15,96923252","-15,96923252","-15,96923252","-0,6043515874","-0,1168900466","-0,950460919","-0,09785705743","-0,08597019623","0,05325790124","-0,6584520617","-0,936609128","-0,7944603477","-0,6437237202","-0,8973336308","-4,05541557","5,136777093","-0,8601878245","1,244614499","0,6450938735","-0,4655089988","-0,2154982221","-2,82988524","0,4019970455","0,02249155507","0,3490475882","0,06728131096","0,2128313569","0,2155996825","0,09354772391","-0,425025778","0,1846595007","0,2140565658","0,2507479924","0,1193181818","-1,064516129","0,69375","0,5612244898","0,04651162791","0,1951219512",China
5,ALM,Almonty Industries Inc,Basic Materials,Other Industrial Metals & Mining,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,Canada
6,ALRS,Alerus Financial Corp,Financial,Banks - Regional,390049500,469258650,504904320,466719800,442448790,390049500,"11,39870007","10,47993777","9,553613637","10,87974003","38,13727599","22,82276278","0,02645837343","0,02218537973","0,02136127534","0,02940879139","0,03322919188","0,03814104992",7,7,7,7,7,7,"0,2521219134","0,2521219134","0,2521219134","0,2521219134","0,2521219134","0,2521219134","0,04854810084","-0,0556674258","0,2943131123","0,232460413","0,05764105738","0,04096859943","0,08359722776","0,1125998402","0,1246560075","0,05002519704","0,01440213175","0,02012990468","0,08679327449","0,1716420463","-0,016566152","-0,04754149809","0,08271292701","0,3588007896","-1,60232041","-1,577124387","-2,299523669","6,365160543","10,21934001","6,724177818","0,8726501532","0,9034225036","0,9912720425","0,929580914","0,6746956736","0,5984485754","0,03804347826","0,3193717277","0,1785714286","-0,2929292929","-0,7238095238","0,4310344828",USA
7,AMRX,Amneal Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,709407600,676419410,717982680,301437240,1479325770,709407600,"-1,759124083","7,49180327","67,14386107","-2,310853187","-12,64583329","-20,93583286",0,0,0,0,0,0,6,6,6,6,6,6,"1,889775297","1,889775297","1,889775297","1,889775297","1,889775297","1,889775297","-0,1503572778","0,4649176278","0,2720904267","-0,08487623085","0,2602127892","0,08994666418","-0,07888561171","-0,05158939433","0,02968285528","-0,03012458825","0,07161975863","0,09193677268","-0,0220193615","0,225132857","0,05076277664","0,05666368466","0,0819521187","0,1672580336","16,87353574","7,689255074","6,552694236","6,404152128","5,309657695","5,645155569","0,2170455363","0,3153755314","0,3672848956","0,3577541784","0,3609067821","0,3652303883","-2,436090226","1,133479212","-0,8852459016","-13,28571429","0,4418604651","0,2083333333",USA
8,ANIX,Anixa Biosciences Inc,Healthcare,Biotechnology,67908732,77256550,89471250,131414250,122010480,67908732,"-6,57561188","-4,519294765","-11,23586208","-12,51154101","-9,97826929","-8,893022144",0,0,0,0,0,0,1,1,1,1,1,1,"5,871145853","5,871145853","5,871145853","5,871145853","5,871145853","5,871145853","-0,06420038222","-0,1352088892","-0,033945946","-0,03816704136","-0,06342393214","-0,06570049175","-2,470713024","-1,199364967","-0,3750225687","-0,4881953485","-0,4676378153","-0,7233786611","-0,7752808989",-1,0,-1,0,-1,"0,3172777661","0,6360462426","2,206917751","0,884186758","0,0674874601","0,0820630282","0,335",0,"0,248046875",0,"0,2333333333",0,"0,2278481013","0,2459016393","0,02173913043",0,"0,2888888889","-0,21875",USA
9,AREC,American Resources Corporation,Basic Materials,Coking Coal,17178334,91489924,117456359,88146458,113608581,17178334,"-0,2140418506","-5,582420962","-3,058084994","-60,55121532","-2,916867937","-1,944585101",0,0,0,0,0,"0,01745989051",3,3,3,3,3,3,"-2,175657681","-2,175657681","-2,175657681","-2,175657681","-2,175657681","-2,175657681","-1,286891915","-0,241865058","-0,3235494783","0,02912120904","-0,2110511643","-0,2985364235","-3,281549077","-0,5760261869","-0,8725857421","-0,4421526013","-1,086372349","-0,1980106635","-0,2235418595","-0,9567079139","6,318459815","4,089969242","-0,6647335255","-0,9710425838","-0,6191618517","-9,926818962","-0,1762281565","3,599929998","-1,379342608","-8,123024634","-0,2382282785","-3,819582312","-0,08249771189","0,3547010332","0,09455404813","-5,686536163","0,05449591281","0,8991354467","-0,6857142857","0,9630508475","-5,880733945","-2,466666667",USA
