,Ticker,Country,Company,Sector,Industry,portfolio,year,n,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum12mo_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum12mo_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum12mo_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum12mo_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum12mo_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum12mo_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum12mo_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum12mo_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum12mo_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum12mo_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum12mo_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum12mo_2024_cut
2364,SBET,USA,SharpLink Gaming Inc,Consumer Cyclical,Gambling,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27985590.0,-0.6810374894,0.0,2.0,194.9961709,-0.1670754197,-2.274137362,0.1566354253,0.1773915553,-0.113577238,-17.33999566,1.90806689344012,-0.2233333163791232,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,IBIO,USA,iBio Inc,Healthcare,Biotechnology,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119886250.0,-12.72832335,0.0,4.0,-4.707479807,-0.1192540478,-0.2201925119,0.4474969475,1.564824543,0.383382539,-0.4903129657,1.447951742474949,-0.4814814814814815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,CLWT,Hong Kong,"Euro Tech Holdings Co., Ltd",Industrials,Pollution & Treatment Controls,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16469453.0,16.6526329,0.06260073975,6.0,4.143894708,0.1333984726,0.07872174591,0.6012577675,-3.551252847,0.2662708061,0.3065326633,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,WVVI,USA,Willamette Valley Vineyard Inc,Consumer Defensive,Beverages - Wineries & Distilleries,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42992821.0,17.58064675,0.01647309902,1.0,1.010600721,-0.180592871,0.03188142924,0.1637208944,-0.1120906786,0.5872134162,-0.5652173913,0.076287263896866,0.3498452346031422,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,AWRE,USA,Aware Inc,Technology,Software - Application,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68172300.0,-11.6421274,0.0,1.0,-0.2282840008,-0.09234002544,-0.1367006803,0.4903174463,5.53844732,0.9282662869,0.2285714286,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,SFBC,USA,Sound Financial Bancorp Inc,Financial,Banks - Regional,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114495392.0,12.56070249,0.01772954183,4.0,0.2407668318,0.1638873979,0.07556263462,-0.02730319049,-12.73253938,0.8937625852,0.0115942029,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,SLNH,USA,Soluna Holdings Inc,Financial,Capital Markets,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149247925.0,-24.21608458,0.004945023078,3.0,-4.366491308,-0.40593145,-0.04057435005,23.1092437,2.89376054,0.4374346462,-3.655511811,3.0291290893241767,1.3727272727272726,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,FIEE,Hong Kong,FiEE Inc,Technology,Communication Equipment,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57484187.0,-22.60180764,0.0,4.0,-15.0581947,-0.3008788992,-0.09144902538,0.1549105003,5.397296736,0.3162946791,0.4094488189,0.8400653105937361,-0.6763157894736842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,INOD,USA,Innodata Inc,Technology,Information Technology Services,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160775360.0,-94.23167962,0.0,5.0,23.36064213,0.004966710984,-0.03961794233,0.1977163462,-10.33825944,0.3764748047,-3.813278008,2.041679848900965,0.0696798285397728,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,CRVO,USA,CervoMed Inc,Healthcare,Biotechnology,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154785730.0,-1.256301584,0.0,3.0,2.04818802,-0.4790574963,-0.6940621264,0.0,2.340186963,0.0,0.1773333333,1.1390992626160166,-0.5921052631578947,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,ICCC,USA,Immucell Corp,Healthcare,Biotechnology,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61937734.0,-775.8018601,0.0,8.0,2.968733894,-0.02723911888,0.006006449539,0.2542673054,0.03299202418,0.4498229457,0.9264285714,0.3309600860253996,0.3439999389648438,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,BMRA,USA,Biomerica Inc,Healthcare,Medical Devices,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398973368.0,-46.77856506,0.0,4.0,-10.50973144,-0.01592572962,-0.6914366309,0.07565185468,0.3655478087,0.05087979251,-1.347826087,0.8809794476362607,-0.202429147452816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,FKWL,USA,Franklin Wireless Corp,Technology,Communication Equipment,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50667003.0,5.881008474,0.0,2.0,4.262530874,0.1093860568,0.3815013195,1.452507115,-1.885039461,0.1763243634,1.942307692,0.8266667069354474,-0.8552278767990059,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,WFCF,USA,Where Food Comes From Inc,Industrials,Specialty Business Services,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88032170.0,29.88246538,0.01032978692,6.0,8.822946877,0.03172397363,0.1088937054,0.09244869496,-0.4212429379,0.4439631589,1.181818182,0.3534850848564667,0.1055791605859846,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,ORKA,USA,Oruka Therapeutics Inc,Healthcare,Biotechnology,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30981801.0,-18.56535927,0.0,1.0,34.0906456,-0.05242252097,-0.3752474479,0.0,2.749519006,0.0,-0.9857142857,0.8314195487570681,-0.4500000110825894,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,SSKN,USA,STRATA Skin Sciences Inc,Healthcare,Medical Devices,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508051598.0,-184.3446423,0.0,4.0,-11.49843219,-0.004300005235,-0.1290568472,0.2982676483,-2.637152778,0.6621743337,0.3884615385,0.800756787515858,-0.085526329411034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,PRPH,USA,ProPhase Labs Inc,Healthcare,Diagnostics & Research,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660501375.0,8.682843934,0.08346264597,2.0,-3.728900149,-0.3277184845,0.1316736975,4.44591429,0.5482086407,0.4151463779,3.0,1.13214763632265,-0.2562549203280329,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,ARTW,USA,Art's-way Manufacturing Co. Inc,Industrials,Farm & Heavy Construction Machinery,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15988565.0,75.17206174,0.0,6.0,3.519476123,-0.1004846708,0.0239794766,0.1140590375,5.891106766,0.2642286111,1.098125,0.3443774366170676,0.2363636710427024,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,CREX,USA,Creative Realities Inc,Technology,Software - Application,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20465197.0,23.65516034,0.0,3.0,-0.5846355669,-0.1253644954,-0.1428093279,0.05613793894,1.917457697,0.4532733091,1.036290323,1.435876197361577,0.0378788115965833,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,LINK,USA,Interlink Electronics,Technology,Electronic Components,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28388600.0,-38.10609619,0.001716132113,4.0,9.704067035,0.00257419817,-0.006133540373,0.0856562137,-56.69518717,0.5426584648,-7.432748538,0.7254885433752447,0.1835599506791889,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,RCAT,USA,Red Cat Holdings Inc,Industrials,Aerospace & Defense,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111473288.0,-7.220303579,0.0,4.0,25.21802005,-0.01463860715,-0.66909749,11.37688023,-0.1456880115,0.2139576683,-4.083333333,1.729847898774666,-0.2724138532042058,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,AACG,China,ATA Creativity Global ADR,Consumer Defensive,Education & Training Services,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16799000.0,-3.168559272,0.0,4.0,-1.616828031,-0.3403210054,-0.2482814318,0.2469169618,0.706163912,0.5182524468,0.6337579618,7.072602603240444,-0.1092437883949061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,ISBA,USA,Isabella Bank Corp,Financial,Banks - Regional,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192109630.0,9.850881866,0.0435594431,9.0,-0.4398705152,0.1244674514,0.06282542015,-0.05908754884,-0.2286301214,0.9032774005,0.828358209,0.1653015034977959,0.3359740539411775,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,CZFS,USA,"Citizens Financial Services, Inc",Financial,Banks - Regional,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236685307.0,8.141726767,0.03114259538,5.0,-0.638153215,0.1585517913,0.08219131682,0.04655033163,-2.926598957,0.8987979701,0.1307814992,0.1023447718100535,0.1461440545545607,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,LDWY,USA,Lendway Inc,Communication Services,Advertising Agencies,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41220880.0,-11.4942841,0.0003446510162,2.0,0.413836881,-0.07646328974,-1.150576369,0.1156046219,1.079799764,0.1656155463,0.2443609023,1.6649770000686388,2.2268877123058592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,DXR,USA,Daxor Corp,Healthcare,Medical Instruments & Supplies,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91160184.0,9.593895978,0.0,4.0,148.2155385,-0.06056486102,0.1907591243,0.06812004248,0.4868883915,1.38296831,3.744186047,0.5437216625446446,-0.1326938302990329,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,LIXT,USA,Lixte Biotechnology Holdings Inc,Healthcare,Biotechnology,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16358442.0,-2.383013381,0.0,2.0,0.8159416048,-0.2583854165,-1.402916663,0.0,0.7177143162,0.0,-0.7301038062,0.7594698583699867,-0.6273885365794545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,BHRB,USA,Burke & Herbert Financial Services Corp,Financial,Banks - Regional,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000000.0,12.16645928,0.03379772727,7.0,0.4647297397,0.1224295455,0.05441397957,-0.0227081441,10.82862511,0.9725860364,0.3655589124,0.114218312860382,0.3176866965529266,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,MGYR,USA,Magyar Bancorp Inc,Financial,Banks - Regional,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83461830.0,11.33663377,0.0,4.0,-0.7125121079,0.1273994622,0.04564064702,0.1158990648,-5.423117155,0.8554666498,1.657894737,-0.1122475626087865,0.5971461269834031,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,BVFL,USA,BV Financial Inc,Financial,Banks - Regional,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143091900.0,15.1564347,0.0,6.0,0.3388814903,0.07102428579,0.06973652137,0.5970321932,-5.370260706,0.864310687,0.2336448598,0.0206091874267497,0.2562500376401102,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,INTZ,USA,Intrusion Inc,Technology,Software - Infrastructure,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314974400.0,-67.29660181,0.0,2.0,-9.882501422,-0.01399261059,-2.628082469,0.09941078713,0.03322032109,0.5024048372,0.8911111111,1.156865601888683,-0.7944572800150826,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,TOMZ,USA,TOMI Environmental Solutions Inc,Industrials,Pollution & Treatment Controls,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32535244.0,-6.524483514,0.0,1.0,-9.123232131,-0.1542208628,-0.3329132816,-0.6901991986,1.087076127,0.5915576826,-2.086956522,-0.1004771915452418,-0.5932203629550418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,SCWO,USA,374Water Inc,Industrials,Pollution & Treatment Controls,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605225547.0,-84.65763738,0.0,2.0,-4.885625721,-0.00687601107,-0.2568334687,-0.4443802703,3.567732322,1.0,-57.16666667,0.1159361798000361,2.104651113791749,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,IPM,USA,Intelligent Protection Management Corp,Technology,Software - Application,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14382904,0.0,2.0,-0.05075382463,0.0857615458,0.02038803272,0.03437920022,-12.36854293,0.7950715727,-0.15,0.7745152621867015,0.8679245070827186,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,HFBL,USA,Home Federal Bancorp Inc (Louisiana),Financial,Banks - Regional,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70338533.0,11.74179506,0.01781101357,8.0,-0.8403329928,0.09489682633,0.0950937644,0.05907684589,-7.694046823,0.7985077573,0.4672897196,-0.468161810979534,0.4764897023688528,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,BYRN,USA,Byrna Technologies Inc,Industrials,Aerospace & Defense,peripheral,2021,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317601599.0,-87.92560892,0.0,5.0,15.94738559,-0.02173839434,-0.04642243272,1.54492631,19.69079886,0.5429316888,0.7777777778,0.3151248913463478,-0.1020133921479446,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,FNX,USA,First Trust Mid Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2021,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055753794.0,,,,,,,,,,,1.1342285728607584,0.2624637955796207,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,FEX,USA,First Trust Large Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2021,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106661563.0,,,,,,,,,,,0.9896030892104064,0.2840696151061839,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,FAD,USA,First Trust Multi Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,central,2021,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187467649.0,,,,,,,,,,,1.2153327408380994,0.2151845570859871,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,AAPL,USA,Apple Inc,Technology,Consumer Electronics,central,2021,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890626871140.0,25.91625351,0.005895871543,8.0,10.20399198,0.0378820037,0.3892505618,0.3325938473,0.8249577703,0.4177935963,0.7103658537,1.3093613297175355,0.3382209888012604,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
