,Ticker,Country,Company,Sector,Industry,portfolio,year,n,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum12mo_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum12mo_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum12mo_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum12mo_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum12mo_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum12mo_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum12mo_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum12mo_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum12mo_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum12mo_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum12mo_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum12mo_2024_cut
2038,UAL,USA,United Airlines Holdings Inc,Industrials,Airlines,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,13994724193.0,-1.907951094,0.02617275774,6.0,1.176188215,-0.4344826073,-0.1028795278,-0.6450449617,-4.021340322,-0.3275805926,-3.184801382,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,CAC,USA,Camden National Corp,Financial,Banks - Regional,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,533708326.0,9.013268668,0.03700738189,8.0,0.3015226691,0.02854354261,0.07664891945,-0.01488276382,1.279953362,0.8366603412,0.07046070461,1.0920426246620123,-0.2145730425944176,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,BND,USA,Vanguard Total Bond Market ETF,Financial,Exchange Traded Fund,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,310509599325.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,ADEA,USA,Adeia Inc,Technology,Software - Application,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,583403940.0,3.121415625,0.06729676939,7.0,2.965363534,0.8061226985,0.07817265523,2.185023584,2.161382508,0.7162608462,2.377952756,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,OCFC,USA,OceanFirst Financial Corp,Financial,Banks - Regional,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1114819200.0,17.63242146,0.03844606931,7.0,1.133333609,0.1056427071,0.03133027861,0.2574354426,-9.48283459,0.709415678,-0.4171428571,1.018817135770521,-0.2419867623373029,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,HAS,USA,"Hasbro, Inc",Consumer Cyclical,Leisure,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,12880458000.0,57.7047209,0.02902432285,6.0,2.625130491,0.0662486252,0.03965880385,0.1578746663,3.167716133,0.5812017419,-0.6,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,ROCK,USA,Gibraltar Industries Inc,Industrials,Building Products & Equipment,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,2357545740.0,36.39451352,0.0,6.0,4.124311125,0.03235783541,0.0902235447,0.1495658699,0.5922359808,0.2498949232,-0.01507537688,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,TER,USA,"Teradyne, Inc",Technology,Semiconductor Equipment & Materials,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,19960605990.0,25.39846075,0.003338098852,5.0,19.17240982,0.03434191833,0.2688455727,0.3601379542,-0.4195714584,0.5720835286,0.6461538462,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,SFNC,USA,Simmons First National Corp,Financial,Banks - Regional,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,2336253900.0,9.304983052,0.0314708509,4.0,0.202157499,0.07979796932,0.0494447686,0.00918629905,-3.930458854,0.8012508665,-0.04149377593,,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,KELYA,USA,"Kelly Services, Inc",Industrials,Staffing & Employment Services,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,808401000.0,-11.22779167,0.003711029551,5.0,2.833967622,0.2109101795,-0.03838748852,-0.1567704832,-2.294416244,0.1832595217,-1.651408451,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,QQQ,USA,Invesco QQQ Trust Series 1,Financial,Exchange Traded Fund,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,182933661859.0,,,,,,,,,,,0.967766656840548,0.4831619872985475,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,QTEC,USA,First Trust NASDAQ-100 Technology Sector Index Fund,Financial,Exchange Traded Fund,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,2839409826.0,,,,,,,,,,,1.071181237307631,0.3779619914410552,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,ICLN,USA,iShares Global Clean Energy ETF,Financial,Exchange Traded Fund,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,4401617546.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,SKYW,USA,Skywest Inc,Industrials,Airlines,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,2027028660.0,-237.6230711,0.006454114491,6.0,1.887461625,0.09174934698,0.01610726769,-0.2842757464,5.545753675,-0.00653093922,-1.025679758,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,CPRT,USA,"Copart, Inc",Industrials,Specialty Business Services,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,30047980480.0,31.06663382,0.0,6.0,27.65549327,0.01445063226,0.2282534082,0.08013195185,0.04434235017,0.4569322488,0.1774193548,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,BELFB,USA,Bel Fuse Inc,Technology,Electronic Components,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,185590440.0,16.47783596,0.01595094443,5.0,5.396179769,0.1927204204,0.04935656929,-0.05410306816,1.360036031,0.2570576528,2.444444444,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,SAFT,USA,"Safety Insurance Group, Inc",Financial,Insurance - Property & Casualty,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1152150737.0,8.456017354,0.04669660097,6.0,1.5669354,0.08514824643,4.607033333,-0.04043657572,0.03957053033,0.5186155181,0.4210526316,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,FCBC,USA,First Community Bankshares Inc,Financial,Banks - Regional,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,381317240.0,10.68127707,0.04658416332,6.0,0.6186288727,0.1111416414,0.08399930792,0.1791948943,-1.150346021,0.8688026396,-0.1788617886,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,CCOI,USA,Cogent Communications Holdings Inc,Communication Services,Telecom Services,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,2758037037.0,442.5503716,0.04704363087,3.0,0.2185128698,0.03066931234,0.06908855892,0.04017877578,5.374884019,0.614230166,-0.8395061728,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,ATLO,USA,Ames National Corp,Financial,Banks - Regional,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,219128382.0,11.65702706,0.04128610213,8.0,1.151862312,0.1295333251,0.07494702021,0.1350780008,-5.929890601,0.8126860701,0.1075268817,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,VSEC,USA,VSE Corp,Industrials,Aerospace & Defense,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,464824831.0,-82.13276222,0.00934758752,8.0,6.78221003,0.07377765928,-1.029069442,-0.1208673088,7.292606022,0.08748161817,-1.140298507,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,SIMO,Hong Kong,Silicon Motion Technology Corp ADR,Technology,Semiconductors,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1663195518.0,21.04517154,0.02919595899,5.0,9.239096355,0.05786381289,0.1829964638,0.179917901,-3.421992941,0.4821980979,0.2459016393,0.7893722882961833,-0.0567158506782402,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,PEP,USA,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,204654000000.0,28.84768258,0.02682142501,6.0,3.482879963,0.03102794365,0.1116729041,0.04779488401,2.82802795,0.5486841357,-0.01730769231,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,SBRA,USA,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,3672898641.0,25.87906288,0.07769152883,6.0,0.8992786148,0.06958455756,0.0,-0.1041867148,5.680144518,0.7802208267,0.8108108108,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,CENX,USA,Century Aluminum Co,Basic Materials,Aluminum,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,993803000.0,-8.006366586,0.0,5.0,2.388421203,0.02988295,-0.06614919722,-0.1260481324,-22.1025641,-0.0227400162,-0.5862068966,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,ERIE,USA,Erie Indemnity Co,Financial,Insurance Brokers,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,12842347864.0,43.80493595,0.02124054632,6.0,11.54273112,0.02234303857,-0.430187789,0.02389337092,-0.1827589966,0.133316959,-0.07425742574,0.687158130441625,0.5018654152123752,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,ECPG,USA,"Encore Capital Group, Inc",Financial,Credit Services,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1225717550.0,5.778112845,0.0,5.0,0.7338763587,0.227324705,0.08622645627,0.07420792012,5.779913052,0.5557473025,0.2532833021,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,FAD,USA,First Trust Multi Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,154857442.0,,,,,,,,,,,0.982578100871276,0.3438778001679772,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,KMB,USA,Kimberly-Clark Corp,Consumer Defensive,Household & Personal Products,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,45599506000.0,19.53085927,0.03158702647,6.0,3.521247868,0.05468408718,0.2133135267,0.03739837398,2.05982906,0.3564263323,0.1009615385,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,SSYS,USA,Stratasys Ltd,Technology,Computer Hardware,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1142044960.0,-2.564451446,0.0,5.0,0.1396927127,-0.001064240248,-0.5071473687,-0.1812083386,12.33818164,0.4212496904,-39.4,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,AMAT,USA,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,78964500000.0,15.0624924,0.01443741061,7.0,14.04516487,0.06204234142,0.211152194,0.1775739321,0.07455497382,0.4471573073,0.3706293706,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,MKTX,USA,MarketAxess Holdings Inc,Financial,Capital Markets,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,21378883199.0,71.19969483,0.004248822835,6.0,8.674488646,0.01683564264,0.2697320982,0.3476528888,-0.877866993,0.7417841466,0.4537037037,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,AMSF,USA,Amerisafe Inc,Financial,Insurance - Specialty,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1109071505.0,12.79147445,0.08013867389,5.0,1.050459836,0.05639903046,0.3376098864,-0.08333828334,-0.5729383926,1.0,-0.06875,,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,AIA,USA,iShares Asia 50 ETF,Financial,Exchange Traded Fund,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,623487347.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,PAYX,USA,Paychex Inc,Technology,Software - Application,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,33600708000.0,23.48973226,0.03448078677,6.0,2.95553624,0.05093805457,0.2702850962,0.07104042412,-0.003831876422,0.6830095285,0.06293706294,1.1973921005241674,0.1343283888664685,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,CSCO,USA,"Cisco Systems, Inc",Technology,Communication Equipment,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,188979250000.0,17.79165329,0.03015303064,7.0,3.163942082,0.07345791507,0.1507445222,-0.05015027744,0.169528815,0.6426441654,0.01149425287,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,CDNS,USA,"Cadence Design Systems, Inc",Technology,Software - Application,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,37379773550.0,63.22710641,0.0,7.0,13.88375656,0.02169273714,0.1910590986,0.1483410442,-0.5820106939,0.886131043,-0.402266289,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,FWRD,USA,Forward Air Corp,Industrials,Integrated Freight & Logistics,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,2102419240.0,89.46049973,0.009829188866,3.0,1.052864217,0.03033111814,0.06104630624,0.04475525166,1.827900149,0.1804646129,-0.7236842105,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,BSET,USA,Bassett Furniture Industries Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,199183921.0,-15.85227302,0.02750662986,8.0,2.375791513,0.1855123632,-0.002083878427,-0.2530818183,-28.62216083,0.5156038996,-4.526315789,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,SHEN,USA,Shenandoah Telecommunications Co,Communication Services,Telecom Services,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,2160207750.0,17.17328503,0.007609981057,3.0,1.106805137,0.07705383828,-0.001726211334,0.06725739865,11.6856466,0.5938987657,-0.953125,,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,PIE,USA,Invesco Dorsey Wright Emerging Markets Momentum ETF,Financial,Exchange Traded Fund,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,135733678.0,,,,,,,,,,,0.7999445425435107,0.1943417190692191,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,NDSN,USA,Nordson Corp,Industrials,Specialty Industrial Machinery,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,11666956050.0,44.77030248,0.007907939677,7.0,5.240334319,0.04044831436,0.08578602598,-0.03332655798,2.008502051,0.5329630852,-0.2625215889,1.2244176512995026,0.2155791608681048,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,ADI,USA,Analog Devices Inc,Technology,Semiconductors,central,2020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,54542359190.0,35.79248476,0.02028089877,7.0,7.062895149,0.04217494551,0.06922617903,-0.06476461197,1.783005771,0.6586544914,-0.1038251366,1.1982154043127689,0.2335707973645588,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
