,Ticker,Country,Company,Sector,Industry,portfolio,year,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum12mo_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum12mo_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum12mo_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum12mo_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum12mo_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum12mo_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum12mo_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum12mo_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum12mo_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum12mo_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum12mo_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum12mo_2024_cut
117,HROW,USA,Harrow Inc,Healthcare,Drug Manufacturers - Specialty & Generic,peripheral,2019,200832920.0,1172.696071,0.0,4.0,3.934912764,-0.00450224234,-0.09744152492,0.2367059847,8.512578616,0.6726473175,-0.9836065574,0.8337147708243501,0.3514938453229106,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,IBIO,USA,iBio Inc,Healthcare,Biotechnology,peripheral,2019,29361875.0,-9.928715967,0.0,4.0,-4.707479807,-0.08567295202,-0.5773165285,3.545045045,-1.467092056,1.0,-0.8611404435,-0.2371520553839955,-0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ICCC,USA,Immucell Corp,Healthcare,Biotechnology,peripheral,2019,37146532.0,-27.09676474,0.0,8.0,2.968733894,-0.03297324876,-0.02545950538,0.2491352631,1.486366074,0.4911462508,0.5476190476,0.5744698373213243,-0.3049645442836965,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,IDN,USA,Intellicheck Inc,Technology,Software - Application,peripheral,2019,120990082.0,-46.40996971,0.0,5.0,5.260154858,-0.0157325997,-0.2221040212,0.7285976126,1.331337955,0.8700632257,0.3846153846,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,INTZ,USA,Intrusion Inc,Technology,Software - Infrastructure,peripheral,2019,1507330000.0,333.387458,0.0004796533598,2.0,-9.882501422,0.002707287171,0.8635753976,0.3276566757,-0.3391516136,0.6084438906,0.9333333333,0.2359713033165047,0.4278216195423043,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,IPM,USA,Intelligent Protection Management Corp,Technology,Software - Application,peripheral,2019,,-1.558454092,0.0,2.0,-0.05075382463,-0.3718695068,-0.9478734394,-0.2482900186,2.48754735,0.7922970067,-1.178571429,0.5046429352843442,-0.768888897365994,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,ISBA,USA,Isabella Bank Corp,Financial,Banks - Regional,peripheral,2019,191864754.0,14.76444257,0.04306989211,9.0,-0.4398705152,0.1142428628,0.02678837717,0.05266206098,12.17720875,0.7656344154,-0.07471264368,0.0437556599659401,0.1268264682916891,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,KINS,USA,Kingstone Cos. Inc,Financial,Insurance - Property & Casualty,peripheral,2019,83760767.0,-13.99440802,0.0419347476,6.0,1.268339026,0.3104283669,-0.01992092728,0.2755343679,0.8562158656,0.171199985,-2.896551724,0.3226942562907534,-0.5596332554349849,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,KOSS,USA,Koss Corp,Technology,Consumer Electronics,peripheral,2019,11403439.0,33.92668677,0.0,5.0,5.254458709,0.08305980934,0.01947350801,-0.07115937141,0.8774958998,0.3122353133,1.127391304,0.3425842449414009,-0.2198952693321739,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,KRMD,USA,KORU Medical Systems Inc,Healthcare,Medical Instruments & Supplies,peripheral,2019,259078448.0,448.6954406,0.0,3.0,14.739144,-0.0004143379627,0.04035824929,0.3347338962,-1.264341344,0.641283644,-0.3846153846,-0.2340326225640403,2.9181819672755323,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,LDWY,USA,Lendway Inc,Communication Services,Advertising Agencies,peripheral,2019,8717665.11,-1.56314506,0.001605935538,2.0,0.413836881,-0.3107485266,-0.4731183289,-0.3522686244,2.96196319,0.2013656633,-4.987804878,0.883739842153692,-0.4874765216211387,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,LFMD,USA,LifeMD Inc,Healthcare,Health Information Services,peripheral,2019,6247143.6,-1.892975048,0.0,4.0,-0.1071443535,0.04233422192,-9.782598377,0.4978838026,0.1025499267,0.7974662387,-1.571428571,0.9679217724023008,-0.0714285896748915,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,LINK,USA,Interlink Electronics,Technology,Electronic Components,peripheral,2019,13850040.0,-45.31420764,0.0,4.0,9.704067035,-0.01115478976,-0.02432094556,-0.1795822102,-107.5384615,0.4531143053,-1.492080253,0.5488719797233392,1.261905420293052,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,LIXT,USA,Lixte Biotechnology Holdings Inc,Healthcare,Biotechnology,peripheral,2019,45573600.0,-18.67507969,0.0,2.0,0.8159416048,-0.03673503958,-1.022977772,0.0,1.064958491,0.0,-0.009174311927,0.514360729744456,-0.2688172079765457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,LOAN,USA,Manhattan Bridge Capital Inc,Real Estate,REIT - Mortgage,peripheral,2019,61390148.0,13.66685466,0.07547597058,4.0,3.204573948,0.07214520484,0.0851071396,0.03365986404,4.607893417,0.9990960683,-0.02083333333,0.2316563780997871,0.1960024889894491,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,LTRX,USA,Lantronix Inc,Technology,Communication Equipment,peripheral,2019,96020400.0,-175.6019608,0.0,5.0,1.89281269,-0.03683408332,0.07231294695,0.02874067573,-10.11510791,0.560311367,-1.532394366,0.6332182607295208,0.2108843107116276,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,LWLG,USA,Lightwave Logic Inc,Basic Materials,Specialty Chemicals,peripheral,2019,61878864.0,-8.668045436,0.0,2.0,149.1867446,-0.08697556087,-1.056094404,0.0,0.2283183686,0.0,-0.06878306878,0.1918028318125446,-0.0140844940358835,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,MGYR,USA,Magyar Bancorp Inc,Financial,Banks - Regional,peripheral,2019,58606181.0,18.84313788,0.0,4.0,-0.7125121079,0.1016047725,0.02994143631,0.1072316341,2.868277475,0.7451732118,0.4571428571,-0.0130797936851242,0.021224443935204,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,MNSB,USA,MainStreet Bancshares Inc,Financial,Banks - Regional,peripheral,2019,190608291.0,13.60379928,0.0,4.0,-0.8311438697,0.08274095894,0.06780567235,0.352657518,0.07468771233,0.6702787593,0.2246376812,0.2989092922204531,0.3393902213840047,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,NAII,USA,"Natural Alternatives International, Inc",Consumer Defensive,Packaged Foods,peripheral,2019,52386824.0,-27.83943202,0.0,5.0,1.665738115,-0.01856062741,-0.01394819907,-0.1403861451,-0.3811235955,0.1587452471,-1.27173913,0.2090570333035235,-0.2166836348903934,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,NBN,USA,Northeast Bank,Financial,Banks - Regional,peripheral,2019,198965520.0,13.83186258,0.001869386828,5.0,-0.3604386378,0.09621353876,0.06564942526,0.2021322677,-1.251871608,0.7580230842,-0.1412429379,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,NECB,USA,NorthEast Community Bancorp Inc,Financial,Banks - Regional,peripheral,2019,194183822.0,8.346617772,0.007288620299,5.0,-0.3910540071,0.08726920371,0.07426490765,0.141932675,-5.894598229,0.7268599553,-0.009174311927,0.1227913709347682,0.0707868309142092,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,NOTV,USA,Inotiv Inc,Healthcare,Diagnostics & Research,peripheral,2019,53672850.0,-47.18350633,0.0,3.0,-1.155933567,-0.1368478633,-0.005602753772,0.6555074774,6.229304314,0.2962444974,-2.443438914,0.7038975652493629,2.85039365348506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,OCC,USA,Optical Cable Corp,Technology,Communication Equipment,peripheral,2019,23797133.0,-3.844075842,0.0,3.0,3.437370136,-0.03827971161,-0.1570478891,-0.1879127385,-2.154771745,0.2566457293,-6.5,0.9021741552043916,-0.1312335977714558,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,ORKA,USA,Oruka Therapeutics Inc,Healthcare,Biotechnology,peripheral,2019,9102128.28,-1.376174579,0.0,1.0,34.0906456,-0.6369140506,-0.7389813863,0.0,1.501530704,0.0,0.5975915299,-0.1303017559377038,-0.0488215040936671,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,OVLY,USA,Oak Valley Bancorp,Financial,Banks - Regional,peripheral,2019,157917900.0,12.62430299,0.01404243886,4.0,1.743244633,0.1003774334,0.1109443013,0.06155594172,-7.525815523,0.9556548931,0.08450704225,0.8872551631188953,0.0773453629296476,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PEBK,USA,Peoples Bancorp Of North Carolina Inc,Financial,Banks - Regional,peripheral,2019,188018289.0,13.85972489,0.0202036522,7.0,-0.4544929421,0.05314806907,0.07920295934,0.1041239264,-0.2631454623,0.9272521139,0.06306306306,1.0915882280142508,0.3308094896522409,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PRPH,USA,ProPhase Labs Inc,Healthcare,Diagnostics & Research,peripheral,2019,455351394.0,-14.48256834,0.1277814748,2.0,-3.728900149,-0.02346245218,-0.2856009422,-0.2476001828,0.1602658789,0.2647833131,-0.7333333333,-0.2309084425619128,-0.2111803790163583,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,RCAT,USA,Red Cat Holdings Inc,Industrials,Aerospace & Defense,peripheral,2019,19505527.0,-1.775579371,0.0,4.0,25.21802005,-1.295074036,-0.04134881883,111.6784566,-0.5841766748,-2.346773963,-1.109537693,2.1494353906468167,-0.3208333623078122,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,SBET,USA,SharpLink Gaming Inc,Consumer Cyclical,Gambling,peripheral,2019,5789671.2,-16.86660199,0.1141286405,2.0,194.9961709,-0.02288603299,-0.07386547013,-0.5936295854,11.9196357,0.1517829215,0.9348855962,0.4824752408348221,-0.4204545298555335,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,SCWO,USA,374Water Inc,Industrials,Pollution & Treatment Controls,peripheral,2019,28575095.0,-5.549468069,0.0,2.0,-4.885625721,-0.1005942272,6.617498877,-0.8737466727,-0.6013387314,1.0,0.191588785,0.5620517685838481,0.7999999523162842,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,SFBC,USA,Sound Financial Bancorp Inc,Financial,Banks - Regional,peripheral,2019,91530504.0,13.62237521,0.01576103995,4.0,0.2407668318,0.1144049267,0.0649020008,0.03224770519,-4.086065158,0.8057658405,-0.05474452555,0.2027460024468151,0.1204323566902196,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,SGLY,USA,Singularity Future Technology Ltd,Industrials,Integrated Freight & Logistics,peripheral,2019,79821697.0,-17.25115035,0.0,1.0,-10.12951557,-0.03918296655,-0.3887067319,0.8110487071,0.5804182062,0.1380031724,-12.73684211,0.6539077288649409,-0.3896103896103896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,SHIP,Greece,Seanergy Maritime Holdings Corp,Industrials,Marine Shipping,peripheral,2019,14487742.0,-0.7080270533,0.0,5.0,-0.09605864291,0.09163899269,0.02711247624,-0.05486232517,12.92034149,0.2296211517,0.9087452471,1.2305740256736497,-0.92933334906083,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,SLNH,USA,Soluna Holdings Inc,Financial,Capital Markets,peripheral,2019,3778197.0,19.80638235,0.5535007909,3.0,-4.366491308,0.03220027194,0.05418410042,-0.1849417018,-4.091623037,0.664434637,-0.8359375,0.7225358026376502,0.0980006472857291,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,SMID,USA,Smith-Midland Corp,Basic Materials,Building Materials,peripheral,2019,31098000.0,15.82965623,0.009107999481,4.0,6.349857717,-0.03043562816,0.05517152508,0.1608901044,0.9002237136,0.2135100983,0.1515151515,0.1835205157690136,-0.189832262620577,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,SSKN,USA,STRATA Skin Sciences Inc,Healthcare,Medical Devices,peripheral,2019,689848848.0,-175.5281266,0.0,4.0,-11.49843219,-0.000844793158,-0.07723660966,0.05798023782,0.296521259,0.6417400114,0.2,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,TACT,USA,Transact Technologies Inc,Technology,Computer Hardware,peripheral,2019,82351790.0,158.724845,0.03275865479,4.0,3.586061618,0.04248979451,0.01167103338,-0.1619250005,-0.6534541336,0.4794745125,-0.904,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,TAYD,USA,Taylor Devices Inc,Industrials,Specialty Industrial Machinery,peripheral,2019,36563533.0,15.11579648,0.0,6.0,26.69290698,0.05680038346,0.06873864392,0.3798668747,-1.227306792,0.2691266146,4.615384615,0.0328672673459051,-0.1247947799408314,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,TOMZ,USA,TOMI Environmental Solutions Inc,Industrials,Pollution & Treatment Controls,peripheral,2019,13948309.0,-5.969321135,0.0,1.0,-9.123232131,-0.08076134286,-0.2977991745,0.1365444905,-4.431831041,0.6166406708,0.2380952381,0.8005516596122157,-0.08333331781129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
